verbatim_name,name,"name to use (if different from ""name"")",name comment field,taxon_group,Comment,notes,Any taxon above genus,genus modifier,genus name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,comments,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,normalized_name
Liliasterites angularis,Liliasterites angularis,,,nannofossils,,,,,Liliasterites,,angularis,,,,,87899.0,Liliasterites angularis,species,Liliasterites angularis
Liliasterites atlanticus,Liliasterites atlanticus,,,nannofossils,,,,,Liliasterites,,atlanticus,,,,,87729.0,Liliasterites,genus,Liliasterites atlanticus
Lithastrinus grillii,Lithastrinus grillii,,,nannofossils,,,,,Lithastrinus,,grillii,,,,,87979.0,Lithastrinus grillii,species,Lithastrinus grillii
Lithastrinus septenarius,Lithastrinus septenarius,,,nannofossils,,,,,Lithastrinus,,septenarius,,,,,87976.0,Lithastrinus septenarius,species,Lithastrinus septenarius
Lithoptychius ulii,Lithoptychius ulii,,,nannofossils,,,,,Lithoptychius,,ulii,,,,,424301.0,Lithoptychius,genus,Lithoptychius ulii
Lithoptychius vertebratoides,Lithoptychius vertebratoides,,,nannofossils,,,,,Lithoptychius,,vertebratoides,,,,,424301.0,Lithoptychius,genus,Lithoptychius vertebratoides
Lithraphidites acutus,Lithraphidites acutus,,,nannofossils,,,,,Lithraphidites,,acutus,,,,,88031.0,Lithraphidites acutus,species,Lithraphidites acutus
Lithraphidites alatus,Lithraphidites alatus,,,nannofossils,,,,,Lithraphidites,,alatus,,,,,88030.0,Lithraphidites alatus,species,Lithraphidites alatus
Lithraphidites carniolensis,Lithraphidites carniolensis,,,nannofossils,,,,,Lithraphidites,,carniolensis,,,,,88027.0,Lithraphidites carniolensis,species,Lithraphidites carniolensis
Lithraphidites quadratus,Lithraphidites quadratus,,,nannofossils,,,,,Lithraphidites,,quadratus,,,,,88021.0,Lithraphidites quadratus,species,Lithraphidites quadratus
Lophodolithus acutus,Lophodolithus acutus,,,nannofossils,,,,,Lophodolithus,,acutus,,,,,410573.0,Lophodolithus,genus,Lophodolithus acutus
Lophodolithus mochlophorus,Lophodolithus mochlophorus,,,nannofossils,,,,,Lophodolithus,,mochlophorus,,,,,410574.0,Lophodolithus mochlophorus,species,Lophodolithus mochlophorus
Lophodolithus nascens,Lophodolithus nascens,,,nannofossils,,,,,Lophodolithus,,nascens,,,,,410573.0,Lophodolithus,genus,Lophodolithus nascens
Lophodolithus rotundus,Lophodolithus rotundus,,,nannofossils,,,,,Lophodolithus,,rotundus,,,,,410573.0,Lophodolithus,genus,Lophodolithus rotundus
Loxolithus armilla,Loxolithus armilla,,,nannofossils,,,,,Loxolithus,,armilla,,,,,88595.0,Loxolithus armilla,species,Loxolithus armilla
Lucianorhabdus cayeuxii,Lucianorhabdus cayeuxii,,,nannofossils,,,,,Lucianorhabdus,,cayeuxii,,,,,88109.0,Lucianorhabdus cayeuxii,species,Lucianorhabdus cayeuxii
Lucianorhabdus maleformis,Lucianorhabdus maleformis,,,nannofossils,,,,,Lucianorhabdus,,maleformis,,,,,88105.0,Lucianorhabdus maleformis,species,Lucianorhabdus maleformis
Lucianorhabdus spp.,Lucianorhabdus spp.,,,nannofossils,,,,,Lucianorhabdus,,spp.,,,,,87778.0,Lucianorhabdus,genus,Lucianorhabdus spp.
Manivitella pemmatoidea,Manivitella pemmatoidea,,,nannofossils,,,,,Manivitella,,pemmatoidea,,,,,88250.0,Manivitella pemmatoidea,species,Manivitella pemmatoidea
Markalius apertus,Markalius apertus,,,nannofossils,,,,,Markalius,,apertus,,,,,87784.0,Markalius,genus,Markalius apertus
Markalius astroporus,Markalius astroporus,,,nannofossils,,,,,Markalius,,astroporus,,,,,87784.0,Markalius,genus,Markalius astroporus
Markalius inversus,Markalius inversus,,,nannofossils,,,,,Markalius,,inversus,,,,,88129.0,Markalius inversus,species,Markalius inversus
Marthasterites furcatus,Marthasterites furcatus,,,nannofossils,,,,,Marthasterites,,furcatus,,,,,87897.0,Marthasterites furcatus,species,Marthasterites furcatus
Micrantholithus flos,Micrantholithus flos,,,nannofossils,,,,,Micrantholithus,,flos,,,,,410955.0,Micrantholithus flos,species,Micrantholithus flos
Micrantholithus spp.,Micrantholithus spp.,,,nannofossils,,,,,Micrantholithus,,spp.,,,,,87757.0,Micrantholithus,genus,Micrantholithus spp.
Microrhabdulus belgicus,Microrhabdulus belgicus,,,nannofossils,,,,,Microrhabdulus,,belgicus,,,,,88019.0,Microrhabdulus belgicus,species,Microrhabdulus belgicus
Microrhabdulus decoratus,Microrhabdulus decoratus,,,nannofossils,,,,,Microrhabdulus,,decoratus,,,,,88018.0,Microrhabdulus decoratus,species,Microrhabdulus decoratus
Microrhabdulus spp.,Microrhabdulus spp.,,,nannofossils,,,,,Microrhabdulus,,spp.,,,,,87750.0,Microrhabdulus,genus,Microrhabdulus spp.
Micula,Micula,Micula sp.,,nannofossils,,,,,Micula,,sp.,,,,,364628.0,Micula,genus,Micula sp.
Micula concava,Micula concava,,,nannofossils,,,,,Micula,,concava,,,,,87972.0,Micula concava,species,Micula concava
Micula cubiformis,Micula cubiformis,,,nannofossils,,,,,Micula,,cubiformis,,,,,87971.0,Micula cubiformis,species,Micula cubiformis
Micula decussata,Micula decussata,,,nannofossils,,,,,Micula,,decussata,,,,,364629.0,Micula decussata,species,Micula decussata
Micula murus,Micula murus,,,nannofossils,,,,,Micula,,murus,,,,,87969.0,Micula murus,species,Micula murus
Micula prinsii,Micula prinsii,,,nannofossils,,,,,Micula,,prinsii,,,,,87965.0,Micula prinsii,species,Micula prinsii
Micula staurophora,Micula staurophora,,,nannofossils,,,,,Micula,,staurophora,,,,,87963.0,Micula staurophora,species,Micula staurophora
Minylitha convallis,Minylitha convallis,,,nannofossils,,,,,Minylitha,,convallis,,,,,424501.0,Minylitha,genus,Minylitha convallis
Misceomarginatus pleniporus,Misceomarginatus pleniporus,,,nannofossils,,,,,Misceomarginatus,,pleniporus,,,,,88725.0,Misceomarginatus pleniporus,species,Misceomarginatus pleniporus
Monomarginatus quaternarius,Monomarginatus quaternarius,,,nannofossils,,,,,Monomarginatus,,quaternarius,,,,,88723.0,Monomarginatus quaternarius,species,Monomarginatus quaternarius
Nannoconus,Nannoconus,Nannoconus sp.,,nannofossils,,,,,Nannoconus,,sp.,,,,,7554.0,Nannoconus,genus,Nannoconus sp.
Nannoconus sp.,Nannoconus sp.,,,nannofossils,,,,,Nannoconus,,sp.,,,,,7554.0,Nannoconus,genus,Nannoconus sp.
Nannotetrina alata,Nannotetrina alata,,,nannofossils,,,,,Nannotetrina,,alata,,,,,424341.0,Nannotetrina,genus,Nannotetrina alata
Nannotetrina alata gr.,Nannotetrina alata gr.,Nannotetrina alata group,,nannofossils,,why is this different from the way other groups are treated? e.g. Discoaster <variabilis group> - resolved; JAS was confused,,,Nannotetrina,,alata,,group,,,424341.0,Nannotetrina,genus,Nannotetrina alata group
Nannotetrina cristata,Nannotetrina cristata,,,nannofossils,,,,,Nannotetrina,,cristata,,,,,424341.0,Nannotetrina,genus,Nannotetrina cristata
Nannotetrina fulgens,Nannotetrina fulgens,,,nannofossils,,,,,Nannotetrina,,fulgens,,,,,424341.0,Nannotetrina,genus,Nannotetrina fulgens
Nannotetrina spp.,Nannotetrina spp.,,,nannofossils,,,,,Nannotetrina,,spp.,,,,,424341.0,Nannotetrina,genus,Nannotetrina spp.
Neobiscutum spp.,Neobiscutum spp.,,,nannofossils,,,,,Neobiscutum,,spp.,,,,,424324.0,Neobiscutum,genus,Neobiscutum spp.
Neochiastozygus chiastus,Neochiastozygus chiastus,,,nannofossils,,,,,Neochiastozygus,,chiastus,,,,,87681.0,Neochiastozygus,genus,Neochiastozygus chiastus
Neochiastozygus junctus,Neochiastozygus junctus,,,nannofossils,,,,,Neochiastozygus,,junctus,,,,,87681.0,Neochiastozygus,genus,Neochiastozygus junctus
Neochiastozygus modestus,Neochiastozygus modestus,,,nannofossils,,,,,Neochiastozygus,,modestus,,,,,87681.0,Neochiastozygus,genus,Neochiastozygus modestus
Neochiastozygus perfectus,Neochiastozygus perfectus,,,nannofossils,,,,,Neochiastozygus,,perfectus,,,,,87681.0,Neochiastozygus,genus,Neochiastozygus perfectus
Neochiastozygus rosenkrantzii,Neochiastozygus rosenkrantzii,,,nannofossils,,,,,Neochiastozygus,,rosenkrantzii,,,,,87681.0,Neochiastozygus,genus,Neochiastozygus rosenkrantzii
Neochiastozygus spp.,Neochiastozygus spp.,,,nannofossils,,,,,Neochiastozygus,,spp.,,,,,87681.0,Neochiastozygus,genus,Neochiastozygus spp.
Neococcolithes dubius,Neococcolithes dubius,,,nannofossils,,,,,Neococcolithes,,dubius,,,,,424345.0,Neococcolithes,genus,Neococcolithes dubius
Neococcolithes protenus,Neococcolithes protenus,,,nannofossils,,,,,Neococcolithes,,protenus,,,,,424345.0,Neococcolithes,genus,Neococcolithes protenus
Neococcolithes spp.,Neococcolithes spp.,,,nannofossils,,,,,Neococcolithes,,spp.,,,,,424345.0,Neococcolithes,genus,Neococcolithes spp.
Neocrepidolithus cruciatus,Neocrepidolithus cruciatus,,,nannofossils,,,,,Neocrepidolithus,,cruciatus,,,,,88589.0,Neocrepidolithus cruciatus,species,Neocrepidolithus cruciatus
Neocrepidolithus dirimosus,Neocrepidolithus dirimosus,,,nannofossils,,,,,Neocrepidolithus,,dirimosus,,,,,88587.0,Neocrepidolithus dirimosus,species,Neocrepidolithus dirimosus
Neocrepidolithus fossus,Neocrepidolithus fossus,,,nannofossils,,,,,Neocrepidolithus,,fossus,,,,,88585.0,Neocrepidolithus fossus,species,Neocrepidolithus fossus
Neocrepidolithus neocrassus,Neocrepidolithus neocrassus,,,nannofossils,,,,,Neocrepidolithus,,neocrassus,,,,,88583.0,Neocrepidolithus neocrassus,species,Neocrepidolithus neocrassus
Neocrepidolithus watkinsii,Neocrepidolithus watkinsii,,,nannofossils,,,,,Neocrepidolithus,,watkinsii,,,,,88581.0,Neocrepidolithus watkinsii,species,Neocrepidolithus watkinsii
Neosphaera coccolithomorpha,Neosphaera coccolithomorpha,,,nannofossils,,,,,Neosphaera,,coccolithomorpha,,,,,424496.0,Neosphaera,genus,Neosphaera coccolithomorpha
Nephrolithus frequens,Nephrolithus frequens,,,nannofossils,,,,,Nephrolithus,,frequens,,,,,88421.0,Nephrolithus frequens,species,Nephrolithus frequens
Nicklithus amplificus,Nicklithus amplificus,,,nannofossils,,,,,Nicklithus,,amplificus,,,,,388329.0,Nicklithus amplificus,species,Nicklithus amplificus
Octocyclus sp.,Octocyclus sp.,,,nannofossils,,,,,Octocyclus,,sp.,,,,,87833.0,Octocyclus,genus,Octocyclus sp.
Octolithus multiplus,Octolithus multiplus,,,nannofossils,,,,,Octolithus,,multiplus,,,,,88079.0,Octolithus multiplus,species,Octolithus multiplus
Oolithotus fragilis,Oolithotus fragilis,,,nannofossils,both family and genus are extant,"Family: Calcidiscaceae, Young & Bown, 1997 (other genera i this family are: Calcidiscus, Hayaster, Umbilicospahera, Hayella, Cryptococcolithus)  Young, J. R. & Bown, P. R. (1997a). Cenozoic calcareous nannoplankton classification. Journal of Nannoplankton Research. 19(1): 36-47.",,,Oolithotus,,fragilis,,,,,,,,Oolithotus fragilis
Oolithotus sp.,Oolithotus sp.,,,nannofossils,,"Oolithotus Cohen & Reinhardt, 1968 Cohen, C. L. D. & Reinhardt, P. (1968). Coccolithophorids from the Pleistocene Caribbean deep-sea core CP-28. Neues Jahrbuch für Geologie und Paläontologie, Abhandlungen. 131: 289-304.",,,Oolithotus,,sp.,,,,,,,,Oolithotus sp.
Oolithotus spp.,Oolithotus spp.,,,nannofossils,,,,,Oolithotus,,spp.,,,,,,,,Oolithotus spp.
Orthorhabdus rugosus,Orthorhabdus rugosus,,,nannofossils,,,,,Orthorhabdus,,rugosus,,,,,424460.0,Orthorhabdus,genus,Orthorhabdus rugosus
Orthorhabdus serratus,Orthorhabdus serratus,,,nannofossils,,,,,Orthorhabdus,,serratus,,,,,424460.0,Orthorhabdus,genus,Orthorhabdus serratus
Orthorhabdus striatus,Orthorhabdus striatus,,,nannofossils,,,,,Orthorhabdus,,striatus,,,,,424460.0,Orthorhabdus,genus,Orthorhabdus striatus
Pedinocyclus larvalis,Pedinocyclus larvalis,,,nannofossils,,,,,Pedinocyclus,,larvalis,,,,,424497.0,Pedinocyclus,genus,Pedinocyclus larvalis
Pemma basquense,Pemma basquense,,,nannofossils,,,,,Pemma,,basquense,,,,,412396.0,Pemma,genus,Pemma basquense
Perchnielsenella stradneri,Perchnielsenella stradneri,,,nannofossils,,,,,Perchnielsenella,,stradneri,,,,,88208.0,Perchnielsenella stradneri,species,Perchnielsenella stradneri
Perissocyclus fenestratus,Perissocyclus fenestratus,,,nannofossils,,,,,Perissocyclus,,fenestratus,,,,,88412.0,Perissocyclus fenestratus,species,Perissocyclus fenestratus
Petrarhabdus copulatus,Petrarhabdus copulatus,,,nannofossils,,,,,Petrarhabdus,,copulatus,,,,,88320.0,Petrarhabdus copulatus,species,Petrarhabdus copulatus
Placozygus spp.,Placozygus spp.,,,nannofossils,,,,,Placozygus,,spp.,,,,,87872.0,Placozygus,genus,Placozygus spp.
Pontesphaera multipora,Pontesphaera multipora,Pontosphaera multipora,,nannofossils,,,,,Pontosphaera,,multipora,,,,,87680.0,Pontosphaera,genus,Pontosphaera multipora
Pontosphaera alta,Pontosphaera alta,,,nannofossils,,,,,Pontosphaera,,alta,,,,,87680.0,Pontosphaera,genus,Pontosphaera alta
Pontosphaera discopora,Pontosphaera discopora,,,nannofossils,,,,,Pontosphaera,,discopora,,,,,87680.0,Pontosphaera,genus,Pontosphaera discopora
Pontosphaera enormis,Pontosphaera enormis,,,nannofossils,,,,,Pontosphaera,,enormis,,,,,87680.0,Pontosphaera,genus,Pontosphaera enormis
Pontosphaera exilis,Pontosphaera exilis,,,nannofossils,,,,,Pontosphaera,,exilis,,,,,87680.0,Pontosphaera,genus,Pontosphaera exilis
Pontosphaera indooceanica,Pontosphaera indooceanica,,,nannofossils,,,,,Pontosphaera,,indooceanica,,,,,87680.0,Pontosphaera,genus,Pontosphaera indooceanica
Pontosphaera japonica,Pontosphaera japonica,,,nannofossils,,,,,Pontosphaera,,japonica,,,,,87680.0,Pontosphaera,genus,Pontosphaera japonica
Pontosphaera latelliptica,Pontosphaera latelliptica,,,nannofossils,,,,,Pontosphaera,,latelliptica,,,,,87680.0,Pontosphaera,genus,Pontosphaera latelliptica
Pontosphaera millepuncta,Pontosphaera millepuncta,,,nannofossils,,,,,Pontosphaera,,millepuncta,,,,,87680.0,Pontosphaera,genus,Pontosphaera millepuncta
Pontosphaera multipora,Pontosphaera multipora,,,nannofossils,,,,,Pontosphaera,,multipora,,,,,87680.0,Pontosphaera,genus,Pontosphaera multipora
Pontosphaera plana,Pontosphaera plana,,,nannofossils,,,,,Pontosphaera,,plana,,,,,87680.0,Pontosphaera,genus,Pontosphaera plana
Pontosphaera pulchra,Pontosphaera pulchra,,,nannofossils,,,,,Pontosphaera,,pulchra,,,,,87680.0,Pontosphaera,genus,Pontosphaera pulchra
Pontosphaera punctosa,Pontosphaera punctosa,,,nannofossils,,,,,Pontosphaera,,punctosa,,,,,87680.0,Pontosphaera,genus,Pontosphaera punctosa
Pontosphaera rimosa,Pontosphaera rimosa,,,nannofossils,,,,,Pontosphaera,,rimosa,,,,,87680.0,Pontosphaera,genus,Pontosphaera rimosa
Pontosphaera sp.,Pontosphaera sp.,,,nannofossils,,,,,Pontosphaera,,sp.,,,,,87680.0,Pontosphaera,genus,Pontosphaera sp.
Pontosphaera spp.,Pontosphaera spp.,,,nannofossils,,,,,Pontosphaera,,spp.,,,,,87680.0,Pontosphaera,genus,Pontosphaera spp.
Pontosphaera spp. (Neogene),Pontosphaera spp. (Neogene),Pontosphaera <spp. (Neogene)>,,nannofossils,,,,,Pontosphaera,,spp.,,,,Pontosphaera spp. (Neogene),87680.0,Pontosphaera,genus,Pontosphaera <spp. (Neogene)>
Pontosphaera versa,Pontosphaera versa,,,nannofossils,,,,,Pontosphaera,,versa,,,,,87680.0,Pontosphaera,genus,Pontosphaera versa
Prediscosphaera arkhangelskyi,Prediscosphaera arkhangelskyi,,,nannofossils,,,,,Prediscosphaera,,arkhangelskyi,,,,,88317.0,Prediscosphaera arkhangelskyi,species,Prediscosphaera arkhangelskyi
Prediscosphaera bukryi,Prediscosphaera bukryi,,,nannofossils,,,,,Prediscosphaera,,bukryi,,,,,88316.0,Prediscosphaera bukryi,species,Prediscosphaera bukryi
Prediscosphaera columnata,Prediscosphaera columnata,,,nannofossils,,,,,Prediscosphaera,,columnata,,,,,88314.0,Prediscosphaera columnata,species,Prediscosphaera columnata
Prediscosphaera cretacea,Prediscosphaera cretacea,,,nannofossils,,,,,Prediscosphaera,,cretacea,,,,,88312.0,Prediscosphaera cretacea,species,Prediscosphaera cretacea
Prediscosphaera desiderograndis,Prediscosphaera desiderograndis,,,nannofossils,,,,,Prediscosphaera,,desiderograndis,,,,,87817.0,Prediscosphaera,genus,Prediscosphaera desiderograndis
Prediscosphaera grandis,Prediscosphaera grandis,,,nannofossils,,,,,Prediscosphaera,,grandis,,,,,88311.0,Prediscosphaera grandis,species,Prediscosphaera grandis
Prediscosphaera majungae,Prediscosphaera majungae,,,nannofossils,,,,,Prediscosphaera,,majungae,,,,,88307.0,Prediscosphaera majungae,species,Prediscosphaera majungae
Prediscosphaera spinosa,Prediscosphaera spinosa,,,nannofossils,,,,,Prediscosphaera,,spinosa,,,,,88301.0,Prediscosphaera spinosa,species,Prediscosphaera spinosa
Prediscosphaera stoveri,Prediscosphaera stoveri,,,nannofossils,,,,,Prediscosphaera,,stoveri,,,,,88299.0,Prediscosphaera stoveri,species,Prediscosphaera stoveri
Prinsius bisulcus,Prinsius bisulcus,,,nannofossils,,,,,Prinsius,,bisulcus,,,,,424330.0,Prinsius,genus,Prinsius bisulcus
Prinsius dimorphosus,Prinsius dimorphosus,,,nannofossils,,,,,Prinsius,,dimorphosus,,,,,424330.0,Prinsius,genus,Prinsius dimorphosus
Prinsius dimorphus,Prinsius dimorphus,Prinsius dimorphosus,,nannofossils,,,,,Prinsius,,dimorphosus,,,,,424330.0,Prinsius,genus,Prinsius dimorphosus
Prinsius martinii,Prinsius martinii,,,nannofossils,,,,,Prinsius,,martinii,,,,,424330.0,Prinsius,genus,Prinsius martinii
Prinsius tenuiculus,Prinsius tenuiculus,,,nannofossils,,,,,Prinsius,,tenuiculus,,,,,424330.0,Prinsius,genus,Prinsius tenuiculus
Pseudoemiliania lacunosa,Pseudoemiliania lacunosa,,,nannofossils,,,,,Pseudoemiliania,,lacunosa,,,,,298168.0,Pseudoemiliania,genus,Pseudoemiliania lacunosa
Pseudoemiliania ovata,Pseudoemiliania ovata,,,nannofossils,,,,,Pseudoemiliania,,ovata,,,,,298168.0,Pseudoemiliania,genus,Pseudoemiliania ovata
Pseudomicula quadrata,Pseudomicula quadrata,,,nannofossils,,,,,Pseudomicula,,quadrata,,,,,88011.0,Pseudomicula quadrata,species,Pseudomicula quadrata
Pseudotriquetrorhabdulus inversus,Pseudotriquetrorhabdulus inversus,,,nannofossils,,,,,Pseudotriquetrorhabdulus,,inversus,,,,,424332.0,Pseudotriquetrorhabdulus,genus,Pseudotriquetrorhabdulus inversus
Psuedoemiliania lacunosa,Psuedoemiliania lacunosa,Pseudoemiliania lacunosa,,nannofossils,,,,,Pseudoemiliania,,lacunosa,,,,,298168.0,Pseudoemiliania,genus,Pseudoemiliania lacunosa
Quadrum gartneri,Quadrum gartneri,,,nannofossils,,,,,Quadrum,,gartneri,,,,,87958.0,Quadrum gartneri,species,Quadrum gartneri
Quadrum intermedium,Quadrum intermedium,,,nannofossils,,,,,Quadrum,,intermedium,,,,,87956.0,Quadrum intermedium,species,Quadrum intermedium
Reinhardtites anthophorus,Reinhardtites anthophorus,,,nannofossils,,,,,Reinhardtites,,anthophorus,,,,,88666.0,Reinhardtites anthophorus,species,Reinhardtites anthophorus
Reinhardtites biperforatus,Reinhardtites biperforatus,,,nannofossils,,,,,Reinhardtites,,biperforatus,,,,,87871.0,Reinhardtites,genus,Reinhardtites biperforatus
Reinhardtites levis,Reinhardtites levis,,,nannofossils,,,,,Reinhardtites,,levis,,,,,88665.0,Reinhardtites levis,species,Reinhardtites levis
Repagalum parvidentatum,Repagulum parvidentatum,,,nannofossils,,,,,Repagulum,,parvidentatum,,,,,88126.0,Repagulum parvidentatum,species,Repagulum parvidentatum
Retecapsa crenulata,Retecapsa crenulata,,,nannofossils,,,,,Retecapsa,,crenulata,,,,,88271.0,Retecapsa crenulata,species,Retecapsa crenulata
Retecapsa ficula,Retecapsa ficula,,,nannofossils,,,,,Retecapsa,,ficula,,,,,88269.0,Retecapsa ficula,species,Retecapsa ficula
Retecapsa schizobrachiata,Retecapsa schizobrachiata,,,nannofossils,,,,,Retecapsa,,schizobrachiata,,,,,88262.0,Retecapsa schizobrachiata,species,Retecapsa schizobrachiata
Retecapsa surirella,Retecapsa surirella,,,nannofossils,,,,,Retecapsa,,surirella,,,,,88260.0,Retecapsa surirella,species,Retecapsa surirella
Reticulafenestra psuedoumbilica,Reticulofenestra pseudoumbilica,,,nannofossils,,,,,Reticulofenestra,,pseudoumbilica,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra pseudoumbilica
"Reticulofenestra ""small""","Reticulofenestra ""small""",Reticulofenestra <spp. small>,,nannofossils,,,,,Reticulofenestra,,sp.,,,small,"Reticulofenestra ""small""",255392.0,Reticulofenestra,genus,Reticulofenestra <spp. small>
Reticulofenestra asanoi,Reticulofenestra asanoi,,,nannofossils,,,,,Reticulofenestra,,asanoi,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra asanoi
Reticulofenestra asanoi (<6 microns),Reticulofenestra asanoi (<6 microns),,,nannofossils,,,,,Reticulofenestra,,asanoi,,,<6 microns,,255392.0,Reticulofenestra,genus,Reticulofenestra asanoi (<6 microns)
Reticulofenestra asanoi (>6 microns),Reticulofenestra asanoi (>6 microns),,,nannofossils,,,,,Reticulofenestra,,asanoi,,,>6 microns,,255392.0,Reticulofenestra,genus,Reticulofenestra asanoi (>6 microns)
Reticulofenestra bisecta,Reticulofenestra bisecta,,,nannofossils,,,,,Reticulofenestra,,bisecta,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra bisecta
Reticulofenestra bisecta (5-10 microns),Reticulofenestra bisecta (5-10 microns),,,nannofossils,,,,,Reticulofenestra,,bisecta,,,5-10 microns,,255392.0,Reticulofenestra,genus,Reticulofenestra bisecta (5-10 microns)
Reticulofenestra bisecta (>10 microns),Reticulofenestra bisecta (>10 microns),,,nannofossils,,,,,Reticulofenestra,,bisecta,,,>10 microns,,255392.0,Reticulofenestra,genus,Reticulofenestra bisecta (>10 microns)
Reticulofenestra callida,Reticulofenestra callida,,,nannofossils,,,,,Reticulofenestra,,callida,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra callida
Reticulofenestra circus,Reticulofenestra circus,,,nannofossils,,,,,Reticulofenestra,,circus,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra circus
Reticulofenestra cisnerosii,Reticulofenestra cisnerosii,,,nannofossils,,,,,Reticulofenestra,,cisnerosii,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra cisnerosii
Reticulofenestra daviesii,Reticulofenestra daviesii,,,nannofossils,,,,,Reticulofenestra,,daviesii,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra daviesii
Reticulofenestra dictyoda,Reticulofenestra dictyoda,,,nannofossils,,,,,Reticulofenestra,,dictyoda,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra dictyoda
Reticulofenestra dictyoda (10-14 microns),Reticulofenestra dictyoda (10-14 microns),,,nannofossils,,,,,Reticulofenestra,,dictyoda,,,10-14 microns,,255392.0,Reticulofenestra,genus,Reticulofenestra dictyoda (10-14 microns)
Reticulofenestra dictyoda (10-14¬µm),Reticulofenestra dictyoda (10-14¬µm),Reticulofenestra dictyoda (10-14 microns),,nannofossils,,,,,Reticulofenestra,,dictyoda,,,10-14 microns,,255392.0,Reticulofenestra,genus,Reticulofenestra dictyoda (10-14 microns)
Reticulofenestra dictyoda (3-10¬µm),Reticulofenestra dictyoda (3-10¬µm),Reticulofenestra dictyoda (3-10 microns),,nannofossils,,,,,Reticulofenestra,,dictyoda,,,3-10 microns,,255392.0,Reticulofenestra,genus,Reticulofenestra dictyoda (3-10 microns)
Reticulofenestra erbae,Reticulofenestra erbae,,,nannofossils,,,,,Reticulofenestra,,erbae,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra erbae
Reticulofenestra gelida,Reticulofenestra gelida,,,nannofossils,,,,,Reticulofenestra,,gelida,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra gelida
Reticulofenestra hampdenensis,Reticulofenestra hampdenensis,,,nannofossils,,,,,Reticulofenestra,,hampdenensis,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra hampdenensis
Reticulofenestra haqii,Reticulofenestra haqii,,,nannofossils,,,,,Reticulofenestra,,haqii,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra haqii
Reticulofenestra haqii (<3 microns),Reticulofenestra haqii (<3 microns),,,nannofossils,,,,,Reticulofenestra,,haqii,,,<3 microns,,255392.0,Reticulofenestra,genus,Reticulofenestra haqii (<3 microns)
Reticulofenestra hillae,Reticulofenestra hillae,,,nannofossils,,,,,Reticulofenestra,,hillae,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra hillae
Reticulofenestra lockeri,Reticulofenestra lockeri,,,nannofossils,,,,,Reticulofenestra,,lockeri,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra lockeri
Reticulofenestra lockerii,Reticulofenestra lockerii,,,nannofossils,,,,,Reticulofenestra,,lockeri,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra lockerii
Reticulofenestra minuta,Reticulofenestra minuta,,,nannofossils,,,,,Reticulofenestra,,minuta,,,,,388325.0,Reticulofenestra minuta,species,Reticulofenestra minuta
Reticulofenestra minuta (<3 microns),Reticulofenestra minuta (<3 microns),,,nannofossils,,,,,Reticulofenestra,,minuta,,,<3 microns,,388325.0,Reticulofenestra minuta,species,Reticulofenestra minuta (<3 microns)
Reticulofenestra minuta (<3¬µm),Reticulofenestra minuta (<3¬µm),Reticulofenestra minuta (<3 microns),,nannofossils,,,,,Reticulofenestra,,minuta,,,<3 microns,,388325.0,Reticulofenestra minuta,species,Reticulofenestra minuta (<3 microns)
Reticulofenestra minutula,Reticulofenestra minutula,,,nannofossils,,,,,Reticulofenestra,,minutula,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra minutula
Reticulofenestra minutula (3-5 microns),Reticulofenestra minutula (3-5 microns),,,nannofossils,,,,,Reticulofenestra,,minutula,,,3-5 microns,,255392.0,Reticulofenestra,genus,Reticulofenestra minutula (3-5 microns)
Reticulofenestra oamaruensis,Reticulofenestra oamaruensis,,,nannofossils,,,,,Reticulofenestra,,oamaruensis,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra oamaruensis
Reticulofenestra perplexa,Reticulofenestra perplexa,,,nannofossils,,,,,Reticulofenestra,,perplexa,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra perplexa
Reticulofenestra producta,Reticulofenestra producta,,,nannofossils,,,,,Reticulofenestra,,producta,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra producta
Reticulofenestra pseudoumbilica,Reticulofenestra pseudoumbilica,Reticulofenestra pseudoumbilicus,,nannofossils,,,,,Reticulofenestra,,pseudoumbilicus,,,,,255398.0,Reticulofenestra pseudoumbilicus,species,Reticulofenestra pseudoumbilicus
