taxon,taxon_group,name,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,normalized_name
Craspedodiscus splendidus,diatoms,,,,,
Globorotalia puncticulata conomiozea,planktic foraminfera,,,,,
Cleistosphaeridium ancoriferum,dinoflagellates,,286039.0,Cleistosphaeridium ancoriferum,species,
Cibicidoides mexicana,benthic foraminifera,,,,,
Theocampe altamontensis,radiolarians,,,,,
Discoaster plebeius,nannofossils,,,,,
Stephanopyxis aculeata var.,diatoms,,,,,
Periphaena sp.,radiolarians,,238.0,Periphaena,genus,
Rhabdosphaera perlonga,nannofossils,,,,,
Reticulofenestra hesslandii,nannofossils,,,,,
Melonis guadalupe,benthic foraminifera,,,,,
Diploneis gorjanovicii,diatoms,,,,,
Globorotalia quadrata,planktic foraminfera,,,,,
Globigerinella pseudobesa,planktic foraminfera,,,,,
Globigerinoides subsacculifer,planktic foraminfera,,,,,
Lithodesmium rotunda,diatoms,,,,,
Actinomma tetrapila,radiolarians,,,,,
Rhaphoneis diamantella,diatoms,,387107.0,Rhaphoneis diamantella,species,
Nodosarella subnodosa,benthic foraminifera,,,,,
Lithocampe sp.,radiolarians,,554.0,Lithocampe,genus,
Neogloboquadrina praehumerosa,planktic foraminfera,,,,,
Corbisema bimucronata bimucornata,silicoflagellates,,,,,
Semicytherura sp.,ostracod,,24595.0,Semicytherura,genus,
Nothofagidites deminuta,pollen,,278272.0,Nothofagidites deminuta,species,
Stetsonia sp.,benthic foraminifera,,2613.0,Stetsonia,genus,
Denticulopsis punctata,diatoms,,,,,
Rhabdonema japonicum,diatoms,,,,,
Ceratosporites equalis,pollen,,276483.0,Ceratosporites equalis,species,
Lophodolithus sp.,nannofossils,,410573.0,Lophodolithus,genus,
Globorotalia scitula group,planktic foraminfera,,,,,
Wetzeliella sp.,dinoflagellates,,340087.0,Wetzeliella,genus,
Sceptroneis humuncia,diatoms,,,,,
Marginulina dubia,benthic foraminifera,,,,,
Rhizosolenia aerbetata,diatoms,,,,,
Dictyophimus splendens,radiolarians,,,,,
Turborotalia clemenciae,planktic foraminfera,,,,,
Monoceratina sp.(q),ostracod,,,,,
Discoaster argutus,nannofossils,,,,,
Dicladia norwegica,diatoms,,,,,
Baculatisporites sp.,pollen,,252529.0,Baculatisporites,genus,
Chaetoceros danicus,diatoms,,,,,
Mesocena elliptica rhomboides,silicoflagellates,,,,,
Giraffospyris didiceros,radiolarians,,,,,
Mesocena cireulus,silicoflagellates,,,,,
Globorotalia bolivariana,planktic foraminfera,,,,,
Marginulina linearis,benthic foraminifera,,,,,
Botryopera laticeps,radiolarians,,,,,
Campylodiscus sp.,diatoms,,,,,
Globigerina pachyderma,planktic foraminfera,,422474.0,Globigerina pachyderma,species,
Dentalina cocoaensis,benthic foraminifera,,,,,
Lagena lateralis pontica,benthic foraminifera,,,,,
Distephanus aculeatus aculeatus,silicoflagellates,,,,,
Globigerina tenella,planktic foraminfera,,,,,
Dentalina leguminiformis,benthic foraminifera,,,,,
Cymbella turgida,diatoms,,,,,
Axoprunum carduum,radiolarians,,,,,
Actinomma yosii,radiolarians,,,,,
Neocrepidolithus sp.,nannofossils,,87865.0,Neocrepidolithus,genus,
Phthanoperidinium echinatum,dinoflagellates,,,,,
Fragilariopsis pliocena,diatoms,,,,,
Cassidulina reniforme,benthic foraminifera,,,,,
Monoporites sp.,pollen,,251295.0,Monoporites,genus,
Lithostylidium biconcavum,phytoliths,,,,,
Tenuitella praestainfohsi,planktic foraminfera,,,,,
Hoeglundia sp.,benthic foraminifera,,,,,
Phormostichoartus coronata,radiolarians,,,,,
Gavelinella intermedia,benthic foraminifera,,,,,
Globorotalia praemiocenica,planktic foraminfera,,,,,
Lenticulina occidentalis torrida,benthic foraminifera,,,,,
Globigerinoides conglobatus conglobatus,planktic foraminfera,,,,,
Malvaceae,pollen,,53879.0,Malvaceae,family,
Globigerinellopsis aguasayensis,planktic foraminfera,,,,,
Globigerina anguisuturalis,planktic foraminfera,,,,,
Spongaster sp.,radiolarians,,306.0,Spongaster,genus,
Globorotalia praemenardi,planktic foraminfera,,,,,
Lithomitra sp.,radiolarians,,558.0,Lithomitra,genus,
Uvigerina notohispida,benthic foraminifera,,,,,
Neogloboquadrina dutertrei s. l.,planktic foraminfera,,,,,
Brizalina semiperforata,benthic foraminifera,,,,,
Hemiaulus barbadensis,diatoms,,,,,
Lenticulina punctata,benthic foraminifera,,,,,
Rhabdosphaera morionum,nannofossils,,,,,
Globigerinita unicava primitiva,planktic foraminfera,,,,,
Stephanopyxis kulmii,diatoms,,,,,
Cassidulinoides braziliensis,benthic foraminifera,,,,,
Cerebrocysta bartonensis,dinoflagellates,,,,,
Artostrobus pusillum,radiolarians,,,,,
Dendrospyris turriturcica turriturcica,radiolarians,,,,,
Theocamptra spirocyrtis,radiolarians,,,,,
Triactis tripyramis tripyramis,radiolarians,,,,,
Fissurina dominicana,benthic foraminifera,,,,,
Tetrapollis sp.,pollen,,,,,
Micrantholithus attenuatus,nannofossils,,,,,
Cibicides cocoaensis,benthic foraminifera,,,,,
Lagena distoma,benthic foraminifera,,,,,
Triactis triactis,radiolarians,,,,,
Laguncularia sp.,pollen,,,,,
Centrobotrys sp.,radiolarians,,460.0,Centrobotrys,genus,
Carduifolia onoporoides,dinoflagellates,,,,,
Triceratium cinnamomeum minor,diatoms,,,,,
Riedelia sp.,diatoms,,,,,
Transversopontis obliquipons,nannofossils,,,,,
Eucyrtidium hexastichum,radiolarians,,,,,
Navicula hasta,diatoms,,,,,
Dictyocha praelaevis,silicoflagellates,,,,,
Bythocypris sp.(q),ostracod,,,,,
Elphidium batialis,benthic foraminifera,,,,,
Quinqueloculina seminulinum,benthic foraminifera,,,,,
Discoaster moorei ,nannofossils,,,,,
Lagena gracillima,benthic foraminifera,,,,,
Pseudomicromarsupium lacrimosa,silicoflagellates,,,,,
Haplophragmoides foliaceous,benthic foraminifera,,,,,
Pseudopodosira bella,diatoms,,,,,
Globorotalia exserta,planktic foraminfera,,,,,
Reticulofenestra onusta,nannofossils,,,,,
Goniothecium coronatum,diatoms,,,,,
Asterolampra schmidti,diatoms,,,,,
Astacolus calliopsis,benthic foraminifera,,,,,
Cantharospyris ateuchus,radiolarians,,,,,
Rhaphoneis elongata,diatoms,,,,,
Thalassiphora velata,dinoflagellates,,,,,
Delphineis ovata,diatoms,,,,,
Vermiculithina arca,nannofossils,,,,,
Globigerinoides pseudosellii,planktic foraminfera,,,,,
Angulogerina sp.,benthic foraminifera,,852.0,Angulogerina,genus,
Rhizosolenia miocenica,diatoms,,,,,
Globorotalia menardii menardii,planktic foraminfera,,,,,
Marthasterites inconspicuus,nannofossils,,87896.0,Marthasterites inconspicuus,species,
Helenina anderseni,benthic foraminifera,,,,,
Trochammina sp.(q),benthic foraminifera,,,,,
Pterocorys variabilis,radiolarians,,,,,
Corythomelissa spongomelissa adunca,radiolarians,,,,,
Cibicides richardsoni,benthic foraminifera,,,,,
Calcidiscus rotula,nannofossils,,,,,
Lenticulina callifera,benthic foraminifera,,,,,
Ilselithina sp.,nannofossils,,424495.0,Ilselithina,genus,
Globigerina praecalida,planktic foraminfera,,,,,
Osangularia culteri,benthic foraminifera,,,,,
Globorotalia cifellii,planktic foraminfera,,,,,
Globigerinatheka mexicana mexicana,planktic foraminfera,,,,,
Stephanogonia horridus,diatoms,,,,,
Artostrobium doliolum,radiolarians,,,,,
Morozovella pusilla pusilla,planktic foraminfera,,,,,
Chiropteridium dispersum,dinoflagellates,,,,,
Cnemidaria sp.,pollen,,,,,
Alabamina obtusa,benthic foraminifera,,,,,
Schimperiella antarctica,diatoms,,,,,
Stichopodium inflatum,radiolarians,,,,,
Reticulofenestra tagana,nannofossils,,,,,
Osangularia interrupta,benthic foraminifera,,,,,
Lagena perlucida,benthic foraminifera,,,,,
Rhabdosphaera spinula,nannofossils,,,,,
Hermesium geminum,ebridians,,,,,
Spongomelissa adunca,radiolarians,,152643.0,Spongomelissa adunca,species,
Theocampe salillum,radiolarians,,166474.0,Theocampe salillum,species,
Dictyocha deflandrei(hexagonal),silicoflagellates,,,,,
Ericsonia ovalis s.ampl.,nannofossils,,,,,
Cymbella affinis,diatoms,,,,,
Ellipsoglandulina velascoensis,benthic foraminifera,,,,,
Turborotalia cocoaensis,planktic foraminfera,,,,,
Globoquadrina larmeui obesa,planktic foraminfera,,,,,
Dictyocha deflandrei completa,silicoflagellates,,,,,
Trochammina altiformis,benthic foraminifera,,,,,
Diplocyclas bicorona,radiolarians,,,,,
Cocconeis maxima,diatoms,,,,,
Triporoletes sp.,pollen,,276493.0,Triporoletes,genus,
Catapsydrax perus,planktic foraminfera,,,,,
Globigerinoides sacculifer fistulosus,planktic foraminfera,,,,,
Globorotalia cunialensis,planktic foraminfera,,,,,
Globorotalia acostaensis humerosa,planktic foraminfera,,,,,
Markalius reinhardtii,nannofossils,,88227.0,Markalius reinhardtii,species,
Cordosphaeridium exilimurum,dinoflagellates,,,,,
Lenticulina yaquensis,benthic foraminifera,,,,,
Arachnodiscus indicus,diatoms,,,,,
Vagalapilla octoradiata,nannofossils,,,,,
Scriniodinium attadalense,dinoflagellates,,336777.0,Scriniodinium attadalense,species,
Fragilaria leptostauron dubia,diatoms,,,,,
Deflandrea delineata,dinoflagellates,,,,,
Heterolepa cicatricosus,benthic foraminifera,,,,,
Australopollis obscurus,pollen,,308944.0,Australopollis obscurus,species,
Foliatiniscus mirabilis,ebridians,,,,,
Didymocyrtis didymus,radiolarians,,,,,
Gtheca senni,planktic foraminfera,,,,,
Hemiaulus polycystinorum mesolepta,diatoms,,,,,
Petalospyris sp.,radiolarians,,85769.0,Petalospyris,genus,
Homotryblium floripes,dinoflagellates,,,,,
Umbilicosphaera cricota,nannofossils,,,,,
Larix,pollen,,83628.0,Larix,genus,
Gaudryina atlantica,benthic foraminifera,,,,,
Zygolithus sp.,nannofossils,,87686.0,Zygolithus,genus,
Halicalyptra picassoi,silicoflagellates,,,,,
Bolivina striatacarinata,benthic foraminifera,,,,,
Mesocena polymorpha bioctonaria,silicoflagellates,,,,,
Asteromphalus petersonii,diatoms,,,,,
Sphaeroidinella subdehiscens,planktic foraminfera,,,,,
Stichopodium microporum,radiolarians,,,,,
Coccolithus pseudocarteri,nannofossils,,,,,
Bathropyramis spongiosa,radiolarians,,,,,
Navicula florinae,diatoms,,,,,
Actinocyclus ehrenbergii crassa,diatoms,,,,,
Bandyella beckmanni,benthic foraminifera,,,,,
Rhabdothorax sp.,nannofossils,,,,,
Globorotalia pseudobulloides,planktic foraminfera,,,,,
Ammonia hatatensis,benthic foraminifera,,,,,
Urticeae,pollen,,,,,
Scyphosphaera ampla,nannofossils,,,,,
Pontosphaera planar,nannofossils,,,,,
Astrosphaerin hexagonalis,radiolarians,,,,,
Alabamina naraensis,benthic foraminifera,,,,,
Hormosina carpenteri,benthic foraminifera,,,,,
Ericsonia universa,nannofossils,,,,,
Dictyocha rhombica,silicoflagellates,,,,,
Gomphonema gracilis,diatoms,,,,,
Melosira praegranulata curvata,diatoms,,,,,
Actiniscus elongatus,dinoflagellates,,,,,
Acanthosphaeridium reticulatum,diatoms,,,,,
Sethamphora mongolfieri,radiolarians,,,,,
Globigerinita dissimilis ciperoensis,planktic foraminfera,,,,,
Rhopalosyringium sp.,radiolarians,,631.0,Rhopalosyringium,genus,
Uvigerina compressa,benthic foraminifera,,354885.0,Uvigerina compressa,species,
Dictyomitra sp.,radiolarians,,497.0,Dictyomitra,genus,
Globigerina digitata digitata,planktic foraminfera,,,,,
Globigerina aquiensis,planktic foraminfera,,,,,
Carpocanopsis cristatatum,radiolarians,,,,,
Calcidiscus formosus,nannofossils,,,,,
Pleurostomella jacksonensis,benthic foraminifera,,,,,
Neogloboquadrina blowi,planktic foraminfera,,,,,
Actiniscus squamosus,ebridians,,,,,
Cleistosphaeridium sp.,dinoflagellates,,276883.0,Cleistosphaeridium,genus,
Anomalina illingi,benthic foraminifera,,,,,
Panartus tetrathalamus,radiolarians,,,,,
Lepidocyclina tournoveri,benthic foraminifera,,,,,
Bolivina beyrichi,benthic foraminifera,,,,,
Globigerinita globiformis,planktic foraminfera,,,,,
Globotruncana fornicata,planktic foraminfera,,,,,
Cocconeis pediculus,diatoms,,,,,
Elphidium subarcticum,benthic foraminifera,,,,,
Tessarospyris pododendros,radiolarians,,,,,
Morozovella kolchida,planktic foraminfera,,,,,
Chenopodiaceae sp.,pollen,,55413.0,Chenopodiaceae,family,
Coscinodiscus grossheimii,diatoms,,,,,
Trigonocyclia prima,radiolarians,,,,,
Lanternithus duocavus,nannofossils,,,,,
Astrophacus inca,radiolarians,,,,,
Deflandrea antarctica,dinoflagellates,,,,,
Umbilicosphaera humilis,nannofossils,,,,,
Eucythere declivis,ostracod,,,,,
Actinocyclus ellipticus javanica,diatoms,,,,,
Dictyocha calida ampliata,silicoflagellates,,,,,
Sphaeroidinella dehiscens dehiscens,planktic foraminfera,,,,,
Sceptroneis ossiformis,diatoms,,,,,
Lenticulina degolyeri,benthic foraminifera,,,,,
Lithopilium sphaerocephalum,radiolarians,,,,,
Pyrulina fusiformis,benthic foraminifera,,,,,
Spongodiscus pulcher,radiolarians,,,,,
Globorotalia euaperta,planktic foraminfera,,,,,
Liriospyris costata,radiolarians,,,,,
Siphocampe lineata group,radiolarians,,,,,
Epistominella takayanagi,benthic foraminifera,,,,,
Melosira granulata,diatoms,,,,,
Diartus pettersoni,radiolarians,,,,,
Pararotalia curryi,benthic foraminifera,,,,,
Thoracosphaera oblonga,nannofossils,,,,,
Lyramula furcula minor,silicoflagellates,,,,,
Dictyocha pseudofibula,silicoflagellates,,,,,
Coscinodiscus oligocenicus,diatoms,,,,,
Discoaster lubinaensis,nannofossils,,,,,
Planulina ammophila,benthic foraminifera,,,,,
Euchitonia mulleri,radiolarians,,,,,
Lithomelissa mofera,radiolarians,,,,,
Corbisema geometrica,silicoflagellates,,,,,
Skeletonema sp.,diatoms,,71273.0,Skeletonema,genus,
Cibicides mckennai,benthic foraminifera,,,,,
Coccolithus jugatus,nannofossils,,,,,
Rhabdolithina regularis,nannofossils,,,,,
Micula mura,nannofossils,,,,,
Globorotalia cavernula,planktic foraminfera,,,,,
Nodogenerina alazanensis,benthic foraminifera,,,,,
Psychospyris intermedia,radiolarians,,,,,
Globigerina bollii,planktic foraminfera,,,,,
Lenticulina calcar,benthic foraminifera,,,,,
Spongotrochus venustum,radiolarians,,,,,
Cassidulina caudriae,benthic foraminifera,,,,,
Craspedodiscus barronii,diatoms,,,,,
Asterocyclina malladai,benthic foraminifera,,,,,
Globorotalia cultrata exilis,planktic foraminfera,,,,,
Mesocena bispicata,silicoflagellates,,,,,
Globigerinatheka lindiensis,planktic foraminfera,,,,,
Castanopsis sp.,pollen,,54591.0,Castanopsis,genus,
Trochammina macrescens,benthic foraminifera,,,,,
Actinoptychus stella,diatoms,,,,,
Nonion grateloupi,benthic foraminifera,,,,,
Cannartus pseudoprismaticus,radiolarians,,,,,
Markalius circumradiatus,nannofossils,,,,,
Bairdoppilata sp.,ostracod,,23924.0,Bairdoppilata,genus,
Helicopontosphaera papillata,nannofossils,,,,,
Globigerinoides quadrilobatus trilobatus,planktic foraminfera,,,,,
Naviculopsis nordica hyalina,silicoflagellates,,,,,
Astractinium sp.,radiolarians,,,,,
Nodosaria vertebralis,benthic foraminifera,,386856.0,Nodosaria vertebralis,species,
Lithostylidium amphiodon,phytoliths,,,,,
Spinidinium sp.,dinoflagellates,,277897.0,Spinidinium,genus,
Diploneis notabilis,diatoms,,,,,
Cibicidoides parki,benthic foraminifera,,,,,
Dimerogramma marinum,diatoms,,,,,
Glabratella sp.,benthic foraminifera,,1490.0,Glabratella,genus,
Theocamptra formaster,radiolarians,,,,,
Amphisphaera cronos,radiolarians,,,,,
Acanthodesmia circumflexa,radiolarians,,,,,
Astronion astrale,benthic foraminifera,,,,,
Lithelius spiralis,radiolarians,,,,,
Globorotalia continuosa acostaensis tegillata,planktic foraminfera,,,,,
Tessarastrum sp.,radiolarians,,,,,
Syracosphaera labrosa,nannofossils,,,,,
Buccella mansfieldi,benthic foraminifera,,,,,
Amphora costata,diatoms,,,,,
Dentalina vertebralis,benthic foraminifera,,,,,
Pseudopyxilla dubia,diatoms,,,,,
Cyclotella comta,diatoms,,,,,
Globigerinoides obliqus extremus,planktic foraminfera,,,,,
Taxodiad,pollen,,,,,
Fursenkoina squammosa,benthic foraminifera,,,,,
Bolivina tortuosa,benthic foraminifera,,,,,
Nummulites burdigalensis minor,benthic foraminifera,,,,,
Globorotalia scitula s. l.,planktic foraminfera,,,,,
Gomphrenia sp.,pollen,,,,,
Dictyocha formosa,silicoflagellates,,,,,
Pterotheca simplex,diatoms,,75878.0,Pterotheca simplex,species,
Eucythere sp.,ostracod,,24079.0,Eucythere,genus,
Lithomelissa thoracites,radiolarians,,,,,
Meridion circulare,diatoms,,,,,
Spiniferites crassipellis,dinoflagellates,,,,,
Gyroidina prominula,benthic foraminifera,,,,,
Cocconeis sp.,diatoms,,387121.0,Cocconeis,genus,
Bolivinopsis cubensis,benthic foraminifera,,,,,
Striatricolpites catatumbus,pollen,,250495.0,Striatricolpites catatumbus,species,
Coccolithus solitus,nannofossils,,,,,
Elphidium excavatum selseyensis,benthic foraminifera,,,,,
Triceratium inconspicuum,diatoms,,,,,
Theocorythium amicae,radiolarians,,,,,
Cyclolithella rotula,nannofossils,,,,,
Ammodochium sp.(q),ebridians,,,,,
Neoflabellina numismalis,benthic foraminifera,,,,,
Triloculina arctica,benthic foraminifera,,,,,
Coccolithus apomnemoneumus,nannofossils,,,,,
Corbisema schulzii,silicoflagellates,,,,,
Petalospyris foveolata,radiolarians,,,,,
Alisporites sp.,pollen,,264974.0,Alisporites,genus,
Plectopyramis dodecoma,radiolarians,,,,,
Fissurina flintiana,benthic foraminifera,,,,,
Cordia sp.,pollen,,,,,
Ascostomocystis potane,dinoflagellates,,,,,
Micrascidites sp.,nannofossils,,,,,
Hermesinopsis caulleryi,ebridians,,409482.0,Hermesinopsis caulleryi,species,
Theocorys cretica,radiolarians,,,,,
Foveotriletes palaequetrus,pollen,,264483.0,Foveotriletes palaequetrus,species,
Clathrolithus ellipticus,nannofossils,,406675.0,Clathrolithus ellipticus,species,
Textularia bacccata,benthic foraminifera,,,,,
Nonion nicobarensis,benthic foraminifera,,,,,
Globorotaloides hexagonus variabilis,planktic foraminfera,,,,,
Spondias sp.,pollen,,418507.0,Spondias,genus,
Coscinodiscus elliptipora,diatoms,,,,,
Tricolocapsa bergontiana,radiolarians,,,,,
Distephanus speculum diommata,silicoflagellates,,,,,
Ammodochium serotinum,ebridians,,,,,
Discoaster challengerii,nannofossils,,,,,
Pleurostomella alazanensis,benthic foraminifera,,,,,
Vaginulina reophagia,benthic foraminifera,,,,,
Stephanodiscus robustus,diatoms,,,,,
Marginulina abbreviata,benthic foraminifera,,,,,
Krauselisporites papillatus,pollen,,,,,
Nodosaria tosta,benthic foraminifera,,,,,
Cibicidoides westi,benthic foraminifera,,,,,
Globorotalia laevigata,planktic foraminfera,,,,,
Stilostomella advena,benthic foraminifera,,,,,
Karreriella subcylindrica,benthic foraminifera,,,,,
Lithomitra imbricata,radiolarians,,,,,
Cassidulinoides bradyi,benthic foraminifera,,,,,
Catinaster miopelagicus,nannofossils,,,,,
Truncorotaloides sp.,planktic foraminfera,,2729.0,Truncorotaloides,genus,
Bolivinita concavomoenia,benthic foraminifera,,,,,
Heterolepa mexicana,benthic foraminifera,,,,,
Corbisema bimucronata (q) unspined,silicoflagellates,,,,,
Stephanopyxis barbadensis,diatoms,,,,,
Cyclococcolithus floridanus,nannofossils,,,,,
Bolivina tongi filacostata,benthic foraminifera,,,,,
Anthocyrtium hispidum,radiolarians,,,,,
Collosphaeridae,radiolarians,,85052.0,Collosphaeridae,family,
Globotextularia sp.,benthic foraminifera,,,,,
Globorotalia naussi,planktic foraminfera,,,,,
Dictyocha vexativa,silicoflagellates,,,,,
Bulimina excavata,benthic foraminifera,,,,,
Elphidium hiltermanni,benthic foraminifera,,,,,
Globorotalia punctulata,planktic foraminfera,,,,,
Pterocorys sabae,radiolarians,,,,,
Uvigerina abbreviata,benthic foraminifera,,,,,
Uvigerina bortotara costata,benthic foraminifera,,,,,
Chlamydophorella nyei,dinoflagellates,,286037.0,Chlamydophorella nyei,species,
Pararotalia calvezae,benthic foraminifera,,,,,
Syracosphaera wechesensis,nannofossils,,,,,
Pterocodon campana,radiolarians,,,,,
Denticulopsis kamtschatica,diatoms,,,,,
Hemiaulus hostilis,diatoms,,,,,
Echinomma leptodermum,radiolarians,,,,,
Cyclococcolithus aequiscutum,nannofossils,,,,,
Stephanodiscus carconensis,diatoms,,,,,
Cambretaceae,pollen,,,,,
Bythocypris lucida,ostracod,,,,,
Cistaceae,pollen,,55468.0,Cistaceae,family,
Lithocampe inaequispina,radiolarians,,,,,
Ehrenbergina serrata,benthic foraminifera,,,,,
Actinocyclus ellipticus lanceolata,diatoms,,,,,
Stilostomella gracilis,benthic foraminifera,,,,,
Dentalina ittae,benthic foraminifera,,,,,
Gaudryina jacksonensis,benthic foraminifera,,,,,
Karreriella subaccata,benthic foraminifera,,,,,
Glenodinium sp.,dinoflagellates,,,,,
Rossiella sp.,diatoms,,434083.0,Rossiella,genus,
Impagidinium japonicum,dinoflagellates,,,,,
Actinomma archadophorum,radiolarians,,,,,
Podocoronis toxarium,radiolarians,,,,,
Acalypha sp,pollen,,,,,
Anomalinoides aragonensis,benthic foraminifera,,,,,
Buliminella curta bassispinata,benthic foraminifera,,,,,
Pulleniatina obliquiloculata finalis,planktic foraminfera,,,,,
