Exp,Hole,Core,Type,Section,Top Depth [m],Preservation,Group abundance,Bicolumnus ovatus,Blackites sp.,Braarudosphaera sp.,Calcidiscus leptoporus,Calcidiscus leptoporus (>10 μm),Calcidiscus macintyrei,Calcidiscus macintyrei (>11 μm),Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus (>10 µm),Catinaster coalitus,Ceratolithus acutus,Chiasmolithus altus,Chiasmolithus oamaruensis,Chiasmolithus sp.,Clausicoccus obrutus,Coccolithus miopelagicus,Coccolithus pelagicus,Coccolithus pelagicus f. braarudii,Coccolithus streckeri,Coronocyclus nitescens,Crenalithus doronicoides,Cricolithus jonesii,Cryptococcolithus cf. mediaperforatus,Cryptococcolithus mediaperforatus,Cyclicargolithus abisectus (10-11 μm),Cyclicargolithus abisectus (>11 μm),Cyclicargolithus floridanus,Dictyococcites antarcticus,Dictyococcites bisectus,Dictyococcites productellus (<3 μm),Dictyococcites productellus (3-5 μm),"Dictyococcites productellus (3-5 μm, circular)",Dictyococcites scrippsae,Dictyococcites stavensis (10-14 μm),Dictyococcites stavensis (>14 μm),Discoaster deflandrei,Discoaster sp.,Emiliania huxleyi,Emiliania pujosae,Gephyrocapsa aperta,Gephyrocapsa caribbeania (3-4 μm),Gephyrocapsa caribbeanica (4-5.5 μm),Gephyrocapsa caribbeanica (5.5-6.5 μm),Gephyrocapsa caribbeanica (>6.5 μm),Gephyrocapsa crassipons,Gephryocapsa ericsonii,Gephyrocapsa oceanica (3-4 μm),Gephyrocapsa oceanica (4-5.5 μm),Gephyrocapsa oceanica (5.5-6.5 μm),Gephyrocapsa omega,Helicosphaera carteri,Helicosphaera cf. euphratis,Helicosphaera elongata,Helicosphaera euphratis,Helicosphaera cf. intermedia,Helicosphaera intermedia,Helicosphaera omanica,Helicosphaera cf. sellii,Helicosphaera sellii,Helicosphaera sp.,Hughesius tasmaniae,Isthmolithus recurvus,Lanternithus minutus,Markalius inversus,Minyalitha convalis,Neococcolithus sp.,Pontosphaera discopora,Pontosphaera japonIca,Pontosphaera multipora,Pontosphaera sp.,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Pseudoemiliania pacifica,Pseudoemiliania sp.,Pyrociclus orangensis,Pyrociclus sp.,Reticulofenestra amplus,Reticulofenestra asanoi (<6 um),Reticulofenestra asanoi (>6 um),Reticulofenestra daviesi,Reticulofenestra dictyoda,Reticulofenestra filewiczii,Reticulofenestra gelida (8-10 µm),Reticulofenestra gelida (>10 μm),Reticulofenestra haqii (<3 μm),Reticulofenestra haqii (3-5 μm),"Reticulofenestra haqii (3-5 μm, circular)",Reticulofenestra minuta (<3 μm),Reticulofenestra minutula,Reticulofenestra minutula (circular),Reticulofenestra pseudoumbilicus (8-10 μm),Reticulofenestra pseudoumbilicus (>10 μm),Reticulofenestra reticulata,Reticulofenestra rotaria (elliptical),Reticulofenestra umbilicus (10-14 µm),Reticulofenestra umbilicus (>14 µm),Rhabdosphaera procera,Scyphosphaera apsteinii,Scyphosphaera globulata,Scyphosphaera lagena,Scyphosphaera cf. pacifica,Scyphosphaera cf. queenslandensis,Scyphosphaera sp.,Schyphosphaera sp. 1,Scyphosphaera spp.,Sphenolithus abies,Sphenolithus aubryae,Sphenolithus cf. abies,Sphenolithus cf. belemnos,Sphenolithus belemnos,Sphenolithus compactus,Sphenolithus conicus,Sphenolithus cf. delphix,Sphenolithus delphix,Sphenolithus disbelemnos,Sphenolithus dissimilis,Sphenolithus distentus,Sphenolithus hetermorphus,Sphenolithus moriformis,Sphenolithus cf. neoabies,Sphenolithus neoabies,Sphenolithus orphanknollensis,Sphenolithus predistentus,Sphenolithus radians,Sphenolithus villae,Sphenolithus sp.,Syracosphaera pulchra,Syracosphaera spp.,Thoracosphaera spp.,Triquetrorhabdulus carinatus,Triquetrorhabdulus rugosus,Umbellosphaera sp.,Umbilicosphaera cricota,Umbilicosphaera jafari,Umbilicosphaera cf. rotula,Umbilicosphaera rotula,Umbilicosphaera sp.,Umbilicosphaera sibogae,Zygrhablithus bijugatus,Unnamed: 148,Site,Top [cm],Bottom [cm],Bottom Depth [m],A/W,Sample,eodp_id
317,C,113,R,CC,1611.72,M,C,,,,,,,,F,,,,,,,,,P,C,,,,,,,,,,C,,,,R,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,P,,C,R,,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,P,,P,,P,,,,,U1352,,,,,317-U1352C-113R-CC-nan,0ef9ea176e19ebc5bbd48c84dcaaf86a
317,C,114,R,CC,1622.16,P,R,,,,,,,,F,,,,,,,,,,F,,,,,,,,,,F,,,F,P,,,,,R,,,,,,,,,,,,,,,R,,,P,P,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,F,F,,R,R,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,,,F,,,,,,,,,P,,,,P,,P,,,,,,,U1352,,,,,317-U1352C-114R-CC-nan,5f16144d3b99c4f3b1d58319f650b076
317,C,115,R,CC,1632.61,P,F,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,C,P,,F,C,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,F,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,R,,,,,,,U1352,,,,,317-U1352C-115R-CC-nan,2e126b5a39582db9878d07268d8a0d55
317,C,116,R,CC,1637.76,G,C,,,,,,,,F,P,,,,P,,,,,C,,,,,,,,,,C,,,,,,,,,R,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,P,P,,,,,,R,,R,,,,,,,,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,F,,,,,,,,,,,,U1352,,,,,317-U1352C-116R-CC-nan,43e2eecbe873df5f037955ca906739cf
317,C,117,R,CC,1652.25,M,F,,,,P,,,,F,,,,,,,,,,C,,,,,,,R,,,C,R,,,,,,,,,F,,,,,,,,,,,,,,R,,,F,,,,,,,,,,,,,,,R,,,,,,,,,,,,F,,R,,C,,,C,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,P,F,,,,,,,,,,,,,,,,,P,,,,,U1352,,,,,317-U1352C-117R-CC-nan,129ea5b9288eab99bb6e09952a6de9de
317,C,118,R,CC,1661.83,P,F,,,,R,,,,R,,,,,,,,,,C,,,,,,,,,,C,R,,R,R,,,,,R,P,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,F,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,C,,,,,,,,,,P,,,,,,,,,,,,U1352,,,,,317-U1352C-118R-CC-nan,eab7af7fa33570944a8b591f3a27a3e3
317,C,119,R,CC,1670.41,M,R,,,,R,,,,R,,,,,,,,,,F,,P,,,,,,,,F,,,,P,,,,,R,,,,,,,,,,,,,,,F,P,,R,P,,,,,,,,,,,,P,,,,,,,,,,P,,,,F,,,,R,,,F,R,,,,,,,,,,,,,,,,,,,,,,,?P,,,,,,R,R,,,,,,,,,,,,,P,,,,,,,,,U1352,,,,,317-U1352C-119R-CC-nan,bba17a5c6ebbfb68f101e7dd2a59e0db
317,C,120,R,CC,1669.36,M,C,,,,F,,,,R,,,,,,,,,,,,,,,,,,,,C,,,,,,,P,,F,,,,,,,,,,,,,,,R,,,P,,,,,,,,,,,,,,P,,,,,,,P,P,F,,,,F,,,,C,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,P,F,,,,,,,,,,R,,,,,R,,P,,,,,U1352,,,,,317-U1352C-120R-CC-nan,3e829b2771761f7aa814959e468f9675
317,C,121,R,CC,1678.6,M,C,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,C,,,,,,,P,,,F,,,,,,,,,,,,,,F,,,P,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-121R-CC-nan,44d34750c58c7dbabd0c5560aa17242a
317,C,122,R,CC,1690.44,G,C,,,,R,,,,R,,,,,,,P,,P,F,,,,,,,,,,C,R,P,,,,,,,F,F,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,,,R,R,,,,,,R,,F,A,,,F,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-122R-CC-nan,bdbe6bde7845df29124ad22a689bb3eb
317,C,123,R,CC,1697.39,M,F,,,,R,,,,R,R,,,,,,,,P,C,,,,,,,,,,C,R,,,,,,,,R,F,,,,,,,,,,,,,,R,,,,,P,,,,,,,,,,,,,,P,,,,,,P,F,,,,R,,,R,C,,,C,,,R,P,R,,,,,,,,,,,,,F,,,,,,,,,,,,?P,F,,,,,,,F,,,R,,,,,,P,R,,,,,U1352,,,,,317-U1352C-123R-CC-nan,86f26b1c58110990f2b1d00cb59e935e
317,C,124,R,CC,1707.63,M,C,,,,,,,,,,,,,,,,,P,C,,,,,,,,,R,C,P,,,R,,,P,,R,P,,,,,,,,,,,,,,R,,,P,,,,,,,,,,,,,,,,,,,,,,,R,,,,F,,,,F,F,,,F,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-124R-CC-nan,e42b42744d8cfa0e31edee8d7d09c40b
317,C,125,R,CC,1714.42,M,C,,,,,,,,R,,,,,,,R,,,C,,P,,,,,,,R,C,F,,,R,,,P,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,R,,F,F,,F,F,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,F,R,,,,,,,,,,?P,,,,,P,,,,,,U1352,,,,,317-U1352C-125R-CC-nan,b7b6dab4c33405a466dc145e9f6203cd
317,C,126,R,CC,1725.45,P,F,,,,P,,,,,,,,,,,R,,,F,,P,,,,,,,,C,F,,,F,,,P,,P,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,R,F,,F,,,R,,P,,,,,,,,,,,,,,,,P,,,?P,,,,,,,R,,,,,P,,,,,,,,,P,,P,,,,,,U1352,,,,,317-U1352C-126R-CC-nan,f1e45ba72abf450567ab98375afdb0e1
317,C,127,R,CC,1731.72,M,F,,,,,,P,,,,,,,,,P,,,R,,,,,,,,R,R,C,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,R,,,,F,,P,,,,,R,,,R,,,,,,,,,,,,,,,,,,R,?P,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-127R-CC-nan,64cccd0e367ccd147552c6cb5da3aaa7
317,C,128,R,CC,1743.51,M,C,,,,R,,,,,,,,,P,,P,,,F,,,,,,,,R,R,F,R,R,,C,,,P,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,P,R,,,,C,,,,,F,,R,R,,,,,,,R,,,,,,,,,,,,,P,,,,,,,,,R,R,,,,,,,,,,,,,P,P,,,,,,,,U1352,,,,,317-U1352C-128R-CC-nan,734e29c7538a96266894dd77a1230a2e
317,C,129,R,CC,1749.66,G,F,,,,R,,,,P,,,,,P,,,,,F,,,,,,,P,,,C,,R,,C,,,R,,,R,,,,,,,,,,,,,,R,,P,,,,,,,,,,,,,,,,,,,,,,R,,F,,,,C,,,R,,,,C,F,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,R,,R,,,,,U1352,,,,,317-U1352C-129R-CC-nan,4157c879e2d6e57dd2029d05051a5c14
317,C,130,R,CC,1760.69,G,F,,,,,,,,,,,,,,,P,,,C,,,,,,,,F,,C,F,R,,,,,,,,R,,,,,,,,,,,,,,R,,,P,P,,,,,,,,,,,,,,R,,,,,,,F,F,,,,C,,R,,C,,,R,,,P,,P,,,,,,,,,,,,,F,F,,,,,?F,,,,,,,,,,,,,,F,,,R,,,,,,,P,,,,,U1352,,,,,317-U1352C-130R-CC-nan,1ff57593007ba90d2d0fb9cdda8ef1d8
317,C,131,R,CC,1769.18,G,F,,,,R,,,,,,,,,,,P,,,C,,,,,,,,,,F,R,,,,,,R,,,P,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,,P,C,,F,,,C,,C,,,R,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-131R-CC-nan,cdae153b8edefb1742a454dd3d34fd2e
317,C,132,R,CC,1777.59,M,F,,,,P,,,,,,,,,,,P,,,C,,,,,,,,R,,F,,,,,,,,,,R,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,R,F,,,,C,,F,,C,C,,,F,,,,R,,,,,,,,,,,,,F,,,,P,,,,,P,?P,,,F,,,,,,,,,,,,,,,,,P,,,,,U1352,,,,,317-U1352C-132R-CC-nan,a4da13bf17e5acf6b2f8a55584a69802
317,C,133,R,CC,1789.60,M,F,,,,,,,,,,,,,,,P,,,F,,,,,,,,,,C,F,P,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,F,,,,R,,P,,P,,,R,,,R,,,P,,P,,,,,,,,,,,,,R,P,,?P,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-133R-CC-nan,6abf003f6b2f86faa176e8323c3441f3
317,C,134,R,CC,1797.90,P,F,,,,,,,,,,,,,,,,,,F,,,,,,,,,,F,R,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,P,,,C,,,R,,P,,,,,,,,,,,,,,,P,,,R,,,,,,P,?P,,P,F,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-134R-CC-nan,7354e274eb0330a3517d8a1ab4ba1b55
317,C,135,R,CC,1810.40,M,F,,,,,,,,,,,,,,,P,,P,F,,P,,,,,,P,,F,R,,,,,,P,,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,P,,F,C,,R,R,,F,,,,,R,,,,,,,,,,P,,,P,R,,,,,P,P,,?P,F,,,?P,,,,,,,,,,,,,R,,,,,,U1352,,,,,317-U1352C-135R-CC-nan,5218d7affbb93819a3d50ac6129174fa
317,C,136,R,CC,1819.56,M,R,,,,,,,,,,,,,,,P,,P,F,,,,,,,,,R,F,R,,,R,,,P,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,F,,F,,,F,,,R,,R,,,,,,,,,,,,,,,,,,P,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-136R-CC-nan,e6057b785305b4404c590960ed26c333
317,C,137,R,CC,1829.75,P,F,,,,,,,,,,,,,,,,,P,F,,,,,,,,P,R,F,C,,R,C,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,,,F,,,,P,,,,,,,,,,,,,,,,,,,R,P,,,,,R,,,,F,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-137R-CC-nan,31e935130732ae97b49f0cddbffb2b7f
317,C,138,R,CC,1841.54,P,R,,,,,,,,,,,,,,,,,P,F,,,,,,,,,,F,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,F,,R,,,F,,F,R,,,,P,,,,,,,,,,,,,F,,,,,,,,,R,,,,F,,,,,,,,,,R,,,,,,,,,,,,U1352,,,,,317-U1352C-138R-CC-nan,8476c11651b343765863d9fd15a49963
317,C,139,R,CC,1848.49,P,R,,,,,,,,,,,,,P,,,,P,C,,,,,,,,,R,F,C,,F,,,,P,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,R,,,,F,,,,F,F,,,F,,,P,P,,,,,,,,,,,,,F,,,,,,,,,,,,,C,,,,,,,,,,R,,,,,,,,,,,,U1352,,,,,317-U1352C-139R-CC-nan,22a485785af4aecc79d789ba7f8bbe98
317,C,140,R,CC,1852.71,P,R,,,,,,,,,,,,,F,,F,,P,C,,,,,,,,,,F,C,,,C,,F,F,,,R,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,F,P,,,C,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-140R-CC-nan,10465f400cd1956471b71595c2f203d8
317,C,141,R,CC,1862.57,P,F,P,,,,,,,,,,,,R,?P,C,,,C,,,,,,,,,,R,,F,,,,F,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,F,,,,,C,,,C,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-141R-CC-nan,d7e930d45af5b5c8954136f8a73d60c8
317,C,142,R,CC,1871.46,P,R,P,,,,,,,,,,,,P,,F,,,F,,,,,,,,,,F,F,R,,R,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,R,,,,,R,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-142R-CC-nan,476e57d15cb5f9c794ecaa3b18e90f2c
317,C,143,R,CC,1878.85,P,R,,,,,,,,,,,,,R,,P,,,F,,,,,,,,,,,,F,,,,R,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,P,F,,,R,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,?P,F,,,,,,,,,,,,,,,,,,,,R,,U1352,,,,,317-U1352C-143R-CC-nan,f4a8b7ecf01d10d40d8dcd39d67ef62d
317,C,144,R,CC,1885.85,M,F,R,F,,,,,,,,,,,R,,R,F,,F,,,,,,,,,,P,F,R,,R,,F,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,P,R,,,,,,,P,,R,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,F,,,,P,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-144R-CC-nan,8c84e8dc15e2f3e4afb08006416ef7ad
317,C,145,R,CC,1893.50,P,F,R,,,,,,,,,,,,F,,R,P,,R,,,,,,,,,,P,C,F,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,R,,,,P,,,,,,,,,,,,,,,,P,,U1352,,,,,317-U1352C-145R-CC-nan,0fa1057f5fba15ae51729dee114890d4
317,C,146,R,CC,1903.29,M,F,,,,,,,,,,,,,R,,,,,C,,,,,,,,,,F,F,F,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,R,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,F,,,,,,,,,,R,,U1352,,,,,317-U1352C-146R-CC-nan,ad823772c4d067ec13b8d9eed2c39b24
317,C,147,R,CC,1916.63,M,C,P,F,,,,,,,,,,,,P,R,,,C,,,,,,,,,,F,C,F,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,P,F,,,,,C,,C,,,,,F,,R,R,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,R,,U1352,,,,,317-U1352C-147R-CC-nan,19670ce148303348397a063c5e5d8879
317,C,148,R,CC,1924.26,M,F,F,F,,,,,,,,,,,,P,R,,,C,,,,,,,,,,F,C,F,C,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,R,,R,,,,,,,,,,,,,,F,,,,,C,,,,F,,,,C,,,R,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,F,,,,,,,,,,,,U1352,,,,,317-U1352C-148R-CC-nan,063723c2e5b76433927868ce1ddc0569
317,D,1,H,CC,3.55,G,F,,,,,,,,,,,,,,,,,,R,R,,,,,,,,P,,,,,P,,,,,,,R,R,R,P,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,U1352,,,,,317-U1352D-1H-CC-nan,4246392e937fec77613d1dfd8c48aacf
317,D,2,H,CC,13.32,M,R,,,,,,,,,,,,,,,,,,R,,P,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,U1352,,,,,317-U1352D-2H-CC-nan,eafd394331e9544c26dacfcaf33bdec7
317,D,3,H,CC,22.33,G,F,,,,,P,,,,,,,,,,,,,R,,,,,P,,,,,,,,,,,,,,,,F,F,,R,,,,P,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,R,,,,P,P,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,U1352,,,,,317-U1352D-3H-CC-nan,ddc234cc6171b0c4fbd5369c22f82d09
317,D,4,H,CC,32.60,G,F,,,,,P,,,,,,,,,,,,,F,R,,,,,,,,,P,,,,,,,,,,,C,F,,P,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,P,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,U1352,,,,,317-U1352D-4H-CC-nan,643f25f6f26fab50e3cd3070bd7228fa
317,D,5,H,CC,41.98,M,F,,,,,,,,,,,,,,,,,,F,P,,,,,,,,,P,,,,R,,,,,,,F,R,R,R,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,R,,F,R,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352D-5H-CC-nan,899c66491f180b98fe5d7107622bdddb
317,D,6,H,CC,51.26,M,F,,,,,R,,,,,,,,,,,,,F,R,P,,,,,,,,,P,,,,,,,,,,R,F,,R,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,P,,R,,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352D-6H-CC-nan,fba2a5c5e50409d042c07db7d10b23f3
317,D,7,H,CC,60.32,M,F,,,,,,,,,,,,,,,,,,F,R,P,,,,,,,,P,,,,,,,,,,,F,F,C,,,,,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,R,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352D-7H-CC-nan,b280ab73cd49d49fd35c27dc3b44ea68
317,D,8,H,CC,70.00,M,F,,,,P,,,,,,,,,,,,,,F,,,,,,,,,,,R,,,,,,,,,,F,F,C,,,,,C,P,F,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,R,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352D-8H-CC-nan,7f6222363ba7c7a2d3ad3bbfb5b527a5
317,D,9,H,CC,79.80,M,F,,,,F,,,,,,,,,,,,,,F,R,,,,,,,,,P,,,,,,,,,,,F,F,C,,,,,F,P,F,,,,F,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352D-9H-CC-nan,5fc89f2b848c82ded9ae7d380366edff
317,D,10,H,CC,88.92,G,F,,,,,,,,,,,,,,,,,,F,R,R,,,,,,,,P,P,,,P,,,,,,P,R,,C,,,,,R,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,R,,,,,P,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352D-10H-CC-nan,1ffb69ff3172365c3a32b807e59994ba
317,D,11,H,CC,98.23,G,C,,,,P,,,,,,,,,,,,,,F,,R,,,,,,,,R,,,F,R,,,P,,,,F,,A,R,,,,R,,C,,,,R,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,P,R,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352D-11H-CC-nan,e5822171187d66648ccca2bf5be222ab
317,D,12,H,CC,108.55,M,F,,,,P,,,,,,,,,P,,,,,C,F,R,,,,,,,,R,,,F,,,,P,,P,P,F,,A,R,,,,F,,,,,,P,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,P,,R,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,P,,,,,,,,,,,,,U1352,,,,,317-U1352D-12H-CC-nan,b9581fe5a88ae7038959bbe087fd601a
317,D,13,H,CC,117.72,G,F,,,,R,,,,,,,,,,,,,,R,F,,,,,,,,,,,,F,,,,,,,,P,,A,,,,,F,,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,,F,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,U1352,,,,,317-U1352D-13H-CC-nan,533d3e02c411648301d67ab5ceab8ec3
317,D,14,H,CC,127.61,G,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,C,R,,,,,,,P,,F,C,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,R,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,U1352,,,,,317-U1352D-14H-CC-nan,3b7101371e4717e3d83afd1de50de2ad
