Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,name comment field,Comment,Notes (change to Internal only notes?),comments,eodp_id
,,Cystophormis,,,,brevispina,,,,Cystophormis brevispina,radiolarians,Cystophormis brevispina,,,"in PBDB, so it will be classified correctly",,4136
,?,Dendrospyris,,,,sakaii,,,,? Dendrospyris sakaii,radiolarians,Dendrospyris ? sakaii,,,"in PBDB, so it will be classified correctly",,4137
,,Dendrospyris,,,,megalocephalis,,,,Dendrospyris megalocephalis,radiolarians,Dendrospyris megalocephalis,,,"in PBDB, so it will be classified correctly",,4138
,,Dendrospyris,,,,sakaii,,,,Dendrospyris sakaii,radiolarians,Dendrospyris sakaii,,,"in PBDB, so it will be classified correctly",,4139
,,Dendrospyris,,,,sp.,,,,Dendrospyris sp.,radiolarians,Dendrospyris sp.,,,"in PBDB, so it will be classified correctly",,4140
,,Dendrospyris,,,,uruyaensis,,,,Dendrospyris uruyaensis,radiolarians,Dendrospyris uruyaensis,,,"in PBDB, so it will be classified correctly",,4141
,,Desmospyris,,,,rhodospyroides,,,,Desmospyris rhodospyroides,radiolarians,Desmospyris rhodospyroides,,,"in PBDB, so it will be classified correctly",,4142
,,Desmospyris,,,,spongiosa,,,,Desmospyris spongiosa,radiolarians,Desmospyris spongiosa,,,"in PBDB, so it will be classified correctly",,4143
,,Diartus,,,,hughesi,,,,Diartus hughesi,radiolarians,Diartus hughesi,,,"in PBDB, so it will be classified correctly",,4144
,,Diartus,,,,petterssoni,,,,Diartus petterssoni,radiolarians,Diartus petterssoni,,,"in PBDB, so it will be classified correctly",,4145
,,Dictyoprora,,,,mongolfieri,,,,Dictyoprora mongolfieri,radiolarians,Dicty mongolferi,,,"in PBDB, so it will be classified correctly",,4146
,,Dictyocorine,,,,profunda,,,,Dictyocorine profunda,radiolarians,Dictyocorine profunda,,,"in PBDB, so it will be classified correctly",,4147
,,Dictyocorine,,,,truncatum,,,,Dictyocorine truncatum,radiolarians,Dictyocorine truncatum,,,"in PBDB, so it will be classified correctly",,4148
,,Dictyocorine,,,,profunda,,,,Dictyocorine profunda,radiolarians,Dictyocoryne profunda,,,"in PBDB, so it will be classified correctly",,4149
,,Dictyocorine,,,,sp.,,,,Dictyocorine sp.,radiolarians,Dictyocoryne sp.,,,"in PBDB, so it will be classified correctly",,4150
,,Dictyocorine,,,,truncatum,,,,Dictyocorine truncatum,radiolarians,Dictyocoryne truncatum,,,"in PBDB, so it will be classified correctly",,4151
,,Dictyophimus,,,,bullatus,,,,Dictyophimus bullatus,radiolarians,Dictyophimus bullatus,,,"in PBDB, so it will be classified correctly",,4152
,,Dictyophimus,,,,craticula,,,,Dictyophimus craticula,radiolarians,Dictyophimus craticula,,,"in PBDB, so it will be classified correctly",,4153
,,Dictyophimus,,,,crisiae,,,,Dictyophimus crisiae,radiolarians,Dictyophimus crisiae,,,"in PBDB, so it will be classified correctly",,4154
,,Dictyophimus,,,,hirundo,,,,Dictyophimus hirundo,radiolarians,Dictyophimus hirundo,,,"in PBDB, so it will be classified correctly",,4155
,,Dictyophimus,,,,infabricatus,,,,Dictyophimus infabricatus,radiolarians,Dictyophimus infabricatus,,,"in PBDB, so it will be classified correctly",,4156
,,Dictyopodium,,,,oxylophus,,,,Dictyopodium oxylophus,radiolarians,Dictyopodium aff. oxylophus,,,"in PBDB, so it will be classified correctly",Dictyopodium aff. oxylophus,4157
,,Dictyoprora,,,,amphora,,,,Dictyoprora amphora,radiolarians,Dictyoprora amphora,,,"in PBDB, so it will be classified correctly",,4158
,,Dictyoprora,,,,armadillo,,,,Dictyoprora armadillo,radiolarians,Dictyoprora armadillo,,,"in PBDB, so it will be classified correctly",,4159
,,Dictyoprora,,,,mongolfieri,,,,Dictyoprora mongolfieri,radiolarians,Dictyoprora mongolfieri,,,"in PBDB, so it will be classified correctly",,4160
,,Dictyoprora,,,,pirum,,,,Dictyoprora pirum,radiolarians,Dictyoprora pirum,,,"in PBDB, so it will be classified correctly",,4161
,,Dictyoprora,,,,urceolus,,,,Dictyoprora urceolus,radiolarians,Dictyoprora urceolus,,,"in PBDB, so it will be classified correctly",,4162
,,Didymocyrtis,,,,antepenultima,,,,Didymocyrtis antepenultima,radiolarians,Didymocyrtis antepenultima,,,"in PBDB, so it will be classified correctly",,4163
,,Didymocyrtis,,,,antepenultima,,,,Didymocyrtis antepenultima,radiolarians,Didymocyrtis antipenultima,,,"in PBDB, so it will be classified correctly",,4164
,,Didymocyrtis,,,,avita,,,,Didymocyrtis avita,radiolarians,Didymocyrtis avita,,,"in PBDB, so it will be classified correctly",,4165
,,Didymocyrtis,,,,bassanii,,,,Didymocyrtis bassanii,radiolarians,Didymocyrtis bassanii,,,"in PBDB, so it will be classified correctly",,4166
,,Didymocyrtis,,,,laticonus,,,,Didymocyrtis laticonus,radiolarians,Didymocyrtis laticonus,,,"in PBDB, so it will be classified correctly",,4167
,,Didymocyrtis,,,,mammifera,,,,Didymocyrtis mammifera,radiolarians,Didymocyrtis mammifera,,,"in PBDB, so it will be classified correctly",,4168
,,Didymocyrtis,,,,penultima,,,,Didymocyrtis penultima,radiolarians,Didymocyrtis penultima,,,"in PBDB, so it will be classified correctly",,4169
,,Didymocyrtis,,,,prismatica,,,,Didymocyrtis prismatica,radiolarians,Didymocyrtis prismatica,,,"in PBDB, so it will be classified correctly",,4170
,,Didymocyrtis,,,,sp.,,,,Didymocyrtis sp.,radiolarians,Didymocyrtis sp.,,,"in PBDB, so it will be classified correctly",,4171
,,Didymocyrtis,,,,tetrathalamus,,,,Didymocyrtis tetrathalamus,radiolarians,Didymocyrtis tetrathalamus,,,"in PBDB, so it will be classified correctly",,4172
,,Didymocyrtis,,,,tetrathalamus,,tetrathalamus,,Didymocyrtis tetrathalamus tetrathalamus,radiolarians,Didymocyrtis tetrathalamus  tetrathalamus,,,"in PBDB, so it will be classified correctly",,4173
,,Didymocyrtis,,,,tetrathalamus,,tetrathalamus,,Didymocyrtis tetrathalamus tetrathalamus,radiolarians,Didymocyrtis tetrathalamus tetrathalamus,,,"in PBDB, so it will be classified correctly",,4174
,,Didymocyrtis,,,,tetratharamus,,,,Didymocyrtis tetratharamus,radiolarians,Didymocyrtis tetratharamus,,,"in PBDB, so it will be classified correctly",,4175
,,Didymocyrtis,,,,tubaria,,,,Didymocyrtis tubaria,radiolarians,Didymocyrtis tubaria,,,"in PBDB, so it will be classified correctly",,4176
,,Didymocyrtis,,,,violina,,,,Didymocyrtis violina,radiolarians,Didymocyrtis violina,,,"in PBDB, so it will be classified correctly",,4177
,,Diploplegma,,,,somphum,,,,Diploplegma somphum,radiolarians,Diploplegma somphum,,,"in PBDB, so it will be classified correctly",,4178
,,Disolenia,,,,sp.,,,,Disolenia sp.,radiolarians,Disolenia sp.,,,"in PBDB, so it will be classified correctly",,4179
,,Dorcadospyris,,,,alata,,,,Dorcadospyris alata,radiolarians,Dorcadospyris alata,,,"in PBDB, so it will be classified correctly",,4180
,,Dorcadospyris,,,,anastasis,,,,Dorcadospyris anastasis,radiolarians,Dorcadospyris anastasis n. sp.,Dorcadospyris anastasis n. sp.,,"in PBDB, so it will be classified correctly",,4181
,,Dorcadospyris,,,,ateuchus,,,,Dorcadospyris ateuchus,radiolarians,Dorcadospyris ateuchus,,,"in PBDB, so it will be classified correctly",,4182
,,Dorcadospyris,,,,circulus,,,,Dorcadospyris circulus,radiolarians,Dorcadospyris circulus,,,"in PBDB, so it will be classified correctly",,4183
,,Dorcadospyris,,,,copelata,,,,Dorcadospyris copelata,radiolarians,Dorcadospyris copelata n. sp.,Dorcadospyris copelata n. sp.,,"in PBDB, so it will be classified correctly",,4184
,,Dorcadospyris,,,,cyclacantha,,,,Dorcadospyris cyclacantha,radiolarians,Dorcadospyris cyclacantha n. sp.,Dorcadospyris cyclacantha n. sp.,,"in PBDB, so it will be classified correctly",,4185
,,Dorcadospyris,,,,dentata,,,,Dorcadospyris dentata,radiolarians,Dorcadospyris dentata,,,"in PBDB, so it will be classified correctly",,4186
,,Dorcadospyris,,,,forcipata,,,,Dorcadospyris forcipata,radiolarians,Dorcadospyris forcipata,,,"in PBDB, so it will be classified correctly",,4187
,,Dorcadospyris,,,,ombros,,,,Dorcadospyris ombros,radiolarians,Dorcadospyris ombros n. sp.,Dorcadospyris ombros n. sp.,,"in PBDB, so it will be classified correctly",,4188
,,Dorcadospyris,,,,ombros,,,upper,Dorcadospyris ombros (upper),radiolarians,Dorcadospyris ombros n. sp. (upper),Dorcadospyris ombros n. sp. (upper),,"in PBDB, so it will be classified correctly",,4189
,,Dorcadospyris,,,,papilio,,,,Dorcadospyris papilio,radiolarians,Dorcadospyris papilio,,,"in PBDB, so it will be classified correctly",,4190
,,Dorcadospyris,,,,praeforcipata,,,,Dorcadospyris praeforcipata,radiolarians,Dorcadospyris praeforcipata,,,"in PBDB, so it will be classified correctly",,4191
,,Dorcadospyris,,,,pseudopapilio,,,,Dorcadospyris pseudopapilio,radiolarians,Dorcadospyris pseudopapilio,,,"in PBDB, so it will be classified correctly",,4192
,,Dorcadospyris,,,,quadripes,,,,Dorcadospyris quadripes,radiolarians,Dorcadospyris quadripes,,,"in PBDB, so it will be classified correctly",,4193
,,Dorcadospyris,,,,riedeli,,,,Dorcadospyris riedeli,radiolarians,Dorcadospyris riedeli,,,"in PBDB, so it will be classified correctly",,4194
,,Dorcadospyris,,,,scambos,,,,Dorcadospyris scambos,radiolarians,Dorcadospyris scambos n. sp.,Dorcadospyris scambos n. sp.,,"in PBDB, so it will be classified correctly",,4195
,,Dorcadospyris,,,,simplex,,,,Dorcadospyris simplex,radiolarians,Dorcadospyris simplex s.s.,Dorcadospyris simplex s.s.,,"in PBDB, so it will be classified correctly",,4196
,,Dorcadospyris,,,,spinosa,,,,Dorcadospyris spinosa,radiolarians,Dorcadospyris spinosa,,,"in PBDB, so it will be classified correctly",,4197
,,Druppatractus,,,,hastatus,,,,Druppatractus hastatus,radiolarians,Druppatractus hastatus,,,"in PBDB, but classification differs to Mikrotax and WoRMS",,4198
,,Dictyophimus,,,,buetschlii,,,,Dictyophimus buetschlii,radiolarians,Dyctiophimus butschlii,,,"in PBDB, so it will be classified correctly",,4199
,,Dictyocoryne,,,,profunda,,,,Dictyocoryne profunda,radiolarians,Dyctyocoryne profunda,,,"in PBDB, so it will be classified correctly",,4200
,,Elatomma,,,,penicillus,,,,Elatomma penicillus,radiolarians,Elatomma penicillus,,,"in PBDB, so it will be classified correctly",,4201
,,Enneaphormis,,,,rotula,,,,Enneaphormis rotula,radiolarians,Enneaphormis rotula,,,"in PBDB, but classification differs to Mikrotax and WoRMS",,4202
,,Eucecryphalus,,,,sp.,,,,Eucecryphalus sp.,radiolarians,Eucecryphalus sp.,,,"in PBDB, so it will be classified correctly",,4203
,,Euchitonia,,,,elegans-furcata,,,,Euchitonia elegans-furcata,radiolarians,Euchitonia elegans/furcata group,,,"in PBDB, so it will be classified correctly",,4204
,,Euchitonia,,,,furcata,,,,Euchitonia furcata,radiolarians,Euchitonia furcata,,,"in PBDB, so it will be classified correctly",,4205
,,Euchitonia,,,,sp.,,,,Euchitonia sp.,radiolarians,Euchitonia sp.,,,"in PBDB, so it will be classified correctly",,4206
,,Eucyrtidium,,,,acuminatum,,,,Eucyrtidium acuminatum,radiolarians,Eucyrtidium acuminatum,,,"in PBDB, so it will be classified correctly",,4207
,,Eucyrtidium,,,,annulatum,,,,Eucyrtidium annulatum,radiolarians,Eucyrtidium annulatum,,,"in PBDB, so it will be classified correctly",,4208
,,Eucyrtidium,,,,antiquum,,,,Eucyrtidium antiquum,radiolarians,Eucyrtidium antiquum,,,"in PBDB, so it will be classified correctly",,4209
,,Eucyrtidium,,,,calvertense,,,,Eucyrtidium calvertense,radiolarians,Eucyrtidium calvertense,,,"in PBDB, so it will be classified correctly",,4210
,,Eucyrtidium,,,,calvertense,,,,Eucyrtidium calvertense,radiolarians,Eucyrtidium cf. calvertense,,,"in PBDB, so it will be classified correctly",,4211
,,Eucyrtidium,,,,cienkowskii,,,,Eucyrtidium cienkowskii,radiolarians,Eucyrtidium cienkowskii,,,"in PBDB, so it will be classified correctly",,4212
,,Eucyrtidium,,,,diaphanes,,,,Eucyrtidium diaphanes,radiolarians,Eucyrtidium diaphanes,,,"in PBDB, so it will be classified correctly",,4213
,,Eucyrtidium,,,,hexagonatum,,,,Eucyrtidium hexagonatum,radiolarians,Eucyrtidium hexagonatum,,,"in PBDB, so it will be classified correctly",,4214
,,Eucyrtidium,,,,inflatum,,,,Eucyrtidium inflatum,radiolarians,Eucyrtidium inflatum,,,"in PBDB, so it will be classified correctly",,4215
,,Eucyrtidium,,,,mariae,,,,Eucyrtidium mariae,radiolarians,Eucyrtidium mariae,,,"in PBDB, so it will be classified correctly",,4216
,,Eucyrtidium,,,,matuyamai,,,,Eucyrtidium matuyamai,radiolarians,Eucyrtidium matuyamai,,,"in PBDB, so it will be classified correctly",,4217
,,Eucyrtidium,,,,mitodes,,,,Eucyrtidium mitodes,radiolarians,Eucyrtidium mitodes n. sp.,Eucyrtidium mitodes n. sp.,,"in PBDB, so it will be classified correctly",,4218
,,Eucyrtidium,,,,montiparum,,,,Eucyrtidium montiparum,radiolarians,Eucyrtidium montiparum,,,"in PBDB, so it will be classified correctly",,4219
,,Eucyrtidium,,,,nishimurae,,,,Eucyrtidium nishimurae,radiolarians,Eucyrtidium nishimurae,,,"in PBDB, so it will be classified correctly",,4220
,,Eucyrtidium,,,,plesiodiaphanes,,,,Eucyrtidium plesiodiaphanes,radiolarians,Eucyrtidium plesiodiaphanes,,,"in PBDB, so it will be classified correctly",,4221
,,Eucyrtidium,,,,pseudoinflatum,,,,Eucyrtidium pseudoinflatum,radiolarians,Eucyrtidium pseudoinflatum,,,"in PBDB, so it will be classified correctly",,4222
,,Eucyrtidium,,,,spinosum,,,,Eucyrtidium spinosum,radiolarians,Eucyrtidium spinosum,,,"in PBDB, so it will be classified correctly",,4223
,,Eusyringium,,,,fistuligerum,,,,Eusyringium fistuligerum,radiolarians,Eusyringium fistuligerum,,,"in PBDB, but classification differs to Mikrotax",,4224
,,Eusyringium,,,,lagena,,,,Eusyringium lagena,radiolarians,Eusyringium lagena,,,"in PBDB, but classification differs to Mikrotax",,4225
,,Giraffospyris,,,,angulata,,,,Giraffospyris angulata,radiolarians,Giraffospyris angulata,,,"in PBDB, so it will be classified correctly",,4226
,,Giraffospyris,,,,sp.,,,,Giraffospyris sp.,radiolarians,Giraffospyris sp.,,,"in PBDB, so it will be classified correctly",,4227
,,Gondwanaria,,,,deflandrei,,,,Gondwanaria deflandrei,radiolarians,Gondwanaria deflandrei,,,"in PBDB, so it will be classified correctly",,4228
,,Gondwanaria,,,,japonica,,,,Gondwanaria japonica,radiolarians,Gondwanaria japonica,,,"in PBDB, so it will be classified correctly",,4229
,,Giraffospyris,,,,angulata,,,,Giraffospyris angulata,radiolarians,Gyraffospyris angulata,,,"in PBDB, so it will be classified correctly",,4230
,,Haliommetta,,,,miocenica,,,,Haliommetta miocenica,radiolarians,Haliommetta miocenica,,,"in PBDB, so it will be classified correctly",,4231
,,Heliodiscus,,,,asteriscus,,,,Heliodiscus asteriscus,radiolarians,Heliodiscus astericus,,,"in PBDB, so it will be classified correctly",,4232
,,Heliodiscus,,,,asteriscus,,,,Heliodiscus asteriscus,radiolarians,Heliodiscus asteriscus,,,"in PBDB, so it will be classified correctly",,4233
,,Heliodiscus,,,,asteriscus,,,,Heliodiscus asteriscus,radiolarians,"Heliodiscus asteriscus Haeckel, 1887","Heliodiscus asteriscus Haeckel, 1887",,"in PBDB, so it will be classified correctly",,4234
,,Helotholus,,,,vema,,,,Helotholus vema,radiolarians,Helotholus vema,,,"in PBDB, so it will be classified correctly",,4235
,?,Helotholus,,,,haysi,,,,? Helotholus haysi,radiolarians,Helotholus? haysi,,,"in PBDB, so it will be classified correctly",,4236
,,Hexacontium,,,,akitaensis,,,,Hexacontium akitaensis,radiolarians,Hexacontium akitaensis,,,"in PBDB, so it will be classified correctly",,4237
,,Hexacontium,,,,dionysus,,,,Hexacontium dionysus,radiolarians,Hexacontium dionysus,,,"in PBDB, so it will be classified correctly",,4238
,,Hexacontium,,,,enthacanthus,,,,Hexacontium enthacanthus,radiolarians,Hexacontium enthacanthus,,,"in PBDB, so it will be classified correctly",,4239
,,Hexacontium,,,,laevigatum,,,,Hexacontium laevigatum,radiolarians,Hexacontium laevigatum,,,"in PBDB, so it will be classified correctly",,4240
,,Hexacontium,,,,melpomene,,,,Hexacontium melpomene,radiolarians,Hexacontium melpomene,,,"in PBDB, so it will be classified correctly",,4241
,,Hexacontium,,,,pachydermum,,,,Hexacontium pachydermum,radiolarians,Hexacontium pachydermum,,,"in PBDB, so it will be classified correctly",,4242
,,Hexacontium,,,,parviakitaensis,,,,Hexacontium parviakitaensis,radiolarians,Hexacontium parviakitaensis,,,"in PBDB, so it will be classified correctly",,4243
,,Hexacontium,,,,sp.,,,,Hexacontium sp.,radiolarians,Hexacontium sp.,,,"in PBDB, so it will be classified correctly",,4244
,,Hexalonche,,,,amphisiphon,,,,Hexalonche amphisiphon,radiolarians,Hexalonche amphisiphon,,,"in PBDB, so it will be classified correctly",,4245
,,Hexapyle,,,,dodecantha,,,,Hexapyle dodecantha,radiolarians,Hexapyle dodecantha group,,,"in PBDB, so it will be classified correctly",,4246
,,Histiastrum,,,,quadribrachiatus,,quadribrachiatus,,Histiastrum quadribrachiatus quadribrachiatus,radiolarians,Histiastrum quadribrachiatus quadribrachiatus,,,"in PBDB, so it will be classified correctly",,4247
,,Hymeniastrum,,,,euclidis,,,,Hymeniastrum euclidis,radiolarians,Hymeniastrum euclidis,,,"in PBDB, so it will be classified correctly",,4248
,,Hymeniastrum,,,,sp.,,,,Hymeniastrum sp.,radiolarians,Hymeniastrum sp.,,,"in PBDB, so it will be classified correctly",,4249
,,Lamaprocyrtis,,,,heteroporos,,,,Lamaprocyrtis heteroporos,radiolarians,Lamaprocyrtis heteroporos,,,"in PBDB, so it will be classified correctly",,4250
,,Lamaprocyrtis,,,,neoheteroporos,,,,Lamaprocyrtis neoheteroporos,radiolarians,Lamaprocyrtis neoheteroporos,,,"in PBDB, so it will be classified correctly",,4251
,,Lamaprocyrtis,,,,nigriniae,,,,Lamaprocyrtis nigriniae,radiolarians,Lamaprocyrtis nigriniae,,,"in PBDB, so it will be classified correctly",,4252
,,Lamprocyclas,,,cf.,heteroporus,,,,Lamprocyclas cf. heteroporus,radiolarians,Lamprocyclas cf. heteroporus,,,"in PBDB, so it will be classified correctly",,4253
,,Lamprocyclas,,,,hadros,,,,Lamprocyclas hadros,radiolarians,Lamprocyclas hadros,,,"in PBDB, so it will be classified correctly",,4254
,,Lamprocyclas,,,,junonis,,,,Lamprocyclas junonis,radiolarians,Lamprocyclas junonis,,,"in PBDB, so it will be classified correctly",,4255
,,Lamprocyclas,,,,maritalis,,,,Lamprocyclas maritalis,radiolarians,Lamprocyclas maritalis,,,"in PBDB, so it will be classified correctly",,4256
,,Lamprocyclas,,,,maritalis,,maritalis,,Lamprocyclas maritalis maritalis,radiolarians,Lamprocyclas maritalis maritalis,,,"in PBDB, so it will be classified correctly",,4257
,,Lamprocyclas,,,,maritalis,,polypora,,Lamprocyclas maritalis polypora,radiolarians,Lamprocyclas maritalis polypora,,,"in PBDB, so it will be classified correctly",,4258
,,Lamprocyclas,,,,maritalis,,,,Lamprocyclas maritalis,radiolarians,Lamprocyclas marytalis,,,"in PBDB, so it will be classified correctly",,4259
,,Lamprocyclas,,,,particollis,,,,Lamprocyclas particollis,radiolarians,Lamprocyclas particollis,,,"in PBDB, so it will be classified correctly",,4260
,,Lamprocyrtis,,,,heteroporos,,,,Lamprocyrtis heteroporos,radiolarians,Lamprocyrtis heteroporos,,,"in PBDB, so it will be classified correctly",,4261
,,Lamprocyrtis,,,,neoheteroporos,,,,Lamprocyrtis neoheteroporos,radiolarians,Lamprocyrtis neoheteroporos,,,"in PBDB, so it will be classified correctly",,4262
,,Lamprocyrtis,,,,nigriniae,,,,Lamprocyrtis nigriniae,radiolarians,Lamprocyrtis nigrinae,,,"in PBDB, so it will be classified correctly",,4263
,,Lamprocyrtis,,,,nigriniae,,,,Lamprocyrtis nigriniae,radiolarians,Lamprocyrtis nigriniae,,,"in PBDB, so it will be classified correctly",,4264
,,Lampromitra,,,,coronata,,,,Lampromitra coronata,radiolarians,Lampromitra coronata,,,"in PBDB, so it will be classified correctly",,4265
,,Lampromitra,,,,sp.,,,,Lampromitra sp.,radiolarians,Lampromitra sp.,,,"in PBDB, so it will be classified correctly",,4266
,,Lamptonium,,,,fabaeforme,,chaunothorax,,Lamptonium fabaeforme chaunothorax,radiolarians,Lamptonium fab. chaunothorax,,,"in PBDB, so it will be classified correctly",,4267
,,Lamptonium,,,,fabaeforme,,constrictum,,Lamptonium fabaeforme constrictum,radiolarians,Lamptonium fab. constrictum,,,"in PBDB, so it will be classified correctly",,4268
,,Lamptonium,,,,fabaeforme,,fabaeforme,,Lamptonium fabaeforme fabaeforme,radiolarians,Lamptonium fab. fabaeforme,,,"in PBDB, so it will be classified correctly",,4269
,,Lamptonium,,,,fabaeforme,,,,Lamptonium fabaeforme,radiolarians,Lamptonium fabaeforme,,,"in PBDB, so it will be classified correctly",,4270
,,Lamptonium,,,,fabaeforme,,fabaeforme,,Lamptonium fabaeforme fabaeforme,radiolarians,Lamptonium fabaeforme fabaeforme,,,"in PBDB, so it will be classified correctly",,4271
,,Lamptonium,,,,pennatum,,,,Lamptonium pennatum,radiolarians,Lamptonium pennatum,,,"in PBDB, so it will be classified correctly",,4272
,,Lamptonium,,,,sanfilippoae,,,,Lamptonium sanfilippoae,radiolarians,Lamptonium sanfilippoae,,,"in PBDB, so it will be classified correctly",,4273
,,Larcopyle,,,,buetschlii,,,,Larcopyle buetschlii,radiolarians,Larcopyle buetschlii,,,"in PBDB, so it will be classified correctly",,4274
,,Larcopyle,,,,hayesi,,,,Larcopyle hayesi,radiolarians,Larcopyle hayesi,,,"in PBDB, so it will be classified correctly",,4275
,,Larcopyle,,,,nebulum,,,,Larcopyle nebulum,radiolarians,Larcopyle nebulum,,,"in PBDB, so it will be classified correctly",,4276
,,Larcopyle,,,,polycantha,,,,Larcopyle polycantha,radiolarians,Larcopyle polyacantha,,,"in PBDB, so it will be classified correctly",,4277
,,Larcopyle,,,,polycantha,,,,Larcopyle polycantha,radiolarians,Larcopyle polyacantha group,,,"in PBDB, so it will be classified correctly",Larcopyle polyacantha group,4278
,,Larcopyle,,,,pylomaticus,,,,Larcopyle pylomaticus,radiolarians,Larcopyle pylomaticus,,,"in PBDB, so it will be classified correctly",,4279
,,Larcopyle,,,,quadrangula,,,,Larcopyle quadrangula,radiolarians,Larcopyle quadrangula,,,"in PBDB, so it will be classified correctly",,4280
,,Larcopyle,,,,weddellium,,,,Larcopyle weddellium,radiolarians,Larcopyle weddellium,,,"in PBDB, so it will be classified correctly",,4281
,,Larcospira,,,,minor,,,,Larcospira minor,radiolarians,Larcospira minor,,,"in PBDB, so it will be classified correctly",,4282
,,Larcospira,,,,quadrangula,,,,Larcospira quadrangula,radiolarians,Larcospira quadrangula,,,"in PBDB, so it will be classified correctly",,4283
,,Lipmanella,,,,dictyoceras,,,,Lipmanella dictyoceras,radiolarians,Lipmanella dictyoceras,,,"in PBDB, so it will be classified correctly",,4284
,,Liriospyris,,,,longicornuta,,,,Liriospyris longicornuta,radiolarians,Liriospyris longicornuta,,,"in PBDB, so it will be classified correctly",,4285
,,Liriospyris,,,,parkerae,,,,Liriospyris parkerae,radiolarians,Liriospyris parkerae,,,"in PBDB, so it will be classified correctly",,4286
,,Liriospyris,,,,reticulata,,,,Liriospyris reticulata,radiolarians,Liriospyris reticulata,,,"in PBDB, so it will be classified correctly",,4287
,,Liriospyris,,,,sp.,,,,Liriospyris sp.,radiolarians,Liriospyris sp.,,,"in PBDB, so it will be classified correctly",,4288
,,Liriospyris,,,,stauropora,,,,Liriospyris stauropora,radiolarians,Liriospyris stauropora,,,"in PBDB, so it will be classified correctly",,4289
,,Lithelius,,,,barbatus,,,,Lithelius barbatus,radiolarians,Lithelius barbatus,,,"in PBDB, so it will be classified correctly",,4290
,,Lithelius,,,,barbatus,,,,Lithelius barbatus,radiolarians,Lithelius barbatus Motoyama,Lithelius barbatus Motoyama,,"in PBDB, so it will be classified correctly",,4291
,,Lithelius,,,,minor,,,,Lithelius minor,radiolarians,Lithelius minor,,,"in PBDB, so it will be classified correctly",,4292
,,Lithelius,,,,minor,,,,Lithelius minor,radiolarians,Lithelius minor gr.,,,"in PBDB, so it will be classified correctly",,4293
,,Lithelius,,,,nautiloides,,,,Lithelius nautiloides,radiolarians,Lithelius nautiloides,,,"in PBDB, so it will be classified correctly",,4294
,,Lithelius,,,,sp.,,,,Lithelius sp.,radiolarians,Lithelius sp.,,,"in PBDB, so it will be classified correctly",,4295
,,Lithelius,,,,sp. A,,,,Lithelius sp. A,radiolarians,Lithelius sp. A,,,"in PBDB, so it will be classified correctly",,4296
,,Lithochytris,,,,archaea,,,,Lithochytris archaea,radiolarians,Lithochytris archaea,,,"in PBDB, so it will be classified correctly",,4297
,,Lithochytris,,,,vespertilio,,,,Lithochytris vespertilio,radiolarians,Lithochytris vespertilio,,,"in PBDB, so it will be classified correctly",,4298
,,Lithocyclia,,,,angusta,,,,Lithocyclia angusta,radiolarians,Lithocyclia angusta,,,"in PBDB, so it will be classified correctly",,4299
,,Lithocyclia,,,,aristotelis,,,,Lithocyclia aristotelis,radiolarians,Lithocyclia aristotelis gr.,,,"in PBDB, so it will be classified correctly",,4300
,,Lithocyclia,,,,crux,,,,Lithocyclia crux,radiolarians,Lithocyclia crux,,,"in PBDB, so it will be classified correctly",,4301
,,Lithocyclia,,,,ocellus,,,,Lithocyclia ocellus,radiolarians,Lithocyclia ocellus,,,"in PBDB, so it will be classified correctly",,4302
,,Lithocyclia,,,,ocellus,,,,Lithocyclia ocellus,radiolarians,Lithocyclia ocellus gr.,,,"in PBDB, so it will be classified correctly",,4303
,,Lithomelissa,,,,ehrenbergi,,,,Lithomelissa ehrenbergi,radiolarians,Lithomelissa ehrenbergi,,,"in PBDB, so it will be classified correctly",,4304
,,Lithomelissa,,,,sakaii,,,,Lithomelissa sakaii,radiolarians,Lithomelissa sakaii,,,"in PBDB, so it will be classified correctly",,4305
,,Lithomelissa,,,,setosa,,,,Lithomelissa setosa,radiolarians,Lithomelissa setosa,,,"in PBDB, so it will be classified correctly",,4306
,,Lithomelissa,,,,sp.,,,,Lithomelissa sp.,radiolarians,Lithomelissa sp.,,,"in PBDB, so it will be classified correctly",,4307
,,Lithomelissa,,,,sphaerocephalis,,,,Lithomelissa sphaerocephalis,radiolarians,Lithomelissa sphaerocephalis,,,"in PBDB, so it will be classified correctly",,4308
,,Lithomelissa,,,,stigi,,,,Lithomelissa stigi,radiolarians,Lithomelissa stigi,,,"in PBDB, so it will be classified correctly",,4309
,,Lithomelissa,,,,tricorns,,,,Lithomelissa tricorns,radiolarians,Lithomelissa tricornis,,,"in PBDB, so it will be classified correctly",,4310
,,Lithopera,,,,bacca,,,,Lithopera bacca,radiolarians,Lithopera bacca,,,"in PBDB, so it will be classified correctly",,4311
,,Lithopera,,,,neotera,,,,Lithopera neotera,radiolarians,Lithopera neotera,,,"in PBDB, so it will be classified correctly",,4312
,,Lithopera,,,,renzae,,,,Lithopera renzae,radiolarians,Lithopera renzae,,,"in PBDB, so it will be classified correctly",,4313
,,Lithostrobus,,,,hexagonalis,,,,Lithostrobus hexagonalis,radiolarians,Lithostrobus hexagonalis,,,"in PBDB, so it will be classified correctly",,4314
