name,pbdb_taxon_id,taxon_group,verbatim_name,comment
Astrorhizidae indet.,147614,benthic_forams,Astrorhizids,
Aulacodiscus brownei,71247,diatoms,Aulacodiscus brownei,
Aulacoseira granulata,432983,diatoms,Aulacoseira granulata,
Aulacoseira spp.,432983,diatoms,Aulacoseira spp.,
Awhea spp.,928,benthic_forams,Awhea spp.,"in PBDB but Not accepted, Accepted as Staffia (Schubert, 1911)"
Awhea tosta,928,benthic_forams,Awhea tosta,
Axopodorhabdus biramiculatus,87841,nannofossils,Axopodorhabdus biramiculatus,
Axopodorhabdus cylindratus,87841,nannofossils,Axopodorhabdus cylindratus,
Axoprunum acquilonium,38,radiolarians,Axoprunum acquilonium,
Axoprunum bispiculum,38,radiolarians,Axoprunum bispiculum,
Axoprunum pierinae,38,radiolarians; radiolarians,"Axoprunum pierinae gr,; Axoprunum pierinae group",
Axoprunum stauraxonium,38,radiolarians,Axoprunum stauraxonium,
Azpeitia aeginensis,432282,diatoms,Azpeitia aeginensis,
Azpeitia africana,432282,diatoms; diatoms,Azpeitia africana (Janisch); Azpeitia africana,
Azpeitia apiculata,432282,diatoms,Azpeitia apiculata,
Azpeitia barronii,432282,diatoms,Azpeitia barronii,
Azpeitia burky,432282,diatoms,Azpeitia burky (Barron),
Azpeitia cf. tabularis,432282,diatoms,Azpeitia cf. tabularis,
Azpeitia endoi,432282,diatoms,Azpeitia endoi,
Azpeitia gombosi,432282,diatoms,Azpeitia gombosi,
Azpeitia neocrenulata,432282,diatoms,Azpeitia neocrenulata,
Azpeitia nodulifera,432282,diatoms; diatoms,Azpeitia nodulifera (Schmidt); Azpeitia nodulifera,
Azpeitia nodulifera f. cyclopa,432282,diatoms; diatoms,Azpeitia nodulifera f. cyclopa (Jouse); Azpeitia nodulifera fa. cyclopa,
Azpeitia praenodulifera,432282,diatoms,Azpeitia praenodulifera,
Azpeitia salisburyana,432282,diatoms,Azpeitia salisburyana,
Azpeitia sp.,432282,diatoms,Azpeitia sp.,
Azpeitia spp.,432282,diatoms,Azpeitia spp.,
Azpeitia tabularis,432282,diatoms,Azpeitia tabularis,
Azpeitia vetustissima,432282,diatoms,Azpeitia vetustissima,
Bachmannocena apiculata,434213,silicoflagellates,Bachmannocena apiculata,
Bachmannocena pappii,434213,silicoflagellates,Bachmannocena pappii,
Bacillariophyceae indet.,69587,diatoms; diatoms,Bacteriostriata spp.; Genus and species indeterminate #1,
Bacteriastrum elongatum,432212,diatoms,Bacteriastrum elongatum,
Bacteriastrum furcatum,432212,diatoms,Bacteriastrum furcatum,
Bacteriastrum hyalinum,432212,diatoms,Bacteriastrum hyalinum,
Bacteriastrum sp.,432212,diatoms,Bacteriastrum sp.,
Bacteriastrum spp.,432212,diatoms,Bacteriastrum spp.,
Bacterosira bathyomphala,433620,diatoms,Bacterosira bathyomphala,
Bacterosira fragilis,433620,diatoms; diatoms,Bacterosira fragilis; Bacteriosira fragilis,
Bacterosira spp.,433620,diatoms,Bacterosira spp.,
Baculogypsina sphaerulata,932,benthic_forams,Baculogypsina sphaerulata,
Bairdoppilata spp.,23924,ostracods,Bairdoppilata spp.,
Bathropyramis woodringi,431,radiolarians,Bathropyramis woodringi,
Bathysiphon sp.,948,benthic_forams,Bathysiphon sp.,
Batiacasphaera cooperi,276895,palynology,Batiacasphaera cooperi,
Batiacasphaera minuta,276895,palynology,Batiacasphaera minuta,
Batiacasphaera sp.,276895,palynology,Batiacasphaera sp.,
Batiacasphaera sphaerica,276895,palynology,Batiacasphaera sphaerica,
Beella digitata,951,planktic_forams,Beella digitata,
Beella spp.,951,planktic_forams,Beella spp.,
Bekoma bidartensis,432,radiolarians,Bekoma bidartensis,
Bekoma campechensis,432,radiolarians,Bekoma campechensis,
Bekoma divaricata,432,radiolarians,Bekoma divaricata,
Bekoma spp.,432,radiolarians,Bekoma spp.,
Berthelina intermedia,957,benthic_forams,Berthelina  intermedia,
Berthelina sp. 2,957,benthic_forams,Berthelina sp. 2,
Betula sp.,55294,palynology,Betula,
Biantholithus sparsus,424468,nannofossils,Biantholithus sparsus,
Bicolumnus ovatus,453095,nannofossils,Bicolumnus ovatus,
Bigenerina nodosaria,969,benthic_forams,Bigenerina nodosaria,
Bigenerina sp.,969,benthic_forams; benthic_forams,Bigerenina sp.; Bigenerina sp.,
Bigenerina spp.,969,benthic_forams,Bigenerina spp.,
Biloculina sp.,98749,benthic_forams,Biloculina sp.,"in PBDB, but Unaccepted; Accepted as Pyrgo (Defrance, 1824)"
Biloculinella sp.,972,benthic_forams,Biloculinella sp.,
Biscutum castrorum,87829,nannofossils,Biscutum castrorum,
Biscutum constans,87829,nannofossils,Biscutum constans,
Biscutum coronum,87829,nannofossils,Biscutum coronum,
Biscutum dissimilis,87829,nannofossils,Biscutum dissimilis,
Biscutum ellipticum,87829,nannofossils,Biscutum ellipticum,
Biscutum magnum,87829,nannofossils,Biscutum magnum,
Biscutum sp.,87829,nannofossils,Biscutum,
Biscutum spp.,87829,nannofossils,Biscutum spp.,
Biscutum ubiquens,87829,nannofossils,Biscutum ubiquens,
Biticinella breggiensis,985,planktic_forams,Biticinella breggiensis,
Bivalvia indet.,16005,other; other,Microbivalves; Shell (bivalve) fragments,
Blackites amplus,424333,nannofossils,Blackites amplus bases,
Blackites creber,424333,nannofossils,Blackites creber,
Blackites gladius,424333,nannofossils,Blackites gladius,
Blackites herculesii,424333,nannofossils,Blackites herculesii,
Blackites inflatus,424333,nannofossils,Blackites inflatus,
Blackites sp.,424333,nannofossils,Blackites sp.,
Blackites spinosus,424333,nannofossils,Blackites spinosus,
Blackites spp.,424333,nannofossils,Blackites spp.,
Blackites tenuis,424333,nannofossils,Blackites tenuis,
Bogorovia barronii,433621,diatoms,Bogorovia barronii,
Bogorovia lancettula,433621,diatoms,Bogorovia lancettula,
Bogorovia veniamini,433621,diatoms,Bogorovia veniamini,
Bolboforma metzmacheri ornata,435401,bolboformids,Bolboforma metzmacheri ornata,
Bolboforma reticulata,435401,planktic_forams,Bolboforma reticulata,
Bolboforma robusta,435401,planktic_forams,Bolboforma robusta,
Bolboforma s.l. subfragoris,435401,bolboformids,Bolboforma subfragoris s.l.,
Bolboforma s.s. metzmacheri,435401,planktic_forams,Bolboforma metzmacheri s.s.,
Bolboforma sp.,435401,planktic_forams,Bolboforma sp.,
Bolivina affiliata,995,benthic_forams,Bolivina affiliata,
Bolivina alata,995,benthic_forams,Bolivina alata,
Bolivina aliformis,995,benthic_forams,Bolivina aliformis,
Bolivina argentea,995,benthic_forams,Bolivina argentea,
Bolivina byramensis,995,benthic_forams,Bolivina byramensis,
Bolivina cf. crenulata (crenulate),995,benthic_forams,Bolivina sp. (crenulate),
Bolivina cf. robusta,995,benthic_forams,Bolivina cf. robusta,
Bolivina decussata,995,benthic_forams,Bolivina decussata,
Bolivina glutinata,995,benthic_forams,Bolivina glutinata,
Bolivina huneri,995,benthic_forams,Bolivina huneri,
Bolivina incrassata,995,benthic_forams,Bolivina incrassata,
Bolivina interjuncta var. bicostata,995,benthic_forams,Bolivina interjuncta var. bicostata,
Bolivina lapsus,995,benthic_forams,Bolivina lapsus,
Bolivina minuta,995,benthic_forams,Bolivina minuta,
Bolivina ordinaria,995,benthic_forams,Bolivina ordinaria,
Bolivina pacifica,995,benthic_forams,Bolivina pacifica,
Bolivina pseudoplicata,995,benthic_forams,Bolvina pseudoplicata,
Bolivina pusilla,995,benthic_forams,Bolivina pusilla,
Bolivina reticulata,995,benthic_forams,Bolivina reticulata,
Bolivina robusta,995,benthic_forams,Bolivina robusta,
Bolivina seminuda,995,benthic_forams,Bolivina seminuda,
Bolivina semitruncata,995,benthic_forams,Bolivina semitruncata,
Bolivina sp.,995,benthic_forams; benthic_forams,Bolivina; Bolivina sp.,
Bolivina sp. (smooth flat),995,benthic_forams,Bolivina sp. (smooth flat),
Bolivina sp. 1,995,benthic_forams,Bolivina sp. 1,
Bolivina sp. A,995,benthic_forams,Bolivina sp. A,
Bolivina spathulata,995,benthic_forams,Bolivina spathulata,
Bolivina spissa,995,benthic_forams,Bolivina spissa,
Bolivina spp.,995,benthic_forams,Bolivina spp.,
Bolivina striatula,995,benthic_forams,Bolivina striatula,
Bolivina subaenariensis,995,benthic_forams; benthic_forams,Bolvina subaenariensis; Bolivina subaenariensis,
Bolivina translucens,995,benthic_forams,Bolivina translucens,
Bolivinella elegans,996,benthic_forams,Bolivinella elegans,
Bolivinellina translucens,997,benthic_forams,Bolivinellina translucens,
Bolivinita cf. pliozea,998,benthic_forams,Bolivinita cf. pliozea,
Bolivinita cf. pohana,998,benthic_forams,Bolivinita pohana (cf.),
Bolivinita elegantissima,998,benthic_forams,Bolivinita elegantissima,
Bolivinita pliozea,998,benthic_forams,Bolivinita pliozea,
Bolivinita pohana,998,benthic_forams,Bolivinita pohana,
Bolivinita quadrilatera,998,benthic_forams,Bolivinita quadrilatera,
Bolivinopsis compta,1000,benthic_forams,Bolivinopsis compta,
Bolliella calida,1002,planktic_forams,Bolliella calida,
Bomolithus elegans,424304,nannofossils,Bomolithus elegans,
Bomolithus megastypus,424304,nannofossils,Bomolithus megastypus,
Borelis melo,1004,benthic_forams,Borelis melo,
Borelis spp.,1004,benthic_forams,Borelis spp.,
Botellina labyrinthica,247314,benthic_forams,Botellina labyrinthica,
Botrychium sp.,319900,palynology,Botrychium type,
Botryocella sp.,437,radiolarians,Botryocella sp. gr.,
Botryocyrtis scutum,438,radiolarians,Botryocyrtis scutum,
Botryostrobus aquilonaris,440,radiolarians,Botryostrobus aquilonaris,
Botryostrobus auritus,440,radiolarians,Botryostrobus auritus,
Botryostrobus auritus-australis (group),440,radiolarians; radiolarians; radiolarians,Bortyostrobus auritus/australis; Botryostrobus auritus/australis; Botryostrobus auritus-australis (Ehrenberg) group,multiple taxa names; multiple taxa names; multiple taxa names
Botryostrobus miralestensis,440,radiolarians,Botryostrobus miralestensis,
Botryostrobus sp.,440,radiolarians,Botryostrobus sp.,
Braarudosphaera bigelowii,87759,nannofossils; nannofossils; nannofossils,Braarudosphaera bigelowii; Braarudosphaera bigelowi; Braarudosphaera bigelowiI,species misspelled; species misspelled
Bradleya spp.,23950,ostracods,Bradleya spp.,
Bramletteius serraculoides,424048,nannofossils; nannofossils,Bramietteius serraculoides; Bramletteius serraculoides,
Brassicaceae indet.,55908,palynology,Brassicaceae,
Brigantedinium cariacoense,264634,dinoflagellates,Brigantedinium cariacoense,
Brigantedinium pyinei,264634,palynology,Brigantedinium pyinei,
Brigantedinium spp.,264634,palynology; dinoflagellates,Brigantedinium spp.; Brigantedinium spp. psilate,
Brightwellia sp.,432290,diatoms,Brightwellia sp.,
Brizalina alata,1017,benthic_forams,Brizalina alata,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina cf. difformis,1017,benthic_forams,Brizalina cf. difformis,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina cf. dilatata,1017,benthic_forams,Brizalina cf. dilatata,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina cf. spathula,1017,benthic_forams,Brizalina cf. spathula,
Brizalina dilatata,1017,benthic_forams,Brizalina dilatata,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina earlandi,1017,benthic_forams,Brizalina earlandi,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina pacifica,1017,benthic_forams,Brizalina pacifica,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina pusilla,1017,benthic_forams,Brizalina pusilla,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina pussilla,1017,benthic_forams,Brizalina pussilla,
Brizalina pygmaea,1017,benthic_forams,Brizalina pygmaea,
Brizalina semilineata,1017,benthic_forams,Brizalina semilineata,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina sp.,1017,benthic_forams,Brizalina sp.,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina spathulata,1017,benthic_forams,Brizalina spathulata,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina spp.,1017,benthic_forams; benthic_forams,Bolivina/Brizalina spp.; Brizalina spp.,"multiple taxa names; in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina striatula,1017,benthic_forams,Brizalina striatula,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Broinsonia enormis,87792,nannofossils,Broinsonia enormis,
Broinsonia furtiva,87792,nannofossils,Broinsonia furtiva,
Broinsonia galloisii,87792,nannofossils,Broinsonia galloisii,
Broinsonia parca constricta,87792,nannofossils,Broinsonia parca constricta,
Broinsonia parca expansa,87792,nannofossils,Broinsonia parca ssp expansa,
Broinsonia parca parca,87792,nannofossils,Broinsonia parca parca,
Broinsonia signata,87792,nannofossils,Broinsonia signata,
Broinsonia viriosa,87792,nannofossils,Broinsonia viriosa,
Bryozoa indet.,24773,other; planktic_forams,Bryozoan fragments; Bryozoa fragments,
Buccella frigida,1023,benthic_forams,Buccella frigida,
Buccella inusitata,1023,benthic_forams,Buccella inusitata,
Buccella sp.,1023,benthic_forams,Buccella sp.,
Buccinosphaera invaginata,85053,radiolarians,Buccinosphaera invaginata,
Bulbobaculites problematicus,1029,benthic_forams,Bulbobaculites problematicus,
Bulbobaculites sp.,1029,benthic_forams,Bulbobaculites sp.,
Bulimina acanthia,1032,benthic_forams,Bulimina acanthia,
Bulimina aculeata,1032,benthic_forams,Bulimina aculeata,
Bulimina aculeata (cf. smooth),1032,benthic_forams,Bulimina aculeata (cf. smooth),
Bulimina aff. exilis,1032,benthic_forams,Bulimina aff. exilis,
Bulimina aff. mexicana,1032,benthic_forams,Bulimina aff. mexicana,
Bulimina aff. striata,1032,benthic_forams,Bulimina aff. striata,
Bulimina alazanensis,1032,benthic_forams,Bulimina alazanensis,
Bulimina barbata,1032,benthic_forams,Bulimina barbata,
Bulimina bortonica,1032,benthic_forams,Bulimina bortonica,
Bulimina cf. alazanensis,1032,benthic_forams,Bulimina cf. alazanensis,
Bulimina cf. striata,1032,benthic_forams,Bulimina striata (cf.),
Bulimina costata,1032,benthic_forams,Bulimina costata,
Bulimina elongata,1032,benthic_forams,Bulimina elongata,
Bulimina forticosta,1032,benthic_forams,Bulimina forticosta,
Bulimina gibba,1032,benthic_forams,Bulimina gibba,
Bulimina glomarchallengeri,1032,benthic_forams,Bulimina glomarchallengeri,
Bulimina impendens,1032,benthic_forams,Bulimina impendens,
Bulimina inflata,1032,benthic_forams,Bulimina inflata,
Bulimina jarvisi,1032,benthic_forams,Bulimina jarvisi,
Bulimina macilenta,1032,benthic_forams,Bulimina macilenta,
Bulimina marginata,1032,benthic_forams,Bulimina marginata,
Bulimina mexicana,1032,benthic_forams,Bulimina mexicana,
Bulimina midwayensis,1032,benthic_forams,Bulimina midwayensis,
Bulimina miolaevis,1032,benthic_forams,Bulimina miolaevis,
Bulimina pupoides,1032,benthic_forams,Bulimina pupoides,
Bulimina pupula,1032,benthic_forams,Bulimina pupula,
Bulimina pyrula spinescens,1032,benthic_forams,Bulimina pyrula spinescens,
Bulimina rostrata,1032,benthic_forams,Bulimina rostrata,
Bulimina serratospina,1032,benthic_forams,Bulimina serratospina,
Bulimina sp.,1032,benthic_forams; benthic_forams; benthic_forams,Bulimina sp.; Bulimina; Bulimina sp. indet.,
Bulimina sp. A,1032,benthic_forams,Bulimina sp.  A,extra space
Bulimina sp. B,1032,benthic_forams,Bulimina sp. B,
Bulimina sp. C,1032,benthic_forams,Bulimina sp. C,
Bulimina spp.,1032,benthic_forams,Bulimina spp.,
Bulimina striata,1032,benthic_forams,Bulimina striata,
Bulimina striata (group),1032,benthic_forams,Bulimina striata gr.,
Bulimina subbortonica,1032,benthic_forams,Bulimina subbortonica,
Bulimina thanetensis,1032,benthic_forams,Bulimina thanetensis,
Bulimina translucens,1032,benthic_forams,Bulimina translucens,
Bulimina triangularis,1032,benthic_forams,Bulimina triangularis,
Bulimina trihedra,1032,benthic_forams,Bulimina trihedra,
Bulimina trinitatensis,1032,benthic_forams,Bulimina trinitatensis,
Bulimina truncanella,1032,benthic_forams,Bulimina truncanella,
Bulimina tuxpamensis,1032,benthic_forams,Bulimina tuxpamensis,
Buliminella browni,1033,benthic_forams,Buliminella browni,
Buliminella elegantissima,1033,benthic_forams,Buliminella elegantissima,
Buliminella grata,1033,benthic_forams,Buliminella grata,
Buliminella parvula,1033,benthic_forams,Buliminella parvula,
Buliminella sp.,1033,benthic_forams,Buliminella sp.,
Buliminella spp.,1033,benthic_forams,Buliminella spp.,
Buliminella tenuata,1033,benthic_forams,Buliminella tenuata,
Buryella clinata,443,radiolarians,Buryella clinata,
Buryella foremanae,443,radiolarians,Buryella foremanae,
Buryella pentadica,443,radiolarians,Buryella pentadica,
Buryella spp.,443,radiolarians,Buryella spp.,
Buryella tetradica,443,radiolarians,Buryella tetradica,
Calcarina calcar,1042,benthic_forams,Calcarina calcar,
Calcarina sp.,1042,benthic_forams,Calcarina sp.,
Calcicalathina alta,87859,nannofossils,Calcicalathina alta,
Calcidiscus carlae,255405,nannofossils,Calcidiscus carlae,
Calcidiscus leptoporus,255405,nannofossils; nannofossils; nannofossils,C. leptoporus (small); Calcidiscus leptoporus; C. leptoporus,
Calcidiscus leptoporus (10-11 microns),255405,nannofossils,Calcidiscus leptoporus (10-11 µm),
Calcidiscus leptoporus (5-8 microns),255405,nannofossils,Calcidiscus leptoporus (5-8 microns),
Calcidiscus leptoporus (<5 microns),255405,nannofossils,Calcidiscus leptoporus (<5 microns),
Calcidiscus leptoporus (>10 microns),255405,nannofossils,Calcidiscus leptoporus (>10 μm),
Calcidiscus leptoporus (>8 microns),255405,nannofossils,Calcidiscus leptoporus (>8 micron),
Calcidiscus macintyrei,255405,nannofossils; nannofossils,Calcidiscus mcintyrei; Calcidiscus macintyrei,
Calcidiscus macintyrei (>11 microns),255405,nannofossils,Calcidiscus macintyrei (>11 μm),
Calcidiscus pacificanus,255405,nannofossils,Calcidiscus pacificanus,
Calcidiscus pataceus,255405,nannofossils,Calcidiscus pataceus,
Calcidiscus pataecus,255405,nannofossils,Calcidiscus pataecus,
Calcidiscus premacintyrei,255405,nannofossils,Calcidiscus premacintyrei,
Calcidiscus protoannulus,255405,nannofossils,Calcidiscus protoannulus,
Calcidiscus quadriperforatus,255405,nannofossils,Calcidiscus quadriperforatus,
Calcidiscus spp.,255405,nannofossils,Calcidiscus spp.,
Calcidiscus tropicus,255405,nannofossils; nannofossils,Calcidiscus tropicus; Calcidiscus tropicus +grill,
Calcidiscus tropicus (>10 microns),255405,nannofossils,Calcidiscus tropicus (>10 µm),
Calciosolenia aperta,87842,nannofossils,Calciosolenia aperta,
Calciosolenia brasiliensis,87842,nannofossils,Calciosolenia brasiliensis,
Calciosolenia fossilis,87842,nannofossils,Calciosolenia fossilis,
Calciosolenia murrayi,87842,nannofossils,Calciosolenia murrayi,
Calciosolenia sp.,87842,nannofossils,Calciosolenia sp.,
Calciosolenia spp.,87842,nannofossils,Calciosolenia spp.,
Calculites obscurus,179195,nannofossils,Calculites obscurus,"holococcolith, which is an informal group"
Calculites spp.,179195,nannofossils,Calculites spp.,
Calluna sp.,434787,palynology,Calluna,
Calocyclas bandyca,446,radiolarians,Calocyclas bandyca,
Calocyclas hispida,446,radiolarians,Calocyclas hispida,
Calocyclas turris,446,radiolarians,Calocyclas turris,
Calocycletta anekathen,447,radiolarians,Calocycletta anekathen n. sp.,
Calocycletta caepa,447,radiolarians,Calocycletta caepa,
Calocycletta costata,447,radiolarians; radiolarians,Calocycletta costata; Calocyccletta costata,
Calocycletta robusta,447,radiolarians,Calocycletta robusta,
