Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,name comment field,Comment,Notes (change to Internal only notes?),comments
,,Discoaster,,,,saipanensis,,,,Discoaster saipanensis,nannofossils,Discoaster saipanensis,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,salisburgensis,,,,Discoaster salisburgensis,nannofossils,Discoaster salisburgensis,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,sanmiguelensis,,,,Discoaster sanmiguelensis,nannofossils,Discoaster sanmiguelensis,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,septemradiatus,,,,Discoaster septemradiatus,nannofossils,Discoaster septemradiatus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,sp.,,,,Discoaster sp.,nannofossils,Discoaster sp.,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,cf.,brouweri,,,,Discoaster cf. brouweri,nannofossils,Discoaster sp. cf. D. brouweri,,,"in PBDB, so it will be classified correctly",Discoaster sp. cf. D. brouweri
,,Discoaster,,,cf.,variabilis,,,,Discoaster cf. variabilis,nannofossils,Discoaster sp. cf. D. variabilis,,,"in PBDB, so it will be classified correctly",Discoaster sp. cf. D. variabilis
,,Discoaster,,,,spp.,,,"""(Neogene)""","Discoaster spp. ""(Neogene)""",nannofossils,Discoaster spp. (Neogene),,,"in PBDB, so it will be classified correctly",Discoaster spp. (Neogene)
,,Discoaster,,,,spp.,,,"""(Paleogene)""","Discoaster spp. ""(Paleogene)""",nannofossils,Discoaster spp. (Paleogene),,,"in PBDB, so it will be classified correctly",Discoaster spp. (Paleogene)
,,Discoaster,,,,spp.,,,five-rayed,Discoaster spp. (five-rayed),nannofossils,Discoaster spp. (five-rayed),,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,stellulus,,,,Discoaster stellulus,nannofossils,Discoaster stellulus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,sublodoensis,,,,Discoaster sublodoensis,nannofossils,Discoaster sublodoensis,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,subsurculus,,,,Discoaster subsurculus,nannofossils,Discoaster subsurculus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,triradiatus,,,,Discoaster triradiatus,nannofossils,Discoaster triradiatus,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,tristellifer,,,,Discoaster tristellifer,nannofossils,Discoaster tristellifer,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,variabilis,,,group,Discoaster variabilis (group),nannofossils,Discoaster variabilis group,,,"in PBDB, so it will be classified correctly",Discoaster variabilis group
,,Discoaster,,,,wemmelensis,,,,Discoaster wemmelensis,nannofossils,Discoaster wemmelensis,,,"in PBDB, so it will be classified correctly",
,,Discoaster,,,,williamsii,,,,Discoaster williamsii,nannofossils,Discoaster williamsii,,,"in PBDB, so it will be classified correctly",
,,Discolithina,,,,japonica,,,,Discolithina japonica,nannofossils,Discolithina japonica,,,"in PBDB, so it will be classified correctly",
,,Discorhabdus,,,,watkinsii,,,,Discorhabdus watkinsii,nannofossils,Discorhabdus watkinsii,,,"in PBDB, so it will be classified correctly",
,,Discosphaera,,,,tubifera,,,,Discosphaera tubifera,nannofossils,Discosphaera tubifera,,,"in PBDB, so it will be classified correctly",
,,Eiffellithus,,,,sp.,,,,Eiffellithus sp.,nannofossils,Eifellithus,,,"in PBDB, so it will be classified correctly",
,,Eiffellithus,,,,angustus,,,,Eiffellithus angustus,nannofossils,Eiffellithus angustus,,,"in PBDB, so it will be classified correctly",
,,Eiffellithus,,,,casulus,,,,Eiffellithus casulus,nannofossils,Eiffellithus casulus,,,"in PBDB, so it will be classified correctly",
,,Eiffellithus,,,,equibiramus,,,,Eiffellithus equibiramus,nannofossils,Eiffellithus equibiramus,,,"in PBDB, so it will be classified correctly",
,,Eiffellithus,,,,eximius,,,,Eiffellithus eximius,nannofossils,Eiffellithus eximius,,,"in PBDB, so it will be classified correctly",
,,Eiffellithus,,,,eximius,,,,Eiffellithus eximius,nannofossils,Eiffellithus eximius (sensu Verbeek),Eiffellithus eximius (sensu Verbeek),,"in PBDB, so it will be classified correctly",Eiffellithus eximius (sensu Verbeek)
,,Eiffellithus,,,,gorkae,,,,Eiffellithus gorkae,nannofossils,Eiffellithus gorkae,,,"in PBDB, so it will be classified correctly",
,,Eiffellithus,,,,monechiae,,,,Eiffellithus monechiae,nannofossils,Eiffellithus monechiae,,,"in PBDB, so it will be classified correctly",
,,Eiffellithus,,,,parallelus,,,,Eiffellithus parallelus,nannofossils,Eiffellithus parallelus,,,"in PBDB, so it will be classified correctly",
,,Eiffellithus,,,,perchnielseniae,,,,Eiffellithus perchnielseniae,nannofossils,Eiffellithus perchnielseniae,,,"in PBDB, so it will be classified correctly",
,,Eiffellithus,,,,praestigium,,,,Eiffellithus praestigium,nannofossils,Eiffellithus praestigium,,,"in PBDB, so it will be classified correctly",
,,Eiffellithus,,,,sp.,,,,Eiffellithus sp.,nannofossils,Eiffellithus sp.,,,"in PBDB, so it will be classified correctly",
,,Eiffellithus,,,,turriseiffelii,,,,Eiffellithus turriseiffelii,nannofossils,Eiffellithus turriseiffelii,,,"in PBDB, so it will be classified correctly",
,,Eiffellithus,,,,vonsalisiae,,,,Eiffellithus vonsalisiae,nannofossils,Eiffellithus vonsalisiae,,,"in PBDB, so it will be classified correctly",
,,Ellipsolithus,,,,bollii,,,,Ellipsolithus bollii,nannofossils,Ellipsolithus bollii,,,"in PBDB, so it will be classified correctly",
,,Ellipsolithus,,,,distichus,,,,Ellipsolithus distichus,nannofossils,Ellipsolithus distichus,,,"in PBDB, so it will be classified correctly",
,,Ellipsolithus,,,,macellus,,,,Ellipsolithus macellus,nannofossils,Ellipsolithus macellus,,,"in PBDB, so it will be classified correctly",
,,Ellipsolithus,,,,subdistichus,,,,Ellipsolithus subdistichus,nannofossils,Ellipsolithus subdistichus,,,"in PBDB, so it will be classified correctly",
,,Emiliania,,,,huxleyi,,,<5 microns,Emiliania huxleyi (<5 microns),nannofossils,Emiliania huxleyi (<5 microns),,,"in PBDB, so it will be classified correctly",
,,Emiliania,,,,huxleyi,,,>5 microns,Emiliania huxleyi (>5 microns),nannofossils,Emiliania huxleyi (>5 microns),,,"in PBDB, so it will be classified correctly",
,,Eprolithus,,,,eptapetalus,,,,Eprolithus eptapetalus,nannofossils,Eprolithus eptapetalus,,,"in PBDB, so it will be classified correctly",
,,Eprolithus,,,,floralis,,,,Eprolithus floralis,nannofossils,Eprolithus floralis,,,"in PBDB, so it will be classified correctly",
,,Eprolithus,,,,moratus,,,,Eprolithus moratus,nannofossils,Eprolithus moratus,,,"in PBDB, so it will be classified correctly",
,,Eprolithus,,,,octopetalus,,,,Eprolithus octopetalus,nannofossils,Eprolithus octopetalus,,,"in PBDB, so it will be classified correctly",
,,Ericsonia,,,,robusta,,,,Ericsonia robusta,nannofossils,Ericsonia robusta,,,"in PBDB, so it will be classified correctly",
,,Ericsonia,,,,robusta,,,small,Ericsonia robusta (small),nannofossils,Ericsonia robusta (small),Ericsonia robusta (small),,"in PBDB, so it will be classified correctly",
,,Ericsonia,,,,subpertusa,,,,Ericsonia subpertusa,nannofossils,Ericsonia subpertusa,,,"in PBDB, so it will be classified correctly",
,,Fasciculithus,,,,alanii,,,,Fasciculithus alanii,nannofossils,Fasciculithus alanii,,,"in PBDB, so it will be classified correctly",
,,Fasciculithus,,,,clinatus,,,,Fasciculithus clinatus,nannofossils,Fasciculithus clinatus,,,"in PBDB, so it will be classified correctly",
,,Fasciculithus,,,,involutus,,,,Fasciculithus involutus,nannofossils,Fasciculithus involutus,,,"in PBDB, so it will be classified correctly",
,,Fasciculithus,,,,lilianae,,,,Fasciculithus lilianae,nannofossils,Fasciculithus lilianae,,,"in PBDB, so it will be classified correctly",
,,Fasciculithus,,,,magnus,,,,Fasciculithus magnus,nannofossils,Fasciculithus magnus,,,"in PBDB, so it will be classified correctly",
,,Fasciculithus,,,,pileatus,,,,Fasciculithus pileatus,nannofossils,Fasciculithus pileatus,,,"in PBDB, so it will be classified correctly",
,,Fasciculithus,,,,richardii,,,,Fasciculithus richardii,nannofossils,Fasciculithus richardii,,,"in PBDB, so it will be classified correctly",
,,Fasciculithus,,,,shaubii,,,,Fasciculithus shaubii,nannofossils,Fasciculithus shaubii,,,"in PBDB, so it will be classified correctly",
,,Fasciculithus,,,,spp.,,,,Fasciculithus spp.,nannofossils,Fasciculithus spp.,,,"in PBDB, so it will be classified correctly",
,,Fasciculithus,,,,thomasii,,,,Fasciculithus thomasii,nannofossils,Fasciculithus thomasii,,,"in PBDB, so it will be classified correctly",
,,Fasciculithus,,,,tympaniformis,,,,Fasciculithus tympaniformis,nannofossils,Fasciculithus tympaniformis,,,"in PBDB, so it will be classified correctly",
,,Fasciculithus,,,,ulii,,,,Fasciculithus ulii,nannofossils,Fasciculithus ulii,,,"in PBDB, so it will be classified correctly",
,,Fasciculithus,,,,ulii,,,,Fasciculithus ulii,nannofossils,Fasciculithus ullii,,,"in PBDB, so it will be classified correctly",
,,Florisphaera,,,,profunda,var.,elongata,,Florisphaera profunda var. elongata,nannofossils,Florisphaera profunda var. elongata,,,"in PBDB, so it will be classified correctly",
,,Gartnerago,,,,chiasta,,,,Gartnerago chiasta,nannofossils,Gartnerago chiasta,,,"in PBDB, so it will be classified correctly",
,,Gartnerago,,,,nanum,,,,Gartnerago nanum,nannofossils,Gartnerago nanum,,,"in PBDB, so it will be classified correctly",
,,Gartnerago,,,,obliquum,,,,Gartnerago obliquum,nannofossils,Gartnerago obliquum,,,"in PBDB, so it will be classified correctly",
,,Gartnerago,,,,segmentatum,,,,Gartnerago segmentatum,nannofossils,Gartnerago segmentatum,,,"in PBDB, so it will be classified correctly",
,,Gartnerago,,,,theta,,,,Gartnerago theta,nannofossils,Gartnerago theta,,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,spp.,,,<4 microns,Gephyrocapsa spp. (<4 microns),nannofossils,Gephyrocapsa (<4 microns),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,spp.,,,<4 microns,Gephyrocapsa spp. (<4 microns),nannofossils,Gephyrocapsa (<4 µm),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,spp.,,,>4 microns,Gephyrocapsa spp. (>4 microns),nannofossils,Gephyrocapsa (>4 µm),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,spp.,,,>5.5 microns,Gephyrocapsa spp. (>5.5 microns),nannofossils,Gephyrocapsa (>5.5 microns),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,spp.,,,>5.5 microns,Gephyrocapsa spp. (>5.5 microns),nannofossils,Gephyrocapsa (>5.5 µm),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,spp.,,,<4 microns,Gephyrocapsa spp. (<4 microns),nannofossils,Gephyrocapsa (small <4 microns),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,aperta,,,,Gephyrocapsa aperta,nannofossils,Gephyrocapsa aperta,,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,caribbeanica,,,,Gephyrocapsa caribbeanica,nannofossils,Gephyrocapsa caribbeanica,,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,caribbeanica,,,3-4 microns,Gephyrocapsa caribbeanica (3-4 microns),nannofossils,Gephyrocapsa caribbeanica (3-4 microns),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,caribbeanica,,,4-5.5 microns,Gephyrocapsa caribbeanica (4-5.5 microns),nannofossils,Gephyrocapsa caribbeanica (4-5.5 microns),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,caribbeanica,,,>5.5 microns,Gephyrocapsa caribbeanica (>5.5 microns),nannofossils,Gephyrocapsa caribbeanica (>5.5 microns),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,caribbeanica,,,large,Gephyrocapsa caribbeanica (large),nannofossils,Gephyrocapsa caribbeanica (large),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,ericsonii,,,,Gephyrocapsa ericsonii,nannofossils,Gephyrocapsa ericsonii,,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,large,,,,Gephyrocapsa large,nannofossils,Gephyrocapsa large,,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,margerelii/muellerae,,,,Gephyrocapsa margerelii/muellerae,nannofossils,Gephyrocapsa margerelii/muellerae,,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,muellerae,,,,Gephyrocapsa muellerae,nannofossils,Gephyrocapsa muellerae,,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,oceanica,,,,Gephyrocapsa oceanica,nannofossils,Gephyrocapsa oceanica,,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,oceanica,,,3-4 microns,Gephyrocapsa oceanica (3-4 microns),nannofossils,Gephyrocapsa oceanica (3-4 microns),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,oceanica,,,4-5.5 microns,Gephyrocapsa oceanica (4-5.5 microns),nannofossils,Gephyrocapsa oceanica (4-5.5 microns),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,oceanica,,,<5 micron,Gephyrocapsa oceanica (<5 micron),nannofossils,Gephyrocapsa oceanica (<5 micron),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,oceanica,,,>5 micron,Gephyrocapsa oceanica (>5 micron),nannofossils,Gephyrocapsa oceanica (>5 micron),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,oceanica,,,>5.5 microns,Gephyrocapsa oceanica (>5.5 microns),nannofossils,Gephyrocapsa oceanica (>5.5 microns),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,oceanica,,,large,Gephyrocapsa oceanica (large),nannofossils,"Gephyrocapsa oceanica (Large, Diagonal bridge)","Gephyrocapsa oceanica (Large, Diagonal bridge)",,"in PBDB, so it will be classified correctly","Gephyrocapsa oceanica (Large, Diagonal bridge)"
,,Gephyrocapsa,,,,oceanica,,,,Gephyrocapsa oceanica,nannofossils,Gephyrocapsa oceanica ss,Gephyrocapsa oceanica ss,,"in PBDB, so it will be classified correctly",Gephyrocapsa oceanica ss
,,Gephyrocapsa,,,,omega,,,,Gephyrocapsa omega,nannofossils,Gephyrocapsa omega,,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,parallela,,,,Gephyrocapsa parallela,nannofossils,Gephyrocapsa parallela,,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,sinuosa,,,,Gephyrocapsa sinuosa,nannofossils,Gephyrocapsa sinuosa,,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,sp.,,,,Gephyrocapsa sp.,nannofossils,Gephyrocapsa sp.,,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,sp.,,,>5.5 microns,Gephyrocapsa sp. (>5.5 microns),nannofossils,Gephyrocapsa sp. (>5.5 microns),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,sp.,,,closed >4 microns,Gephyrocapsa sp. (closed >4 microns),nannofossils,Gephyrocapsa sp. (closed >4 microns),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,sp.,,,large,Gephyrocapsa sp. (large),nannofossils,Gephyrocapsa sp. (large),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,"""sp. 3""",,,,"Gephyrocapsa ""sp. 3""",nannofossils,Gephyrocapsa sp. 3,,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,sp.,,,medium,Gephyrocapsa sp. (medium),nannofossils,Gephyrocapsa sp. medium,,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,spp.,,,<3 microns,Gephyrocapsa spp. (<3 microns),nannofossils,Gephyrocapsa spp. (<3 microns),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,spp.,,,>4 microns,Gephyrocapsa spp. (>4 microns),nannofossils,Gephyrocapsa spp. (>4 microns),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,spp.,,,closed >4 microns,Gephyrocapsa spp. (closed >4 microns),nannofossils,Gephyrocapsa spp. (large >5.5 microns),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,spp.,,,medium 4-5.5 microns,Gephyrocapsa spp. (medium 4-5.5 microns),nannofossils,Gephyrocapsa spp. (medium 4-5.5 microns),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,spp.,,,small <3.5 microns,Gephyrocapsa spp. (small <3.5 microns),nannofossils,Gephyrocapsa spp. (small <3.5 microns),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,spp.,,,small,Gephyrocapsa spp. (small),nannofossils,Gephyrocapsa spp. (small),,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,spp.,,,medium,Gephyrocapsa spp. (medium),nannofossils,Gephyrocapsa spp. medium,,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,spp.,,,small <4 microns,Gephyrocapsa spp. (small <4 microns),nannofossils,Gephyrocapsa spp. small (<4 microns),,,"in PBDB, so it will be classified correctly",
,,Girgisia,,,,gammation,,,,Girgisia gammation,nannofossils,Girgisia gammation,,,"in PBDB, so it will be classified correctly",
,,Gladiolithus,,,,flabellatus,,,,Gladiolithus flabellatus,nannofossils,Gladiolithus flabellatus,,,"in PBDB, so it will be classified correctly",
,,Glaukolithus,,,,bicrescenticus,,,,Glaukolithus bicrescenticus,nannofossils,Glaukolithus bicrescenticus,,,"in PBDB, so it will be classified correctly",
,,Glaukolithus,,,,diplogrammus,,,,Glaukolithus diplogrammus,nannofossils,Glaukolithus diplogrammus,,,"in PBDB, so it will be classified correctly",
,,Gorkaea,,,,spp.,,,,Gorkaea spp.,nannofossils,Gorkea spp.,,,"in PBDB, so it will be classified correctly",
,,Grantarhabdus,,,,coronadventis,,,,Grantarhabdus coronadventis,nannofossils,Grantarhabdus coronadventis,,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,caribbeanica,,,,Gephyrocapsa caribbeanica,nannofossils,Gyphyrocapsa caribbeanica,,,"in PBDB, so it will be classified correctly",
,,Gephyrocapsa,,,,oceanica,,,,Gephyrocapsa oceanica,nannofossils,Gyphyrocapsa oceania,,,"in PBDB, so it will be classified correctly",
,,Haqius,,,,circumradiatus,,,,Haqius circumradiatus,nannofossils,Haqius circumradiatus,,,"in PBDB, so it will be classified correctly",
,,Hayaster,,,,perplexus,,,,Hayaster perplexus,nannofossils,Hayaster perplexus,,,"in PBDB, so it will be classified correctly",
,,Hayella,,,,challengeri,,,,Hayella challengeri,nannofossils,Hayella challengeri,,,"in PBDB, so it will be classified correctly",
,,Hayella,,,,situliformis,,,,Hayella situliformis,nannofossils,Hayella situliformis,,,"in PBDB, so it will be classified correctly",
