Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,row_index
349-U1431E-9R-1-#1-A,0,3,622.7,622.73,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,,,thin bed [B01],lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,1,A,56
349-U1431E-9R-1-#10-A,0,5,623.92,623.97,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,medium bed [B01],,none [DB86],0,,,,,,,,,,,98,granule [W22_2],angular,basalt [IUGS-S78&79],2,granule [W22_2],subangular,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,1,A,57
349-U1431E-9R-1-#10-A,5,11,623.97,624.03,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,very poor [BP01],,,,,,,,,,,,,,,,medium bed [B01],,none [DB86],0,,,,,,,,,,,50,granule [W22_2],angular,basalt [IUGS-S78&79],50,pebble [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,1,A,58
349-U1431E-9R-1-#11-A,0,4,624.03,624.07,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,very poor [BP01],,,,,,,,,,,,,,,,medium bed [B01],,none [DB86],0,,,,,,,,,,,70,granule [W22_2],angular,basalt [IUGS-S78&79],30,pebble [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,1,A,59
349-U1431E-9R-1-#2-A,0,17,622.73,622.9,calcareous rich,silty claystone [S54],,calcareous rich  silty claystone ,calcareous rich silty claystone ,,GLEY 1 6/10Y (greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,erosive,curved,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,1,A,60
349-U1431E-9R-1-#2-A,17,20,622.9,622.93,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,very thin bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,1,A,61
349-U1431E-9R-1-#3-A,0,10,622.93,623.03,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,very poor [BP01],,,,,,,,,,,,,,,,medium bed [B01],,none [DB86],0,,,,,,,,,,,90,granule [W22_2],angular,basalt [IUGS-S78&79],10,granule [W22_2],subangular,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,1,A,62
349-U1431E-9R-1-#4-A,0,23,623.03,623.26,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],granule [W22_2],8,cobble [W22_2],10,very poor [BP01],,,,,,,,,,,,,,,,medium bed [B01],,none [DB86],0,,,,,,,,,,,75,granule [W22_2],angular,basalt [IUGS-S78&79],25,cobble [W22_2],subangular,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,1,A,63
349-U1431E-9R-1-#5-A,0,10,623.26,623.36,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,very poor [BP01],,,,,,,,,,,,,,,,medium bed [B01],,none [DB86],0,,,,,,,,,,,90,granule [W22_2],angular,basalt [IUGS-S78&79],10,granule [W22_2],subangular,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,1,A,64
349-U1431E-9R-1-#6-A,0,18,623.36,623.54,,breccia [F70],,breccia ,breccia ,,GLEY 1 2.5/10Y (greenish black),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,medium bed [B01],,none [DB86],0,,,,,,,,,,,95,granule [W22_2],angular,basalt [IUGS-S78&79],5,granule [W22_2],angular,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,1,A,65
349-U1431E-9R-1-#7-A,0,18,623.54,623.72,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,medium bed [B01],,none [DB86],0,,,,,,,,,,,98,granule [W22_2],angular,basalt [IUGS-S78&79],2,granule [W22_2],angular,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,1,A,66
349-U1431E-9R-1-#8-A,0,5,623.72,623.77,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,thin bed [B01],,none [DB86],0,,,,,,,,,,,98,granule [W22_2],angular,basalt [IUGS-S78&79],2,granule [W22_2],angular,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,1,A,67
349-U1431E-9R-1-#9-A,0,15,623.77,623.92,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,medium bed [B01],,none [DB86],0,,,,,,,,,,,95,granule [W22_2],angular,basalt [IUGS-S78&79],5,granule [W22_2],angular,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,1,A,68
349-U1431E-9R-2-#1-A,0,4,624.07,624.11,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,very poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,95,granule [W22_2],angular,basalt [IUGS-S78&79],5,granule [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,2,A,69
349-U1431E-9R-2-#10-A,0,39,625.14,625.53,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,very poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,70,granule [W22_2],subangular,basalt [IUGS-S78&79],30,granule [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,2,A,70
349-U1431E-9R-2-#2-A,0,13,624.11,624.24,,siltstone [Leg339],,siltstone ,siltstone ,80,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],cobble [W22_2],10,cobble [W22_2],10,very poor [BP01],,,,,breccia [F70],,breccia ,breccia ,20,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,10,granule [W22_2],angular,basalt [IUGS-S78&79],90,cobble [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,2,A,71
349-U1431E-9R-2-#3-A,0,19,624.24,624.43,,siltstone [Leg339],,siltstone ,siltstone ,80,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],boulder [W22_2],11,boulder [W22_2],11,very poor [BP01],,,,,breccia [F70],,breccia ,breccia ,20,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,20,granule [W22_2],angular,basalt [IUGS-S78&79],80,boulder [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,2,A,72
349-U1431E-9R-2-#4-A,0,19,624.43,624.62,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],boulder [W22_2],11,boulder [W22_2],11,very poor [BP01],,this is a part of a boulder,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,,,,,100,boulder [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,2,A,73
349-U1431E-9R-2-#6-A,0,24,624.62,624.86,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],boulder [W22_2],11,boulder [W22_2],11,very poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,20,granule [W22_2],angular,basalt [IUGS-S78&79],80,boulder [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,2,A,74
349-U1431E-9R-2-#7-A,0,7,624.86,624.93,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],cobble [W22_2],10,cobble [W22_2],10,very poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,50,granule [W22_2],angular,basalt [IUGS-S78&79],50,cobble [W22_2],rounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,2,A,75
349-U1431E-9R-2-#8-A,0,5,624.93,624.98,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,very poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,70,granule [W22_2],subangular,basalt [IUGS-S78&79],30,granule [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,2,A,76
349-U1431E-9R-2-#9-A,0,16,624.98,625.14,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,very poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,70,granule [W22_2],subangular,basalt [IUGS-S78&79],30,pebble [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,2,A,77
349-U1431E-9R-3-#1-A,0,4,625.53,625.57,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],pebble [W22_2],9,cobble [W22_2],10,poor [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,80,granule [W22_2],angular,basalt [IUGS-S78&79],20,granule [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,3,A,78
349-U1431E-9R-3-#10-A,0,19,626.84,627.03,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],pebble [W22_2],9,cobble [W22_2],10,poor [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,80,granule [W22_2],angular,basalt [IUGS-S78&79],20,granule [W22_2],subangular,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,3,A,79
349-U1431E-9R-3-#2-A,0,20,625.57,625.77,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],pebble [W22_2],9,cobble [W22_2],10,poor [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,85,granule [W22_2],angular,basalt [IUGS-S78&79],15,granule [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,3,A,80
349-U1431E-9R-3-#3-A,0,16,625.77,625.93,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],pebble [W22_2],9,cobble [W22_2],10,poor [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,85,granule [W22_2],angular,basalt [IUGS-S78&79],15,granule [W22_2],subangular,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,3,A,81
349-U1431E-9R-3-#4-A,0,39,625.93,626.32,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],pebble [W22_2],9,cobble [W22_2],10,poor [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,85,granule [W22_2],angular,basalt [IUGS-S78&79],15,granule [W22_2],subangular,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,3,A,82
349-U1431E-9R-3-#5-A,0,18,626.32,626.5,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],pebble [W22_2],9,cobble [W22_2],10,poor [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,85,granule [W22_2],angular,basalt [IUGS-S78&79],15,granule [W22_2],subangular,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,3,A,83
349-U1431E-9R-3-#6-A,0,8,626.5,626.58,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],pebble [W22_2],9,cobble [W22_2],10,poor [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,85,granule [W22_2],angular,basalt [IUGS-S78&79],15,granule [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,3,A,84
349-U1431E-9R-3-#7-A,0,14,626.58,626.72,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],pebble [W22_2],9,cobble [W22_2],10,poor [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,80,granule [W22_2],angular,basalt [IUGS-S78&79],20,granule [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,3,A,85
349-U1431E-9R-3-#8-A,0,5,626.72,626.77,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],pebble [W22_2],9,cobble [W22_2],10,poor [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,85,granule [W22_2],angular,basalt [IUGS-S78&79],15,granule [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,3,A,86
349-U1431E-9R-3-#9-A,0,7,626.77,626.84,,breccia [F70],,breccia ,breccia ,100,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],pebble [W22_2],9,cobble [W22_2],10,poor [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,85,granule [W22_2],angular,basalt [IUGS-S78&79],15,granule [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,3,A,87
349-U1431E-9R-4-#1-A,0,12,627.03,627.15,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,15,granule [W22_2],angular,basalt [IUGS-S78&79],85,cobble [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,4,A,88
349-U1431E-9R-4-#10-A,0,6,628.11,628.17,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,5,very fine sand [W22_2],subangular,basalt [IUGS-S78&79],95,granule [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,4,A,89
349-U1431E-9R-4-#11-A,0,18,628.17,628.35,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/N (very dark gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,10,granule [W22_2],subangular,basalt [IUGS-S78&79],90,granule [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,4,A,90
349-U1431E-9R-4-#12-A,0,10,628.35,628.45,,breccia [F70],,breccia ,breccia ,,GLEY 1 4/N (dark gray),lithified [B84],very fine sand [W22_2],3,granule [W22_2],8,very poor [BP01],,this is a part of boulder,,,,,,,,,,,,,sub-horizontal,very thick bed [B01],cross-lamination,slight [DB86],1,,,,,,,,,,,0,,,,,very fine sand [W22_2],subrounded,,,,0,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,4,A,91
349-U1431E-9R-4-#2-A,0,27,627.15,627.42,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,15,granule [W22_2],angular,basalt [IUGS-S78&79],85,cobble [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,4,A,92
349-U1431E-9R-4-#3-A,0,6,627.42,627.48,,breccia [F70],,breccia ,breccia ,,GLEY 1 4/N (dark gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,10,cobble [W22_2],rounded,basalt [IUGS-S78&79],90,granule [W22_2],rounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,4,A,93
349-U1431E-9R-4-#4-A,0,13,627.48,627.61,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,10,granule [W22_2],angular,basalt [IUGS-S78&79],90,granule [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,4,A,94
349-U1431E-9R-4-#5-A,0,14,627.61,627.75,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,15,pebble [W22_2],angular,basalt [IUGS-S78&79],85,granule [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,4,A,95
349-U1431E-9R-4-#6-A,0,14,627.75,627.89,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,20,pebble [W22_2],angular,basalt [IUGS-S78&79],80,granule [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,4,A,96
349-U1431E-9R-4-#8-A,0,7,627.98,628.05,,breccia [F70],,breccia ,breccia ,,GLEY 1 4/N (dark gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,10,pebble [W22_2],subangular,basalt [IUGS-S78&79],90,granule [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,4,A,97
349-U1431E-9R-4-#9-A,0,6,628.05,628.11,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/N (very dark gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,5,very coarse sand [W22_2],subangular,basalt [IUGS-S78&79],95,granule [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,4,A,98
349-U1431E-9R-5-#1-A,0,15,628.45,628.6,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/N (dark gray),lithified [B84],boulder [W22_2],11,boulder [W22_2],11,very poor [BP01],,this is a part of boulder,,,,,,,,,,,,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,5,A,99
349-U1431E-9R-5-#2,9,34,628.69,628.94,,chalk [MMK88],,chalk ,chalk ,,GLEY 1 7/10Y (light grrenish grey),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,poor [BP01],,,,,,,,,,,,,,planar,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,5,,100
349-U1431E-9R-5-#2,34,44,628.94,629.04,,breccia [F70],,breccia ,breccia ,,GLEY 1 2.5/5G (greenish black),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,5,,101
349-U1431E-9R-5-#2-A,0,9,628.6,628.69,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/N (dark gray),lithified [B84],boulder [W22_2],11,boulder [W22_2],11,very poor [BP01],,this is a part of boulder,,,,,,,,,,,,,,,lens or pod [BJ84],moderate [DB86],2,,,,,,,,,,,5,granule [W22_2],subangular,basalt [IUGS-S78&79],95,clay [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,5,A,102
349-U1431E-9R-5-#3-A,0,6,629.04,629.1,,breccia [F70],,breccia ,breccia ,,GLEY 1 5/N (gray),lithified [B84],boulder [W22_2],11,boulder [W22_2],11,poor [BP01],,part of this piece is a boulder,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,5,granule [W22_2],subangular,basalt [IUGS-S78&79],95,clay [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,5,A,103
349-U1431E-9R-5-#4-A,0,11,629.1,629.21,,breccia [F70],,breccia ,breccia ,,N 3 (very dark gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,15,granule [W22_2],subangular,basalt [IUGS-S78&79],85,pebble [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,5,A,104
349-U1431E-9R-5-#5-A,0,15,629.21,629.36,,breccia [F70],,breccia ,breccia ,,N 3 (very dark gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,15,pebble [W22_2],subangular,basalt [IUGS-S78&79],85,cobble [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,5,A,105
349-U1431E-9R-5-#6-A,0,14,629.36,629.5,,breccia [F70],,breccia ,breccia ,,N 4 (dark gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,20,pebble [W22_2],subangular,basalt [IUGS-S78&79],80,cobble [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,5,A,106
349-U1431E-9R-5-#7-A,0,16,629.5,629.66,,breccia [F70],,breccia ,breccia ,,N 3 (very dark gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,20,pebble [W22_2],subangular,basalt [IUGS-S78&79],80,pebble [W22_2],subrounded,,,,100,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,5,A,107
349-U1431E-9R-6-#1-A,0,46,629.66,630.12,,breccia [F70],,breccia ,breccia ,,GLEY 1 2.5/5G (greenish black),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,20,granule [W22_2],subangular,basalt [IUGS-S78&79],20,granule [W22_2],subrounded,,,,40,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,6,A,108
349-U1431E-9R-6-#2-A,0,18,630.12,630.3,,breccia [F70],,breccia ,breccia ,,GLEY 1 2.5/5G (greenish black),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,20,granule [W22_2],subangular,basalt [IUGS-S78&79],20,granule [W22_2],subrounded,,,,40,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,6,A,109
349-U1431E-9R-6-#3-A,0,8,630.3,630.38,,breccia [F70],,breccia ,breccia ,,GLEY 1 2.5/5G (greenish black),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,20,granule [W22_2],subangular,basalt [IUGS-S78&79],20,granule [W22_2],subrounded,,,,40,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,6,A,110
349-U1431E-9R-6-#4-A,0,11,630.38,630.49,,breccia [F70],,breccia ,breccia ,,GLEY 1 2.5/5G (greenish black),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,none [DB86],0,,,,,,,,,,,20,granule [W22_2],subangular,basalt [IUGS-S78&79],20,granule [W22_2],subrounded,,,,40,,,,,,,,,,,,,,,,,,349,U1431,E,9,R,6,A,111
