dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
,344-U1413C-8R-6-A,344,U1413,C,8,8-6,R,6,A,0,150,243.19,244.69,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,With rare biogenic fragments and disseminated pyrite. ,,,,,,,,,,,,common [B06],4,,,,,,,,68
,344-U1413C-8R-7-A,344,U1413,C,8,8-7,R,7,A,0,113,244.69,245.82,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,With rare biogenic fragments and disseminated pyrite. ,,,,,,,,,,,,common [B06],4,,,,,,,,69
,344-U1413C-8R-CC-A,344,U1413,C,8,8-CC,R,CC,A,0,24,245.82,246.06,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,With rare biogenic fragments and disseminated pyrite. ,,,,,,,,,,,,common [B06],4,,,,,,,,70
,344-U1413C-10R-1-A,344,U1413,C,10,10-1,R,1,A,0,140,255.6,257,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,With rare biogenic fragments and disseminated pyrite. ,,,,,,,,,,,,common [B06],4,more calcareous than previous cores,,,,,,,71
,344-U1413C-10R-2-A,344,U1413,C,10,10-2,R,2,A,0,136,257,258.36,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,With rare biogenic fragments and disseminated pyrite. ,,,,,,,,,,,,common [B06],4,more calcareous than previous cores,,,,,,,72
,344-U1413C-10R-3-A,344,U1413,C,10,10-3,R,3,A,0,120,258.36,259.56,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,With rare biogenic fragments and disseminated pyrite. ,,,,,,,,,,,,common [B06],4,more calcareous than previous cores,,,,,,,73
,344-U1413C-10R-4-A,344,U1413,C,10,10-4,R,4,A,0,116,259.56,260.72,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,With rare biogenic fragments and disseminated pyrite. ,,,,,,,,,,,,common [B06],4,more calcareous than previous cores,,,,,,,74
,344-U1413C-10R-4-A,344,U1413,C,10,10-4,R,4,A,116,150,260.72,261.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,75
,344-U1413C-10R-5-A,344,U1413,C,10,10-5,R,5,A,0,81,261.06,261.87,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,With rare biogenic fragments and disseminated pyrite. ,,,,,,,,,,,,common [B06],4,more calcareous than previous cores,,,,,,,76
,344-U1413C-10R-5-A,344,U1413,C,10,10-5,R,5,A,81,86,261.87,261.92,,minimal [drilling disturbance],1,,tuff [MMK88],,2.5YR 4/1 (dark reddish gray),tuff ,tuff ,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,77
,344-U1413C-10R-5-A,344,U1413,C,10,10-5,R,5,A,86,150,261.92,262.56,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,With rare biogenic fragments and disseminated pyrite. ,,,,,,,,,,,,common [B06],4,more calcareous than previous cores,,,,,,,78
,344-U1413C-10R-6-A,344,U1413,C,10,10-6,R,6,A,0,84,262.56,263.4,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,With rare biogenic fragments and disseminated pyrite. ,,,,,,,,,,,,common [B06],4,more calcareous than previous cores,,,,,,,79
,344-U1413C-10R-7-A,344,U1413,C,10,10-7,R,7,A,0,80,263.4,264.2,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,With rare biogenic fragments and disseminated pyrite. ,,,,,,,,,,,,common [B06],4,more calcareous than previous cores,,,,,,,80
,344-U1413C-10R-7-A,344,U1413,C,10,10-7,R,7,A,80,86,264.2,264.26,,minimal [drilling disturbance],1,silty,sandstone [USGS],,,silty  sandstone ,silty sandstone ,,,,,,,,,,,,,,,,,,,,,,,,,,81
,344-U1413C-10R-7-A,344,U1413,C,10,10-7,R,7,A,86,93,264.26,264.33,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,With rare biogenic fragments and disseminated pyrite. ,,,,,,,,,,,,common [B06],4,more calcareous than previous cores,,,,,,,82
,344-U1413C-10R-CC-A,344,U1413,C,10,10-CC,R,CC,A,0,6,264.33,264.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,83
,344-U1413C-11R-1-A,344,U1413,C,11,11-1,R,1,A,0,110,265.3,266.4,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],with biogenic components [Leg339],5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,With rare biogenic fragments and foraminifera.  Intercalations of sandy layer at 16-21 cm. Matrix very weakly calcareous.,,,,,,,,,,,,common [B06],4,more calcareous than previous cores,,,,,,,84
,344-U1413C-11R-1-A,344,U1413,C,11,11-1,R,1,A,110,114,266.4,266.44,fragmented,moderate [drilling disturbance],4,,claystone [USGS],,5GY 3/1 (very dark greenish gray),claystone ,claystone ,clay [W22_2],1,silt [W22_1],2,,,,,,,,,,,,,common [B06],4,,,,,,,,85
,344-U1413C-11R-2-A,344,U1413,C,11,11-2,R,2,A,0,127,266.81,268.08,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],with biogenic components [Leg339],5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,"With rare biogenic fragments, foraminifera and common organic material. Matrix very weakly calcareous.",,,,,,,,,,,,common [B06],4,more calcareous than previous cores,,,,,,,86
,344-U1413C-11R-2-A,344,U1413,C,11,11-2,R,2,A,127,132,268.08,268.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORCU,,,,,,,87
,344-U1413C-11R-3-A,344,U1413,C,11,11-3,R,3,A,0,73,268.13,268.86,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],with biogenic components [Leg339],5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,"With rare biogenic fragments, foraminifera and common organic material. Matrix very weakly calcareous.",,,,,,,,,,,,,,,,,,,,,88
,344-U1413C-11R-3-A,344,U1413,C,11,11-3,R,3,A,73,83,268.86,268.96,fragmented,moderate [drilling disturbance],4,silty,sandstone [USGS],,5GY 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone ,sand [W22_1],3,sand [W22_1],3,with needle-like splinters of organic material and carbonaceous matrix,,,,,,,,,,,,heavy [B06],5,,,,,,,,89
,344-U1413C-11R-3-A,344,U1413,C,11,11-3,R,3,A,83,111,268.96,269.24,fragmented,moderate [drilling disturbance],4,,claystone [USGS],,N 4 (dark gray),claystone ,claystone ,clay [W22_2],1,silt [W22_1],2,"laminated at the bottom, and bioturbated at the top, no calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,90
,344-U1413C-11R-3-A,344,U1413,C,11,11-3,R,3,A,111,117,269.24,269.3,fragmented,moderate [drilling disturbance],4,silty,sandstone [USGS],,N 4 (dark gray),silty  sandstone ,silty sandstone ,sand [W22_1],3,sand [W22_1],3,non-calcareous matrix,,,,,,,,,,,,,4,,,,,,,,91
,344-U1413C-11R-3-A,344,U1413,C,11,11-3,R,3,A,117,124,269.3,269.37,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],with biogenic components [Leg339],5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,"With rare biogenic fragments, foraminifera and common organic material. Matrix very weakly calcareous.",,,,,,,,,,,,common [B06],4,,,,,,,,92
,344-U1413C-11R-3-A,344,U1413,C,11,11-3,R,3,A,124,133,269.37,269.46,fragmented,slight [drilling disturbance],2,,tuff [MMK88],,5Y 5/1 (gray),tuff ,tuff ,coarse silt [W22_2],5,sand [W22_1],3,"graded light-colored tephra layer with turbitite-layering at top
 ",,,,,,,,,,,,,,,,,,,,,93
,344-U1413C-11R-3-A,344,U1413,C,11,11-3,R,3,A,133,150,269.46,269.63,fragmented,moderate [drilling disturbance],4,clayey,siltstone [USGS],with biogenic components [Leg339],5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,silt [W22_1],2,With rare biogenic fragments and foraminifera. Matrix very weakly calcareous.,,,,,,,,,,,,common [B06],4,,,,,,,,94
,344-U1413C-11R-4-A,344,U1413,C,11,11-4,R,4,A,0,41,269.63,270.04,fragmented,moderate to high [drilling disturbance],5,clayey,siltstone [USGS],with sand [Leg339],5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with sand ,silt [W22_1],2,sand [W22_1],3,"Rare biogenic fragments and weakly calcareous matrix, 
calcareous ",,,,,,,,,,,,heavy [B06],5,,,,,,,,95
,344-U1413C-11R-4-A,344,U1413,C,11,11-4,R,4,A,41,43,270.04,270.06,fragmented,moderate [drilling disturbance],4,silty,sandstone [USGS],with biogenic components [Leg339],N 4 (dark gray),silty  sandstone ,silty sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"graded free from biogenic debris, with common pyrite and abundant organic material. ",,,,,,,,,,,,absent [B06],0,,,,,,,,96
,344-U1413C-11R-4-A,344,U1413,C,11,11-4,R,4,A,43,73,270.06,270.36,fragmented,moderate to high [drilling disturbance],5,clayey,siltstone [USGS],with sand [Leg339],5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with sand ,silt [W22_1],2,sand [W22_1],3,Rare biogenic fragments and weakly calcareous matrix. ,,,,,,,,,,,,heavy [B06],5,,,,,,,,97
,344-U1413C-11R-4-A,344,U1413,C,11,11-4,R,4,A,73,75,270.36,270.38,fragmented,moderate [drilling disturbance],4,silty,sandstone [USGS],with biogenic components [Leg339],N 4 (dark gray),silty  sandstone ,silty sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"graded, free from biogenic debris, with common pyrite and abundant organic material (sapropel). ",,,,,,,,,,,,absent [B06],0,,,,,,,,98
,344-U1413C-11R-4-A,344,U1413,C,11,11-4,R,4,A,75,113,270.38,270.76,fragmented,moderate to high [drilling disturbance],5,clayey,siltstone [USGS],with sand [Leg339],5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with sand ,silt [W22_1],2,sand [W22_1],3,rare biogenic fragments and weakly calcareous matrix. ,,,,,,,,,,,,heavy [B06],5,,,,,,,,99
,344-U1413C-11R-CC-A,344,U1413,C,11,11-CC,R,CC,A,0,14,270.76,270.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,All to PAL,,,,,,,100
,344-U1413C-12R-1-A,344,U1413,C,12,12-1,R,1,A,0,14,275,275.14,,minimal [drilling disturbance],1,clayey,siltstone [USGS],with sand [Leg339],5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with sand ,silt [W22_1],2,silt [W22_1],2,rare biogenic fragments and weakly calcareous matrix. ,,,,,,,,,,,,common [B06],4,,,,,,,,101
,344-U1413C-12R-1-A,344,U1413,C,12,12-1,R,1,A,14,47,275.14,275.47,,minimal [drilling disturbance],1,silty,sandstone [USGS],,5GY 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone ,fine sand [W22_2],4,sand [W22_1],3,"rare biogenic fragments and foraminifera, common organic materiel (sapropel).
transitional alternation of siltstone to sandstone, lamination heavily disturbed by bioturbation, weakly calcareous matrix",,,,,,,,,,,,heavy [B06],5,,,,,,,,102
,344-U1413C-12R-1-A,344,U1413,C,12,12-1,R,1,A,47,50,275.47,275.5,,minimal [drilling disturbance],1,,tuff [MMK88],,,tuff ,tuff ,clay [W22_2],1,silt [W22_1],2,"light-colored, graded with sharp bottom and graded top, bioturbated  ",,,,,,,,,,,,heavy [B06],5,,,,,,,,103
,344-U1413C-12R-1-A,344,U1413,C,12,12-1,R,1,A,50,56,275.5,275.56,,minimal [drilling disturbance],1,silty,sandstone [USGS],with biogenic components [Leg339],5GY 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone  with biogenic components ,fine sand [W22_2],4,sand [W22_1],3,"biogenic fragments, foraminifera, organic material(sapropel), weakly calcareous matrix",,,,,,,,,,,,heavy [B06],5,,,,,,,,104
,344-U1413C-12R-2-A,344,U1413,C,12,12-2,R,2,A,0,122,275.56,276.78,,minimal [drilling disturbance],1,silty,sandstone [USGS],with biogenic components [Leg339],5GY 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone  with biogenic components ,fine sand [W22_2],4,sand [W22_1],3,"biogenic fragments, foraminifera, organic material (sapropel), pyrite. Two horizons with calcareous matrix at 37-46 cm and 105-109 cm, otherwise weakly calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,105
,344-U1413C-12R-3-A,344,U1413,C,12,12-3,R,3,A,0,141,276.78,278.19,,minimal [drilling disturbance],1,silty,sandstone [USGS],with biogenic components [Leg339],5GY 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone  with biogenic components ,fine sand [W22_2],4,sand [W22_1],3,"biogenic fragments, foraminifera, organic material (sapropel), pyrite, weakly calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,106
,344-U1413C-12R-4-A,344,U1413,C,12,12-4,R,4,A,0,111,278.19,279.3,fractured,moderate [drilling disturbance],4,clayey,siltstone [USGS],with sand [Leg339],5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with sand ,silt [W22_1],2,fine sand [W22_2],4,"biogenic fragments, foraminifera, organic material (sapropel), pyrite which may reach several mm in size, weakly calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,107
,344-U1413C-12R-5-A,344,U1413,C,12,12-5,R,5,A,0,80,279.3,280.1,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],with sand [Leg339],5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with sand ,silt [W22_1],2,fine sand [W22_2],4,"biogenic fragments, foraminifera, organic material (sapropel), pyrite. A clay-rich layers between 2-4 cm, weakly calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,108
,344-U1413C-12R-5-A,344,U1413,C,12,12-5,R,5,A,80,119,280.1,280.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,109
,344-U1413C-12R-6-A,344,U1413,C,12,12-6,R,6,A,0,150,280.49,281.99,fractured,moderate to high [drilling disturbance],5,clayey,siltstone [USGS],with sand [Leg339],5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with sand ,silt [W22_1],2,fine sand [W22_2],4,"biogenic fragments, foraminifera, organic material (sapropel), pyrite which may reach several mm in size, weakly calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,110
,344-U1413C-12R-7-A,344,U1413,C,12,12-7,R,7,A,0,147,281.99,283.46,fractured,moderate to high [drilling disturbance],5,clayey,siltstone [USGS],with sand [Leg339],5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone  with sand ,silt [W22_1],2,fine sand [W22_2],4,"rare biogenic fragments and foraminifera, organic material (sapropel), pyrite, weakly calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,111
,344-U1413C-12R-8-A,344,U1413,C,12,12-8,R,8,A,0,131,283.46,284.77,fractured,moderate to high [drilling disturbance],5,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,fine sand [W22_2],4,"rare biogenic fragments and foraminifera, pyrite, weakly calcareous matrix",,,,,,,,,,,,heavy [B06],5,,,,,,,,112
,344-U1413C-12R-CC-A,344,U1413,C,12,12-CC,R,CC,A,0,4,284.77,284.81,fractured,high [drilling disturbance],6,,tephra [FS84],,N 4 (dark gray),tephra ,tephra ,silt [W22_1],2,sand [W22_1],3,"light-colored, bioturbated",,,,,,,,,,,,common [B06],4,,,,,,,,113
,344-U1413C-12R-CC-A,344,U1413,C,12,12-CC,R,CC,A,4,19,284.81,284.96,fractured,moderate to high [drilling disturbance],5,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,fine sand [W22_2],4,"rare biogenic fragments and foraminifera, pyrite, weakly calcareous matrix",,,,,,,,,,,,heavy [B06],5,,,,,,,,114
,344-U1413C-12R-CC-A,344,U1413,C,12,12-CC,R,CC,A,19,27,284.96,285.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,115
,344-U1413C-13R-1-A,344,U1413,C,13,13-1,R,1,A,0,149,284.7,286.19,fractured,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments among them shell fragments, weakly calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,116
,344-U1413C-13R-2-A,344,U1413,C,13,13-2,R,2,A,0,128,286.19,287.47,fractured,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments among them forminifera and shell fragments, rare organic debris, weakly calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,117
,344-U1413C-13R-3-A,344,U1413,C,13,13-3,R,3,A,0,20,287.47,287.67,fractured,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments among them shell fragments, weakly calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,118
,344-U1413C-13R-3-A,344,U1413,C,13,13-3,R,3,A,20,21,287.67,287.68,,,,,tuff [MMK88],,N 4 (dark gray),tuff ,tuff ,silt [W22_1],2,fine sand [W22_2],4,normally graded from sand to clay,,,,,,,,,,,,,,,,,,,,,119
,344-U1413C-13R-3-A,344,U1413,C,13,13-3,R,3,A,21,93,287.68,288.4,fractured,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments among them shell fragments, pyrite weakly calcareous matrix, organic matter at 81 cm",,,,,,,,,,,,common [B06],4,,,,,,,,120
,344-U1413C-13R-3-A,344,U1413,C,13,13-3,R,3,A,93,128,288.4,288.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,121
,344-U1413C-13R-4-A,344,U1413,C,13,13-4,R,4,A,0,127,288.75,290.02,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments among them shell and organic fragments, pyrite, weakly calcareous matrix,",,,,,,,,,,,,common [B06],4,,,,,,,,122
,344-U1413C-13R-4-A,344,U1413,C,13,13-4,R,4,A,127,129,290.02,290.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBIO_ORCU,,,,,,,123
,344-U1413C-13R-5-A,344,U1413,C,13,13-5,R,5,A,0,149,290.04,291.53,fractured,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments among them organic fragments, rare pyrite, calcareous matrix,",,,,,,,,,,,,common [B06],4,,,,,,,,124
,344-U1413C-13R-CC-A,344,U1413,C,13,13-CC,R,CC,A,0,13,291.53,291.66,fractured,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments among them organic fragments, rare pyrite, calcareous matrix,",,,,,,,,,,,,common [B06],4,,,,,,,,125
,344-U1413C-14R-1-A,344,U1413,C,14,14-1,R,1,A,0,86,294.4,295.26,fractured,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,"shell fragments, biogenic components (foraminifera), organic fragments (sapropel)",,,,,,,,,,,,common [B06],4,,,,,,,,126
,344-U1413C-14R-1-A,344,U1413,C,14,14-1,R,1,A,86,101,295.26,295.41,fractured,moderate [drilling disturbance],4,calcareous [Leg339],siltstone [USGS],,10BG 5/1 (greenish gray),calcareous   siltstone ,calcareous  siltstone ,silt [W22_1],2,silt [W22_1],2,very homogeneous,,,,,,,,,,,,absent [B06],0,,,,,,,,127
,344-U1413C-14R-1-A,344,U1413,C,14,14-1,R,1,A,101,144,295.41,295.84,fractured,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,silt [W22_1],2,"shell fragments, biogenic components (foraminifera), organic fragments (sapropel)",,,,,,,,,,,,common [B06],4,,,,,,,,128
