Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
341-U1417B-41X-1-A,341,U1417,B,41,41-1,X,1,A,40.0,150.0,291.3,292.4,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"clay-rich mud, greenish: nice sandy mud biscuit with high bioturbation @ 78 - 85 cm: radiolarians present (Fe-oxide coated and broken up) and large lithic grains (biotites)",,,,,,,,
341-U1417B-41X-2-A,341,U1417,B,41,41-2,X,2,A,0.0,95.0,292.4,293.35,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,barren mud,,,,,,,,
341-U1417B-41X-CC-A,341,U1417,B,41,41-CC,X,CC,A,0.0,41.0,293.35,293.76,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,clay-rich mud; nice burrows,,,,,,,,
341-U1417B-41X-CC-A,341,U1417,B,41,41-CC,X,CC,A,41.0,47.0,293.76,293.82,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,
341-U1417B-42X-1-A,341,U1417,B,42,42-1,X,1,A,0.0,64.0,300.6,301.24,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,poorly sorted sandy mud interval @ 47 - 51 cm with diatoms; fine/medium-grained sandlayer @ 63 cm,,,,,,,,
341-U1417B-42X-1-A,341,U1417,B,42,42-1,X,1,A,64.0,84.0,301.24,301.44,,sand [Leg210],,sand ,,,,,,,,,,,,,,,,,,fine sand; mud lenses (probably rip-off clasts) and grains of diverse lithologies,,,,,,,,
341-U1417B-42X-1-A,341,U1417,B,42,42-1,X,1,A,84.0,150.0,301.44,302.1,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,silty interval @ 47 - 51 cm; fine/medium-grained sandlayer @ 63 cm,,,,,,,,
341-U1417B-42X-2-A,341,U1417,B,42,42-2,X,2,A,0.0,28.0,302.1,302.38,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,
341-U1417B-42X-2-A,341,U1417,B,42,42-2,X,2,A,28.0,48.0,302.38,302.58,,sand [Leg210],,sand ,,,,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,"fine-sized poorly sorted sand, much silt, large chlorite and biotite, diatoms present",,,,,,,,
341-U1417B-42X-2-A,341,U1417,B,42,42-2,X,2,A,48.0,72.0,302.58,302.82,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,5GY 4/1 (dark greenish gray),none [DB86],0,,,,,,,,,,,,,,,,,,,,
341-U1417B-42X-CC-A,341,U1417,B,42,42-CC,X,CC,A,0.0,7.0,302.82,302.89,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,
341-U1417B-42X-CC-A,341,U1417,B,42,42-CC,X,CC,A,7.0,18.0,302.89,303.0,,sand [Leg210],,sand ,,,,,slight [DB86],1,,,,,,,,,,,,"fine sand, bioturbated",,,,,,,,
341-U1417B-42X-CC-A,341,U1417,B,42,42-CC,X,CC,A,18.0,22.0,303.0,303.04,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-42X-CC-A,341,U1417,B,42,42-CC,X,CC,A,22.0,29.0,303.04,303.11,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,
341-U1417B-43X-1-A,341,U1417,B,43,43-1,X,1,A,0.0,127.0,310.3,311.57,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,lots of drilling disturbance,,,,,,,,
341-U1417B-43X-1-A,341,U1417,B,43,43-1,X,1,A,127.0,150.0,311.57,311.8,diatom rich,mud [Leg210],,diatom rich mud ,,,,5Y 4/1 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,lots of drilling disturbance,,,,,,,,
341-U1417B-43X-2-A,341,U1417,B,43,43-2,X,2,A,0.0,34.0,311.8,312.14,diatom rich,mud [Leg210],,diatom rich mud ,,,,5Y 4/1 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-43X-2-A,341,U1417,B,43,43-2,X,2,A,34.0,131.0,312.14,313.11,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,"w/ color banding 5G_/1, 4/1",,,,,,,,
341-U1417B-43X-2-A,341,U1417,B,43,43-2,X,2,A,131.0,150.0,313.11,313.3,diatom rich,mud [Leg210],,diatom rich mud ,,,,5Y 4/1 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-43X-3-A,341,U1417,B,43,43-3,X,3,A,0.0,123.0,313.3,314.53,diatom rich,mud [Leg210],,diatom rich mud ,,,,5Y 4/1 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-43X-3-A,341,U1417,B,43,43-3,X,3,A,123.0,142.0,314.53,314.72,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-43X-CC-A,341,U1417,B,43,43-CC,X,CC,A,0.0,14.0,314.72,314.86,diatom rich,mud [Leg210],,diatom rich mud ,,,,5Y 4/1 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-43X-CC-A,341,U1417,B,43,43-CC,X,CC,A,14.0,27.0,314.86,314.99,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-43X-CC-A,341,U1417,B,43,43-CC,X,CC,A,27.0,42.0,314.99,315.14,diatom rich,mud [Leg210],,diatom rich mud ,,,,5Y 4/1 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-43X-CC-A,341,U1417,B,43,43-CC,X,CC,A,42.0,47.0,315.14,315.19,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,
341-U1417B-44X-1-A,341,U1417,B,44,44-1,X,1,A,0.0,64.0,320.0,320.64,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,max. biscuit length 14 cm,,,,,,,,
341-U1417B-44X-1-A,341,U1417,B,44,44-1,X,1,A,64.0,81.0,320.64,320.81,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 6 (gray),moderate [DB86],2,,,,,,,,,,,,max. biscuit length 7 cm,,,,,,,,
341-U1417B-44X-1-A,341,U1417,B,44,44-1,X,1,A,81.0,150.0,320.81,321.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,max. biscuit length 14 cm,,,,,,,,
341-U1417B-44X-2-A,341,U1417,B,44,44-2,X,2,A,0.0,144.0,321.5,322.94,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,max. biscuit length 8 cm,,,,,,,,
341-U1417B-44X-3-A,341,U1417,B,44,44-3,X,3,A,0.0,20.0,322.94,323.14,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,max. biscuit length 7 cm,,,,,,,,
341-U1417B-44X-3-A,341,U1417,B,44,44-3,X,3,A,20.0,94.0,323.14,323.88,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10GY 5/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,max. biscuit length 17 cm,,,,,,,,
341-U1417B-44X-CC-A,341,U1417,B,44,44-CC,X,CC,A,0.0,19.0,323.88,324.07,,mud [Leg210],,mud ,,,,10G 5/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,max. biscuit length 5 cm,,,,,,,,
341-U1417B-44X-CC-A,341,U1417,B,44,44-CC,X,CC,A,0.0,19.0,323.88,324.07,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,
341-U1417B-45X-1-A,341,U1417,B,45,45-1,X,1,A,0.0,96.0,329.7,330.66,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-45X-1-A,341,U1417,B,45,45-1,X,1,A,96.0,104.0,330.66,330.74,,sand [Leg210],,sand ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-45X-1-A,341,U1417,B,45,45-1,X,1,A,104.0,113.0,330.74,330.83,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,,,,
341-U1417B-45X-1-A,341,U1417,B,45,45-1,X,1,A,113.0,150.0,330.83,331.2,diatom rich,mud [Leg210],,diatom rich mud ,,,,5Y 4/1 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-45X-2-A,341,U1417,B,45,45-2,X,2,A,0.0,77.0,331.2,331.97,diatom rich,mud [Leg210],,diatom rich mud ,,,,5Y 4/1 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-45X-CC-A,341,U1417,B,45,45-CC,X,CC,A,0.0,15.0,331.97,332.12,diatom rich,mud [Leg210],,diatom rich mud ,,,,5Y 4/1 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-45X-CC-A,341,U1417,B,45,45-CC,X,CC,A,15.0,20.0,332.12,332.17,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,
341-U1417B-46X-1-A,341,U1417,B,46,46-1,X,1,A,0.0,150.0,339.4,340.9,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10G 5/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,"biscuit max. 22 cm, plenty of zoophycos-like horizontal burrows",,,,,,,,
341-U1417B-46X-2-A,341,U1417,B,46,46-2,X,2,A,0.0,153.0,340.9,342.43,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10G 5/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,biscuit max. 10 cm.,,,,,,,,
341-U1417B-46X-CC-A,341,U1417,B,46,46-CC,X,CC,A,0.0,40.0,342.43,342.83,,mud [Leg210],,mud ,,,,10G 5/1 (greenish gray),,,,,,,,,,,,,,mostly mush,,,,,,,,
341-U1417B-47X-1-A,341,U1417,B,47,47-1,X,1,A,0.0,63.0,349.1,349.73,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10G 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,,,
341-U1417B-47X-1-A,341,U1417,B,47,47-1,X,1,A,63.0,67.0,349.73,349.77,volcaniclastic rich,sand [Leg210],,volcaniclastic rich sand ,volcaniclastic-rich,3,low-angle cross-stratification,5GY 3/1 (very dark greenish gray),,,present [A79],7,granule [W22_2],subrounded,,,,,,,,,,,,,,,,
341-U1417B-47X-1-A,341,U1417,B,47,47-1,X,1,A,67.0,79.0,349.77,349.89,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10G 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,,,
341-U1417B-47X-CC-A,341,U1417,B,47,47-CC,X,CC,A,0.0,26.0,349.89,350.15,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10G 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,,,
341-U1417B-47X-CC-A,341,U1417,B,47,47-CC,X,CC,A,26.0,32.0,350.15,350.21,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,
