Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
341-U1417D-17H-6-A,341,U1417,D,17,17-6,H,6,A,21,28,146.01,146.08,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],0,,,,,,,,,,,,,,,,,,,316
341-U1417D-17H-6-A,341,U1417,D,17,17-6,H,6,A,28,29,146.08,146.09,,silt [Leg210],,silt ,,,normal grading,N 5 (gray),slight [DB86],1,present [A79],1,,,,,,,,,,,,,,,,,,,317
341-U1417D-17H-6-A,341,U1417,D,17,17-6,H,6,A,29,82,146.09,146.62,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,,,,,,,,,,318
341-U1417D-17H-6-A,341,U1417,D,17,17-6,H,6,A,82,85,146.62,146.65,,sand [Leg210],,sand ,,,normal grading,N 5 (gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,319
341-U1417D-17H-6-A,341,U1417,D,17,17-6,H,6,A,85,143,146.65,147.23,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,,,,,,,,,,320
341-U1417D-17H-6-A,341,U1417,D,17,17-6,H,6,A,143,145,147.23,147.25,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,321
341-U1417D-17H-CC-A,341,U1417,D,17,17-CC,H,CC,A,0,12,147.25,147.37,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,322
341-U1417D-17H-CC-A,341,U1417,D,17,17-CC,H,CC,A,12,17,147.37,147.42,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,323
341-U1417D-18H-1-A,341,U1417,D,18,18-1,H,1,A,0,10,147.4,147.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,,,,,324
341-U1417D-18H-1-A,341,U1417,D,18,18-1,H,1,A,10,40,147.5,147.8,,diatom ooze [Leg339],,diatom ooze ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],3,,,,,,,,,,black/brown bands,gradational contact,,,,,,,,325
341-U1417D-18H-1-A,341,U1417,D,18,18-1,H,1,A,40,91,147.8,148.31,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],8,,,,,,,,,,green bands; black mottling,gradational contact,,,,,,,,326
341-U1417D-18H-1-A,341,U1417,D,18,18-1,H,1,A,91,122,148.31,148.62,,diatom ooze [Leg339],,diatom ooze ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,black/brown bands,gradational contact,,,,,,,,327
341-U1417D-18H-1-A,341,U1417,D,18,18-1,H,1,A,122,150,148.62,148.9,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,black mottling,,,,,,,,,328
341-U1417D-18H-2-A,341,U1417,D,18,18-2,H,2,A,0,44,148.9,149.34,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],7,,,,,,,,,,"black mottling; 0-1cm very disturbed sand sized layer (5Y, 6/1)",gradational contact,,,,,,,,329
341-U1417D-18H-2-A,341,U1417,D,18,18-2,H,2,A,44,60,149.34,149.5,,diatom ooze [Leg339],,diatom ooze ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,,,,,330
341-U1417D-18H-2-A,341,U1417,D,18,18-2,H,2,A,60,108,149.5,149.98,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],11,,,,,,,,,,black mottling,gradational contact,,,,,,,,331
341-U1417D-18H-2-A,341,U1417,D,18,18-2,H,2,A,108,120,149.98,150.1,,diatom ooze [Leg339],,diatom ooze ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,,,,,332
341-U1417D-18H-2-A,341,U1417,D,18,18-2,H,2,A,120,150,150.1,150.4,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,black mottling,,,,,,,,,333
341-U1417D-18H-3-A,341,U1417,D,18,18-3,H,3,A,0,103,150.4,151.43,diatom bearing,mud [Leg210],,diatom bearing mud ,,,color banding,5G 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,black mottling,gradational contact,,,,,,,,334
341-U1417D-18H-3-A,341,U1417,D,18,18-3,H,3,A,103,118,151.43,151.58,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green color bands; black mottling,,,,,,,,,335
341-U1417D-18H-3-A,341,U1417,D,18,18-3,H,3,A,118,122,151.58,151.62,,sand [Leg210],,sand ,,,reverse grading,N 3 (very dark gray),,,present [A79],8,,,,,,,,,,coarse sand,gradational contact,,,,,,,,336
341-U1417D-18H-3-A,341,U1417,D,18,18-3,H,3,A,122,150,151.62,151.9,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,band of N5 colored mud at 145cm,,,,,,,,,337
341-U1417D-18H-4-A,341,U1417,D,18,18-4,H,4,A,0,2,151.9,151.92,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,,gradational contact,,,,,,,,338
341-U1417D-18H-4-A,341,U1417,D,18,18-4,H,4,A,2,4,151.92,151.94,,sand [Leg210],,sand ,,,normal grading,5Y 5/1 (gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,339
341-U1417D-18H-4-A,341,U1417,D,18,18-4,H,4,A,4,9,151.94,151.99,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,,gradational contact,,,,,,,,340
341-U1417D-18H-4-A,341,U1417,D,18,18-4,H,4,A,9,12,151.99,152.02,,silt [Leg210],,silt ,,,normal grading,5Y 5/1 (gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,341
341-U1417D-18H-4-A,341,U1417,D,18,18-4,H,4,A,12,84,152.02,152.74,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,,gradational contact,,,,,,,,342
341-U1417D-18H-4-A,341,U1417,D,18,18-4,H,4,A,84,85,152.74,152.75,,silt [Leg210],,silt ,,,normal grading,5Y 5/1 (gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,343
341-U1417D-18H-4-A,341,U1417,D,18,18-4,H,4,A,85,94,152.75,152.84,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,,gradational contact,,,,,,,,344
341-U1417D-18H-4-A,341,U1417,D,18,18-4,H,4,A,94,95,152.84,152.85,,silt [Leg210],,silt ,,,normal grading,5Y 5/1 (gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,345
341-U1417D-18H-4-A,341,U1417,D,18,18-4,H,4,A,95,150,152.85,153.4,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,,,,,,,,,,346
341-U1417D-18H-5-A,341,U1417,D,18,18-5,H,5,A,0,150,153.4,154.9,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],21,,,,,,,,,,green/black color bands,,,,,,,,,347
341-U1417D-18H-6-A,341,U1417,D,18,18-6,H,6,A,0,34,154.9,155.24,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,,,,,348
341-U1417D-18H-6-A,341,U1417,D,18,18-6,H,6,A,34,41,155.24,155.31,,sand [Leg210],,sand ,,,normal grading,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,349
341-U1417D-18H-6-A,341,U1417,D,18,18-6,H,6,A,41,70,155.31,155.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,,gradational contact,,,,,,,,350
341-U1417D-18H-6-A,341,U1417,D,18,18-6,H,6,A,70,105,155.6,155.95,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5G 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,black mottling,,,,,,,,,351
341-U1417D-18H-6-A,341,U1417,D,18,18-6,H,6,A,105,106,155.95,155.96,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,5Y 6/1 (gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,352
341-U1417D-18H-6-A,341,U1417,D,18,18-6,H,6,A,106,109,155.96,155.99,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5G 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,black mottling,gradational contact,,,,,,,,353
341-U1417D-18H-6-A,341,U1417,D,18,18-6,H,6,A,109,150,155.99,156.4,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,bad suck in of sand,,,,,,,,,354
341-U1417D-18H-7-A,341,U1417,D,18,18-7,H,7,A,0,51,156.4,156.91,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,bad suck in of sand,,,,,,,,,355
341-U1417D-18H-7-A,341,U1417,D,18,18-7,H,7,A,51,56,156.91,156.96,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,356
341-U1417D-19H-CC-A,341,U1417,D,19,19-CC,H,CC,A,0,12,156.9,157.02,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,357
341-U1417D-19H-CC-A,341,U1417,D,19,19-CC,H,CC,A,12,18,157.02,157.08,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,358
341-U1417D-20H-1-A,341,U1417,D,20,20-1,H,1,A,0,89,161.6,162.49,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,pebble [W22_2],angular,,,,massive mud; 2 clasts 1cm at 28 and 41 cm,,,,,,,,,359
341-U1417D-20H-CC-A,341,U1417,D,20,20-CC,H,CC,A,0,5,162.49,162.54,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,360
341-U1417D-22H-1-A,341,U1417,D,22,22-1,H,1,A,0,150,166.3,167.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"interbedded silt and mud (10Y 4/1), mud >> silt, silt: thin laminae and layers, not thicker than 1.5 cm, 3 in section 1",,,,,,,,,361
341-U1417D-22H-2-A,341,U1417,D,22,22-2,H,2,A,0,150,167.8,169.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],1,,,,,pebble [W22_2],subangular,,,,"interbedded silt and mud (10Y 4/1), mud >> silt, silt: thin laminae and layers, not thicker than 1.5 cm, 6 in section 2; clast 2 cm at 60 cm, argillite",,,,,,,,,362
341-U1417D-22H-3-A,341,U1417,D,22,22-3,H,3,A,0,15,169.3,169.45,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,intermittent black mottling,gradational contact,,,,,,,,363
341-U1417D-22H-3-A,341,U1417,D,22,22-3,H,3,A,15,80,169.45,170.1,diatom rich,mud [Leg210],,diatom rich mud ,,,,5G 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,,,,,364
341-U1417D-22H-3-A,341,U1417,D,22,22-3,H,3,A,80,86,170.1,170.16,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10GY 3/1 (very dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,365
341-U1417D-22H-3-A,341,U1417,D,22,22-3,H,3,A,86,103,170.16,170.33,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,black mottling,,,,,,,,,366
341-U1417D-22H-3-A,341,U1417,D,22,22-3,H,3,A,103,107,170.33,170.37,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,,,,,,,,,,367
341-U1417D-22H-3-A,341,U1417,D,22,22-3,H,3,A,107,112,170.37,170.42,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,,,,,,,,,,368
341-U1417D-22H-CC-A,341,U1417,D,22,22-CC,H,CC,A,0,6,170.42,170.48,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,,,,,,,,,,369
341-U1417D-22H-CC-A,341,U1417,D,22,22-CC,H,CC,A,6,19,170.48,170.61,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,370
341-U1417D-22H-CC-A,341,U1417,D,22,22-CC,H,CC,A,19,24,170.61,170.66,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,371
341-U1417D-23H-1-A,341,U1417,D,23,23-1,H,1,A,0,51,171,171.51,diatom rich,mud [Leg210],,diatom rich mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,372
341-U1417D-23H-1-A,341,U1417,D,23,23-1,H,1,A,51,53,171.51,171.53,,silt [Leg210],,silt ,,,,5Y 4/2 (olive gray),,,,,,,,,,,,,,,,,,,,,,,373
341-U1417D-23H-1-A,341,U1417,D,23,23-1,H,1,A,53,57,171.53,171.57,diatom rich,mud [Leg210],,diatom rich mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,374
341-U1417D-23H-1-A,341,U1417,D,23,23-1,H,1,A,57,59,171.57,171.59,,silt [Leg210],,silt ,,,,5Y 4/2 (olive gray),,,,,,,,,,,,,,,,,,,,,,,375
341-U1417D-23H-1-A,341,U1417,D,23,23-1,H,1,A,59,61,171.59,171.61,diatom rich,mud [Leg210],,diatom rich mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,376
341-U1417D-23H-1-A,341,U1417,D,23,23-1,H,1,A,61,63,171.61,171.63,,silt [Leg210],,silt ,,,,5Y 4/2 (olive gray),,,,,,,,,,,,,,,,,,,,,,,377
341-U1417D-23H-1-A,341,U1417,D,23,23-1,H,1,A,63,150,171.63,172.5,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,Thin silt layers 5Y 4/2,,,,,,,,,378
341-U1417D-23H-2-A,341,U1417,D,23,23-2,H,2,A,0,150,172.5,174,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,Thin silt layers 5Y 4/2,,,,,,,,,379
341-U1417D-23H-3-A,341,U1417,D,23,23-3,H,3,A,0,9,174,174.09,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,,,,,,,,,,380
341-U1417D-23H-3-A,341,U1417,D,23,23-3,H,3,A,9,10,174.09,174.1,,silt [Leg210],,silt ,,,,N 5 (gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,381
341-U1417D-23H-3-A,341,U1417,D,23,23-3,H,3,A,10,12,174.1,174.12,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,,,,,,,,,,382
341-U1417D-23H-3-A,341,U1417,D,23,23-3,H,3,A,12,23,174.12,174.23,,diatom ooze [Leg339],,diatom ooze ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,,,,,,,,,,383
341-U1417D-23H-3-A,341,U1417,D,23,23-3,H,3,A,23,111,174.23,175.11,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],7,,,,,,,,,,,,,,,,,,,384
341-U1417D-23H-4-A,341,U1417,D,23,23-4,H,4,A,0,63,175.11,175.74,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,green/black color bands,,,,,,,,,385
341-U1417D-23H-CC-A,341,U1417,D,23,23-CC,H,CC,A,0,15,175.74,175.89,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,386
341-U1417D-23H-CC-A,341,U1417,D,23,23-CC,H,CC,A,15,22,175.89,175.96,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,387
341-U1417D-24H-1-A,341,U1417,D,24,24-1,H,1,A,0,14,175.7,175.84,diatom rich,mud [Leg210],,diatom rich mud ,,,,5Y 4/2 (olive gray),,,,,,,,,,,,,,,,,,,,,,,388
341-U1417D-24H-1-A,341,U1417,D,24,24-1,H,1,A,14,94,175.84,176.64,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,,1,,,,,pebble [W22_2],subrounded,,,,"1 clast 3 cm at 44 cm, metasitltstone, ",,,,,,,,,389
341-U1417D-24H-1-A,341,U1417,D,24,24-1,H,1,A,94,123,176.64,176.93,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5Y 4/2 (olive gray),,,,,,,,,,,,,,,,,,,,,,,390
341-U1417D-24H-1-A,341,U1417,D,24,24-1,H,1,A,123,150,176.93,177.2,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,massive mud,,,,,,,,,391
341-U1417D-24H-2-A,341,U1417,D,24,24-2,H,2,A,0,51,177.2,177.71,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,1,,,,,pebble [W22_2],subrounded,,,,1 clast 0.5 cm at 21; massive mud,,,,,,,,,392
341-U1417D-24H-2-A,341,U1417,D,24,24-2,H,2,A,51,64,177.71,177.84,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5Y 4/2 (olive gray),,,,,,,,,,,,,,,,,,,,,,,393
341-U1417D-24H-2-A,341,U1417,D,24,24-2,H,2,A,64,150,177.84,178.7,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,present [A79],3,,,,,pebble [W22_2],subrounded,,,,1 clast 1.5 cm at 77; 1 clast 0.5 cm at 96 cm; 1 granule at 106,,,,,,,,,394
341-U1417D-24H-3-A,341,U1417,D,24,24-3,H,3,A,0,22,178.7,178.92,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5G 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,,,,,395
341-U1417D-24H-3-A,341,U1417,D,24,24-3,H,3,A,22,78,178.92,179.48,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,,gradational contact,,,,,,,,396
341-U1417D-24H-3-A,341,U1417,D,24,24-3,H,3,A,78,97,179.48,179.67,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5G 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,,,,,397
341-U1417D-24H-3-A,341,U1417,D,24,24-3,H,3,A,97,100,179.67,179.7,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,black mottling; green bands,,,,,,,,,398
341-U1417D-24H-3-A,341,U1417,D,24,24-3,H,3,A,100,101,179.7,179.71,,silt [Leg210],,silt ,,,,N 5 (gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,399
341-U1417D-24H-3-A,341,U1417,D,24,24-3,H,3,A,101,120,179.71,179.9,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,black mottling; green bands,,,,,,,,,400
341-U1417D-24H-3-A,341,U1417,D,24,24-3,H,3,A,120,120,179.9,179.9,,silt [Leg210],,silt ,,,,N 5 (gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,401
341-U1417D-24H-3-A,341,U1417,D,24,24-3,H,3,A,120,150,179.9,180.2,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,black mottling; green bands,,,,,,,,,402
341-U1417D-24H-CC-A,341,U1417,D,24,24-CC,H,CC,A,0,20,180.2,180.4,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,black mottling; green bands,,,,,,,,,403
341-U1417D-24H-CC-A,341,U1417,D,24,24-CC,H,CC,A,20,25,180.4,180.45,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,404
341-U1417D-25H-1-A,341,U1417,D,25,25-1,H,1,A,0,44,180.4,180.84,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,1,,,,,pebble [W22_2],subrounded,,,,"2 cm clast at 11 cm, subrounded, argillite",,,,,,,,,405
341-U1417D-25H-1-A,341,U1417,D,25,25-1,H,1,A,44,49,180.84,180.89,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5Y 4/2 (olive gray),,,,,,,,,,,,,,,,,,,,,,,406
341-U1417D-25H-1-A,341,U1417,D,25,25-1,H,1,A,49,60,180.89,181,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,407
341-U1417D-25H-1-A,341,U1417,D,25,25-1,H,1,A,60,136,181,181.76,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5Y 4/2 (olive gray),,,,1,,,,,pebble [W22_2],rounded,,,,"1 clast 5 cm at 130 cm, metasiltstone; cottage cheese structure",,,,,,,,,408
341-U1417D-25H-1-A,341,U1417,D,25,25-1,H,1,A,136,146,181.76,181.86,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,409
341-U1417D-25H-1-A,341,U1417,D,25,25-1,H,1,A,146,148,181.86,181.88,,silt [Leg210],,silt ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,410
341-U1417D-25H-1-A,341,U1417,D,25,25-1,H,1,A,148,150,181.88,181.9,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,411
341-U1417D-25H-2-A,341,U1417,D,25,25-2,H,2,A,0,47,181.9,182.37,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5Y 4/2 (olive gray),,,,,,,,,,,,,,cottage cheese structure,,,,,,,,,412
341-U1417D-25H-2-A,341,U1417,D,25,25-2,H,2,A,47,68,182.37,182.58,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,413
341-U1417D-25H-2-A,341,U1417,D,25,25-2,H,2,A,68,86,182.58,182.76,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5Y 4/2 (olive gray),,,,,,,,,,,,,,cottage cheese structure,,,,,,,,,414
341-U1417D-25H-2-A,341,U1417,D,25,25-2,H,2,A,86,150,182.76,183.4,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],9,,,,,,,,,,,,,,,,,,,415
341-U1417D-25H-3-A,341,U1417,D,25,25-3,H,3,A,0,11,183.4,183.51,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,silts N 5/N 6; green/black color bands,,,,,,,,,416
341-U1417D-25H-3-A,341,U1417,D,25,25-3,H,3,A,11,13,183.51,183.53,,sand [Leg210],,sand ,,,normal grading,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,417
341-U1417D-25H-3-A,341,U1417,D,25,25-3,H,3,A,13,121,183.53,184.61,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],15,,,,,,,,,,silts N 5/N 6; green/black color bands,,,,,,,,,418
341-U1417D-25H-4-A,341,U1417,D,25,25-4,H,4,A,0,51,184.61,185.12,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,silts N 5/N 6; green color bands; black mottling,,,,,,,,,419
341-U1417D-25H-CC-A,341,U1417,D,25,25-CC,H,CC,A,0,21,185.12,185.33,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,silts N 5/N 6,,,,,,,,,420
341-U1417D-25H-CC-A,341,U1417,D,25,25-CC,H,CC,A,21,26,185.33,185.38,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,421
341-U1417D-26H-1-A,341,U1417,D,26,26-1,H,1,A,0,22.5,185.1,185.325,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,- some black mottles,gradational contact,,,,,,,,422
341-U1417D-26H-1-A,341,U1417,D,26,26-1,H,1,A,22.5,122.5,185.325,186.325,biosiliceous rich,mud [Leg210],,biosiliceous rich mud ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,"- biosiliceous-rich mud (mostly diatoms?) in upper parts, grading to mud with lower contents of biosiliceous components.",gradational contact,,,,,,,,423
341-U1417D-26H-1-A,341,U1417,D,26,26-1,H,1,A,122.5,150,186.325,186.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,- some black mottles,,,,,,,,,424
341-U1417D-26H-2-A,341,U1417,D,26,26-2,H,2,A,0,2,186.6,186.62,,,,,,,,,,,,,,,,,,,,,,- void,,,,,,,,,425
341-U1417D-26H-2-A,341,U1417,D,26,26-2,H,2,A,2,61,186.62,187.21,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- some black mottles
- some mud/very fine sand patches (<1 cm; somewhat lighter) between 5-15 cm & around 58-59",,,,,,,,,426
341-U1417D-26H-CC-A,341,U1417,D,26,26-CC,H,CC,A,0,26.5,187.21,187.475,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,- some black mottles,,,,,,,,,427
341-U1417D-26H-CC-A,341,U1417,D,26,26-CC,H,CC,A,26.5,33,187.475,187.54,,,,,,,,,,,,,,,,,,,,,,SAMPLE (PAL),,,,,,,,,428
341-U1417D-27H-1-A,341,U1417,D,27,27-1,H,1,A,0,101,187.5,188.51,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,clayey mud; highly disturbed,,,,,,,,,429
341-U1417D-27H-2-A,341,U1417,D,27,27-2,H,2,A,0,69,188.51,189.2,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,clayey mud; highly disturbed,,,,,,,,,430
