Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,row_index
342-U1408A-16H-7-A,342,U1408,A,16,16-7,H,7,A,48,88,145.48,145.88,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,From Section 4 Radiolarians show up in smear slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,227
342-U1408A-16H-7-A,342,U1408,A,16,16-7,H,7,A,88,128,145.88,146.44,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,228
342-U1408A-17H-1-A,342,U1408,A,17,17-1,H,1,A,0,24,146.8,147.04,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,229
342-U1408A-17H-1-A,342,U1408,A,17,17-1,H,1,A,24,41,147.04,147.21,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,230
342-U1408A-17H-1-A,342,U1408,A,17,17-1,H,1,A,41,150,147.21,148.3,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,231
342-U1408A-17H-2-A,342,U1408,A,17,17-2,H,2,A,0,32,148.3,148.62,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,232
342-U1408A-17H-2-A,342,U1408,A,17,17-2,H,2,A,32,62,148.62,148.92,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,233
342-U1408A-17H-2-A,342,U1408,A,17,17-2,H,2,A,62,144,148.92,149.74,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,234
342-U1408A-17H-2-A,342,U1408,A,17,17-2,H,2,A,144,150,149.74,149.8,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,235
342-U1408A-17H-3-A,342,U1408,A,17,17-3,H,3,A,0,9,149.8,149.89,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,236
342-U1408A-17H-3-A,342,U1408,A,17,17-3,H,3,A,9,66,149.89,150.46,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,237
342-U1408A-17H-3-A,342,U1408,A,17,17-3,H,3,A,66,82,150.46,150.62,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,238
342-U1408A-17H-3-A,342,U1408,A,17,17-3,H,3,A,82,150,150.62,151.3,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,239
342-U1408A-17H-4-A,342,U1408,A,17,17-4,H,4,A,0,150,151.3,152.8,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,240
342-U1408A-17H-5-A,342,U1408,A,17,17-5,H,5,A,0,12,152.8,152.92,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,241
342-U1408A-17H-5-A,342,U1408,A,17,17-5,H,5,A,12,34,152.92,153.14,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,242
342-U1408A-17H-5-A,342,U1408,A,17,17-5,H,5,A,34,57,153.14,153.37,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,243
342-U1408A-17H-5-A,342,U1408,A,17,17-5,H,5,A,57,71,153.37,153.51,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,244
342-U1408A-17H-5-A,342,U1408,A,17,17-5,H,5,A,71,150,153.51,154.3,nannofossil [Leg339],clay [Leg339],with radiolarians [Leg339],nannofossil  clay  with radiolarians ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with radiolarians ,,,,,,,245
342-U1408A-17H-6-A,342,U1408,A,17,17-6,H,6,A,0,77,154.3,155.07,nannofossil [Leg339],clay [Leg339],with radiolarians [Leg339],nannofossil  clay  with radiolarians ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with radiolarians ,,,,,,,246
342-U1408A-17H-6-A,342,U1408,A,17,17-6,H,6,A,77,88,155.07,155.31,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,247
342-U1408A-17H-7-A,342,U1408,A,17,17-7,H,7,A,0,55,155.31,155.86,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,248
342-U1408A-17H-7-A,342,U1408,A,17,17-7,H,7,A,55,61,155.86,155.92,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,249
342-U1408A-18H-1-A,342,U1408,A,18,18-1,H,1,A,0,117,156.3,157.51,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,Disturbed,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,250
342-U1408A-18H-2-A,342,U1408,A,18,18-2,H,2,A,0,62,157.51,158.13,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,,251
342-U1408A-18H-3-A,342,U1408,A,18,18-3,H,3,A,0,134,158.13,159.47,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,252
342-U1408A-18H-4-A,342,U1408,A,18,18-4,H,4,A,0,144,159.47,160.91,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,253
342-U1408A-18H-5-A,342,U1408,A,18,18-5,H,5,A,0,66,160.91,161.57,foraminiferal [Leg339],nannofossil ooze [Leg339],with clay [Leg339],foraminiferal  nannofossil ooze  with clay ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,254
342-U1408A-18H-5-A,342,U1408,A,18,18-5,H,5,A,66,132,161.57,162.33,foraminiferal [Leg339],nannofossil ooze [Leg339],with clay [Leg339],foraminiferal  nannofossil ooze  with clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,255
342-U1408A-18H-6-A,342,U1408,A,18,18-6,H,6,A,0,143,162.33,163.76,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,Disturbed,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,,256
342-U1408A-18H-7-A,342,U1408,A,18,18-7,H,7,A,0,138,163.76,165.14,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,Disturbed,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,,257
342-U1408A-19H-1-A,342,U1408,A,19,19-1,H,1,A,0,150,165.8,167.3,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,,258
342-U1408A-19H-2-A,342,U1408,A,19,19-2,H,2,A,0,150,167.3,168.8,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,,259
342-U1408A-19H-3-A,342,U1408,A,19,19-3,H,3,A,0,150,168.8,170.3,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,,260
342-U1408A-19H-4-A,342,U1408,A,19,19-4,H,4,A,0,150,170.3,171.8,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,,261
342-U1408A-19H-5-A,342,U1408,A,19,19-5,H,5,A,0,101,171.8,172.81,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,,262
342-U1408A-19H-5-A,342,U1408,A,19,19-5,H,5,A,101,150,172.81,173.3,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,5GY 6/1 (greenish gray),,,,,,,"lithology here is similar to sections above, but note that this section highly disturbed from flow-in",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,,263
342-U1408A-19H-6-A,342,U1408,A,19,19-6,H,6,A,0,128,173.3,174.7,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,5GY 6/1 (greenish gray),,,,,,,"lithology here is similar to sections above, but note that this section highly disturbed from flow-in",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,,264
342-U1408A-19H-7-A,342,U1408,A,19,19-7,H,7,A,0,57,174.7,175.27,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,5GY 6/1 (greenish gray),,,,,,,"lithology here is similar to sections above, but note that this section highly disturbed from flow-in",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,,265
342-U1408A-20H-1-A,342,U1408,A,20,20-1,H,1,A,0,92,175.3,176.22,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,,266
342-U1408A-20H-1-A,342,U1408,A,20,20-1,H,1,A,92,150,176.22,176.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,267
342-U1408A-20H-2-A,342,U1408,A,20,20-2,H,2,A,0,72,176.8,177.52,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,,268
342-U1408A-20H-2-A,342,U1408,A,20,20-2,H,2,A,72,150,177.52,178.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,269
342-U1408A-20H-3-A,342,U1408,A,20,20-3,H,3,A,0,150,178.3,179.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,270
342-U1408A-20H-4-A,342,U1408,A,20,20-4,H,4,A,0,132,179.8,181.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,271
342-U1408A-20H-5-A,342,U1408,A,20,20-5,H,5,A,0,20,181.3,181.5,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,272
342-U1408A-21X-1-A,342,U1408,A,21,21-1,X,1,A,0,150,182.9,184.4,nannofossil [Leg339],claystone [Leg339],with foraminifers [Leg339],nannofossil  claystone  with foraminifers ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone   with foraminifers ,,,,,,,273
342-U1408A-21X-2-A,342,U1408,A,21,21-2,X,2,A,0,150,184.4,185.9,nannofossil [Leg339],claystone [Leg339],with foraminifers [Leg339],nannofossil  claystone  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone   with foraminifers ,,,,,,,274
342-U1408A-21X-3-A,342,U1408,A,21,21-3,X,3,A,0,150,185.9,187.4,nannofossil [Leg339],claystone [Leg339],with foraminifers [Leg339],nannofossil  claystone  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone   with foraminifers ,,,,,,,275
342-U1408A-21X-4-A,342,U1408,A,21,21-4,X,4,A,0,150,187.4,188.9,nannofossil [Leg339],claystone [Leg339],with foraminifers [Leg339],nannofossil  claystone  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone   with foraminifers ,,,,,,,276
342-U1408A-21X-5-A,342,U1408,A,21,21-5,X,5,A,0,150,188.9,190.4,nannofossil [Leg339],claystone [Leg339],with foraminifers [Leg339],nannofossil  claystone  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone   with foraminifers ,,,,,,,277
342-U1408A-21X-6-A,342,U1408,A,21,21-6,X,6,A,0,131,190.4,191.71,nannofossil [Leg339],claystone [Leg339],with foraminifers [Leg339],nannofossil  claystone  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone   with foraminifers ,,,,,,,278
342-U1408A-21X-7-A,342,U1408,A,21,21-7,X,7,A,0,57,191.8,192.37,nannofossil [Leg339],claystone [Leg339],with foraminifers [Leg339],nannofossil  claystone  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone   with foraminifers ,,,,,,,279
342-U1408A-21X-CC-A,342,U1408,A,21,21-CC,X,CC,A,0,32,192.37,192.69,nannofossil [Leg339],claystone [Leg339],with foraminifers [Leg339],nannofossil  claystone  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone   with foraminifers ,,,,,,,280
342-U1408A-22X-1-A,342,U1408,A,22,22-1,X,1,A,0,130,189,190.3,nannofossil [Leg339],claystone [Leg339],,nannofossil  claystone ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone ,,,,,,,281
342-U1408A-22X-2-A,342,U1408,A,22,22-2,X,2,A,0,150,190.3,191.8,nannofossil [Leg339],claystone [Leg339],,nannofossil  claystone ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone ,,,,,,,282
342-U1408A-22X-3-A,342,U1408,A,22,22-3,X,3,A,0,150,191.8,193.3,nannofossil [Leg339],claystone [Leg339],,nannofossil  claystone ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone ,,,,,,,283
342-U1408A-22X-4-A,342,U1408,A,22,22-4,X,4,A,0,150,193.3,194.8,nannofossil [Leg339],claystone [Leg339],,nannofossil  claystone ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone ,,,,,,,284
342-U1408A-22X-5-A,342,U1408,A,22,22-5,X,5,A,0,152,194.8,196.32,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,10GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,,285
342-U1408A-22X-6-A,342,U1408,A,22,22-6,X,6,A,0,150,196.32,197.82,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,10GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,,286
342-U1408A-22X-7-A,342,U1408,A,22,22-7,X,7,A,0,64,197.82,198.46,nannofossil [Leg339],claystone [Leg339],,nannofossil  claystone ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone ,,,,,,,287
342-U1408A-22X-CC-A,342,U1408,A,22,22-CC,X,CC,A,0,29,198.46,198.75,nannofossil [Leg339],claystone [Leg339],,nannofossil  claystone ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone ,,,,,,,288
342-U1408A-23X-1-A,342,U1408,A,23,23-1,X,1,A,12,150,198.5,200,nannofossil [Leg339],claystone [Leg339],,nannofossil  claystone ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone ,,,,,,,289
342-U1408A-23X-2-A,342,U1408,A,23,23-2,X,2,A,0,150,200,201.5,nannofossil [Leg339],claystone [Leg339],,nannofossil  claystone ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone ,,,,,,,290
342-U1408A-23X-3-A,342,U1408,A,23,23-3,X,3,A,0,150,201.5,203,nannofossil [Leg339],claystone [Leg339],,nannofossil  claystone ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone ,,,,,,,291
342-U1408A-23X-4-A,342,U1408,A,23,23-4,X,4,A,0,150,203,204.5,nannofossil [Leg339],claystone [Leg339],,nannofossil  claystone ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone ,,,,,,,292
342-U1408A-23X-5-A,342,U1408,A,23,23-5,X,5,A,0,140,204.5,205.9,nannofossil [Leg339],claystone [Leg339],,nannofossil  claystone ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone ,,,,,,,293
342-U1408A-23X-6-A,342,U1408,A,23,23-6,X,6,A,0,141,206,207.41,nannofossil [Leg339],claystone [Leg339],,nannofossil  claystone ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone ,,,,,,,294
342-U1408A-23X-CC-A,342,U1408,A,23,23-CC,X,CC,A,0,29,207.41,207.7,nannofossil [Leg339],claystone [Leg339],,nannofossil  claystone ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone ,,,,,,,295
342-U1408A-24X-1-A,342,U1408,A,24,24-1,X,1,A,8,150,208.1,209.6,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,,296
342-U1408A-24X-2-A,342,U1408,A,24,24-2,X,2,A,0,34,209.6,209.94,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,,297
342-U1408A-24X-2-A,342,U1408,A,24,24-2,X,2,A,34,60,209.94,210.2,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk  with foraminifers ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,,298
