Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data
353-U1444A-19X-5-A,53,56.5,163.23,163.265,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-19X-5-A,56.5,74,163.265,163.44,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-5-A,74,76,163.44,163.46,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-19X-5-A,76,150,163.46,164.2,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-6-A,0,17,164.2,164.37,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-6-A,17,20,164.37,164.4,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-19X-6-A,20,68,164.4,164.88,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-6-A,68,70.5,164.88,164.905,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-19X-6-A,70.5,97,164.905,165.17,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-6-A,97,104,165.17,165.24,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,2 silty to clay turbidites.,,,
353-U1444A-19X-6-A,104,130,165.24,165.5,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-7-A,0,66,165.5,166.16,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-CC-A,0,14,166.16,166.3,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-CC-A,14,17,166.3,166.33,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-19X-CC-A,17,39,166.33,166.55,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-20X-1-A,0,12,166.4,166.52,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-20X-1-A,12,20,166.52,166.6,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-20X-1-A,20,36,166.6,166.76,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-20X-1-A,36,61,166.76,167.01,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,medium bed,normally graded,,,,,,,,,,,
353-U1444A-20X-1-A,61,72,167.01,167.12,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-20X-1-A,72,90.5,167.12,167.305,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,medium bed,normally graded,,,,,,,,,,,
353-U1444A-20X-1-A,90.5,114,167.305,167.54,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-20X-1-A,114,127.5,167.54,167.675,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,medium bed,normally graded,,,,,,,,,,,
353-U1444A-20X-1-A,127.5,134,167.675,167.74,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-20X-1-A,134,138.5,167.74,167.785,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-20X-1-A,138.5,150,167.785,167.9,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-20X-2-A,0,45,167.9,168.35,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-20X-2-A,45,53,168.35,168.43,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-20X-CC-A,0,18,168.43,168.61,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-20X-CC-A,18,48,168.61,168.91,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,medium bed,normally graded,,,,,,,,,,,
353-U1444A-21X-1-A,0,9,176.1,176.19,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,,,,,,,,
353-U1444A-21X-1-A,9,36,176.19,176.46,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,medium bed,normally graded,,,,,,,,,,,
353-U1444A-21X-1-A,36,47,176.46,176.57,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,,,,,,,,
353-U1444A-21X-1-A,47,142,176.57,177.52,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,medium bed,normally graded,,,,,,,,7 silty to clay turbidites.,,,
353-U1444A-21X-1-A,142,150,177.52,177.6,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,,,,,,,,
353-U1444A-21X-2-A,0,16.5,177.6,177.765,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,,,,,,,,
353-U1444A-21X-2-A,16.5,42.5,177.765,178.025,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,5 sandy to clay turbidites.,,,
353-U1444A-21X-2-A,42.5,50.5,178.025,178.105,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,,,,,,,,
353-U1444A-21X-2-A,50.5,83,178.105,178.43,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,medium bed,normally graded,,,,,,,,2 sandy to clay turbidites.,,,
353-U1444A-21X-CC-A,0,15,178.43,178.58,,silty,sand,,silty sand,silty sand,sand,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,
353-U1444A-22X-1-A,0,33,185.8,186.13,,silty,sand,with clay,silty sand,silty sand with clay,sand with clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,normally graded,,,,,,,,One sandy to clay turbidites (Section 1 to CC).,,,
353-U1444A-22X-CC-A,0,11,186.13,186.24,,silty,sand,with clay,silty sand,silty sand with clay,sand with clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,normally graded,,,,,,,,One sandy to clay turbidites (Section 1 to CC).,,,
353-U1444A-23X-1-A,0,34,195.5,195.84,,silty,sand,with clay,silty sand,silty sand with clay,sand with clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,normally graded,,,,,,,,One sandy to clay turbidites (Section 1 to CC).,,,
353-U1444A-23X-CC-A,0,29,195.84,196.13,,silty,sand,with clay,silty sand,silty sand with clay,sand with clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,normally graded,,,,,,,,One sandy to clay turbidites (Section 1 to CC).,,,
353-U1444A-24F-1-A,0,128,205.2,206.48,,silty,sand,with clay,silty sand,silty sand with clay,sand with clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,normally graded,,,,,,,,One sandy to clay turbidites (Section 1 to CC).,,,
353-U1444A-24F-2-A,0,150,206.48,207.98,,silty,sand,with clay,silty sand,silty sand with clay,sand with clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,normally graded,,,,,,,,One sandy to clay turbidites (Section 1 to CC).,,,
353-U1444A-24F-3-A,0,110,207.98,209.08,,silty,sand,with clay,silty sand,silty sand with clay,sand with clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,normally graded,,,,,,,,One sandy to clay turbidites (Section 1 to CC).,,,
353-U1444A-24F-CC-A,0,6,209.08,209.14,,silty,sand,with clay,silty sand,silty sand with clay,sand with clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,normally graded,,,,,,,,One sandy to clay turbidites (Section 1 to CC).,,,
353-U1444A-25X-CC-A,0,23,210,210.23,,silty,sand,with clay,silty sand,silty sand with clay,sand with clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,non-graded,,,,,,,,,,,
353-U1444A-26X-CC-A,0,10,215,215.1,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,non-graded,,,,,,,,,,,
353-U1444A-26X-CC-A,10,30,215.1,215.3,,clayey,silt,,clayey silt,clayey silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,,non-graded,,,,,,,,,,,
353-U1444A-28X-1-A,0,114,234.4,235.54,,clayey,silt,,clayey silt,clayey silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,
353-U1444A-28X-CC-A,0,41,235.54,235.95,,clayey,silt,,clayey silt,clayey silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,
353-U1444A-30X-1-A,0,100,253.8,254.8,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,
353-U1444A-30X-2-A,0,58,254.8,255.38,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,,,,,,,,,,,,,
353-U1444A-30X-CC-A,0,22,255.38,255.6,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,
353-U1444A-31X-1-A,0,8,263.5,263.58,,,sandstone,,sandstone,sandstone,sandstone,,gray,5Y 5/1 (gray),,,,,,,,,,,,,Due to drilling disturbance - potentially from above,,,
353-U1444A-31X-1-A,8,76,263.58,264.26,,clayey,silt,with sand,clayey silt,clayey silt with sand,silt with sand,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Alternating clay portions and silt turbidite layers,,,
353-U1444A-31X-1-A,76,150,264.26,265,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,
353-U1444A-31X-2-A,0,113,265,266.13,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,
353-U1444A-31X-2-A,113,117,266.13,266.17,,sandy,silt,,sandy silt,sandy silt,silt,,gray,5Y 5/1 (gray),,,,,,,,,,,,,Sandy silt turbidite layer,,,
353-U1444A-31X-2-A,117,150,266.17,266.5,,silty,clay,,silty clay,silty clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Color gradation to more brownish gray color (5Y 5/2),,,
353-U1444A-31X-3-A,0,150,266.5,268,,silty,clay,,silty clay,silty clay,clay,,gray,5Y 5/2 (olive gray),,,,,,,,,mottling,,,,Color gradation to gray color (5Y 5/1),,,
353-U1444A-31X-4-A,0,101,268,269.01,,silty,clay,,silty clay,silty clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,
353-U1444A-31X-5-A,0,86,269.01,269.87,,silty,clay,,silty clay,silty clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Sandy silt layer at 13-14 cm and 60-61 cm,,,
353-U1444A-31X-CC-A,0,49,269.87,270.36,,silty,clay,,silty clay,silty clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,
353-U1444A-32X-1-A,0,29,273.2,273.49,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-1-A,29,32,273.49,273.52,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-32X-1-A,32,102,273.52,274.22,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-1-A,102,106,274.22,274.26,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-32X-1-A,106,137,274.26,274.57,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-1-A,137,150,274.57,274.7,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,medium bed,normally graded,,,,,,,,,,,
353-U1444A-32X-2-A,0,2,274.7,274.72,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,,,,,,,,,,,,,
353-U1444A-32X-2-A,2,103,274.72,275.73,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-2-A,103,106.5,275.73,275.765,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),bioturbated,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-32X-2-A,106.5,124,275.765,275.94,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-2-A,124,125.5,275.94,275.955,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-32X-2-A,125.5,128,275.955,275.98,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-2-A,128,130,275.98,276,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-32X-2-A,130,151,276,276.21,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-3-A,0,2,276.21,276.23,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-32X-3-A,2,12,276.23,276.33,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-3-A,12,17,276.33,276.38,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,One sandy to clay and one silt to clay turbidites.,,,
353-U1444A-32X-3-A,17,151,276.38,277.72,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-4-A,0,12,277.72,277.84,,silty,clay,,silty clay,silty clay,clay,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-4-A,12,13.5,277.84,277.855,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-32X-4-A,13.5,24,277.855,277.96,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-4-A,24,29,277.96,278.01,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-32X-4-A,29,151,278.01,279.23,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-5-A,0,38,279.23,279.61,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),erosive,,,very thin bed,normally graded,,,,,,,,6 silty to clay turbidites.,,,
353-U1444A-32X-5-A,38,113,279.61,280.36,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-5-A,113,118,280.36,280.41,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,sharp,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-32X-5-A,118,120.5,280.41,280.435,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-5-A,120.5,121.5,280.435,280.445,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,N 8.5 (white),erosive,sharp,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-32X-5-A,121.5,151,280.445,280.74,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-6-A,0,9.5,280.74,280.835,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-6-A,9.5,11.5,280.835,280.855,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-32X-6-A,11.5,61,280.855,281.35,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-6-A,61,92.5,281.35,281.665,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),erosive,,,very thin bed,normally graded,,,,,,,,6 silty to clay turbidites.,,,
353-U1444A-32X-6-A,92.5,127,281.665,282.01,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-7-A,0,16,282.01,282.17,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-7-A,16,18,282.17,282.19,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-32X-7-A,18,31,282.19,282.32,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-7-A,31,35,282.32,282.36,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,sharp,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-32X-7-A,35,37,282.36,282.38,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,
353-U1444A-32X-7-A,37,39.5,282.38,282.405,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,N 8.5 (white),erosive,sharp,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-32X-7-A,39.5,70,282.405,282.71,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-32X-CC-A,0,33,282.71,283.04,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),erosive,,,very thin bed,normally graded,,,,,,,,6 silty to clay turbidites.,,,
353-U1444A-33X-1-A,0,45,282.9,283.35,,sandy,silt,,sandy silt,sandy silt,silt,,gray,5Y 5/1 (gray),erosive,,,medium bed,normally graded,,,,,,,,2 sandy to clay turbidites.,,,
353-U1444A-33X-1-A,45,51.5,283.35,283.415,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,,,,,,,,
353-U1444A-33X-1-A,51.5,107,283.415,283.97,,sandy,silt,with clay,sandy silt,sandy silt with clay,silt with clay,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,7 very thin and 2 thin sandy to clay turbidites. The turbidite at 90-96 cm present coarser grains (medium sand).,,,
353-U1444A-33X-1-A,107,150,283.97,284.4,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-33X-2-A,0,16,284.4,284.56,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-33X-2-A,16,21,284.56,284.61,,sandy,silt,,sandy silt,sandy silt,silt,,brown,2.5Y 5/4 (light olive brown),planar,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-33X-2-A,21,48,284.61,284.88,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-33X-2-A,48,49,284.88,284.89,,sandy,silt,,sandy silt,sandy silt,silt,,brown,2.5Y 5/4 (light olive brown),planar,,,very thin bed,normally graded,,,,,,,,,,,
