verbatim_name,taxon_group,genus name,_simplified_name,species name,subspecies name,_merge_approved
Thyrsocyrtis tarsipes,radiolarians,Thyrsocyrtis,Thyrsocyrtis tarsipes,tarsipes,,left_only
Guttifere,pollen,Guttifere,Guttifere,,,left_only
Skeletonema punctatum,diatoms,Skeletonema,Skeletonema punctatum,punctatum,,left_only
Loxoconcha sp.,ostracods,Loxoconcha,Loxoconcha sp.,sp.,,left_only
Gyroidina rothwelli (q),benthic_foraminfera,Gyroidina,Gyroidina rothwelli,rothwelli,,left_only
Leptodinium dispertitum,dinoflagellates,Leptodinium,Leptodinium dispertitum,dispertitum,,left_only
Naviculopsis trispinosa (q),silicoflagellates,Naviculopsis,Naviculopsis trispinosa,trispinosa,,left_only
Theocorys spongoconus,radiolarians,Theocorys,Theocorys spongoconus,spongoconus,,both
Globigerina ciperoensis angulisuturalis,planktic_foraminfera,Globigerina,Globigerina ciperoensis angulisuturalis,ciperoensis,angulisuturalis,left_only
Actiniscus elongatus (q),ebridians,Actiniscus,Actiniscus elongatus,elongatus,,left_only
Coccolithus fenestratus (q),nannofossils,Coccolithus,Coccolithus fenestratus,fenestratus,,left_only
Kolesnikovella sp.,benthic_foraminfera,Kolesnikovella,Kolesnikovella sp.,sp.,,left_only
Dimerogramma fossile,diatoms,Dimerogramma,Dimerogramma fossile,fossile,,left_only
Dictyocha fischeri,silicoflagellates,Dictyocha,Dictyocha fischeri,fischeri,,left_only
Eggerella sp. (q),benthic_foraminfera,Eggerella,Eggerella sp.,sp.,,both
Nonion havanensis,benthic_foraminfera,Nonion,Nonion havanensis,havanensis,,left_only
Truncorotaloides pseudotopilensis (q),planktic_foraminfera,Truncorotaloides,Truncorotaloides pseudotopilensis,pseudotopilensis,,left_only
Cyperaceae,pollen,Cyperaceae,Cyperaceae,,,left_only
Gaudryina sp.,benthic_foraminfera,Gaudryina,Gaudryina sp.,sp.,,both
Corbisema triacantha mediana,silicoflagellates,Corbisema,Corbisema triacantha mediana,triacantha,mediana,left_only
Globorotalia peripheroacuta (q),planktic_foraminfera,Globorotalia,Globorotalia peripheroacuta,peripheroacuta,,both
Cruciplacolithus delus,nannofossils,Cruciplacolithus,Cruciplacolithus delus,delus,,left_only
Staurophora sp.,diatoms,Staurophora,Staurophora sp.,sp.,,left_only
Deflandrea denticulata,dinoflagellates,Deflandrea,Deflandrea denticulata,denticulata,,left_only
Textularia sp.,benthic_foraminfera,Textularia,Textularia sp.,sp.,,both
Clinapertina sp.,benthic_foraminfera,Clinapertina,Clinapertina sp.,sp.,,left_only
Discoaster mediosus,nannofossils,Discoaster,Discoaster mediosus,mediosus,,both
Corbisema triacantha flexuosa,silicoflagellates,Corbisema,Corbisema triacantha flexuosa,triacantha,flexuosa,left_only
Globigerinoides obliqus extremus,planktic_foraminfera,Globigerinoides,Globigerinoides obliqus extremus,obliqus,extremus,left_only
Discoaster nobilis,nannofossils,Discoaster,Discoaster nobilis,nobilis,,both
Stichocorys coronata,radiolarians,Stichocorys,Stichocorys coronata,coronata,,left_only
Rhaphoneis pontica,diatoms,Rhaphoneis,Rhaphoneis pontica,pontica,,left_only
Gyroidinoides jarvisi,benthic_foraminfera,Gyroidinoides,Gyroidinoides jarvisi,jarvisi,,left_only
Bulimina truncanella,benthic_foraminfera,Bulimina,Bulimina truncanella,truncanella,,both
Cyathea sp.,pollen,Cyathea,Cyathea sp.,sp.,,left_only
Helianthemum sp.,pollen,Helianthemum,Helianthemum sp.,sp.,,left_only
Clavigerinella sp.,planktic_foraminfera,Clavigerinella,Clavigerinella sp.,sp.,,left_only
Subbotina angiporoides,planktic_foraminfera,Subbotina,Subbotina angiporoides,angiporoides,,both
Bolivina spiralis,benthic_foraminfera,Bolivina,Bolivina spiralis,spiralis,,left_only
Pyrgo vespertilio,benthic_foraminfera,Pyrgo,Pyrgo vespertilio,vespertilio,,left_only
Chiloguembelina taurica,planktic_foraminfera,Chiloguembelina,Chiloguembelina taurica,taurica,,left_only
Cornutella californica,radiolarians,Cornutella,Cornutella californica,californica,,left_only
Helicosphaera seminulum,nannofossils,Helicosphaera,Helicosphaera seminulum,seminulum,,both
Bachmannocena oamaruensis,silicoflagellates,Bachmannocena,Bachmannocena oamaruensis,oamaruensis,,left_only
Platycarya sp.,pollen,Platycarya,Platycarya sp.,sp.,,left_only
Discoaster sanmiguelensis (q),nannofossils,Discoaster,Discoaster sanmiguelensis,sanmiguelensis,,both
Lithomelissa robusta,radiolarians,Lithomelissa,Lithomelissa robusta,robusta,,left_only
Asterolampra vulgaris,diatoms,Asterolampra,Asterolampra vulgaris,vulgaris,,left_only
Denticula hustedtii ovata,diatoms,Denticula,Denticula hustedtii ovata,hustedtii,ovata,left_only
Emiliania annula (q),nannofossils,Emiliania,Emiliania annula,annula,,left_only
Elphidium reginum,benthic_foraminfera,Elphidium,Elphidium reginum,reginum,,left_only
Elphidium alvarezianum,benthic_foraminfera,Elphidium,Elphidium alvarezianum,alvarezianum,,left_only
Spirillina sp.,benthic_foraminfera,Spirillina,Spirillina sp.,sp.,,both
Globigerina falconensis (q),planktic_foraminfera,Globigerina,Globigerina falconensis,falconensis,,both
Coccolithus abisectus,nannofossils,Coccolithus,Coccolithus abisectus,abisectus,,both
Dictyocha aspera pygmaea,silicoflagellates,Dictyocha,Dictyocha aspera pygmaea,aspera,pygmaea,left_only
Coscinodiscus apiculatus,diatoms,Coscinodiscus,Coscinodiscus apiculatus,apiculatus,,left_only
Micrantholithus mirabilis,nannofossils,Micrantholithus,Micrantholithus mirabilis,mirabilis,,left_only
Karreriella alticamera,benthic_foraminfera,Karreriella,Karreriella alticamera,alticamera,,left_only
Spiroclypeus albapustula,benthic_foraminfera,Spiroclypeus,Spiroclypeus albapustula,albapustula,,left_only
Turborotalia increbescens,planktic_foraminfera,Turborotalia,Turborotalia increbescens,increbescens,,both
Theocamptra formaster,radiolarians,Theocamptra,Theocamptra formaster,formaster,,left_only
Monosulcites sp.,pollen,Monosulcites,Monosulcites sp.,sp.,,left_only
Rouxia diploneides,diatoms,Rouxia,Rouxia diploneides,diploneides,,both
Lithopera bacca,radiolarians,Lithopera,Lithopera bacca,bacca,,both
Mesocena hexagona,silicoflagellates,Mesocena,Mesocena hexagona,hexagona,,left_only
Botryostrobus australis,radiolarians,Botryostrobus,Botryostrobus australis,australis,,left_only
Systematophora placacantha,dinoflagellates,Systematophora,Systematophora placacantha,placacantha,,left_only
Cibicides granulosa,benthic_foraminfera,Cibicides,Cibicides granulosa,granulosa,,left_only
Corocalyptra kruegeri (q),radiolarians,Corocalyptra,Corocalyptra kruegeri,kruegeri,,left_only
Stilostomella annulifera,benthic_foraminfera,Stilostomella,Stilostomella annulifera,annulifera,,left_only
Pterocorys variabilis,radiolarians,Pterocorys,Pterocorys variabilis,variabilis,,left_only
Globigerina galavisi (q),planktic_foraminfera,Globigerina,Globigerina galavisi,galavisi,,left_only
Clathrocyclas craspedota,radiolarians,Clathrocyclas,Clathrocyclas craspedota,craspedota,,left_only
Cassidulina sp. (q),benthic_foraminfera,Cassidulina,Cassidulina sp.,sp.,,both
Lithocyclia aristotelis group,radiolarians,Lithocyclia,Lithocyclia aristotelis group,aristotelis,group,left_only
Coscinodiscus praelineatus,diatoms,Coscinodiscus,Coscinodiscus praelineatus,praelineatus,,left_only
Asterolampra acutiloba,diatoms,Asterolampra,Asterolampra acutiloba,acutiloba,,both
Nothofagidites cincta,pollen,Nothofagidites,Nothofagidites cincta,cincta,,left_only
Vaginulinopsis decorata,benthic_foraminfera,Vaginulinopsis,Vaginulinopsis decorata,decorata,,left_only
Lithochytris archaea,radiolarians,Lithochytris,Lithochytris archaea,archaea,,both
Lychnocanium bellum,radiolarians,Lychnocanium,Lychnocanium bellum,bellum,,both
Stylatractus universus,radiolarians,Stylatractus,Stylatractus universus,universus,,both
Wilsonidium tabulatum (q),dinoflagellates,Wilsonidium,Wilsonidium tabulatum,tabulatum,,left_only
Phormocyrtis striata,radiolarians,Phormocyrtis,Phormocyrtis striata,striata,,left_only
Trinacria pileolus,diatoms,Trinacria,Trinacria pileolus,pileolus,,left_only
Neogloboquadrina dutertrei (q),planktic_foraminfera,Neogloboquadrina,Neogloboquadrina dutertrei,dutertrei,,both
Cannopilus major,silicoflagellates,Cannopilus,Cannopilus major,major,,left_only
Morozovella occlusa,planktic_foraminfera,Morozovella,Morozovella occlusa,occlusa,,both
Corbisema triacantha convexa,silicoflagellates,Corbisema,Corbisema triacantha convexa,triacantha,convexa,left_only
Ericsonia universa,nannofossils,Ericsonia,Ericsonia universa,universa,,left_only
Buliminella subfusiformis,benthic_foraminfera,Buliminella,Buliminella subfusiformis,subfusiformis,,left_only
Discoaster exilis,nannofossils,Discoaster,Discoaster exilis,exilis,,both
Amphipternis alamedaensis,radiolarians,Amphipternis,Amphipternis alamedaensis,alamedaensis,,left_only
Globorotalia miocenica,planktic_foraminfera,Globorotalia,Globorotalia miocenica,miocenica,,both
Nematosphaeropsis sp.,dinoflagellates,Nematosphaeropsis,Nematosphaeropsis sp.,sp.,,left_only
Stichocorys biconica,radiolarians,Stichocorys,Stichocorys biconica,biconica,,left_only
Craspedodiscus coscinodiscus (q),diatoms,Craspedodiscus,Craspedodiscus coscinodiscus,coscinodiscus,,both
Spirocyrtis scalaris,radiolarians,Spirocyrtis,Spirocyrtis scalaris,scalaris,,left_only
Neogloboquadrina atlantica (left-coiling),planktic_foraminfera,Neogloboquadrina,Neogloboquadrina atlantica,atlantica,,both
Lycopodium,pollen,Lycopodium,Lycopodium,,,left_only
Nitzschia kerguelensis,diatoms,Nitzschia,Nitzschia kerguelensis,kerguelensis,,left_only
Globigerinita glutinata incrusta,planktic_foraminfera,Globigerinita,Globigerinita glutinata incrusta,glutinata,incrusta,left_only
Sceptroneis talwanii,diatoms,Sceptroneis,Sceptroneis talwanii,talwanii,,left_only
Roperia tesselata crenulatus,diatoms,Roperia,Roperia tesselata crenulatus,tesselata,crenulatus,left_only
Ommatartus tetrathalamus,radiolarians,Ommatartus,Ommatartus tetrathalamus,tetrathalamus,,both
Nummulites pernotus,benthic_foraminfera,Nummulites,Nummulites pernotus,pernotus,,left_only
Globorotalia centralis,planktic_foraminfera,Globorotalia,Globorotalia centralis,centralis,,left_only
Reophax cushmanii (q),benthic_foraminfera,Reophax,Reophax cushmanii,cushmanii,,left_only
Bulimina glomarchallengeri,benthic_foraminfera,Bulimina,Bulimina glomarchallengeri,glomarchallengeri,,both
Catapsydrax globiformis,planktic_foraminfera,Catapsydrax,Catapsydrax globiformis,globiformis,,both
Lamptonium obelix,radiolarians,Lamptonium,Lamptonium obelix,obelix,,left_only
Ellipsodimorphina subcompacta,benthic_foraminfera,Ellipsodimorphina,Ellipsodimorphina subcompacta,subcompacta,,left_only
Globorotalia spinulosa (q),planktic_foraminfera,Globorotalia,Globorotalia spinulosa,spinulosa,,left_only
Pulleniatina extrema,planktic_foraminfera,Pulleniatina,Pulleniatina extrema,extrema,,left_only
Spirocyrtis subtilis,radiolarians,Spirocyrtis,Spirocyrtis subtilis,subtilis,,left_only
Brizalina argentea,benthic_foraminfera,Brizalina,Brizalina argentea,argentea,,left_only
Corbisema recta,silicoflagellates,Corbisema,Corbisema recta,recta,,left_only
Dorothia brevis,benthic_foraminfera,Dorothia,Dorothia brevis,brevis,,both
Pulleniatina obliquiloculata finalis,planktic_foraminfera,Pulleniatina,Pulleniatina obliquiloculata finalis,obliquiloculata,finalis,left_only
Biscutum melaniae,nannofossils,Biscutum,Biscutum melaniae,melaniae,,left_only
Eucyrtidium punctatum,radiolarians,Eucyrtidium,Eucyrtidium punctatum,punctatum,,left_only
Cyclococcolithina macintyrei (q),nannofossils,Cyclococcolithina,Cyclococcolithina macintyrei,macintyrei,,left_only
Praeglobobulimina inflata,benthic_foraminfera,Praeglobobulimina,Praeglobobulimina inflata,inflata,,left_only
Gaudryina pyramidata,benthic_foraminfera,Gaudryina,Gaudryina pyramidata,pyramidata,,both
Reticulofenestra lockeri,nannofossils,Reticulofenestra,Reticulofenestra lockeri,lockeri,,both
Coccolithus tenuistriatus,nannofossils,Coccolithus,Coccolithus tenuistriatus,tenuistriatus,,left_only
Globoquadrina venezuelana,planktic_foraminfera,Globoquadrina,Globoquadrina venezuelana,venezuelana,,both
Podocyrtis coronatus,radiolarians,Podocyrtis,Podocyrtis coronatus,coronatus,,left_only
Cytheropteron miurense,ostracods,Cytheropteron,Cytheropteron miurense,miurense,,left_only
Coscinodixcus symbolophorus var.,diatoms,Coscinodixcus,Coscinodixcus symbolophorus var.,symbolophorus,var.,left_only
Nitzschia constricta,diatoms,Nitzschia,Nitzschia constricta,constricta,,left_only
Bolivina scrabata,benthic_foraminfera,Bolivina,Bolivina scrabata,scrabata,,left_only
Lenticulina arcuatostriata caroliniana (q),benthic_foraminfera,Lenticulina,Lenticulina arcuatostriata caroliniana,arcuatostriata,caroliniana,left_only
Amphiplecta cylindrocephala,radiolarians,Amphiplecta,Amphiplecta cylindrocephala,cylindrocephala,,left_only
Dentalina subcostata,benthic_foraminfera,Dentalina,Dentalina subcostata,subcostata,,left_only
Spongatractus pachystylus,radiolarians,Spongatractus,Spongatractus pachystylus,pachystylus,,both
Globorotalia cerroazulensis pomeroli,planktic_foraminfera,Globorotalia,Globorotalia cerroazulensis pomeroli,cerroazulensis,pomeroli,left_only
Cibicides perilucidus,benthic_foraminfera,Cibicides,Cibicides perilucidus,perilucidus,,left_only
Dorcadospyris alata,radiolarians,Dorcadospyris,Dorcadospyris alata,alata,,both
Heterocycprideis sorbyana,ostracods,Heterocycprideis,Heterocycprideis sorbyana,sorbyana,,left_only
Micrantholithus sp. (q),nannofossils,Micrantholithus,Micrantholithus sp.,sp.,,left_only
Amphora costata,diatoms,Amphora,Amphora costata,costata,,left_only
Nonion sp. (q),benthic_foraminfera,Nonion,Nonion sp.,sp.,,both
Thalassiphora pelagica,dinoflagellates,Thalassiphora,Thalassiphora pelagica,pelagica,,left_only
Planulina harangensis,benthic_foraminfera,Planulina,Planulina harangensis,harangensis,,left_only
Eocytheropteron sp.,ostracods,Eocytheropteron,Eocytheropteron sp.,sp.,,left_only
Psychospyris grandis,radiolarians,Psychospyris,Psychospyris grandis,grandis,,left_only
Macrocypris sp.,ostracods,Macrocypris,Macrocypris sp.,sp.,,left_only
Perichlamidium praetextum,radiolarians,Perichlamidium,Perichlamidium praetextum,praetextum,,left_only
Tricolpites alveolatus,pollen,Tricolpites,Tricolpites alveolatus,alveolatus,,left_only
Globorotalia occlusa,planktic_foraminfera,Globorotalia,Globorotalia occlusa,occlusa,,left_only
Astractinium crux,radiolarians,Astractinium,Astractinium crux,crux,,left_only
Coccolithus abisectus (q),nannofossils,Coccolithus,Coccolithus abisectus,abisectus,,both
Ammopalmula sp.,benthic_foraminfera,Ammopalmula,Ammopalmula sp.,sp.,,left_only
Bolivinoides sp.,benthic_foraminfera,Bolivinoides,Bolivinoides sp.,sp.,,left_only
Zygolithus sp.,nannofossils,Zygolithus,Zygolithus sp.,sp.,,left_only
Centrobotrys thermophila,radiolarians,Centrobotrys,Centrobotrys thermophila,thermophila,,both
Globorotalia conica (q),planktic_foraminfera,Globorotalia,Globorotalia conica,conica,,both
Tholospyris cortinisca,radiolarians,Tholospyris,Tholospyris cortinisca,cortinisca,,left_only
Asterolampra symmetricus,diatoms,Asterolampra,Asterolampra symmetricus,symmetricus,,left_only
Ceratolithus separatus,nannofossils,Ceratolithus,Ceratolithus separatus,separatus,,left_only
Eunotogramma marginopunctatum,diatoms,Eunotogramma,Eunotogramma marginopunctatum,marginopunctatum,,left_only
Subbotina triloculinoides triangularis,planktic_foraminfera,Subbotina,Subbotina triloculinoides triangularis,triloculinoides,triangularis,left_only
Echinomma popofskii,radiolarians,Echinomma,Echinomma popofskii,popofskii,,left_only
Cassidella bradyi,benthic_foraminfera,Cassidella,Cassidella bradyi,bradyi,,left_only
Miliammina lata,benthic_foraminfera,Miliammina,Miliammina lata,lata,,left_only
Theocotyle cryptocephala cryrtocephala (q),radiolarians,Theocotyle,Theocotyle cryptocephala cryrtocephala,cryptocephala,cryrtocephala,left_only
Rhizosolenia praebarboi,diatoms,Rhizosolenia,Rhizosolenia praebarboi,praebarboi,,left_only
Craspedodiscus rhombicus,diatoms,Craspedodiscus,Craspedodiscus rhombicus,rhombicus,,left_only
Invertocysta tabulata,dinoflagellates,Invertocysta,Invertocysta tabulata,tabulata,,left_only
Pararotalia curryi,benthic_foraminfera,Pararotalia,Pararotalia curryi,curryi,,left_only
Pyrgo murrhina,benthic_foraminfera,Pyrgo,Pyrgo murrhina,murrhina,,both
Clathrocircus stapedius,radiolarians,Clathrocircus,Clathrocircus stapedius,stapedius,,left_only
Ellipsoglandulina decurta,benthic_foraminfera,Ellipsoglandulina,Ellipsoglandulina decurta,decurta,,left_only
Hopkinsina wakimotoensis,benthic_foraminfera,Hopkinsina,Hopkinsina wakimotoensis,wakimotoensis,,left_only
Globorotalia triangula (q),planktic_foraminfera,Globorotalia,Globorotalia triangula,triangula,,left_only
Nitzschia interrupta (q),diatoms,Nitzschia,Nitzschia interrupta,interrupta,,left_only
Fabiana sp.,benthic_foraminfera,Fabiana,Fabiana sp.,sp.,,left_only
Discoaster trifenestra,nannofossils,Discoaster,Discoaster trifenestra,trifenestra,,left_only
Globorotalia multicamerta,planktic_foraminfera,Globorotalia,Globorotalia multicamerta,multicamerta,,left_only
Buccella tenerrima,benthic_foraminfera,Buccella,Buccella tenerrima,tenerrima,,left_only
Globigerinelloides algerianus,planktic_foraminfera,Globigerinelloides,Globigerinelloides algerianus,algerianus,,left_only
Reticulofenestra umbilica (q),nannofossils,Reticulofenestra,Reticulofenestra umbilica,umbilica,,left_only
Globorotalia acostaensis acostaensis,planktic_foraminfera,Globorotalia,Globorotalia acostaensis acostaensis,acostaensis,acostaensis,left_only
Ammonia ammoniformis,benthic_foraminfera,Ammonia,Ammonia ammoniformis,ammoniformis,,left_only
Pontosphaera pacifica,nannofossils,Pontosphaera,Pontosphaera pacifica,pacifica,,left_only
Lepidocyclina macdonaldi (q),benthic_foraminfera,Lepidocyclina,Lepidocyclina macdonaldi,macdonaldi,,left_only
Gephyrocapsa sp.,nannofossils,Gephyrocapsa,Gephyrocapsa sp.,sp.,,both
Vaginulina americana,benthic_foraminfera,Vaginulina,Vaginulina americana,americana,,both
Helicosphaera lophota (q),nannofossils,Helicosphaera,Helicosphaera lophota,lophota,,both
Thalassiosira fraga,diatoms,Thalassiosira,Thalassiosira fraga,fraga,,both
Areosphaeridium arcuatum,dinoflagellates,Areosphaeridium,Areosphaeridium arcuatum,arcuatum,,left_only
Bulimina miolaevis,benthic_foraminfera,Bulimina,Bulimina miolaevis,miolaevis,,both
Helicosphaera carteri,nannofossils,Helicosphaera,Helicosphaera carteri,carteri,,both
Cocoolithus crassipons,nannofossils,Cocoolithus,Cocoolithus crassipons,crassipons,,left_only
Triceratium nobile,diatoms,Triceratium,Triceratium nobile,nobile,,left_only
Wetzeliella coleothrypta,dinoflagellates,Wetzeliella,Wetzeliella coleothrypta,coleothrypta,,left_only
Psilatricolporites sp.,pollen,Psilatricolporites,Psilatricolporites sp.,sp.,,left_only
Stilostomella hispidula,benthic_foraminfera,Stilostomella,Stilostomella hispidula,hispidula,,left_only
Stephanodiscus marginatus,diatoms,Stephanodiscus,Stephanodiscus marginatus,marginatus,,left_only
Cassidulina minuta,benthic_foraminfera,Cassidulina,Cassidulina minuta,minuta,,both
Botryopyle sp. (q),radiolarians,Botryopyle,Botryopyle sp.,sp.,,left_only
Uvigerina hootsi,benthic_foraminfera,Uvigerina,Uvigerina hootsi,hootsi,,left_only
Globorotalia cerroazulensis possagnoensis,planktic_foraminfera,Globorotalia,Globorotalia cerroazulensis possagnoensis,cerroazulensis,possagnoensis,left_only
Hastigerina prolixa,planktic_foraminfera,Hastigerina,Hastigerina prolixa,prolixa,,left_only
Acrocythere sp.,ostracods,Acrocythere,Acrocythere sp.,sp.,,left_only
Marginulina excentrica,benthic_foraminfera,Marginulina,Marginulina excentrica,excentrica,,left_only
Miogypsina sp.,benthic_foraminfera,Miogypsina,Miogypsina sp.,sp.,,left_only
Zeaglobigerina druryi (q),planktic_foraminfera,Zeaglobigerina,Zeaglobigerina druryi,druryi,,both
Phormocyrtis striata exquisita,radiolarians,Phormocyrtis,Phormocyrtis striata exquisita,striata,exquisita,both
Brizalina subaenariensis,benthic_foraminfera,Brizalina,Brizalina subaenariensis,subaenariensis,,left_only
Lithomelissa campanulaeformis (q),radiolarians,Lithomelissa,Lithomelissa campanulaeformis,campanulaeformis,,left_only
Pelosina complanata,benthic_foraminfera,Pelosina,Pelosina complanata,complanata,,left_only
Chrysalogonium brevilocum (q),benthic_foraminfera,Chrysalogonium,Chrysalogonium brevilocum,brevilocum,,left_only
Botryopera triloba,radiolarians,Botryopera,Botryopera triloba,triloba,,left_only
Chiloguembelina cubensis (q),planktic_foraminfera,Chiloguembelina,Chiloguembelina cubensis,cubensis,,both
Rhagodiscus asper,nannofossils,Rhagodiscus,Rhagodiscus asper,asper,,both
Pulleniatina spectablis (q),planktic_foraminfera,Pulleniatina,Pulleniatina spectablis,spectablis,,left_only
Cocconeis pinnata,diatoms,Cocconeis,Cocconeis pinnata,pinnata,,left_only
Lithostrobus hexagonalis,radiolarians,Lithostrobus,Lithostrobus hexagonalis,hexagonalis,,both
Distephanus major,silicoflagellates,Distephanus,Distephanus major,major,,left_only
Muelleriopsis limbata,diatoms,Muelleriopsis,Muelleriopsis limbata,limbata,,left_only
Distephanus pentagonus s.ampl.,silicoflagellates,Distephanus,Distephanus pentagonus s.ampl.,pentagonus,s.ampl.,left_only
Siphostichoartus corona (q),radiolarians,Siphostichoartus,Siphostichoartus corona,corona,,left_only
Rouxia heteropolara,diatoms,Rouxia,Rouxia heteropolara,heteropolara,,both
Tubaformis unicornis,diatoms,Tubaformis,Tubaformis unicornis,unicornis,,left_only
Neoflabellina semireticulata,benthic_foraminfera,Neoflabellina,Neoflabellina semireticulata,semireticulata,,both
Mesocena oamaruensis (q),silicoflagellates,Mesocena,Mesocena oamaruensis,oamaruensis,,left_only
Didymocyrtis mammifera,radiolarians,Didymocyrtis,Didymocyrtis mammifera,mammifera,,both
Stephanopyxis appendiculata,diatoms,Stephanopyxis,Stephanopyxis appendiculata,appendiculata,,left_only
Thalassiosira nordenskioeldii,diatoms,Thalassiosira,Thalassiosira nordenskioeldii,nordenskioeldii,,both
Haplophragmoides eggeri,benthic_foraminfera,Haplophragmoides,Haplophragmoides eggeri,eggeri,,left_only
Cribrostomoides subglobosus,benthic_foraminfera,Cribrostomoides,Cribrostomoides subglobosus,subglobosus,,both
Cruciplacolithus mutatus (q),nannofossils,Cruciplacolithus,Cruciplacolithus mutatus,mutatus,,left_only
Lithocyclia crux,radiolarians,Lithocyclia,Lithocyclia crux,crux,,both
Rosalina bradyi,benthic_foraminfera,Rosalina,Rosalina bradyi,bradyi,,both
Nitzschia prolongata,diatoms,Nitzschia,Nitzschia prolongata,prolongata,,left_only
Hemiaulus malleolus,diatoms,Hemiaulus,Hemiaulus malleolus,malleolus,,left_only
Ellipsolithus subdistichus,nannofossils,Ellipsolithus,Ellipsolithus subdistichus,subdistichus,,both
Parsonsidites conspicuus (q),pollen,Parsonsidites,Parsonsidites conspicuus,conspicuus,,left_only
Nodosaria lamellata,benthic_foraminfera,Nodosaria,Nodosaria lamellata,lamellata,,left_only
Vagalapilla imbricata (q),nannofossils,Vagalapilla,Vagalapilla imbricata,imbricata,,left_only
Trigonactinium sp.,radiolarians,Trigonactinium,Trigonactinium sp.,sp.,,left_only
Blackites spinulus,nannofossils,Blackites,Blackites spinulus,spinulus,,left_only
Globorotalia praemargaritae,planktic_foraminfera,Globorotalia,Globorotalia praemargaritae,praemargaritae,,left_only
Dictyoprora pirum,radiolarians,Dictyoprora,Dictyoprora pirum,pirum,,both
Rhabdosphaera scabrosa (q),nannofossils,Rhabdosphaera,Rhabdosphaera scabrosa,scabrosa,,left_only
Dorothia sp.,benthic_foraminfera,Dorothia,Dorothia sp.,sp.,,both
Mesocena diodon (q),silicoflagellates,Mesocena,Mesocena diodon,diodon,,left_only
Juncaginaceae,pollen,Juncaginaceae,Juncaginaceae,,,left_only
Bolivina tectiformis,benthic_foraminfera,Bolivina,Bolivina tectiformis,tectiformis,,left_only
Cassidulina laevigata,benthic_foraminfera,Cassidulina,Cassidulina laevigata,laevigata,,both
Thoracosphaera narena,nannofossils,Thoracosphaera,Thoracosphaera narena,narena,,left_only
Anthocyrtium ehrenbergii ehrenbergii,radiolarians,Anthocyrtium,Anthocyrtium ehrenbergii ehrenbergii,ehrenbergii,ehrenbergii,left_only
Anomalinoides trinitalensis,benthic_foraminfera,Anomalinoides,Anomalinoides trinitalensis,trinitalensis,,left_only
Globigerina planocompressa,planktic_foraminfera,Globigerina,Globigerina planocompressa,planocompressa,,left_only
Subbotina spiralis,planktic_foraminfera,Subbotina,Subbotina spiralis,spiralis,,left_only
Cyclococcolithus gammation,nannofossils,Cyclococcolithus,Cyclococcolithus gammation,gammation,,left_only
Psammosphaera fusca (q),benthic_foraminfera,Psammosphaera,Psammosphaera fusca,fusca,,left_only
Delphineis sp.,diatoms,Delphineis,Delphineis sp.,sp.,,left_only
Chiasmolithus grandis,nannofossils,Chiasmolithus,Chiasmolithus grandis,grandis,,both
Globigerinoides quadrilobatus primordius,planktic_foraminfera,Globigerinoides,Globigerinoides quadrilobatus primordius,quadrilobatus,primordius,left_only
Mesocena diodon nodosa,silicoflagellates,Mesocena,Mesocena diodon nodosa,diodon,nodosa,left_only
Theocorys veneris,radiolarians,Theocorys,Theocorys veneris,veneris,,left_only
Riccia sp.,pollen,Riccia,Riccia sp.,sp.,,left_only
Osangularia pteromphalia,benthic_foraminfera,Osangularia,Osangularia pteromphalia,pteromphalia,,left_only
Ellipsoglanoulina sp.,benthic_foraminfera,Ellipsoglanoulina,Ellipsoglanoulina sp.,sp.,,left_only
Dictyocha medusa,silicoflagellates,Dictyocha,Dictyocha medusa,medusa,,left_only
Eunotogramma fueloepi,diatoms,Eunotogramma,Eunotogramma fueloepi,fueloepi,,left_only
Lithocyclia lenticula (q),radiolarians,Lithocyclia,Lithocyclia lenticula,lenticula,,left_only
Dictyocha neonautica,silicoflagellates,Dictyocha,Dictyocha neonautica,neonautica,,left_only
Skeletonema barbadiense,diatoms,Skeletonema,Skeletonema barbadiense,barbadiense,,left_only
Discoaster incomptus,nannofossils,Discoaster,Discoaster incomptus,incomptus,,left_only
Eucyrtidium calvertense (q),radiolarians,Eucyrtidium,Eucyrtidium calvertense,calvertense,,both
Virola sp.,pollen,Virola,Virola sp.,sp.,,left_only
Globigerina corpulenta,planktic_foraminfera,Globigerina,Globigerina corpulenta,corpulenta,,left_only
Globorotalia spinuloinflata,planktic_foraminfera,Globorotalia,Globorotalia spinuloinflata,spinuloinflata,,left_only
Thalassiosira gracilis,diatoms,Thalassiosira,Thalassiosira gracilis,gracilis,,left_only
Bogorovia praepaleacea,diatoms,Bogorovia,Bogorovia praepaleacea,praepaleacea,,left_only
Verrucatosporites transdanubicus,pollen,Verrucatosporites,Verrucatosporites transdanubicus,transdanubicus,,left_only
Discolithina fimbriata,nannofossils,Discolithina,Discolithina fimbriata,fimbriata,,left_only
Thalassiosira yabei (q),diatoms,Thalassiosira,Thalassiosira yabei,yabei,,both
Thalassiosira jouseae,diatoms,Thalassiosira,Thalassiosira jouseae,jouseae,,both
Coscinodiscus vulinificus,diatoms,Coscinodiscus,Coscinodiscus vulinificus,vulinificus,,left_only
Fissurina capillosa,benthic_foraminfera,Fissurina,Fissurina capillosa,capillosa,,left_only
Coscinodiscus superbus (q),diatoms,Coscinodiscus,Coscinodiscus superbus,superbus,,left_only
