genus name,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,class_taxon_id,class_taxon_name,order_taxon_id,order_taxon_name,family_taxon_id,family_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name
Neoconorbina,97769,Neoconorbina,genus,428504,Globothalamea,279579,Rotaliida,241432,Rosalinidae,288974,Foraminifera,212476,Rhizaria,,
Neocrepidolithus,87865,Neocrepidolithus,genus,418920,Coccolithophyceae,87652,Eiffellithales,87676,Chiastozygaceae,87644,Haptophyta,,,,
Neodenticula,432811,Neodenticula,genus,69587,Bacillariophyceae,427869,Bacillariales,432671,Bacillariaceae,432613,Ochrophyta,,,,
Neoeponides,1913,Neoeponides,genus,,,,,82203,Discorbidae,288974,Foraminifera,212476,Rhizaria,,
Neoflabellina,1914,Neoflabellina,genus,428875,Nodosariata,428878,Vaginulinida,112281,Vaginulinidae,288974,Foraminifera,212476,Rhizaria,,
Neogloboquadrina,1917,Neogloboquadrina,genus,,,,,82192,Globorotaliidae,288974,Foraminifera,212476,Rhizaria,,
Neomonoceratina,24320,Neomonoceratina,genus,22826,Ostracoda,23837,Podocopida,,,18891,Arthropoda,325038,Animalia,,
Neonaviculopsis,,,,,,,,,,,,,,,
Neoraistrickia,276665,Neoraistrickia,genus,54754,Lycopsida,,,54756,Selaginellaceae,54828,Pteridophyta,54311,Plantae,,
Neosciadiocapsa,583,Neosciadiocapsa,genus,,,402,Nassellaria,66469,Neosciadiocapsidae,4,Radiolaria,212476,Rhizaria,,
Neosemantis,584,Neosemantis,genus,,,402,Nassellaria,66455,Plagiacanthidae,4,Radiolaria,212476,Rhizaria,,
Nephrolepidina,400722,Lepidocyclina (Nephrolepidina),subgenus,,,,,112294,Lepidocyclinidae,288974,Foraminifera,212476,Rhizaria,,
Nephrolithus,87887,Nephrolithus,genus,418920,Coccolithophyceae,87649,Podorhabdales,87670,Axopodorhabdaceae,87644,Haptophyta,,,,
Nephrospyris,586,Nephrospyris,genus,,,402,Nassellaria,152336,Trissocyclidae,4,Radiolaria,212476,Rhizaria,,
Nipponoythere,,,,,,,,,,,,,,,
Nitzschia,82165,Nitzschia,genus,69587,Bacillariophyceae,427869,Bacillariales,432671,Bacillariaceae,432613,Ochrophyta,,,,
Nodellum,1940,Nodellum,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Nodogenerina,1945,Nodogenerina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Nodosarella,1951,Nodosarella,genus,428875,Nodosariata,429590,Polymorphinida,355065,Ellipsoidinidae,288974,Foraminifera,212476,Rhizaria,,
Nodosaria,1952,Nodosaria,genus,428875,Nodosariata,429322,Nodosariida,82197,Nodosariidae,288974,Foraminifera,212476,Rhizaria,,
Nonion,1955,Nonion,genus,,,,,82211,Nonionidae,288974,Foraminifera,212476,Rhizaria,,
Nonionella,1956,Nonionella,genus,,,,,82211,Nonionidae,288974,Foraminifera,212476,Rhizaria,,
Nonionellina,1958,Nonionellina,genus,,,,,82211,Nonionidae,288974,Foraminifera,212476,Rhizaria,,
Nothofagidites,251909,Nothofagidites,genus,55217,Magnoliopsida,54902,Fagales,,,55350,Spermatophyta,54311,Plantae,,
Noviuva,440976,Noviuva,genus,,,,,82201,Uvigerinidae,288974,Foraminifera,212476,Rhizaria,,
Nubecularia,1967,Nubecularia,genus,428719,Tubothalamea,256604,Miliolida,112284,Nubeculariidae,288974,Foraminifera,212476,Rhizaria,,
Nummoloculina,1971,Nummoloculina,genus,428719,Tubothalamea,256604,Miliolida,155936,Hauerinidae,288974,Foraminifera,212476,Rhizaria,,
Nummulites,1972,Nummulites,genus,,,,,103799,Nummulitidae,288974,Foraminifera,212476,Rhizaria,,
Nuphar,445139,Nuphar,genus,55217,Magnoliopsida,54894,Nymphaeales,54606,Nymphaeaceae,55350,Spermatophyta,54311,Plantae,,
Nutallides,,,,,,,,,,,,,,,
Nuttalides,,,,,,,,,,,,,,,
Nympheaceae,,,,,,,,,,,,,,,
Oblitacythereis,24344,Oblitacythereis,genus,22826,Ostracoda,23837,Podocopida,,,18891,Arthropoda,325038,Animalia,,
Ochetodinium,445342,Ochetodinium,genus,321578,Dinophyceae,321606,Gonyaulacales,321603,Gonyaulacaceae,,,,,,
Octactis,,,,,,,,,,,,,,,
Octodendron,64233,Octodendron,genus,,,66363,Entactinaria,66364,Centrocubidae,4,Radiolaria,212476,Rhizaria,,
Octopyle,84806,Octopyle,genus,,,5,Spumellaria,84792,Pyloniidae,4,Radiolaria,212476,Rhizaria,,
Odontella,387067,Odontella,genus,,,,,134837,Triceratiaceae,432613,Ochrophyta,,,,
Odontochitina,277090,Odontochitina,genus,321578,Dinophyceae,321606,Gonyaulacales,276945,Ceratiaceae,,,,,,
Odontotropis,71261,Odontotropis,genus,69587,Bacillariophyceae,69588,Centrales,,,432613,Ochrophyta,,,,
Olea,319869,Olea,genus,55217,Magnoliopsida,54939,Lamiales,54728,Oleaceae,55350,Spermatophyta,54311,Plantae,,
Oleaceae,54728,Oleaceae,family,55217,Magnoliopsida,54939,Lamiales,,,55350,Spermatophyta,54311,Plantae,,
Oligosphaeridium,276924,Oligosphaeridium,genus,321578,Dinophyceae,321606,Gonyaulacales,321603,Gonyaulacaceae,,,,,,
Ommatartus,207,Ommatartus,genus,,,5,Spumellaria,66750,Coccodiscidae,4,Radiolaria,212476,Rhizaria,,
Ommatocampe,208,Ommatocampe,genus,,,5,Spumellaria,,,4,Radiolaria,212476,Rhizaria,,
Ommatodiscus,209,Ommatodiscus,genus,,,5,Spumellaria,,,4,Radiolaria,212476,Rhizaria,,
Ommatogramma,,,,,,,,,,,,,,,
Onagraceae,55691,Onagraceae,family,55217,Magnoliopsida,54926,Myrtales,,,55350,Spermatophyta,54311,Plantae,,
Oolina,1984,Oolina,genus,,,,,155901,Ellipsolagenidae,288974,Foraminifera,212476,Rhizaria,,
Oolithotus,432538,Oolithotus,genus,,,443656,Coccosphaerales,419763,Calcidiscaceae,,,,,,
Opephoneis,,,,,,,,,,,,,,,
Opephora,441637,Opephora,genus,69587,Bacillariophyceae,427120,Fragilariales,387103,Fragilariaceae,432613,Ochrophyta,,,,
Operculina,1986,Operculina,genus,,,,,103799,Nummulitidae,288974,Foraminifera,212476,Rhizaria,,
Operculodinium,264651,Operculodinium,genus,321578,Dinophyceae,321606,Gonyaulacales,321603,Gonyaulacaceae,,,,,,
Ophioglossaceae,54779,Ophioglossaceae,family,263811,Pteridopsida,,,,,54828,Pteridophyta,54311,Plantae,,
Ophthalmidium,1989,Ophthalmidium,genus,428719,Tubothalamea,256604,Miliolida,112267,Ophthalmidiidae,288974,Foraminifera,212476,Rhizaria,,
Orbiculiforma,211,Orbiculiforma,genus,,,5,Spumellaria,64927,Orbiculiformidae,4,Radiolaria,212476,Rhizaria,,
Orbitolina,1997,Orbitolina,genus,,,,,112179,Orbitolinidae,288974,Foraminifera,212476,Rhizaria,,
Orbula,590,Orbula,genus,,,402,Nassellaria,87074,Bekomidae,4,Radiolaria,212476,Rhizaria,,
Orbulina,2002,Orbulina,genus,,,,,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,
Oridorsalis,2006,Oridorsalis,genus,,,,,103768,Rotaliidae,288974,Foraminifera,212476,Rhizaria,,
Oroscena,,,,,,,,,,,,,,,
Orosphaeridae,64242,Orosphaeridae,family,,,5,Spumellaria,,,4,Radiolaria,212476,Rhizaria,,
Orthomorphina,2013,Orthomorphina,genus,428875,Nodosariata,429322,Nodosariida,431678,Glandulonodosariidae,288974,Foraminifera,212476,Rhizaria,,
Orthonotacythere,24362,Orthonotacythere,genus,22826,Ostracoda,23837,Podocopida,82106,Cytheridae,18891,Arthropoda,325038,Animalia,,
Orthorhabdus,424460,Orthorhabdus,genus,418920,Coccolithophyceae,,,388309,Ceratolithaceae,87644,Haptophyta,,,,
Orthozygus,,,,,,,,,,,,,,,
Osangularia,2017,Osangularia,genus,,,,,82213,Alabaminidae,288974,Foraminifera,212476,Rhizaria,,
Osmundacidites,252479,Osmundacidites,genus,263811,Pteridopsida,,,,,54828,Pteridophyta,54311,Plantae,,
Ostracoda,22826,Ostracoda,class,,,,,,,18891,Arthropoda,325038,Animalia,,
Ostrya,157332,Ostrya,genus,55217,Magnoliopsida,54902,Fagales,54589,Betulaceae,55350,Spermatophyta,54311,Plantae,,
Otosphaera,432803,Otosphaera,genus,,,85051,Collodaria,85052,Collosphaeridae,4,Radiolaria,212476,Rhizaria,,
Ovoidinium,277239,Ovoidinium,genus,321578,Dinophyceae,,,,,,,,,,
Oxycythereis,387517,Oxycythereis,genus,22826,Ostracoda,23837,Podocopida,82093,Trachyleberididae,18891,Arthropoda,325038,Animalia,,
Paijenborchella,24374,Paijenborchella,genus,22826,Ostracoda,23837,Podocopida,82106,Cytheridae,18891,Arthropoda,325038,Animalia,,
Palaeocyctodium,,,,,,,,,,,,,,,
Palaeohystrichophora,277242,Palaeohystrichophora,genus,321578,Dinophyceae,277919,Peridiniales,277915,Peridiniaceae,,,,,,
Palaeonummulites,440977,Palaeonummulites,genus,,,,,103799,Nummulitidae,288974,Foraminifera,212476,Rhizaria,,
Palaeoperidinium,277244,Palaeoperidinium,genus,321578,Dinophyceae,277919,Peridiniales,277915,Peridiniaceae,,,,,,
Palambages,277122,Palambages,genus,,,,,,,277918,Myzozoa,,,,
Paleostomacystis,,,,,,,,,,,,,,,
Palmae,54575,Palmae,family,,,54950,Arecales,,,54885,Angiospermae,54311,Plantae,,
Palmerinella,2041,Palmerinella,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Palmula,2042,Palmula,genus,428875,Nodosariata,428878,Vaginulinida,112281,Vaginulinidae,288974,Foraminifera,212476,Rhizaria,,
Panartus,,,,,,,,,,,,,,,
Paracypris,24389,Paracypris,genus,22826,Ostracoda,23837,Podocopida,131413,Candonidae,18891,Arthropoda,325038,Animalia,,
Paracytheridae,,,,,,,,,,,,,,,
Paradentalina,440978,Paradentalina,genus,428875,Nodosariata,429590,Polymorphinida,103764,Polymorphinidae,288974,Foraminifera,212476,Rhizaria,,
Paradictyocha,,,,,,,,,,,,,,,
Parafissurina,2058,Parafissurina,genus,,,,,155901,Ellipsolagenidae,288974,Foraminifera,212476,Rhizaria,,
Parafrondicularia,2059,Parafrondicularia,genus,428875,Nodosariata,429590,Polymorphinida,430617,Plectofrondiculariidae,288974,Foraminifera,212476,Rhizaria,,
Paraglobobulimina,,,,,,,,,,,,,,,
Paragrenocythere,24402,Paragrenocythere,genus,22826,Ostracoda,23837,Podocopida,,,18891,Arthropoda,325038,Animalia,,
Parakrithe,24404,Parakrithe,genus,22826,Ostracoda,23837,Podocopida,305773,Krithidae,18891,Arthropoda,325038,Animalia,,
Paralecaniella,286056,Paralecaniella,genus,,,,,,,277918,Myzozoa,,,,
Paralia,71263,Paralia,genus,69587,Bacillariophyceae,426789,Paraliales,427318,Paraliaceae,432613,Ochrophyta,,,,
Paramesocena,,,,,,,,,,,,,,,
Paranesdiea,,,,,,,,,,,,,,,
Pararotalia,2072,Pararotalia,genus,,,,,103768,Rotaliidae,288974,Foraminifera,212476,Rhizaria,,
Parathranium,,,,,,,,,,,,,,,
Paratrochamminoides,2081,Paratrochamminoides,genus,,,,,154152,Lituotubidae,288974,Foraminifera,212476,Rhizaria,,
Parebriopsis,,,,,,,,,,,,,,,
Parhabdolithus,87852,Parhabdolithus,genus,418920,Coccolithophyceae,87651,Stephanolithiales,87673,Parhabdolithaceae,87644,Haptophyta,,,,
Paronaella,12309,Paronaella,genus,,,5,Spumellaria,66351,Angulobracchiidae,4,Radiolaria,212476,Rhizaria,,
Parreloides,,,,,,,,,,,,,,,
Parsonsidites,252765,Parsonsidites,genus,55217,Magnoliopsida,,,,,55350,Spermatophyta,54311,Plantae,,
Parthenocissus,264931,Parthenocissus,genus,55217,Magnoliopsida,183002,Vitales,54706,Vitaceae,55350,Spermatophyta,54311,Plantae,,
Patagospyris,597,Patagospyris,genus,,,402,Nassellaria,85756,Triospyrididae,4,Radiolaria,212476,Rhizaria,,
Patellina,153914,Patellina,suborder,8304,Gastropoda,,,,,7805,Mollusca,325038,Animalia,,
Patulibracchium,232,Patulibracchium,genus,,,5,Spumellaria,64688,Patulibracchiidae,4,Radiolaria,212476,Rhizaria,,
Pediastrum,264972,Pediastrum,genus,54452,Chlorophyceae,,,,,54811,Chlorophyta,,,,
Pelliciera,,,,,,,,,,,,,,,
Pelosina,2106,Pelosina,genus,,,,,147614,Astrorhizidae,288974,Foraminifera,212476,Rhizaria,,
Pemma,412396,Pemma,genus,,,306709,Coccolithophorales,,,306708,Prymnesiophyta,,,,
Pemmatoides,,,,,,,,,,,,,,,
Pentadinium,412407,Pentadinium,genus,,,,,,,277918,Myzozoa,,,,
Peponia,441638,Peponia,genus,69587,Bacillariophyceae,,,,,432613,Ochrophyta,,,,
Perfotricolpites,250551,Perfotricolpites,genus,55217,Magnoliopsida,54938,Solanales,55748,Convolvulaceae,55350,Spermatophyta,54311,Plantae,,
Perichlamidium,,,,,,,,,,,,,,,
Peridinium,282552,Peridinium,genus,321578,Dinophyceae,277919,Peridiniales,277915,Peridiniaceae,,,,,,
Peridium,,,,,,,,,,,,,,,
Periphaena,238,Periphaena,genus,,,5,Spumellaria,66750,Coccodiscidae,4,Radiolaria,212476,Rhizaria,,
Periptera,82166,Periptera,genus,,,,,,,432613,Ochrophyta,,,,
Peripyramis,86162,Peripyramis,genus,,,402,Nassellaria,66371,Acropyramididae,4,Radiolaria,212476,Rhizaria,,
Perisyncolporites,327199,Perisyncolporites,genus,55217,Magnoliopsida,183005,Malpighiales,55718,Malpighiaceae,55350,Spermatophyta,54311,Plantae,,
Peritivator,,,,,,,,,,,,,,,
Peritrachelina,412430,Peritrachelina,genus,,,306709,Coccolithophorales,,,306708,Prymnesiophyta,,,,
Peromelissa,599,Peromelissa,genus,,,402,Nassellaria,85714,Lophophaenidae,4,Radiolaria,212476,Rhizaria,,
Peromonolites,264490,Peromonolites,genus,263811,Pteridopsida,,,,,54828,Pteridophyta,54311,Plantae,,
Petalospyris,85769,Petalospyris,genus,,,402,Nassellaria,85756,Triospyrididae,4,Radiolaria,212476,Rhizaria,,
Phacorhabdotus,24433,Phacorhabdotus,genus,22826,Ostracoda,23837,Podocopida,82093,Trachyleberididae,18891,Arthropoda,325038,Animalia,,
Phaseliforma,242,Phaseliforma,genus,,,5,Spumellaria,85029,Phaseliformidae,4,Radiolaria,212476,Rhizaria,,
Phillyrea,434849,Phillyrea,genus,55217,Magnoliopsida,54939,Lamiales,54728,Oleaceae,55350,Spermatophyta,54311,Plantae,,
Phormacantha,85743,Phormacantha,genus,,,402,Nassellaria,85714,Lophophaenidae,4,Radiolaria,212476,Rhizaria,,
Phormocyrtis,603,Phormocyrtis,genus,,,402,Nassellaria,87060,Eucyrtidiidae,4,Radiolaria,212476,Rhizaria,,
Phormospyris,604,Phormospyris,genus,,,402,Nassellaria,152336,Trissocyclidae,4,Radiolaria,212476,Rhizaria,,
Phormostichoartus,605,Phormostichoartus,genus,,,402,Nassellaria,86201,Artostrobiidae,4,Radiolaria,212476,Rhizaria,,
Phorticium,84821,Phorticium,genus,,,5,Spumellaria,84792,Pyloniidae,4,Radiolaria,212476,Rhizaria,,
Phthanoperidinium,445343,Phthanoperidinium,genus,321578,Dinophyceae,277919,Peridiniales,277915,Peridiniaceae,,,,,,
Phyllocladidites,251907,Phyllocladidites,genus,,,55868,Coniferales,54795,Podocarpaceae,56176,Coniferophyta,54311,Plantae,,
Picea,83629,Picea,genus,82141,Pinopsida,82140,Pinales,54794,Pinaceae,82139,Pinophyta,54311,Plantae,,
Pinnularia,387127,Pinnularia,genus,69587,Bacillariophyceae,431889,Naviculales,433094,Pinnulariaceae,432613,Ochrophyta,,,,
Pinus,55062,Pinus,genus,82141,Pinopsida,82140,Pinales,54794,Pinaceae,82139,Pinophyta,54311,Plantae,,
Pinuspollinites,,,,,,,,,,,,,,,
Piper,443056,Piper,genus,55217,Magnoliopsida,54891,Piperales,55398,Piperaceae,55350,Spermatophyta,54311,Plantae,,
Piperodinium,,,,,,,,,,,,,,,
Pistacia,317548,Pistacia,genus,55217,Magnoliopsida,54934,Sapindales,54686,Anacardiaceae,55350,Spermatophyta,54311,Plantae,,
Placozygus,87872,Placozygus,genus,418920,Coccolithophyceae,87652,Eiffellithales,87676,Chiastozygaceae,87644,Haptophyta,,,,
Plagiacantha,85234,Plagiacantha,genus,,,402,Nassellaria,66455,Plagiacanthidae,4,Radiolaria,212476,Rhizaria,,
Plagiogramma,441639,Plagiogramma,genus,69587,Bacillariophyceae,426799,Triceratiales,441492,Plagiogrammaceae,432613,Ochrophyta,,,,
Planifolia,445344,Planifolia,genus,,,,,,,,,54311,Plantae,,
Planomalina,2141,Planomalina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Planorotalites,2146,Planorotalites,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Plantago,251999,Plantago,genus,55217,Magnoliopsida,54939,Lamiales,55762,Plantaginaceae,55350,Spermatophyta,54311,Plantae,,
Planularia,2148,Planularia,genus,428875,Nodosariata,429322,Nodosariida,82197,Nodosariidae,288974,Foraminifera,212476,Rhizaria,,
Planulina,2149,Planulina,genus,,,,,112321,Planulidae,288974,Foraminifera,212476,Rhizaria,,
Platybursa,607,Platybursa,genus,,,402,Nassellaria,85756,Triospyrididae,4,Radiolaria,212476,Rhizaria,,
Platycarya,55290,Platycarya,genus,55217,Magnoliopsida,54902,Fagales,54584,Juglandaceae,55350,Spermatophyta,54311,Plantae,,
Platycystidia,336767,Platycystidia,genus,,,,,,,,,,,28595,Life
Plectacantha,85744,Plectacantha,genus,,,402,Nassellaria,85714,Lophophaenidae,4,Radiolaria,212476,Rhizaria,,
Plectina,2152,Plectina,genus,,,,,147612,Prolixoplectidae,288974,Foraminifera,212476,Rhizaria,,
Plectodiscus,4627,Plectodiscus,genus,4596,Hydrozoa,4601,Hydroida,,,4524,Cnidaria,325038,Animalia,,
Plectofrondicularia,2154,Plectofrondicularia,genus,428875,Nodosariata,429590,Polymorphinida,430617,Plectofrondiculariidae,288974,Foraminifera,212476,Rhizaria,,
Plectopyramis,608,Plectopyramis,genus,,,402,Nassellaria,,,4,Radiolaria,212476,Rhizaria,,
Plegmosphaera,248,Plegmosphaera,genus,,,5,Spumellaria,,,4,Radiolaria,212476,Rhizaria,,
Pleurosigma,82167,Pleurosigma,genus,,,,,,,432613,Ochrophyta,,,,
Pleurostomella,2162,Pleurostomella,genus,,,,,155922,Pleurostomellidae,288974,Foraminifera,212476,Rhizaria,,
Plumbaginaceae,55426,Plumbaginaceae,family,55217,Magnoliopsida,54896,Caryophyllales,,,55350,Spermatophyta,54311,Plantae,,
Podamphoropsis,,,,,,,,,,,,,,,
Podocarpidites,250524,Podocarpidites,genus,,,55868,Coniferales,54795,Podocarpaceae,56176,Coniferophyta,54311,Plantae,,
Podocarpus,264290,Podocarpus,genus,,,55868,Coniferales,54795,Podocarpaceae,56176,Coniferophyta,54311,Plantae,,
Podocoronis,612,Podocoronis,genus,,,402,Nassellaria,,,4,Radiolaria,212476,Rhizaria,,
Podocyrtis,613,Podocyrtis,genus,,,402,Nassellaria,86221,Pterocorythidae,4,Radiolaria,212476,Rhizaria,,
Podorhabdus,87890,Podorhabdus,genus,418920,Coccolithophyceae,87649,Podorhabdales,87670,Axopodorhabdaceae,87644,Haptophyta,,,,
Podosira,71264,Podosira,genus,69587,Bacillariophyceae,69588,Centrales,,,432613,Ochrophyta,,,,
Podosporites,277158,Podosporites,genus,,,55868,Coniferales,54795,Podocarpaceae,56176,Coniferophyta,54311,Plantae,,
Polyadopollenites,266643,Polyadopollenites,genus,55217,Magnoliopsida,54922,Fabales,54652,Leguminosae,55350,Spermatophyta,54311,Plantae,,
Polycolpites,277160,Polycolpites,genus,55217,Magnoliopsida,,,,,55350,Spermatophyta,54311,Plantae,,
Polycope,23727,Polycope,genus,22826,Ostracoda,23693,Myodocopida,169427,Polycopidae,18891,Arthropoda,325038,Animalia,,
Polygonaceae,55425,Polygonaceae,family,55217,Magnoliopsida,54896,Caryophyllales,,,55350,Spermatophyta,54311,Plantae,,
Polygonium,,,,,,,,,,,,,,,
Polykrikos,445345,Polykrikos,genus,321578,Dinophyceae,,,445346,Polykrikaceae,,,,,,
Polylepidina,2171,Polylepidina,genus,,,,,112294,Lepidocyclinidae,288974,Foraminifera,212476,Rhizaria,,
Polymorphina,2172,Polymorphina,genus,428875,Nodosariata,429590,Polymorphinida,103764,Polymorphinidae,288974,Foraminifera,212476,Rhizaria,,
Polypodiaceae,54782,Polypodiaceae,family,263811,Pteridopsida,,,,,54828,Pteridophyta,54311,Plantae,,
Polypodiaceoisporites,252488,Polypodiaceoisporites,genus,263811,Pteridopsida,,,,,54828,Pteridophyta,54311,Plantae,,
Polypodiidites,276568,Polypodiidites,genus,263811,Pteridopsida,,,54782,Polypodiaceae,54828,Pteridophyta,54311,Plantae,,
Polypodiisporites,252497,Polypodiisporites,genus,263811,Pteridopsida,196333,Polypodiales,,,54828,Pteridophyta,54311,Plantae,,
Polysolenia,184533,Polysolenia,genus,4742,Anthozoa,6108,Scleractinia,55537,Acroporidae,4524,Cnidaria,325038,Animalia,,
Polysphaeridium,445377,Polysphaeridium,genus,,,,,,,277918,Myzozoa,,,,
Pontocyprella,24462,Pontocyprella,genus,22826,Ostracoda,23837,Podocopida,259381,Pontocyprididae,18891,Arthropoda,325038,Animalia,,
Pontocypris,24463,Pontocypris,genus,22826,Ostracoda,23837,Podocopida,259381,Pontocyprididae,18891,Arthropoda,325038,Animalia,,
Pontocythere,24464,Pontocythere,genus,22826,Ostracoda,23837,Podocopida,,,18891,Arthropoda,325038,Animalia,,
Pontospahera,,,,,,,,,,,,,,,
Pontosphaera,87680,Pontosphaera,genus,418920,Coccolithophyceae,,,,,87644,Haptophyta,,,,
Poretzkia,441644,Poretzkia,genus,69587,Bacillariophyceae,,,,,432613,Ochrophyta,,,,
Porodiscus,254,Porodiscus,genus,,,5,Spumellaria,65975,Spongodiscidae,4,Radiolaria,212476,Rhizaria,,
Porospathis,,,,,,,,,,,,,,,
Poseidonamicus,24466,Poseidonamicus,genus,22826,Ostracoda,23837,Podocopida,,,18891,Arthropoda,325038,Animalia,,
Potamogeton,83632,Potamogeton,genus,,,54946,Alismatales,55797,Najadaceae,54885,Angiospermae,54311,Plantae,,
Poterium,,,,,,,,,,,,,,,
Poygonum,,,,,,,,,,,,,,,
Praebulimina,2186,Praebulimina,genus,,,,,241013,Turrilinidae,288974,Foraminifera,212476,Rhizaria,,
Praecymatosira,441938,Praecymatosira,genus,69587,Bacillariophyceae,,,,,432613,Ochrophyta,,,,
Praeglobobulimina,2191,Praeglobobulimina,genus,,,,,103766,Buliminidae,288974,Foraminifera,212476,Rhizaria,,
Praeglobotruncana,2192,Praeglobotruncana,genus,,,,,112318,Hedbergellidae,288974,Foraminifera,212476,Rhizaria,,
Praeorbulina,2200,Praeorbulina,genus,,,,,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,
Prediscosphaera,87817,Prediscosphaera,genus,418920,Coccolithophyceae,87649,Podorhabdales,87667,Prediscosphaeraceae,87644,Haptophyta,,,,
Prinsius,424330,Prinsius,genus,418920,Coccolithophyceae,418931,Isochrysidales,419341,Prinsiaceae,87644,Haptophyta,,,,
Proteacidites,264543,Proteacidites,genus,55217,Magnoliopsida,54923,Proteales,,,55350,Spermatophyta,54311,Plantae,,
Protelphidium,2221,Protelphidium,genus,,,,,82211,Nonionidae,288974,Foraminifera,212476,Rhizaria,,
Protentella,2222,Protentella,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Proteonina,65816,Proteonina,genus,,,,,112270,Hormosinidae,288974,Foraminifera,212476,Rhizaria,,
Protobotellina,247316,Protobotellina,genus,,,,,155937,Hippocrepinidae,288974,Foraminifera,212476,Rhizaria,,
Protocystis,30991,Protocystis,genus,30938,Rhombifera,,,,,30739,Echinodermata,325038,Animalia,,
Protoperidiniom,,,,,,,,,,,,,,,
Proxifrons,2227,Proxifrons,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Prunobrachium,166531,Prunobrachium,genus,,,5,Spumellaria,65957,Sponguridae,4,Radiolaria,212476,Rhizaria,,
Prunopyle,264,Prunopyle,genus,,,5,Spumellaria,64926,Actinommidae,4,Radiolaria,212476,Rhizaria,,
Psaligonyaulax,277249,Psaligonyaulax,genus,321578,Dinophyceae,321606,Gonyaulacales,321603,Gonyaulacaceae,,,,,,
Psammocythere,,,,,,,,,,,,,,,
Psammosphaera,2232,Psammosphaera,genus,,,,,112311,Psammosphaeridae,288974,Foraminifera,212476,Rhizaria,,
Pseudammopochium,,,,,,,,,,,,,,,
Pseudoaulophacus,266,Pseudoaulophacus,genus,,,5,Spumellaria,65971,Pseudoaulophacidae,4,Radiolaria,212476,Rhizaria,,
Pseudobolivina,2237,Pseudobolivina,genus,,,,,154154,Pseudobolivinidae,288974,Foraminifera,212476,Rhizaria,,
Pseudoclavulina,2247,Pseudoclavulina,genus,,,,,428700,Pseudogaudryinidae,288974,Foraminifera,212476,Rhizaria,,
Pseudocubus,85238,Pseudocubus,genus,,,402,Nassellaria,85714,Lophophaenidae,4,Radiolaria,212476,Rhizaria,,
Pseudocythere,24505,Pseudocythere,genus,22826,Ostracoda,23837,Podocopida,,,18891,Arthropoda,325038,Animalia,,
Pseudodictyophimus,85747,Pseudodictyophimus,genus,,,402,Nassellaria,85714,Lophophaenidae,4,Radiolaria,212476,Rhizaria,,
Pseudodimerogramma,82168,Pseudodimerogramma,genus,69587,Bacillariophyceae,,,,,432613,Ochrophyta,,,,
Pseudoeunotia,441945,Pseudoeunotia,genus,69587,Bacillariophyceae,427869,Bacillariales,432671,Bacillariaceae,432613,Ochrophyta,,,,
Pseudoglandulina,104114,Pseudoglandulina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Pseudogloboquadrina,,,,,,,,,,,,,,,
Pseudogloborotalia,2261,Pseudogloborotalia,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Pseudoguembelina,2263,Pseudoguembelina,genus,,,,,155907,Heterohelicidae,288974,Foraminifera,212476,Rhizaria,,
Pseudohastigerina,2264,Pseudohastigerina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Pseudomicromarsupium,,,,,,,,,,,,,,,
Pseudonodosaria,2277,Pseudonodosaria,genus,428875,Nodosariata,429322,Nodosariida,82197,Nodosariidae,288974,Foraminifera,212476,Rhizaria,,
Pseudononion,2278,Pseudononion,genus,,,,,82211,Nonionidae,288974,Foraminifera,212476,Rhizaria,,
Pseudoparrella,2282,Pseudoparrella,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Pseudopodosira,71266,Pseudopodosira,genus,69587,Bacillariophyceae,426789,Paraliales,434226,Pseudopodosiraceae,432613,Ochrophyta,,,,
Pseudopolymorphina,2290,Pseudopolymorphina,genus,428875,Nodosariata,429590,Polymorphinida,103764,Polymorphinidae,288974,Foraminifera,212476,Rhizaria,,
Pseudopyxilla,71219,Pseudopyxilla,genus,69587,Bacillariophyceae,,,,,432613,Ochrophyta,,,,
Pseudorocella,413527,Pseudorocella,genus,69590,Chrysophyceae,,,,,,,,,,
Pseudorutilaria,441949,Pseudorutilaria,genus,69587,Bacillariophyceae,426784,Hemiaulales,387088,Hemiaulaceae,432613,Ochrophyta,,,,
Pseudostaurosphaera,,,,,,,,,,,,,,,
Pseudostictodiscus,71267,Pseudostictodiscus,genus,69587,Bacillariophyceae,69588,Centrales,,,432613,Ochrophyta,,,,
