Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ lith. Abundance (%),MAJ lith ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1410C-16H-1-A,342,U1410,C,16,16-1,H,1,A,46,100,137.76,138.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,Abundant burrows and sulfide mottling throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-16H-1-A,342,U1410,C,16,16-1,H,1,A,100,150,138.3,138.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,Abundant burrows and sulfide mottling throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-16H-2-A,342,U1410,C,16,16-2,H,2,A,0,102,138.8,139.82,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,Abundant burrows and sulfide mottling throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-16H-2-A,342,U1410,C,16,16-2,H,2,A,102,150,139.82,140.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,Abundant burrows and sulfide mottling throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-16H-3-A,342,U1410,C,16,16-3,H,3,A,0,31,140.3,140.61,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,Abundant burrows and sulfide mottling throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-16H-3-A,342,U1410,C,16,16-3,H,3,A,31,77,140.61,141.07,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,Abundant burrows and sulfide mottling throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-16H-3-A,342,U1410,C,16,16-3,H,3,A,77,150,141.07,141.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,Abundant burrows and sulfide mottling throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-16H-4-A,342,U1410,C,16,16-4,H,4,A,0,150,141.8,143.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,Abundant burrows and sulfide mottling throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-16H-5-A,342,U1410,C,16,16-5,H,5,A,0,150,143.3,144.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,Abundant burrows and sulfide mottling throughout. DIsturbed by flow-in below 68cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-16H-6-A,342,U1410,C,16,16-6,H,6,A,0,150,144.8,146.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,Abundant burrows and sulfide mottling throughout. Disturbed by flow-in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-16H-7-A,342,U1410,C,16,16-7,H,7,A,0,63,146.3,146.93,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,Abundant burrows and sulfide mottling throughout. Disturbed by flow-in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-16H-CC-A,342,U1410,C,16,16-CC,H,CC,A,0,38,146.93,147.39,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,Abundant burrows and sulfide mottling throughout. Disturbed by flow-in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-17X-1-A,342,U1410,C,17,17-1,X,1,A,0,150,146.8,148.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,Greenish nannofossil clay are darkened by disseminated sulfied patches and layers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-17X-2-A,342,U1410,C,17,17-2,X,2,A,0,150,148.3,149.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,Greenish nannofossil clay are darkened by disseminated sulfied patches and layers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-17X-3-A,342,U1410,C,17,17-3,X,3,A,0,150,149.8,151.3,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1410C-17X-4-A,342,U1410,C,17,17-4,X,4,A,0,150,151.3,152.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-17X-5-A,342,U1410,C,17,17-5,X,5,A,0,150,152.8,154.3,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,0-48 cm: Greenish nannofossil clay are darkened by disseminated sulfied patches and layers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1410C-17X-6-A,342,U1410,C,17,17-6,X,6,A,0,103,154.3,155.33,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-17X-7-A,342,U1410,C,17,17-7,X,7,A,0,93,155.33,156.26,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1410C-17X-CC-A,342,U1410,C,17,17-CC,X,CC,A,0,30,156.26,156.62,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1410C-18X-1-A,342,U1410,C,18,18-1,X,1,A,0,150,156.4,157.9,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,Two disturbed intervals: 0-36 cm and 107-134 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1410C-18X-2-A,342,U1410,C,18,18-2,X,2,A,0,150,157.9,159.4,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-18X-3-A,342,U1410,C,18,18-3,X,3,A,0,150,159.4,160.9,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1410C-18X-4-A,342,U1410,C,18,18-4,X,4,A,0,150,160.9,162.4,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-18X-5-A,342,U1410,C,18,18-5,X,5,A,0,150,162.4,163.9,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1410C-18X-6-A,342,U1410,C,18,18-6,X,6,A,0,131,163.9,165.21,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-18X-7-A,342,U1410,C,18,18-7,X,7,A,0,56,165.21,165.77,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1410C-18X-CC-A,342,U1410,C,18,18-CC,X,CC,A,0,36,165.77,166.17,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,Disturbed section (cracks),,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-19X-1-A,342,U1410,C,19,19-1,X,1,A,0,150,166.0,167.5,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"moderate mottling (burrows traced by sulfide blebs)  , and thin greenish layers",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-19X-2-A,342,U1410,C,19,19-2,X,2,A,0,150,167.5,169.0,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"less mottled than section 1, greenish band with sharp top",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-19X-3-A,342,U1410,C,19,19-3,X,3,A,0,150,169.0,170.5,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"prominent blackish, sulfide patch at 64-65 cm< 100-104 cm bundle of thin greenish layers",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-19X-4-A,342,U1410,C,19,19-4,X,4,A,0,150,170.5,172.0,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-19X-5-A,342,U1410,C,19,19-5,X,5,A,0,150,172.0,173.5,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"thin greenish layers at 58, 63, 131, 141 cm, some of them show a sharp contact to the top; somewhat light interval between 90 and 115 cm, more mottled, CHondirtes",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-19X-6-A,342,U1410,C,19,19-6,X,6,A,0,150,173.5,175.0,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-19X-7-A,342,U1410,C,19,19-7,X,7,A,0,52,175.0,175.52,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,5-6 cm thin greenish layers,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-19X-CC-A,342,U1410,C,19,19-CC,X,CC,A,0,27,175.52,175.84,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-20X-1-A,342,U1410,C,20,20-1,X,1,A,0,150,175.6,177.1,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"more mottled at the top (down to 37 cm), burrows stained by sulfides",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-20X-2-A,342,U1410,C,20,20-2,X,2,A,0,60,177.1,177.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,heavily mottled,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-20X-2-A,342,U1410,C,20,20-2,X,2,A,60,150,177.7,178.6,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"only slightly mottled, distinct greenish interval between 100-106 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-20X-3-A,342,U1410,C,20,20-3,X,3,A,0,18,178.6,178.78,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-20X-3-A,342,U1410,C,20,20-3,X,3,A,18,96,178.78,179.56,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"more mottled than above and below in this section, nice Zoophycos burrows",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-20X-3-A,342,U1410,C,20,20-3,X,3,A,96,150,179.56,180.1,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,142 and 145 cm greenish layers,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-20X-4-A,342,U1410,C,20,20-4,X,4,A,0,150,180.1,181.6,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"well preserved burrows of Planolites and Chondrites: greenish burrows 21-22 cm, 91-92 cm, 95-96 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-20X-5-A,342,U1410,C,20,20-5,X,5,A,0,150,182.56,183.1,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,greenish layer at 92 cm and between 11-12 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-20X-6-A,342,U1410,C,20,20-6,X,6,A,0,141,183.1,184.51,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-20X-7-A,342,U1410,C,20,20-7,X,7,A,0,58,184.51,185.09,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-20X-CC-A,342,U1410,C,20,20-CC,X,CC,A,0,29,185.09,185.44,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-21X-1-A,342,U1410,C,21,21-1,X,1,A,0,150,185.2,186.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"mottling, sulfide stained bioturbation traces, greenish layer at 5-6 cm and 69 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-21X-2-A,342,U1410,C,21,21-2,X,2,A,0,150,186.7,188.2,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"mottling, sulfide stained bioturbation traces, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-21X-3-A,342,U1410,C,21,21-3,X,3,A,0,150,188.2,189.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"mottling, sulfide stained bioturbation traces, distinctive thin greenish layer at 106 and 109 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-21X-4-A,342,U1410,C,21,21-4,X,4,A,0,150,189.7,191.2,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"mottling, sulfide stained bioturbation traces, distinctive thin greenish layer at 36, 107, 108, and 123 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-21X-5-A,342,U1410,C,21,21-5,X,5,A,0,150,191.2,192.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"mottling, sulfide stained bioturbation traces, distinctive thin greenish layer at 25. 45. 70 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-21X-6-A,342,U1410,C,21,21-6,X,6,A,0,132,192.7,194.02,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5.0,,"less mottling, sulfide stained bioturbation traces less common, distinctive thin greenish layer 8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-21X-7-A,342,U1410,C,21,21-7,X,7,A,0,52,194.02,194.54,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5.0,,"less mottling, sulfide stained bioturbation traces less common",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-21X-CC-A,342,U1410,C,21,21-CC,X,CC,A,0,21,194.54,194.81,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5.0,,"less mottling, sulfide stained bioturbation traces less common",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-22X-1-A,342,U1410,C,22,22-1,X,1,A,0,56,194.8,195.36,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5.0,,greenish bands at 32 and 36.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-22X-1-A,342,U1410,C,22,22-1,X,1,A,56,83,195.36,195.63,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5.0,,moderately mottled,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-22X-1-A,342,U1410,C,22,22-1,X,1,A,83,150,195.63,196.3,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5.0,,greenish band at 110 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-22X-2-A,342,U1410,C,22,22-2,X,2,A,0,150,196.3,197.8,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5.0,,"Zoophycus biurrows, distinct thin greenish band at 127 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-22X-3-A,342,U1410,C,22,22-3,X,3,A,0,150,197.8,199.3,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-22X-4-A,342,U1410,C,22,22-4,X,4,A,0,150,199.3,200.8,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-22X-5-A,342,U1410,C,22,22-5,X,5,A,0,150,200.8,202.3,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-22X-6-A,342,U1410,C,22,22-6,X,6,A,0,111,202.3,203.41,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-22X-7-A,342,U1410,C,22,22-7,X,7,A,0,56,203.41,203.97,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-22X-CC-A,342,U1410,C,22,22-CC,X,CC,A,0,29,203.97,204.32,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-23X-1-A,342,U1410,C,23,23-1,X,1,A,0,150,204.4,205.9,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5.0,,"sulfide stained bioturbation traces occur throughout, Chondrites at the bottom of this section",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-23X-2-A,342,U1410,C,23,23-2,X,2,A,0,150,205.9,207.4,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Zoophycos burrows are well-developed, greenish layers are becoming more prominent",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-23X-3-A,342,U1410,C,23,23-3,X,3,A,0,150,207.4,208.9,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Zoophycos burrows are well-developed, greenish layers are becoming more prominent",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-23X-4-A,342,U1410,C,23,23-4,X,4,A,0,150,208.9,210.4,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Zoophycos burrows are well-developed, greenish layers are becoming more prominent",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-23X-5-A,342,U1410,C,23,23-5,X,5,A,0,150,210.4,211.9,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Zoophycos burrows are well-developed, greenish layers are becoming more prominent",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-23X-6-A,342,U1410,C,23,23-6,X,6,A,0,106,211.9,212.96,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5.0,,"Zoophycos only in the uppermost 18 cm, otherwise very homogenous, greenish layers at 87-91 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
