dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,44,48,11.54,11.58,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,48,51,11.58,11.61,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,51,52,11.61,11.62,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,52,66,11.62,11.76,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,66,69,11.76,11.79,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,69,87,11.79,11.97,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,87,92,11.97,12.02,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,92,106,12.02,12.16,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,106,111,12.16,12.21,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,111,121,12.21,12.31,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,121,150,12.31,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOIK,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,0,2,12.6,12.62,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,2,6,12.62,12.66,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,6,17,12.66,12.77,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,17,20,12.77,12.8,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,20,31,12.8,12.91,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,31,37,12.91,12.97,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,37,41,12.97,13.01,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,41,42,13.01,13.02,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,42,44,13.02,13.04,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,44,53,13.04,13.13,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,53,62,13.13,13.22,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,62,65,13.22,13.25,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,65,78,13.25,13.38,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,78,81,13.38,13.41,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,81,86,13.41,13.46,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,86,90,13.46,13.5,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,90,93,13.5,13.53,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,93,135,13.53,13.95,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,135,138,13.95,13.98,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-5-A,344,U1413,A,2,2-5,H,5,A,138,150,13.98,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413A-2H-6-A,344,U1413,A,2,2-6,H,6,A,0,5,14.1,14.15,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-6-A,344,U1413,A,2,2-6,H,6,A,5,6,14.15,14.16,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-6-A,344,U1413,A,2,2-6,H,6,A,6,30,14.16,14.4,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-6-A,344,U1413,A,2,2-6,H,6,A,30,35,14.4,14.45,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-6-A,344,U1413,A,2,2-6,H,6,A,35,46,14.45,14.56,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-6-A,344,U1413,A,2,2-6,H,6,A,46,58,14.56,14.68,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-6-A,344,U1413,A,2,2-6,H,6,A,58,72,14.68,14.82,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-6-A,344,U1413,A,2,2-6,H,6,A,72,77,14.82,14.87,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-6-A,344,U1413,A,2,2-6,H,6,A,77,90,14.87,15.0,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-6-A,344,U1413,A,2,2-6,H,6,A,90,92,15.0,15.02,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-6-A,344,U1413,A,2,2-6,H,6,A,92,105,15.02,15.15,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-6-A,344,U1413,A,2,2-6,H,6,A,105,109,15.15,15.19,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-6-A,344,U1413,A,2,2-6,H,6,A,109,110,15.19,15.2,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-6-A,344,U1413,A,2,2-6,H,6,A,110,112,15.2,15.22,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-6-A,344,U1413,A,2,2-6,H,6,A,112,119,15.22,15.29,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-6-A,344,U1413,A,2,2-6,H,6,A,119,124,15.29,15.34,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-6-A,344,U1413,A,2,2-6,H,6,A,124,135,15.34,15.45,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-6-A,344,U1413,A,2,2-6,H,6,A,135,150,15.45,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,HASH,,,
,344-U1413A-2H-7-A,344,U1413,A,2,2-7,H,7,A,0,2,15.6,15.62,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-7-A,344,U1413,A,2,2-7,H,7,A,2,5,15.62,15.65,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-7-A,344,U1413,A,2,2-7,H,7,A,5,36,15.65,15.96,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-7-A,344,U1413,A,2,2-7,H,7,A,36,40,15.96,16.0,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-7-A,344,U1413,A,2,2-7,H,7,A,40,54,16.0,16.14,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-7-A,344,U1413,A,2,2-7,H,7,A,54,57,16.14,16.17,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-7-A,344,U1413,A,2,2-7,H,7,A,57,64,16.17,16.24,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-7-A,344,U1413,A,2,2-7,H,7,A,64,66,16.24,16.26,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-7-A,344,U1413,A,2,2-7,H,7,A,66,68,16.26,16.28,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-7-A,344,U1413,A,2,2-7,H,7,A,68,71,16.28,16.31,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-7-A,344,U1413,A,2,2-7,H,7,A,71,77,16.31,16.37,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-CC-A,344,U1413,A,2,2-CC,H,CC,A,0,1,16.37,16.38,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-CC-A,344,U1413,A,2,2-CC,H,CC,A,1,6,16.38,16.43,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-CC-A,344,U1413,A,2,2-CC,H,CC,A,6,17,16.43,16.54,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-CC-A,344,U1413,A,2,2-CC,H,CC,A,17,19,16.54,16.56,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-CC-A,344,U1413,A,2,2-CC,H,CC,A,19,27,16.56,16.64,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-1-A,344,U1413,A,3,3-1,H,1,A,0,11,16.1,16.21,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-1-A,344,U1413,A,3,3-1,H,1,A,11,13,16.21,16.23,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-1-A,344,U1413,A,3,3-1,H,1,A,13,33,16.23,16.43,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,,,,,,
,344-U1413A-3H-1-A,344,U1413,A,3,3-1,H,1,A,33,38,16.43,16.48,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-1-A,344,U1413,A,3,3-1,H,1,A,38,43,16.48,16.53,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-1-A,344,U1413,A,3,3-1,H,1,A,43,44,16.53,16.54,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-1-A,344,U1413,A,3,3-1,H,1,A,44,47,16.54,16.57,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-1-A,344,U1413,A,3,3-1,H,1,A,47,52,16.57,16.62,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-1-A,344,U1413,A,3,3-1,H,1,A,52,68,16.62,16.78,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-1-A,344,U1413,A,3,3-1,H,1,A,68,70,16.78,16.8,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
