Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
371-U1510A-33X-1-A,50,60,292.3,292.4,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,33,X,1,A,,,,
371-U1510A-33X-1-A,60,67,292.4,292.47,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,33,X,1,A,,,,
371-U1510A-33X-2-A,0,22,292.57,292.79,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,33,X,2,A,,,,
371-U1510A-33X-2-A,22,27,292.79,292.84,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,33,X,2,A,,,,
371-U1510A-33X-2-A,27,55,292.84,293.12,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,33,X,2,A,,,,
371-U1510A-33X-2-A,55,60,293.12,293.17,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,33,X,2,A,,,,
371-U1510A-33X-2-A,60,77,293.17,293.34,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,33,X,2,A,,,,
371-U1510A-33X-CC-A,0,25,293.35,293.6,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,33,X,CC,A,,,,
371-U1510A-34X-1-A,0,10,301.4,301.5,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,34,X,1,A,,,,
371-U1510A-34X-1-A,10,69,301.5,302.09,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,34,X,1,A,,,,
371-U1510A-34X-1-A,69,74,302.09,302.14,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,34,X,1,A,,,,
371-U1510A-34X-1-A,74,121,302.14,302.61,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,34,X,1,A,,,,
371-U1510A-34X-2-A,0,13,302.61,302.74,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,34,X,2,A,,,,
371-U1510A-34X-2-A,13,17,302.74,302.78,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,34,X,2,A,,,,
371-U1510A-34X-2-A,17,21,302.78,302.82,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,34,X,2,A,,,,
371-U1510A-34X-2-A,21,24,302.82,302.85,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,34,X,2,A,,,,
371-U1510A-34X-2-A,24,49,302.85,303.1,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,34,X,2,A,,,,
371-U1510A-34X-2-A,49,56,303.1,303.17,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,34,X,2,A,,,,
371-U1510A-34X-2-A,56,82,303.17,303.43,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,34,X,2,A,,,,
371-U1510A-34X-CC-A,0,8,303.43,303.51,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,34,X,CC,A,,,,
371-U1510A-35X-1-A,0,104,311,312.04,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,35,X,1,A,,,,
371-U1510A-35X-1-A,104,110,312.04,312.1,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,35,X,1,A,,,,
371-U1510A-35X-1-A,110,150,312.1,312.5,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,35,X,1,A,,,,
371-U1510A-35X-2-A,0,121,312.5,313.71,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,35,X,2,A,,,,
371-U1510A-35X-2-A,121,125,313.71,313.75,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,35,X,2,A,,,,
371-U1510A-35X-3-A,0,61,313.9,314.51,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,35,X,3,A,,,,
371-U1510A-35X-3-A,61,67,314.51,314.57,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,35,X,3,A,,,,
371-U1510A-35X-3-A,67,107,314.57,314.97,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,35,X,3,A,,,,
371-U1510A-35X-4-A,0,58,314.97,315.55,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Thin cherty layer at 30-31 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,35,X,4,A,,,,
371-U1510A-35X-CC-A,0,19,315.55,315.74,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Thin cherty layer at 30-31 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,35,X,CC,A,,,,
371-U1510A-36X-1-A,0,15,320.7,320.85,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,very fine sand [W22_2],3,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,36,X,1,A,,,,
371-U1510A-36X-1-A,15,100,320.85,321.7,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,36,X,1,A,,,,
371-U1510A-36X-1-A,100,102,321.7,321.72,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,very fine sand [W22_2],3,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,36,X,1,A,,,,
371-U1510A-36X-1-A,102,130,321.72,322,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,36,X,1,A,,,,
371-U1510A-36X-1-A,130,133,322,322.03,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,very fine sand [W22_2],3,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,36,X,1,A,,,,
371-U1510A-36X-1-A,133,150,322.03,322.2,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,mm-scale black grain at ~108cm (apparently sponge clast),,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,36,X,1,A,,,,
371-U1510A-36X-2-A,0,60,322.2,322.8,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,mm-scale black thin lamina throughout section,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,36,X,2,A,,,,
371-U1510A-36X-CC-A,0,21,322.8,323.01,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,mm-scale black thin lamina throughout section,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,36,X,CC,A,,,,
371-U1510A-36X-CC-A,21,27,323.01,323.07,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,very fine sand [W22_2],3,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,36,X,CC,A,,,,
371-U1510A-37X-1-A,0,46,330.2,330.66,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5Y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,very thin black lamina at 10 and 35cm,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,37,X,1,A,,,,
371-U1510A-37X-1-A,46,49,330.66,330.69,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,very fine sand [W22_2],3,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,37,X,1,A,,,,
371-U1510A-37X-1-A,49,120,330.69,331.4,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5Y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,37,X,1,A,,,,
371-U1510A-37X-2-A,0,8,331.4,331.48,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,very fine sand [W22_2],3,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,37,X,2,A,,,,
371-U1510A-37X-2-A,8,63,331.48,332.03,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5Y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,37,X,2,A,,,,
371-U1510A-37X-CC-A,0,23,332.03,332.26,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5Y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,37,X,CC,A,,,,
371-U1510A-38X-1-A,0,30,339.7,340,,,,,nannofossil-rich [2014b],foraminiferal chalk,,nannofossil-rich foraminiferal chalk,,,2.5Y 7/1 (light gray),,parallel lamination,,,,fine sand [W22_2],4,,,absent,0,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1510,A,38,X,1,A,,,,
371-U1510A-38X-1-A,30,130,340,341,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5Y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,38,X,1,A,,,,
371-U1510A-38X-1-A,130,132,341,341.02,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,very fine sand [W22_2],3,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,38,X,1,A,,,,
371-U1510A-38X-1-A,132,150,341.02,341.2,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5Y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,38,X,1,A,,,,
371-U1510A-38X-2-A,0,137,341.2,342.57,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5Y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,38,X,2,A,,,,
371-U1510A-38X-2-A,137,145,342.57,342.65,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,very fine sand [W22_2],3,,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,38,X,2,A,,,,
371-U1510A-38X-2-A,145,150,342.65,342.7,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5Y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,38,X,2,A,,,,
371-U1510A-38X-3-A,0,139,342.7,344.09,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5Y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,38,X,3,A,,,,
371-U1510A-38X-4-A,0,129,344.2,345.49,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5Y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,38,X,4,A,,,,
371-U1510A-38X-CC-A,0,23,345.49,345.72,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,bioclasts,2.5Y 7/1 (light gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,38,X,CC,A,,,,
371-U1510A-39X-1-A,0,150,349.4,350.9,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,green laminae throughout section,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,39,X,1,A,,,,
371-U1510A-39X-2-A,0,150,350.9,352.4,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,green laminae throughout section. cm-scale black layers at 54 and 96cm,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,39,X,2,A,,,,
371-U1510A-39X-3-A,0,56,352.4,352.96,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,green laminae throughout section. cm-scale black layers at 54 and 96cm,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,39,X,3,A,,,,
371-U1510A-39X-3-A,56,61,352.96,353.01,,,,,,chert [USGS],,chert,,,5Y 2.5/1 (black),,,,,,,,,,absent,0,,,,,,,,,,,chert,chert,,,,371,U1510,A,39,X,3,A,,,,
371-U1510A-39X-3-A,61,150,353.01,353.9,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,green laminae throughout section. cm-scale black layers at 54 and 96cm,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,39,X,3,A,,,,
371-U1510A-39X-4-A,0,45,353.9,354.35,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,green laminae throughout section. cm-scale black layers at 54 and 96cm,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,39,X,4,A,,,,
371-U1510A-39X-4-A,45,56,354.35,354.46,,,,,,chert [USGS],,chert,,,5Y 2.5/1 (black),,,,,,,,,,absent,0,,,,,,,,,,,chert,chert,,,,371,U1510,A,39,X,4,A,,,,
371-U1510A-39X-4-A,56,150,354.46,355.4,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,,,,,absent,0,green laminae throughout section. cm-scale black layers at 54 and 96cm,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,39,X,4,A,,,,
371-U1510A-39X-5-A,0,88,355.4,356.28,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,,,,,absent,0,green laminae throughout section. cm-scale black layers at 54 and 96cm,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,39,X,5,A,,,,
371-U1510A-39X-5-A,88,91,356.28,356.31,,,,,cherty,limestone [USGS],,cherty limestone,,,2.5Y 6/1 (gray),,,,,,very fine sand [W22_2],3,,,absent,0,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,39,X,5,A,,,,
371-U1510A-39X-5-A,91,101,356.31,356.41,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,,,,,absent,0,green laminae throughout section. cm-scale black layers at 54 and 96cm,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,39,X,5,A,,,,
371-U1510A-39X-CC-A,0,9,356.41,356.5,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,,,,,absent,0,green laminae throughout section. cm-scale black layers at 54 and 96cm,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,39,X,CC,A,,,,
371-U1510A-40X-1-A,0,9,359,359.09,,,,,,chert [USGS],,chert,,,5Y 3/1 (very dark gray),,,,,,,,,,,,concoidal fracture,,,,,,,,,,chert,chert,,,,371,U1510,A,40,X,1,A,,,,
371-U1510A-40X-1-A,9,57,359.09,359.57,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,40,X,1,A,,,,
371-U1510A-40X-1-A,57,60,359.57,359.6,,,,,,chert [USGS],,chert,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,,,,,,chert,chert,,,,371,U1510,A,40,X,1,A,,,,
371-U1510A-40X-1-A,60,65,359.6,359.65,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,40,X,1,A,,,,
371-U1510A-40X-1-A,87,131,359.87,360.31,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,Chert fragments present,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,40,X,1,A,,,,
371-U1510A-40X-CC-A,0,15,360.31,360.46,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,40,X,CC,A,,,,
371-U1510A-41X-1-A,0,150,368.5,370,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,Pale green laminae throughout,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,41,X,1,A,,,,
371-U1510A-41X-2-A,0,150,370,371.5,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,Pale green laminae throughout,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,41,X,2,A,,,,
371-U1510A-41X-3-A,0,150,371.5,373,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,Pale green laminae throughout,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,41,X,3,A,,,,
371-U1510A-41X-4-A,0,140,373,374.4,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,Pale green laminae throughout,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,41,X,4,A,,,,
371-U1510A-41X-5-A,0,13,374.5,374.63,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,Pale green laminae throughout,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,41,X,5,A,,,,
371-U1510A-41X-5-A,13,18,374.63,374.68,,,,,,chert [USGS],,chert,,,5Y 2.5/1 (black),,,,,,,,,,absent,0,,,,,,,,,,,chert,chert,,,,371,U1510,A,41,X,5,A,,,,
371-U1510A-41X-5-A,18,71,374.68,375.21,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,Pale green laminae throughout,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,41,X,5,A,,,,
371-U1510A-41X-CC-A,0,19,375.21,375.4,,,,,,nannofossil chalk,with foraminifers [2014],nannofossil chalk with foraminifers,silicate minerals,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1510,A,41,X,CC,A,,,,
371-U1510A-42X-1-A,0,150,378.1,379.6,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,Pale green laminae throughout,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,42,X,1,A,,,,
371-U1510A-42X-2-A,0,150,379.6,381.1,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,Pale green laminae throughout,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,42,X,2,A,,,,
