Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File data,Extra Sample ID Data
339-U1387A-14X-4-A,339,U1387,A,14,14-4,X,4,A,35,65,117.95,118.25,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments.,100,100,,
339-U1387A-14X-4-A,339,U1387,A,14,14-4,X,4,A,65,88,118.25,118.48,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments.,100,100,,
339-U1387A-14X-4-A,339,U1387,A,14,14-4,X,4,A,88,106,118.48,118.66,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1387A-14X-4-A,339,U1387,A,14,14-4,X,4,A,106,150,118.66,119.1,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,Foraminifers and pyritized burrow fills present.,100,100,,
339-U1387A-14X-5-A,339,U1387,A,14,14-5,X,5,A,0,150,119.1,120.6,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,Foraminifers and pyritized burrow fills present.,100,100,,
339-U1387A-14X-6-A,339,U1387,A,14,14-6,X,6,A,0,122,120.6,121.82,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers and pyritized burrow fills present.",100,100,,
339-U1387A-14X-7-A,339,U1387,A,14,14-7,X,7,A,0,40,121.82,122.22,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers and pyritized burrow fills present.",100,100,,
339-U1387A-14X-7-A,339,U1387,A,14,14-7,X,7,A,40,80,122.22,122.62,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments.,100,100,,
339-U1387A-14X-CC-A,339,U1387,A,14,14-CC,X,CC,A,0,37,122.62,122.99,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments.,100,100,,
339-U1387A-15X-1-A,339,U1387,A,15,15-1,X,1,A,0,150,122.6,124.1,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-15X-2-A,339,U1387,A,15,15-2,X,2,A,0,65,124.1,124.75,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-15X-2-A,339,U1387,A,15,15-2,X,2,A,65,140,124.75,125.5,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,,,,,,sparse_339 [DB91],2,few [A48],,"Shell fragments, including corals and a bivalve.",100,100,,
339-U1387A-15X-2-A,339,U1387,A,15,15-2,X,2,A,140,150,125.5,125.6,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments and foraminifers present. Sparse pyritized burrow fills.,100,100,,
339-U1387A-15X-3-A,339,U1387,A,15,15-3,X,3,A,0,150,125.6,127.1,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments and foraminifers present. Sparse pyritized burrow fills.,100,100,,
339-U1387A-15X-4-A,339,U1387,A,15,15-4,X,4,A,0,150,127.1,128.6,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments and foraminifers present. Sparse pyritized burrow fills.,100,100,,
339-U1387A-15X-5-A,339,U1387,A,15,15-5,X,5,A,0,75,128.6,129.35,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments and foraminifers present. Sparse pyritized burrow fills.,100,100,,
339-U1387A-15X-5-A,339,U1387,A,15,15-5,X,5,A,75,85,129.35,129.45,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1387A-15X-5-A,339,U1387,A,15,15-5,X,5,A,75,150,129.35,130.1,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, pyritized burrows, and foraminifers present.",100,100,,
339-U1387A-15X-6-A,339,U1387,A,15,15-6,X,6,A,0,50,130.1,130.6,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, pyritized burrows, and foraminifers present.",100,100,,
339-U1387A-15X-6-A,339,U1387,A,15,15-6,X,6,A,50,70,130.6,130.8,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1387A-15X-6-A,339,U1387,A,15,15-6,X,6,A,70,122,130.8,131.32,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,present [A48],,Foraminifers and pyritized burrow fills present. Bivalve fragment at 102 cm.,100,100,,
339-U1387A-15X-7-A,339,U1387,A,15,15-7,X,7,A,0,75,131.32,132.07,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,Foraminifers and pyritized burrow fills present.,100,100,,
339-U1387A-15X-CC-A,339,U1387,A,15,15-CC,X,CC,A,0,36,132.07,132.43,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,Foraminifers and pyritized burrow fills present.,100,100,,
339-U1387A-16X-1-A,339,U1387,A,16,16-1,X,1,A,0,34,132.2,132.54,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments and foraminifers.,100,100,,
339-U1387A-16X-1-A,339,U1387,A,16,16-1,X,1,A,34,45,132.54,132.65,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 [DB91],2,,,Foraminifers common on split face of core.,100,100,,
339-U1387A-16X-1-A,339,U1387,A,16,16-1,X,1,A,45,137,132.65,133.57,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, especially at 73-77 cm.",100,100,,
339-U1387A-16X-2-A,339,U1387,A,16,16-2,X,2,A,0,7,133.57,133.64,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1387A-16X-2-A,339,U1387,A,16,16-2,X,2,A,7,150,133.64,135.07,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-16X-3-A,339,U1387,A,16,16-3,X,3,A,0,114,135.07,136.21,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-16X-3-A,339,U1387,A,16,16-3,X,3,A,114,150,136.21,136.57,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,Medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Slightly coarser that overlying and underlying nannofossil mud. Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-16X-4-A,339,U1387,A,16,16-4,X,4,A,0,64,136.57,137.21,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,Medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,"Slightly coarser that overlying and underlying nannofossil mud. Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-16X-4-A,339,U1387,A,16,16-4,X,4,A,64,150,137.21,138.07,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-16X-5-A,339,U1387,A,16,16-5,X,5,A,0,104,138.07,139.11,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-16X-5-A,339,U1387,A,16,16-5,X,5,A,104,150,139.11,139.57,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],," Slight fining-up in this bed.Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-16X-6-A,339,U1387,A,16,16-6,X,6,A,0,26,139.57,139.83,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 [DB91],2,rare [A48],," Slight fining-up in this bed.Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-16X-6-A,339,U1387,A,16,16-6,X,6,A,26,141,139.83,140.98,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-16X-7-A,339,U1387,A,16,16-7,X,7,A,0,57,140.98,141.55,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-16X-CC-A,339,U1387,A,16,16-CC,X,CC,A,0,26,141.55,141.81,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-17X-1-A,339,U1387,A,17,17-1,X,1,A,0,48,141.8,142.28,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-17X-1-A,339,U1387,A,17,17-1,X,1,A,48,144,142.28,143.24,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present. Sea urchin fragment at 124 cm.",100,100,,
339-U1387A-17X-1-A,339,U1387,A,17,17-1,X,1,A,144,150,143.24,143.3,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-17X-2-A,339,U1387,A,17,17-2,X,2,A,0,150,143.3,144.8,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-17X-3-A,339,U1387,A,17,17-3,X,3,A,0,150,144.8,146.3,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-17X-4-A,339,U1387,A,17,17-4,X,4,A,0,150,146.3,147.8,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Scaphopod fragment at 79 cm. Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-17X-5-A,339,U1387,A,17,17-5,X,5,A,0,150,147.8,149.3,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-17X-6-A,339,U1387,A,17,17-6,X,6,A,0,112,149.3,150.42,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-17X-7-A,339,U1387,A,17,17-7,X,7,A,0,60,150.42,151.02,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-17X-CC-A,339,U1387,A,17,17-CC,X,CC,A,0,31,151.02,151.33,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-18X-1-A,339,U1387,A,18,18-1,X,1,A,0,150,151.3,152.8,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-18X-2-A,339,U1387,A,18,18-2,X,2,A,0,150,152.8,154.3,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-18X-3-A,339,U1387,A,18,18-3,X,3,A,0,150,154.3,155.8,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-18X-4-A,339,U1387,A,18,18-4,X,4,A,0,150,155.8,157.3,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-18X-5-A,339,U1387,A,18,18-5,X,5,A,0,102,157.3,158.32,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-18X-6-A,339,U1387,A,18,18-6,X,6,A,0,56,158.32,158.88,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-18X-CC-A,339,U1387,A,18,18-CC,X,CC,A,0,47,158.88,159.35,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-19X-1-A,339,U1387,A,19,19-1,X,1,A,0,150,160.9,162.4,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-19X-2-A,339,U1387,A,19,19-2,X,2,A,0,150,162.4,163.9,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-19X-3-A,339,U1387,A,19,19-3,X,3,A,0,104,163.9,164.94,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,few [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-19X-3-A,339,U1387,A,19,19-3,X,3,A,104,150,164.94,165.4,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-19X-4-A,339,U1387,A,19,19-4,X,4,A,0,7,165.4,165.47,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-19X-4-A,339,U1387,A,19,19-4,X,4,A,7,150,165.47,166.9,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,few [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-19X-5-A,339,U1387,A,19,19-5,X,5,A,0,150,166.9,168.4,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,few [A48],," Shell fragments, foraminifers, and pyritized burrow fills present. large burrow at 70 cm.",100,100,,
339-U1387A-19X-6-A,339,U1387,A,19,19-6,X,6,A,0,84,168.4,169.24,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,few [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
