Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLAST,GRAVEL SIZE CLAST.1,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
323-U1341A-34H-3-A,323,U1341,A,34,34-3,H,3,A,12,140,302.82,304.1,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-34H-3-A,323,U1341,A,34,34-3,H,3,A,140,150,304.1,304.2,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-34H-4-A,323,U1341,A,34,34-4,H,4,A,0,40,304.2,304.6,diatom ooze,Leg 323,,diatom ooze,20.0,,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-34H-4-A,323,U1341,A,34,34-4,H,4,A,0,40,304.2,304.6,diatom ooze,Leg 323,,diatom ooze,80.0,,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-34H-4-A,323,U1341,A,34,34-4,H,4,A,40,42,304.6,304.62,fine-ashy silt,Leg 323,authigenic-carbonate-bearing,authigenic-carbonate-bearing fine-ashy silt,,,4/N,,,,,,,,,,,,,,,,
323-U1341A-34H-4-A,323,U1341,A,34,34-4,H,4,A,42,150,304.62,305.7,diatom ooze,Leg 323,,diatom ooze,40.0,,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-34H-4-A,323,U1341,A,34,34-4,H,4,A,42,150,304.62,305.7,diatom ooze,Leg 323,,diatom ooze,60.0,,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-34H-5-A,323,U1341,A,34,34-5,H,5,A,0,150,305.7,307.2,diatom ooze,Leg 323,,diatom ooze,40.0,,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-34H-5-A,323,U1341,A,34,34-5,H,5,A,0,150,305.7,307.2,diatom ooze,Leg 323,,diatom ooze,60.0,,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-34H-6-A,323,U1341,A,34,34-6,H,6,A,0,140,307.2,308.6,diatom ooze,Leg 323,,diatom ooze,40.0,,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-34H-6-A,323,U1341,A,34,34-6,H,6,A,0,140,307.2,308.6,diatom ooze,Leg 323,,diatom ooze,60.0,,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-34H-6-A,323,U1341,A,34,34-6,H,6,A,140,150,308.6,308.7,diatom ooze,Leg 323,authigenic-carbonate-bearing,authigenic-carbonate-bearing diatom ooze,,,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-34H-7-A,323,U1341,A,34,34-7,H,7,A,0,4,308.7,308.74,diatom ooze,Leg 323,authigenic-carbonate-bearing,authigenic-carbonate-bearing diatom ooze,,,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-34H-7-A,323,U1341,A,34,34-7,H,7,A,4,13,308.74,308.83,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-34H-7-A,323,U1341,A,34,34-7,H,7,A,13,63,308.83,309.33,diatom ooze,Leg 323,,diatom ooze,50.0,,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-34H-7-A,323,U1341,A,34,34-7,H,7,A,13,63,308.83,309.33,diatom ooze,Leg 323,,diatom ooze,50.0,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-34H-CC-A,323,U1341,A,34,34-CC,H,CC,A,0,20,309.32,309.52,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-35H-1-A,323,U1341,A,35,35-1,H,1,A,0,10,309.2,309.3,diatom ooze,Leg 323,,diatom ooze,50.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-35H-1-A,323,U1341,A,35,35-1,H,1,A,0,10,309.2,309.3,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,dolostone,50.0,soft,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-35H-1-A,323,U1341,A,35,35-1,H,1,A,10,150,309.3,310.7,diatom ooze,Leg 323,,diatom ooze,30.0,soft,5Y 7/2,,,,,,,,,,,,,,,,
323-U1341A-35H-1-A,323,U1341,A,35,35-1,H,1,A,10,150,309.3,310.7,diatom ooze,Leg 323,,diatom ooze,70.0,soft,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-35H-2-A,323,U1341,A,35,35-2,H,2,A,0,40,310.7,311.1,diatom ooze,Leg 323,,diatom ooze,30.0,soft,5Y 7/2,,,,,,,,,,,,,,,,
323-U1341A-35H-2-A,323,U1341,A,35,35-2,H,2,A,0,40,310.7,311.1,diatom ooze,Leg 323,,diatom ooze,70.0,soft,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-35H-2-A,323,U1341,A,35,35-2,H,2,A,40,150,311.1,312.2,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-35H-3-A,323,U1341,A,35,35-3,H,3,A,0,150,312.2,313.7,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-35H-4-A,323,U1341,A,35,35-4,H,4,A,0,80,313.7,314.5,diatom ooze,Leg 323,,diatom ooze,50.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-35H-4-A,323,U1341,A,35,35-4,H,4,A,0,80,313.7,314.5,diatom ooze,Leg 323,,diatom ooze,50.0,soft,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-35H-4-A,323,U1341,A,35,35-4,H,4,A,80,95,314.5,314.65,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-35H-4-A,323,U1341,A,35,35-4,H,4,A,95,101,314.65,314.71,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",diatom-rich,diatom-rich fine ash,60.0,soft,5Y 7/1,,,,,,,,,,,,,,,,
323-U1341A-35H-4-A,323,U1341,A,35,35-4,H,4,A,101,150,314.71,315.2,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-35H-5-A,323,U1341,A,35,35-5,H,5,A,0,84,315.2,316.04,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-35H-5-A,323,U1341,A,35,35-5,H,5,A,84,129,316.04,316.49,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-35H-5-A,323,U1341,A,35,35-5,H,5,A,129,150,316.49,316.7,diatom ooze,Leg 323,,diatom ooze,50.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-35H-5-A,323,U1341,A,35,35-5,H,5,A,129,150,316.49,316.7,diatom ooze,Leg 323,,diatom ooze,50.0,soft,10Y 6/1,,,,,,,,,,,,,,,,
323-U1341A-35H-6-A,323,U1341,A,35,35-6,H,6,A,0,150,316.7,318.2,diatom ooze,Leg 323,,diatom ooze,50.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-35H-6-A,323,U1341,A,35,35-6,H,6,A,0,150,316.7,318.2,diatom ooze,Leg 323,,diatom ooze,50.0,soft,10Y 6/1,,,,,,,,,,,,,,,,
323-U1341A-35H-7-A,323,U1341,A,35,35-7,H,7,A,0,61,318.2,318.81,diatom ooze,Leg 323,,diatom ooze,50.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-35H-7-A,323,U1341,A,35,35-7,H,7,A,0,61,318.2,318.81,diatom ooze,Leg 323,,diatom ooze,50.0,soft,10Y 6/1,,,,,,,,,,,,,,,,
323-U1341A-36H-1-A,323,U1341,A,36,36-1,H,1,A,0,118,318.7,319.88,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-36H-1-A,323,U1341,A,36,36-1,H,1,A,118,150,319.88,320.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-36H-2-A,323,U1341,A,36,36-2,H,2,A,0,30,320.2,320.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-36H-2-A,323,U1341,A,36,36-2,H,2,A,30,135,320.5,321.55,diatom ooze,Leg 323,,diatom ooze,40.0,soft,5Y 7/2,,,,,,,,,,,,,,,,
323-U1341A-36H-2-A,323,U1341,A,36,36-2,H,2,A,30,135,320.5,321.55,diatom ooze,Leg 323,,diatom ooze,60.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-36H-2-A,323,U1341,A,36,36-2,H,2,A,135,140,321.55,321.6,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 8/1,,,,,,,,,,,,,,,,
323-U1341A-36H-2-A,323,U1341,A,36,36-2,H,2,A,140,150,321.6,321.7,diatom ooze,Leg 323,,diatom ooze,40.0,soft,5Y 7/2,,,,,,,,,,,,,,,,
323-U1341A-36H-2-A,323,U1341,A,36,36-2,H,2,A,140,150,321.6,321.7,diatom ooze,Leg 323,,diatom ooze,60.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-36H-3-A,323,U1341,A,36,36-3,H,3,A,0,76,321.7,322.46,diatom ooze,Leg 323,,diatom ooze,40.0,soft,5Y 7/2,,,,,,,,,,,,,,,,
323-U1341A-36H-3-A,323,U1341,A,36,36-3,H,3,A,0,76,321.7,322.46,diatom ooze,Leg 323,,diatom ooze,60.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-36H-3-A,323,U1341,A,36,36-3,H,3,A,76,90,322.46,322.6,diatom ooze,Leg 323,,diatom ooze,10.0,soft,5G 4/1,,,,,,,,,,,,,,,,
323-U1341A-36H-3-A,323,U1341,A,36,36-3,H,3,A,76,90,322.46,322.6,diatom ooze,Leg 323,,diatom ooze,20.0,soft,5Y 7/1,,,,,,,,,,,,,,,,
323-U1341A-36H-3-A,323,U1341,A,36,36-3,H,3,A,76,90,322.46,322.6,diatom ooze,Leg 323,,diatom ooze,70.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-36H-3-A,323,U1341,A,36,36-3,H,3,A,90,150,322.6,323.2,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-36H-4-A,323,U1341,A,36,36-4,H,4,A,0,40,323.2,323.6,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-36H-4-A,323,U1341,A,36,36-4,H,4,A,40,80,323.6,324.0,diatom ooze,Leg 323,,diatom ooze,,soft,5G 4/1,,,,,,,,,,,,,,,,
323-U1341A-36H-4-A,323,U1341,A,36,36-4,H,4,A,80,150,324.0,324.7,diatom ooze,Leg 323,,diatom ooze,50.0,soft,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-36H-4-A,323,U1341,A,36,36-4,H,4,A,80,150,324.0,324.7,diatom ooze,Leg 323,,diatom ooze,50.0,soft,5Y 6/3,,,,,,,,,,,,,,,,
323-U1341A-36H-5-A,323,U1341,A,36,36-5,H,5,A,0,40,324.7,325.1,diatom ooze,Leg 323,,diatom ooze,50.0,soft,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-36H-5-A,323,U1341,A,36,36-5,H,5,A,0,40,324.7,325.1,diatom ooze,Leg 323,,diatom ooze,50.0,soft,5Y 6/3,,,,,,,,,,,,,,,,
323-U1341A-36H-5-A,323,U1341,A,36,36-5,H,5,A,40,136,325.1,326.06,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-36H-5-A,323,U1341,A,36,36-5,H,5,A,136,139,326.06,326.09,diatom ooze,"International Union of Geological Sciences-Le Maitre, 1989",,diatom ooze,,soft,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-36H-5-A,323,U1341,A,36,36-5,H,5,A,139,150,326.09,326.2,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-36H-6-A,323,U1341,A,36,36-6,H,6,A,0,120,326.2,327.4,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-36H-7-A,323,U1341,A,36,36-7,H,7,A,0,53,327.4,327.93,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-36H-CC-A,323,U1341,A,36,36-CC,H,CC,A,0,26,327.93,328.19,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-37H-1-A,323,U1341,A,37,37-1,H,1,A,0,150,328.2,329.7,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-37H-2-A,323,U1341,A,37,37-2,H,2,A,0,80,329.7,330.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-37H-2-A,323,U1341,A,37,37-2,H,2,A,80,150,330.5,331.2,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-37H-3-A,323,U1341,A,37,37-3,H,3,A,0,135,331.2,332.55,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-37H-CC-A,323,U1341,A,37,37-CC,H,CC,A,0,26,332.55,332.81,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-38H-1-A,323,U1341,A,38,38-1,H,1,A,0,15,332.7,332.85,diatom ooze,Leg 323,,diatom ooze,80.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-38H-1-A,323,U1341,A,38,38-1,H,1,A,0,15,332.7,332.85,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,dolostone,20.0,hard,5Y 7/2,,,,,,,,,,,,,,,,
323-U1341A-38H-1-A,323,U1341,A,38,38-1,H,1,A,15,150,332.85,334.2,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-38H-2-A,323,U1341,A,38,38-2,H,2,A,0,150,334.2,335.7,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-38H-3-A,323,U1341,A,38,38-3,H,3,A,0,150,335.7,337.2,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-38H-4-A,323,U1341,A,38,38-4,H,4,A,0,70,337.2,337.9,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-38H-4-A,323,U1341,A,38,38-4,H,4,A,70,100,337.9,338.2,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-38H-4-A,323,U1341,A,38,38-4,H,4,A,100,110,338.2,338.3,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-38H-4-A,323,U1341,A,38,38-4,H,4,A,110,150,338.3,338.7,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-38H-5-A,323,U1341,A,38,38-5,H,5,A,0,65,338.7,339.35,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-38H-5-A,323,U1341,A,38,38-5,H,5,A,65,100,339.35,339.7,diatom ooze,Leg 323,,diatom ooze,30.0,soft,5Y 7/1,,,,,,,,,,,,,,,,
323-U1341A-38H-5-A,323,U1341,A,38,38-5,H,5,A,65,100,339.35,339.7,diatom ooze,Leg 323,,diatom ooze,70.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-38H-5-A,323,U1341,A,38,38-5,H,5,A,100,150,339.7,340.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-38H-6-A,323,U1341,A,38,38-6,H,6,A,0,38,340.2,340.58,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-38H-6-A,323,U1341,A,38,38-6,H,6,A,38,60,340.58,340.8,diatom ooze,Leg 323,,diatom ooze,50.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-38H-6-A,323,U1341,A,38,38-6,H,6,A,38,60,340.58,340.8,diatom ooze,Leg 323,,diatom ooze,50.0,soft,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-38H-6-A,323,U1341,A,38,38-6,H,6,A,60,130,340.8,341.5,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-38H-7-A,323,U1341,A,38,38-7,H,7,A,0,58,341.5,342.08,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-38H-CC-A,323,U1341,A,38,38-CC,H,CC,A,0,18,342.08,342.26,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-39H-1-A,323,U1341,A,39,39-1,H,1,A,0,150,342.2,343.7,diatom ooze,Leg 323,,diatom ooze,,stiff,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-39H-2-A,323,U1341,A,39,39-2,H,2,A,0,150,343.7,345.2,diatom ooze,Leg 323,,diatom ooze,,stiff,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-39H-3-A,323,U1341,A,39,39-3,H,3,A,0,150,345.2,346.7,diatom ooze,Leg 323,,diatom ooze,,stiff,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-39H-4-A,323,U1341,A,39,39-4,H,4,A,0,150,346.7,348.2,diatom ooze,Leg 323,,diatom ooze,,stiff,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-39H-5-A,323,U1341,A,39,39-5,H,5,A,0,56,348.2,348.76,diatom ooze,Leg 323,,diatom ooze,,stiff,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-39H-5-A,323,U1341,A,39,39-5,H,5,A,56,80,348.76,349.0,diatom ooze,Leg 323,,diatom ooze,30.0,stiff,5Y 7/2,,,,,,,,,,,,,,,,
323-U1341A-39H-5-A,323,U1341,A,39,39-5,H,5,A,56,80,348.76,349.0,diatom ooze,Leg 323,,diatom ooze,70.0,stiff,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-39H-5-A,323,U1341,A,39,39-5,H,5,A,80,120,349.0,349.4,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-39H-5-A,323,U1341,A,39,39-5,H,5,A,120,150,349.4,349.7,diatom ooze,Leg 323,,diatom ooze,30.0,stiff,5Y 7/2,,,,,,,,,,,,,,,,
323-U1341A-39H-5-A,323,U1341,A,39,39-5,H,5,A,120,150,349.4,349.7,diatom ooze,Leg 323,,diatom ooze,70.0,stiff,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-39H-6-A,323,U1341,A,39,39-6,H,6,A,0,83,349.7,350.53,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-39H-6-A,323,U1341,A,39,39-6,H,6,A,83,106,350.53,350.76,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-39H-6-A,323,U1341,A,39,39-6,H,6,A,106,150,350.76,351.2,diatom ooze,Leg 323,,diatom ooze,10.0,stiff,5Y 7/3,,,,,,,,,,,,,,,,
323-U1341A-39H-6-A,323,U1341,A,39,39-6,H,6,A,106,150,350.76,351.2,diatom ooze,Leg 323,,diatom ooze,90.0,stiff,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-39H-7-A,323,U1341,A,39,39-7,H,7,A,0,60,351.2,351.8,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-39H-CC-A,323,U1341,A,39,39-CC,H,CC,A,0,23,351.8,352.03,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-40H-1-A,323,U1341,A,40,40-1,H,1,A,0,150,351.7,353.2,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-40H-2-A,323,U1341,A,40,40-2,H,2,A,0,150,353.2,354.7,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-40H-3-A,323,U1341,A,40,40-3,H,3,A,0,110,354.7,355.8,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-40H-3-A,323,U1341,A,40,40-3,H,3,A,110,130,355.8,356.0,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-40H-4-A,323,U1341,A,40,40-4,H,4,A,0,33,356.0,356.33,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-40H-4-A,323,U1341,A,40,40-4,H,4,A,33,52,356.33,356.52,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-40H-CC-A,323,U1341,A,40,40-CC,H,CC,A,0,4,356.52,356.56,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 7/2,,,,,,,,,,,,,,,,
323-U1341A-40H-CC-A,323,U1341,A,40,40-CC,H,CC,A,4,26,356.56,356.78,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-41H-1-A,323,U1341,A,41,41-1,H,1,A,0,8,356.2,356.28,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 6/3,,,,,,,,,,,,,,,,
323-U1341A-41H-1-A,323,U1341,A,41,41-1,H,1,A,8,76,356.28,356.96,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 6/3,,,,,,,,,,,,,,,,
323-U1341A-41H-1-A,323,U1341,A,41,41-1,H,1,A,76,82,356.96,357.02,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-41H-1-A,323,U1341,A,41,41-1,H,1,A,82,150,357.02,357.7,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 6/3,,,,,,,,,,,,,,,,
323-U1341A-41H-2-A,323,U1341,A,41,41-2,H,2,A,0,60,357.7,358.3,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 6/3,,,,,,,,,,,,,,,,
323-U1341A-41H-2-A,323,U1341,A,41,41-2,H,2,A,60,69,358.3,358.39,diatom ooze,Leg 323,,diatom ooze,40.0,stiff,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-41H-2-A,323,U1341,A,41,41-2,H,2,A,60,69,358.3,358.39,diatom ooze,Leg 323,,diatom ooze,60.0,stiff,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-41H-2-A,323,U1341,A,41,41-2,H,2,A,69,90,358.39,358.6,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-41H-2-A,323,U1341,A,41,41-2,H,2,A,90,119,358.6,358.89,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-41H-CC-A,323,U1341,A,41,41-CC,H,CC,A,0,22,358.89,359.11,diatom ooze,Leg 323,,diatom ooze,,stiff,5Y 4/2,,,,,,,,,,,,,,,,
