Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
341-U1417C-24H-2-A,341,U1417,C,24,24-2,H,2,A,92.0,150.0,199.42,200.0,biosiliceous bearing,mud [Leg210],with mud [Leg339],biosiliceous bearing mud  with mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"- biosiliceous mud with muddy intervals
- some dark grey greenish grey (5GY 3/1)
- few black mottles",,,,,,,,,
341-U1417C-24H-3-A,341,U1417,C,24,24-3,H,3,A,0.0,30.0,200.0,200.3,biosiliceous bearing,mud [Leg210],with mud [Leg339],biosiliceous bearing mud  with mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],3,,,,,,,,,,"- biosiliceous mud with muddy intervals
- very dark greenish grey (5GY 3/1): 22.5 24
- few black mottles",,,,,,,,,
341-U1417C-24H-3-A,341,U1417,C,24,24-3,H,3,A,30.0,131.0,200.3,201.31,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],8,,,,,,,,,,"- some slight colour variations
- some black mottles",,,,,,,,,
341-U1417C-24H-3-A,341,U1417,C,24,24-3,H,3,A,131.0,150.0,201.31,201.5,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"- mud with interbedded very fine patches and strata (partly discontinuous)
- slight colour variations to more greyish and greenish
- very-fine sand patches are greenish grey (10Y 5/1)
- sand patches have sharp upper and lower boundaries -> partly bioturbated up and down into mud
- some black mottles",,,,,,,,,
341-U1417C-24H-4-A,341,U1417,C,24,24-4,H,4,A,0.0,140.0,201.5,202.9,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- mud with interbedded very fine patches and strata (partly discontinuous)
- slight colour variations to more greyish and greenish
- very-fine sand patches are greenish grey (10Y 5/1)
- sand patches have sharp upper and lower boundaries -> partly bioturbated up and down into mud
- some black mottles
- clast at 54 cm: 1 cm diameter, well-rounded (in working half)

- DOWN-CORE COLOUR TRANSITION TO N4",,,,,,,,,
341-U1417C-24H-4-A,341,U1417,C,24,24-4,H,4,A,140.0,150.0,202.9,203.0,,,,,,,,,,,,,,,,,,,,,,Sample (IW),,,,,,,,,
341-U1417C-24H-5-A,341,U1417,C,24,24-5,H,5,A,0.0,150.0,203.0,204.5,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- mud with interbedded very fine patches and strata (partly discontinuous)
- slight colour variations to more greyish and greenish
- very-fine sand patches are greenish grey (10Y 5/1)
- sand patches have sharp upper and lower boundaries -> partly bioturbated up and down into mud
- some black mottles",,,,,,,,,
341-U1417C-24H-6-A,341,U1417,C,24,24-6,H,6,A,0.0,140.0,204.5,205.9,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,"- mud with interbedded very fine patches and strata (partly discontinuous)
- slight colour variations to more greyish and greenish
- very-fine sand patches are greenish grey (10Y 5/1)
- sand patches have sharp upper and lower boundaries -> partly bioturbated up and down into mud
- some black mottles
- clast from 14-19: well-rounded sandstone (well cemented); 5 cm diameter; cut and both parts in work half",,,,,,,,,
341-U1417C-24H-CC-A,341,U1417,C,24,24-CC,H,CC,A,0.0,27.0,205.9,206.17,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- cracks at 10, 24 and 27 cm",,,,,,,,,
341-U1417C-25H-1-A,341,U1417,C,25,25-1,H,1,A,0.0,128.0,206.2,207.48,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],9,,,,,,,,,,slight color variations to more greenish-grey; few black mottles; patches and discontinuous strata of lighter silt,,,,,,,,,
341-U1417C-25H-1-A,341,U1417,C,25,25-1,H,1,A,128.0,131.0,207.48,207.51,,,,,,,,,,,,,,,,,,,,,,void,,,,,,,,,
341-U1417C-25H-2-A,341,U1417,C,25,25-2,H,2,A,0.0,65.0,207.51,208.16,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,mud with biosiliceous bearing intervals; slight color variations to more greenish-grey; few black mottles; patches and discontinuous strata of lighter silt @ 57.5 - 58.5; 75.5 - 77.5 with sharp & irregular boundaries,,,,,,,,,
341-U1417C-25H-2-A,341,U1417,C,25,25-2,H,2,A,65.0,150.0,208.16,209.01,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,65 cm downward slight change in color but not lithology (possibly more biosiliceous bearing mud and higher bioturbation,,,,,,,,,
341-U1417C-25H-3-A,341,U1417,C,25,25-3,H,3,A,0.0,139.0,209.01,210.4,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],5,,,,,,,,,,"mud with biosiliceous bearing intervals; slight color variations to more greenish-grey; few black mottles; dark greenish-grey interval between 126 - 128 cm; scattered patches and strata of dark grey (5Y 4/1) silt/very fine sand (sharp boundaries
",,,,,,,,,
341-U1417C-25H-3-A,341,U1417,C,25,25-3,H,3,A,139.0,150.0,210.4,210.51,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,,,,
341-U1417C-25H-4-A,341,U1417,C,25,25-4,H,4,A,0.0,1.0,210.51,210.52,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-25H-4-A,341,U1417,C,25,25-4,H,4,A,1.0,21.0,210.52,210.72,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,clast @ 5 cm = subangular red metaclay/siltstone (1.5 cm),,,,,,,,,
341-U1417C-25H-4-A,341,U1417,C,25,25-4,H,4,A,21.0,23.0,210.72,210.74,,sand [Leg210],,sand ,,,,5Y 5/1 (gray),,,,,,,,,,,,,,fine sand with sharp and irregular upper boundary,sharp contact,irregular,,,,,,,
341-U1417C-25H-4-A,341,U1417,C,25,25-4,H,4,A,23.0,150.0,210.74,212.01,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],8,,,,,,,,,,from 100 cm to 150 cm sand patches (due to suck in),,,,,,,,,
341-U1417C-25H-5-A,341,U1417,C,25,25-5,H,5,A,0.0,100.0,212.01,213.01,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],3,,,,,,,,,,dispersed patches of fine sand due to suck in,,,,,,,,,
341-U1417C-25H-6-A,341,U1417,C,25,25-6,H,6,A,0.0,60.0,213.01,213.61,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,dispersed patches of fine sand due to suck in,,,,,,,,,
341-U1417C-25H-CC-A,341,U1417,C,25,25-CC,H,CC,A,0.0,11.5,213.64,213.755,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-25H-CC-A,341,U1417,C,25,25-CC,H,CC,A,11.5,16.0,213.755,213.8,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,,
341-U1417C-26H-1-A,341,U1417,C,26,26-1,H,1,A,0.0,150.0,213.8,215.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,intervals of silt to very fine sand; coarser intervals are dark grey (5Y 4/1); sharp (sometimes gradational) upper boundaries (see barrel sheet for locations of silt/sand beds),sharp contact,irregular,,,,,,,
341-U1417C-26H-2-A,341,U1417,C,26,26-2,H,2,A,0.0,139.0,215.3,216.69,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,intervals of silt to very fine sand; coarser intervals are dark grey (5Y 4/1); sharp (sometimes gradational) upper boundaries; strata thickness generally < 5 cm,sharp contact,irregular,,,,,,,
341-U1417C-26H-2-A,341,U1417,C,26,26-2,H,2,A,139.0,150.0,216.69,216.8,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,,,,
341-U1417C-26H-3-A,341,U1417,C,26,26-3,H,3,A,0.0,133.0,216.8,218.13,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,intervals of silt to very fine sand; coarser intervals are dark grey (5Y 4/1); sharp (sometimes gradational) upper boundaries; strata thickness generally < 5 cm,sharp contact,irregular,,,,,,,
341-U1417C-26H-CC-A,341,U1417,C,26,26-CC,H,CC,A,0.0,24.0,218.13,218.37,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,intervals of silt to very fine sand; coarser intervals are dark grey (5Y 4/1); sharp (sometimes gradational) upper boundaries; strata thickness generally < 5 cm,,,,,,,,,
341-U1417C-26H-CC-A,341,U1417,C,26,26-CC,H,CC,A,24.0,30.0,218.37,218.43,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,,
341-U1417C-27H-1-A,341,U1417,C,27,27-1,H,1,A,0.0,140.0,218.5,219.9,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"silty, very fine sand strata (N4 to dark grey 5Y 4/1); sharp (sometimes gradational) upper boundaries; strata thickness < 5 cm; rare coarser patches; few bacl mottles",,,,,,,,,
341-U1417C-27H-2-A,341,U1417,C,27,27-2,H,2,A,0.0,12.5,219.9,220.025,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"silty, very fine sand strata (N4 to dark grey 5Y 4/1); sharp (sometimes gradational) upper boundaries; strata thickness < 5 cm; rare coarser patches; few bacl mottles",,,,,,,,,
341-U1417C-27H-2-A,341,U1417,C,27,27-2,H,2,A,12.5,14.0,220.025,220.04,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,7.5YR 5/1 (gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-27H-2-A,341,U1417,C,27,27-2,H,2,A,14.0,16.0,220.04,220.06,,clay [Leg210],,clay ,,,,N 4 (dark gray),,,,,,,,,,,,,,"compacted clay, partly breaking apart; diagenetic ",,,,,,,,,
341-U1417C-27H-2-A,341,U1417,C,27,27-2,H,2,A,16.0,150.0,220.06,221.4,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"silty, very fine sand strata (N4 to dark grey 5Y 4/1); sharp (sometimes gradational) upper boundaries; strata thickness < 5 cm; rare coarser patches; few bacl mottles",,,,,,,,,
341-U1417C-27H-3-A,341,U1417,C,27,27-3,H,3,A,0.0,79.0,221.4,222.19,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],6,,,,,,,,,,"silty, very fine sand strata (N4 to dark grey 5Y 4/1); sharp (sometimes gradational) upper boundaries; strata thickness < 5 cm; rare coarser patches; few bacl mottles",,,,,,,,,
341-U1417C-27H-3-A,341,U1417,C,27,27-3,H,3,A,79.0,83.0,222.19,222.23,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,,
341-U1417C-28H-1-A,341,U1417,C,28,28-1,H,1,A,0.0,25.0,222.2,222.45,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,silt/very fine sand strata (N4 to 5Y 4/1) with sharp (sometimes gradational) upper boundaries,sharp contact,irregular,,,,,,,
341-U1417C-28H-1-A,341,U1417,C,28,28-1,H,1,A,25.0,45.0,222.45,222.65,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,very similar texture as seen in diatom oozes (but almost barren of any biosiliceous components),gradational contact,irregular,,,,,,,
341-U1417C-28H-1-A,341,U1417,C,28,28-1,H,1,A,45.0,87.0,222.65,223.07,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,silt/very fine sand strata (N4 to 5Y 4/1) with sharp (sometimes gradational) upper boundaries; contains coarser strata,sharp contact,irregular,,,,,,,
341-U1417C-28H-2-A,341,U1417,C,28,28-2,H,2,A,0.0,61.0,223.07,223.68,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,silt/very fine sand strata (N4 to 5Y 4/1) with sharp (sometimes gradational) upper boundaries; with some coarser material,,,,,,,,,
341-U1417C-28H-CC-A,341,U1417,C,28,28-CC,H,CC,A,0.0,20.0,223.68,223.88,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,silt/very fine sand strata (N4 to 5Y 4/1) with sharp (sometimes gradational) upper boundaries; with some coarser material,,,,,,,,,
341-U1417C-28H-CC-A,341,U1417,C,28,28-CC,H,CC,A,20.0,26.0,223.88,223.94,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,,
341-U1417C-29H-1-A,341,U1417,C,29,29-1,H,1,A,0.0,125.0,223.9,225.15,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"silty/very fine sand strata (N4 to 5Y 4/1), sharp (sometimes gradational) upper boundaries; strata thickness < 5 cm; some coarser patches, some black mottles",,,,,,,,,
341-U1417C-29H-2-A,341,U1417,C,29,29-2,H,2,A,0.0,78.0,225.15,225.93,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"silty/very fine sand strata (N4 to 5Y 4/1), sharp (sometimes gradational) upper boundaries; strata thickness < 5 cm; some coarser patches, some black mottles",,,,,,,,,
341-U1417C-29H-CC-A,341,U1417,C,29,29-CC,H,CC,A,0.0,7.0,225.93,226.0,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,
