Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
356-U1461C-33F-1-A,23,145,256.33,257.55,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,,,,,Fine sand sized grains in the packstone. concretions are partially lithified 2-4 cm intervals about every 20 cm down section.,,,,356,U1461,C,33,F,1,A,
356-U1461C-33F-2-A,0,142,257.55,258.97,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,,,,,Fine sand sized grains in the packstone. concretions are partially lithified 2-4 cm intervals about every 20 cm down section.,,,,356,U1461,C,33,F,2,A,
356-U1461C-33F-2-A,142,146,258.97,259.01,,,,,,,,,,,,,,,,,Void,,,,356,U1461,C,33,F,2,A,
356-U1461C-33F-3-A,0,121,259.01,260.22,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,slight [B06],2,,,Fine sand sized grains in the packstone. concretions are partially lithified 2-4 cm intervals about every 10 cm down section. Slightly mottled colour suggests bioturbation.,,,,356,U1461,C,33,F,3,A,
356-U1461C-33F-4-A,0,64,260.22,260.86,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,,,,,Fine sand sized grains in the packstone. concretions are partially lithified 2-4 cm intervals about every 5 cm down section.,,,,356,U1461,C,33,F,4,A,
356-U1461C-33F-CC-A,0,15,260.86,261.01,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,,,,,Fine sand sized grains in the packstone.,,,,356,U1461,C,33,F,CC,A,
356-U1461C-34F-1-A,0,145,260.8,262.25,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,,,,,Fine sand sized grains in the packstone. concretions are partially lithified 2-4 cm intervals about every 5 cm down section.,,,,356,U1461,C,34,F,1,A,
356-U1461C-34F-2-A,0,140,262.25,263.65,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,slight [B06],2,,,Fine sand sized grains in the packstone. concretions are partially lithified 2-4 cm intervals about every 5 cm down section.,,,,356,U1461,C,34,F,2,A,
356-U1461C-34F-3-A,0,121,263.65,264.86,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,,,,,Fine sand sized grains in the packstone. concretions are partially lithified 2-4 cm intervals about every 5 cm down section.,,,,356,U1461,C,34,F,3,A,
356-U1461C-34F-4-A,0,61,264.86,265.47,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,,,,,Fine sand sized grains in the packstone. concretions are partially lithified 2-4 cm intervals about every 5 cm down section. One bivalve fragment,,,,356,U1461,C,34,F,4,A,
356-U1461C-34F-CC-A,0,6,265.47,265.53,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,,,,,Fine sand sized grains in the packstone.,,,,356,U1461,C,34,F,CC,A,
356-U1461C-34F-CC-A,6,16,265.53,265.63,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,C,34,F,CC,A,
356-U1461C-35F-1-A,0,34,265.5,265.84,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,,,,,Fine sand sized grains in the packstone.,,,,356,U1461,C,35,F,1,A,
356-U1461C-35F-2-A,0,144,265.84,267.28,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,,,,,Fine sand sized grains in the packstone. concretions are partially lithified 2-4 cm intervals but occurring only a few times in the upper part of the section.,,,,356,U1461,C,35,F,2,A,
356-U1461C-35F-3-A,0,96,267.28,268.24,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,,,,,Fine sand sized grains in the packstone. concretions are partially lithified 2-4 cm intervals about every 20 cm down section.,,,,356,U1461,C,35,F,3,A,
356-U1461C-35F-3-A,96,100,268.24,268.28,,,,,,,,,,,,,,,,,Void,,,,356,U1461,C,35,F,3,A,
356-U1461C-35F-3-A,100,140,268.28,268.68,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,,,,,Fine sand sized grains in the packstone. concretions are partially lithified 2-4 cm intervals about every 15 cm down section.,,,,356,U1461,C,35,F,3,A,
356-U1461C-35F-4-A,0,51,268.68,269.19,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,,,,,Fine sand sized grains in the packstone. concretions are partially lithified 2-4 cm intervals about every 10 cm down section.,,,,356,U1461,C,35,F,4,A,
356-U1461C-35F-4-A,51,57,269.19,269.25,,,,,,,,,,,,,,,,,Void,,,,356,U1461,C,35,F,4,A,
356-U1461C-35F-4-A,57,117,269.25,269.85,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,,,,,Fine sand sized grains in the packstone. concretions are partially lithified 2-4 cm intervals about every 20 cm down section.,,,,356,U1461,C,35,F,4,A,
356-U1461C-35F-4-A,117,121,269.85,269.89,,,,,,,,,,,,,,,,,Void,,,,356,U1461,C,35,F,4,A,
356-U1461C-35F-5-A,0,63,269.89,270.52,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,gray,,,concretion [BJ80],,,,,,Fine sand sized grains in the packstone. concretions are partially lithified 2-4 cm intervals about every 10 cm down section.,,,,356,U1461,C,35,F,5,A,
356-U1461C-35F-5-A,63,66,270.52,270.55,,,,,,,,,,,,,,,,,Void,,,,356,U1461,C,35,F,5,A,
356-U1461C-35F-CC-A,0,22,270.55,270.77,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,gray,,,concretion [BJ80],,,,,,Fine sand sized grains in the packstone.,,,,356,U1461,C,35,F,CC,A,
356-U1461C-36F-1-A,0,29,270.2,270.49,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,gray,,,,,,,,,Darker gray mudstone layer in 3-6 cm.,,,,356,U1461,C,36,F,1,A,
356-U1461C-36F-2-A,0,144,270.49,271.93,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,gray,,,concretion [BJ80],,slight [B06],2,,,Occasional mudstone layer and rare shell fragment. Partially lithified concretions also present.,,,,356,U1461,C,36,F,2,A,
356-U1461C-36F-3-A,0,80,271.93,272.73,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,gray,,,concretion [BJ80],,,,,,Darker gray mudstone layers 1-3 cm wide. Rare shell fragment,,,,356,U1461,C,36,F,3,A,
356-U1461C-36F-3-A,80,93,272.73,272.86,,,,,,,,,,,,,,,,,Void,,,,356,U1461,C,36,F,3,A,
356-U1461C-36F-3-A,93,146,272.86,273.39,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,gray,,,concretion [BJ80],,,,,,Darker gray mudstone layers 1-3 cm wide. Rare shell fragment,,,,356,U1461,C,36,F,3,A,
356-U1461C-36F-4-A,0,31,273.39,273.7,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,gray,,,concretion [BJ80],,,,gradational,horizontal,Mudstone layers 1-3 cm wide. Rare shell fragment. Boundary between 27-31 cm. Packstone grains are fine sand sized,,,,356,U1461,C,36,F,4,A,
356-U1461C-36F-4-A,31,114,273.7,274.53,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,bluish gray,,,concretion [BJ80],,moderate [B06],3,,,Mottled colour suggests bioturbation. Packstone grains have a range of sized from fine sand to medium sand. Two partially lithified round concretions.,,,,356,U1461,C,36,F,4,A,
356-U1461C-36F-4-A,114,119,274.53,274.58,,,,,,,,,,,,,,,,,Void,,,,356,U1461,C,36,F,4,A,
356-U1461C-36F-4-A,119,141,274.58,274.8,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,bluish gray,,,concretion [BJ80],,moderate [B06],3,,,Mottled colour suggests bioturbation. Packstone grains have a range of sized from fine sand to medium sand. Two partially lithified round concretions.,,,,356,U1461,C,36,F,4,A,
356-U1461C-36F-5-A,0,53,274.8,275.33,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light bluish gray,bivalve,,concretion [BJ80],,moderate [B06],3,,,Mottled beige and cream packstone with two lithified rocks. Rocks have bivalve fossils and intraclasts preserved.,,,,356,U1461,C,36,F,5,A,
356-U1461C-36F-CC-A,0,7,275.33,275.4,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light bluish gray,bivalve,,,,moderate [B06],3,,,Mottled beige and cream packstone,,,,356,U1461,C,36,F,CC,A,
356-U1461C-36F-CC-A,7,17,275.4,275.5,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,C,36,F,CC,A,
356-U1461C-37F-1-A,0,37,274.9,275.27,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,beige,,,concretion [BJ80],,common [B06],4,,,Mottled beige and gray wackestone,,,,356,U1461,C,37,F,1,A,
356-U1461C-37F-2-A,0,145,275.27,276.72,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,,,,,,,Mottled beige and gray. Gray occurs in bioturbation traces that become less abundant with depth,,,,356,U1461,C,37,F,2,A,
356-U1461C-37F-3-A,0,146,276.72,278.18,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,,,moderate [B06],3,,,Homogeneous mudstone. Hardly recognizable grains. Some very fine sand sized oval shaped grains were tentatively interpreted as peloids.,,,,356,U1461,C,37,F,3,A,
356-U1461C-37F-4-A,0,97,278.18,279.15,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,coral (branching),,,,slight [B06],2,,,Branching coral at 77 cm,,,,356,U1461,C,37,F,4,A,
356-U1461C-37F-4-A,97,105,279.15,279.23,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,37,F,4,A,
356-U1461C-37F-4-A,105,131,279.23,279.49,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,concretion [BJ80],,slight [B06],2,,,,,,,356,U1461,C,37,F,4,A,
356-U1461C-37F-5-A,0,55,279.49,280.04,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,concretion [BJ80],,absent [B06],0,,,"Very soft, homogeneous mudstone with cm-sized interlayers with lithified mudstone. Both types of layers do not show any differences except for the strong contrast in lithification.",,,,356,U1461,C,37,F,5,A,
356-U1461C-37F-CC-A,0,22,280.04,280.26,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,concretion [BJ80],,absent [B06],0,,,"Very soft, homogeneous mudstone with cm-sized interlayers with lithified mudstone. Both types of layers do not show any differences except for the strong contrast in lithification.",,,,356,U1461,C,37,F,CC,A,
356-U1461C-38F-1-A,0,85,279.6,280.45,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,concretion [BJ80],,absent [B06],0,,,Homogeneous partly lithified mudstone with cm-sized interlayers with lithified mudstone. Both types of layers do not show any differences except for the strong contrast in lithification.,,,,356,U1461,C,38,F,1,A,
356-U1461C-38F-1-A,85,147,280.45,281.07,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,concretion [BJ80],,absent [B06],0,,,,,,,356,U1461,C,38,F,1,A,
356-U1461C-38F-2-A,0,144,281.07,282.51,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,concretion [BJ80],,absent [B06],0,,,,,,,356,U1461,C,38,F,2,A,
356-U1461C-38F-3-A,0,13,282.51,282.64,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,concretion [BJ80],,absent [B06],0,,,,,,,356,U1461,C,38,F,3,A,
356-U1461C-38F-3-A,13,22,282.64,282.73,lithified [B84],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,,,absent [B06],0,,,,,,,356,U1461,C,38,F,3,A,
356-U1461C-38F-3-A,22,102,282.73,283.53,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,,,absent [B06],0,,,,,,,356,U1461,C,38,F,3,A,
356-U1461C-38F-4-A,0,58,283.53,284.11,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,,,slight [B06],2,,,Greenish patches in homogeneous beige mudstone are possibly glauconite in burrows.,,,,356,U1461,C,38,F,4,A,
356-U1461C-38F-CC-A,0,6,284.11,284.17,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,concretion [BJ80],,absent [B06],0,,,,,,,356,U1461,C,38,F,CC,A,
356-U1461C-38F-CC-A,0,16,284.11,284.27,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,C,38,F,CC,A,
356-U1461C-39F-1-A,0,121,284.3,285.51,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,,,absent [B06],0,,,,,,,356,U1461,C,39,F,1,A,
356-U1461C-39F-2-A,0,147,285.51,286.98,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,concretion [BJ80],,absent [B06],0,,,Strongly lithified concretions at 116 and 128 cm,,,,356,U1461,C,39,F,2,A,
356-U1461C-39F-3-A,0,130,286.98,288.28,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,concretion [BJ80],,absent [B06],0,,,Strongly lithified concretions at 60 and 116 cm,,,,356,U1461,C,39,F,3,A,
356-U1461C-39F-4-A,0,63,288.28,288.91,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,,,absent [B06],0,,,,,,,356,U1461,C,39,F,4,A,
356-U1461C-39F-CC-A,0,18,288.91,289.09,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,concretion [BJ80],,absent [B06],0,,,Strongly lithified concretion at 12 cm,,,,356,U1461,C,39,F,CC,A,
356-U1461C-41F-1-A,0,13,292,292.13,lithified [B84],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,,,absent [B06],0,,,"Lithified beige mudstone, very homogeneous",,,,356,U1461,C,41,F,1,A,
356-U1461C-41F-1-A,13,110,292.13,293.1,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,concretion [BJ80],,moderate [B06],3,,,Color mottling of gray and beige fine sand sized packstone. Lithification is variable but degreases down the section.,,,,356,U1461,C,41,F,1,A,
356-U1461C-41F-1-A,110,141,293.1,293.41,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,concretion [BJ80],,moderate [B06],3,,,Color mottling between gray and beige fine sand sized packstone,,,,356,U1461,C,41,F,1,A,
356-U1461C-41F-2-A,0,94,293.41,294.35,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,concretion [BJ80],,moderate [B06],3,,,Color mottling between gray and beige fine sand sized packstone,,,,356,U1461,C,41,F,2,A,
356-U1461C-41F-2-A,94,97,294.35,294.38,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,41,F,2,A,
356-U1461C-41F-2-A,97,150,294.38,294.91,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,concretion [BJ80],,moderate [B06],3,,,Color mottling between gray and beige fine sand sized packstone,,,,356,U1461,C,41,F,2,A,
356-U1461C-41F-3-A,0,126,294.91,296.17,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,concretion [BJ80],,moderate [B06],3,,,Color mottling between gray and beige fine sand sized packstone,,,,356,U1461,C,41,F,3,A,
356-U1461C-41F-4-A,0,64,296.17,296.81,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,concretion [BJ80],,moderate [B06],3,,,Color mottling between gray and beige fine sand sized packstone,,,,356,U1461,C,41,F,4,A,
356-U1461C-41F-CC-A,0,27,296.81,297.08,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,concretion [BJ80],,moderate [B06],3,,,Color mottling between gray and beige fine sand sized packstone,,,,356,U1461,C,41,F,CC,A,
356-U1461C-41F-CC-A,27,37,297.08,297.18,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,C,41,F,CC,A,
356-U1461C-42F-1-A,0,150,296.7,298.2,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,concretion [BJ80],,moderate [B06],3,,,"Fine sand grain size, color mottling between dark gray and creamy gray packstone. Partially lithified concretions are frequently present.",,,,356,U1461,C,42,F,1,A,
356-U1461C-42F-2-A,0,139,298.2,299.59,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,concretion [BJ80],,moderate [B06],3,,,"Fine sand grain size, color mottling between dark gray and creamy gray packstone. Partially lithified concretions are frequently present.",,,,356,U1461,C,42,F,2,A,
356-U1461C-42F-2-A,139,150,299.59,299.7,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,42,F,2,A,
356-U1461C-42F-3-A,0,134,299.7,301.04,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,concretion [BJ80],,moderate [B06],3,,,"Fine sand grain size, color mottling between dark gray and creamy gray packstone. Partially lithified concretions are frequently present.",,,,356,U1461,C,42,F,3,A,
356-U1461C-42F-3-A,134,140,301.04,301.1,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,42,F,3,A,
356-U1461C-42F-4-A,0,51,301.1,301.61,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,concretion [BJ80],,moderate [B06],3,,,"Fine sand grain size, color mottling between dark gray and creamy gray packstone. Partially lithified concretions are frequently present.",,,,356,U1461,C,42,F,4,A,
356-U1461C-42F-4-A,51,56,301.61,301.66,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,42,F,4,A,
356-U1461C-42F-CC-A,0,24,301.66,301.9,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,concretion [BJ80],,moderate [B06],3,,,"Fine sand grain size, color mottling between dark gray and creamy gray packstone. Partially lithified concretions are frequently present.",,,,356,U1461,C,42,F,CC,A,
356-U1461C-42F-CC-A,24,26,301.9,301.92,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,42,F,CC,A,
356-U1461C-43F-1-A,0,148,301.4,302.88,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark gray,,,concretion [BJ80],,moderate [B06],3,,,"Unlithified, fine sand grain size dark gray packstone. Partially lithified concretions are frequently present throughout the section.",,,,356,U1461,C,43,F,1,A,
356-U1461C-43F-1-A,148,150,302.88,302.9,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,43,F,1,A,
356-U1461C-43F-2-A,0,150,302.9,304.4,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,concretion [BJ80],,moderate [B06],3,,,"Fine sand grain size, color mottling between dark gray and creamy gray packstone. Partially lithified concretions are frequently present.",,,,356,U1461,C,43,F,2,A,
356-U1461C-43F-3-A,0,122,304.4,305.62,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,concretion [BJ80],,moderate [B06],3,,,"Fine sand grain size, color mottling between dark gray and creamy gray packstone. Partially lithified concretions are frequently present.",,,,356,U1461,C,43,F,3,A,
356-U1461C-43F-4-A,0,62,305.62,306.24,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,concretion [BJ80],,moderate [B06],3,,,"Fine sand grain size, color mottling between dark gray and creamy gray packstone. Lithified concretions are frequently present.",,,,356,U1461,C,43,F,4,A,
356-U1461C-43F-CC-A,0,17,306.24,306.41,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,concretion [BJ80],,moderate [B06],3,,,"Fine sand grain size, color mottling between dark gray and creamy gray packstone.",,,,356,U1461,C,43,F,CC,A,
356-U1461C-43F-CC-A,17,27,306.41,306.51,,,,,,,,,,,,,,,,,pal,,,,356,U1461,C,43,F,CC,A,
356-U1461C-44F-1-A,0,150,306.1,307.6,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,grayish green,,,concretion [BJ80],,slight [B06],2,,,Unlithified fine sand grain size grayish green packstone. Partially lithified concretions are frequently present.,,,,356,U1461,C,44,F,1,A,
356-U1461C-44F-2-A,0,116,307.6,308.76,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,grayish green,,,concretion [BJ80],,,,,,Unlithified very fine sand grain size homogeneous grayish green packstone. Partially lithified concretions are frequently present.,,,,356,U1461,C,44,F,2,A,
356-U1461C-44F-2-A,116,121,308.76,308.81,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light grayish green,,,concretion [BJ80],,,,,,Strongly lithified packstone concretion,,,,356,U1461,C,44,F,2,A,
356-U1461C-44F-2-A,121,133,308.81,308.93,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,grayish green,,,,,,,,,Unlithified homogeneous grayish green wackestone.,,,,356,U1461,C,44,F,2,A,
356-U1461C-44F-3-A,0,121,308.93,310.14,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,grayish green,,,,,,,,,Unlithified homogeneous grayish green wackestone.,,,,356,U1461,C,44,F,3,A,
356-U1461C-44F-4-A,0,75,310.14,310.89,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,grayish green,,,concretion [BJ80],,,,,,Unlithified homogeneous grayish green wackestone. Partially lithified concretions are sporadically present.,,,,356,U1461,C,44,F,4,A,
356-U1461C-44F-CC-A,0,12,310.89,311.01,,,,,,,,,,,,,,,,,ATP,,,,356,U1461,C,44,F,CC,A,
356-U1461C-45F-1-A,0,150,310.8,312.3,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,concretion [BJ80],,,,,,Unlithified very fine sand grain size homogeneous light greenish gray packstone. Partially lithified concretions are frequently present throughout the section.,,,,356,U1461,C,45,F,1,A,
356-U1461C-45F-2-A,0,38,312.3,312.68,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,,,,,,,,,,,,,,356,U1461,C,45,F,2,A,
356-U1461C-45F-2-A,38,40,312.68,312.7,,,,,,,,light greenish gray,,,concretion [BJ80],,,,,,void,,,,356,U1461,C,45,F,2,A,
356-U1461C-45F-2-A,40,109,312.7,313.39,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,,,,,,,,,,,,,,356,U1461,C,45,F,2,A,
356-U1461C-45F-2-A,109,113,313.39,313.43,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,45,F,2,A,
356-U1461C-45F-2-A,113,150,313.43,313.8,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,concretion [BJ80],,,,,,,,,,356,U1461,C,45,F,2,A,
356-U1461C-45F-3-A,0,141,313.8,315.21,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,concretion [BJ80],,,,,,,,,,356,U1461,C,45,F,3,A,
356-U1461C-45F-4-A,0,59,315.21,315.8,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,concretion [BJ80],,,,,,,,,,356,U1461,C,45,F,4,A,
356-U1461C-45F-CC-A,0,8,315.8,315.88,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light grayish green,,,,,,,,,drilling disturbance,,,,356,U1461,C,45,F,CC,A,
356-U1461C-45F-CC-A,8,18,315.88,315.98,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,C,45,F,CC,A,
356-U1461C-46F-1-A,0,15,315.5,315.65,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,,,,,,,,,,,,,,,356,U1461,C,46,F,1,A,
356-U1461C-46F-1-A,15,22,315.65,315.72,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,46,F,1,A,
356-U1461C-46F-2-A,0,150,315.72,317.22,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light gray,,,concretion [BJ80],,,,,,Unlithified homogeneous light gray wackestone. Partially lithified concretions are present throughout the section.,,,,356,U1461,C,46,F,2,A,
356-U1461C-46F-3-A,0,147,317.22,318.69,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light gray,,,concretion [BJ80],,,,,,Unlithified homogeneous light gray wackestone. Partially lithified concretions are present throughout the section.,,,,356,U1461,C,46,F,3,A,
356-U1461C-46F-4-A,0,121,318.69,319.9,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light gray,,,concretion [BJ80],,,,,,Unlithified homogeneous light gray wackestone. Partially lithified concretions are present throughout the section.,,,,356,U1461,C,46,F,4,A,
356-U1461C-46F-5-A,0,63,319.9,320.53,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light gray,,,concretion [BJ80],,,,,,Unlithified homogeneous light gray wackestone. Partially lithified concretions are present throughout the section.,,,,356,U1461,C,46,F,5,A,
356-U1461C-46F-CC-A,0,27,320.53,320.8,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light gray,,,,,,,,,,,,,356,U1461,C,46,F,CC,A,
356-U1461C-47F-1-A,0,148,320.2,321.68,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified with partially lithified intervals, light olive gray wackestone with silt size grains.",,,,356,U1461,C,47,F,1,A,
356-U1461C-47F-1-A,148,150,321.68,321.7,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,47,F,1,A,
356-U1461C-47F-2-A,0,150,321.7,323.2,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackestone with silt size grains",,,,356,U1461,C,47,F,2,A,
356-U1461C-47F-3-A,0,141,323.2,324.61,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,concretion [BJ80],,,,,,"Unlithified, light olive gray, homogeneous wackestone with silt sized grains. A wackestone concretion at 27-31 cm",,,,356,U1461,C,47,F,3,A,
356-U1461C-47F-4-A,0,65,324.61,325.26,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackestone with silt sized grains.",,,,356,U1461,C,47,F,4,A,
356-U1461C-47F-CC-A,0,17,325.26,325.43,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone.",,,,356,U1461,C,47,F,CC,A,
