Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Ship File Links,Shore File Links,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
351-U1438B-12H-5-A,351,U1438,B,12,12-5,H,5,A,,98,105,109.18,109.25,,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,5YR 4/1 (dark gray),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,sharp,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-12H-5-A,351,U1438,B,12,12-5,H,5,A,,105,122,109.25,109.42,,,,,,mud [2014],,mud,mud,mud,,,10YR 5/4 (yellowish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-12H-5-A,351,U1438,B,12,12-5,H,5,A,,122,150,109.42,109.7,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-12H-6-A,351,U1438,B,12,12-6,H,6,A,,0,72,109.7,110.42,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-12H-6-A,351,U1438,B,12,12-6,H,6,A,,72,80,110.42,110.5,,,,,,mud [2014],,mud,mud,mud,,,10YR 5/4 (yellowish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],non-graded,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-12H-6-A,351,U1438,B,12,12-6,H,6,A,,80,145,110.5,111.15,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-12H-7-A,351,U1438,B,12,12-7,H,7,A,,0,64,111.15,111.79,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-12H-CC-A,351,U1438,B,12,12-CC,H,CC,A,,0,18,111.79,111.97,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-13H-1-A,351,U1438,B,13,13-1,H,1,A,,0,56,111.7,112.26,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-13H-1-A,351,U1438,B,13,13-1,H,1,A,,56,73,112.26,112.43,,,,,,mud [2014],,mud,mud,mud,,,10YR 5/4 (yellowish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,irregular,bioturbated,inclined,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-13H-1-A,351,U1438,B,13,13-1,H,1,A,,73,150,112.43,113.2,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-13H-2-A,351,U1438,B,13,13-2,H,2,A,,0,118,113.2,114.38,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-13H-2-A,351,U1438,B,13,13-2,H,2,A,,118,136,114.38,114.56,,,,,,mud [2014],,mud,mud,mud,,,10YR 5/4 (yellowish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-13H-2-A,351,U1438,B,13,13-2,H,2,A,,136,150,114.56,114.7,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-13H-3-A,351,U1438,B,13,13-3,H,3,A,,0,150,114.7,116.2,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-13H-4-A,351,U1438,B,13,13-4,H,4,A,,0,135,116.2,117.55,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-13H-5-A,351,U1438,B,13,13-5,H,5,A,,0,120,117.7,118.9,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-13H-5-A,351,U1438,B,13,13-5,H,5,A,,120,134,118.9,119.04,,,,,,mud [2014],,mud,mud,mud,,,10YR 5/4 (yellowish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-13H-5-A,351,U1438,B,13,13-5,H,5,A,,134,150,119.04,119.2,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-13H-6-A,351,U1438,B,13,13-6,H,6,A,,0,130,119.2,120.5,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-13H-7-A,351,U1438,B,13,13-7,H,7,A,,0,66,120.5,121.16,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-13H-CC-A,351,U1438,B,13,13-CC,H,CC,A,,0,21,121.16,121.37,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-1-A,351,U1438,B,14,14-1,H,1,A,,0,35,121.2,121.55,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,irregular,bioturbated,horizontal,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-1-A,351,U1438,B,14,14-1,H,1,A,,35,46,121.55,121.66,,,,,,mud [2014],,mud,mud,mud,,,10YR 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,irregular,bioturbated,horizontal,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-1-A,351,U1438,B,14,14-1,H,1,A,,46,80,121.66,122.0,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-1-A,351,U1438,B,14,14-1,H,1,A,,80,83,122.0,122.03,,,,,,mud [2014],,mud,mud,mud,,,10YR 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-1-A,351,U1438,B,14,14-1,H,1,A,,83,135,122.03,122.55,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,ash pod with halo at 125cm,,,,,moderate [2014],non-graded,,moderate,2.0,ash pods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-2-A,351,U1438,B,14,14-2,H,2,A,,0,57,122.7,123.27,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-2-A,351,U1438,B,14,14-2,H,2,A,,57,71,123.27,123.41,,,,,,mud [2014],,mud,mud,mud,,,10YR 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,irregular,bioturbated,horizontal,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-2-A,351,U1438,B,14,14-2,H,2,A,,71,150,123.41,124.2,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-3-A,351,U1438,B,14,14-3,H,3,A,,0,43,124.2,124.63,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,well [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-3-A,351,U1438,B,14,14-3,H,3,A,,43,72,124.63,124.92,,,,,,clay [2014],,clay,clay,clay,,,10YR 5/4 (yellowish brown),unconsolidated [2014],clay [W22_1],1.0,silt [W22_1],2.0,,planar,sharp,horizontal,,poor [2014],non-graded,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-3-A,351,U1438,B,14,14-3,H,3,A,,72,112,124.92,125.32,,,,,,mud [2014],,mud,mud,mud,,,10YR 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-3-A,351,U1438,B,14,14-3,H,3,A,,112,117,125.32,125.37,,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,10yr 8/2 (very pale brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-3-A,351,U1438,B,14,14-3,H,3,A,,117,124,125.37,125.44,,,,,,ash [2014],with mud [2014],ash,ash with mud,ash with mud,,,5yr 7/2 (pinkish gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,,,,,well [2014],non-graded,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-4-A,351,U1438,B,14,14-4,H,4,A,,0,6,125.44,125.5,,,,,,mud [2014],,mud,mud,mud,,,10YR 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,inclined,,moderate [2014],non-graded,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-4-A,351,U1438,B,14,14-4,H,4,A,,6,41,125.5,125.85,,,,,,mud [2014],,mud,mud,mud,,,10YR 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,mottled with mud (10YR 4/2),planar,gradational,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-4-A,351,U1438,B,14,14-4,H,4,A,,41,72,125.85,126.16,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],non-graded,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-4-A,351,U1438,B,14,14-4,H,4,A,,72,82,126.16,126.26,,,,,,mud [2014],,mud,mud,mud,,,10YR 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,mottled with mud (10YR 4/2),planar,gradational,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-4-A,351,U1438,B,14,14-4,H,4,A,,82,96,126.26,126.4,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],non-graded,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-4-A,351,U1438,B,14,14-4,H,4,A,,96,110,126.4,126.54,,,,,,mud [2014],,mud,mud,mud,,,10YR 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,horizontal,,moderate [2014],non-graded,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-4-A,351,U1438,B,14,14-4,H,4,A,,110,112,126.54,126.56,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,horizontal,,moderate [2014],non-graded,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-4-A,351,U1438,B,14,14-4,H,4,A,,112,122,126.56,126.66,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,10yr 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,horizontal,,moderate [2014],non-graded,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-4-A,351,U1438,B,14,14-4,H,4,A,,122,138,126.66,126.82,,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,10yr 6/2 (light brownish gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,horizontal,,moderate [2014],non-graded,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-4-A,351,U1438,B,14,14-4,H,4,A,,138,141,126.82,126.85,,,,,,ash [2014],,ash,ash,ash,,,5YR 6/1 (gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,horizontal,,moderate [2014],non-graded,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-4-A,351,U1438,B,14,14-4,H,4,A,,141,150,126.85,126.94,,,,,tuffaceous,mud [2014],with pumice lapilli [2014],tuffaceous mud,tuffaceous mud with pumice lapilli,mud with pumice lapilli,,,10yr 6/2 (light brownish gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-5-A,351,U1438,B,14,14-5,H,5,A,,0,31,126.94,127.25,,,,,tuffaceous,mud [2014],with pumice lapilli [2014],tuffaceous mud,tuffaceous mud with pumice lapilli,mud with pumice lapilli,,,10yr 6/2 (light brownish gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,irregular,bioturbated,,,moderate [2014],non-graded,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-5-A,351,U1438,B,14,14-5,H,5,A,,31,72,127.25,127.66,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,10yr 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-14H-CC-A,351,U1438,B,14,14-CC,H,CC,A,,0,22,127.66,127.88,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,10yr 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-1-A,351,U1438,B,15,15-1,H,1,A,,0,44,130.7,131.14,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,5YR 5/6 (yellowish red),unconsolidated [2014],silt [W22_1],2.0,fine sand [W22_2],4.0,,irregular,sharp,inclined,,poor [2014],non-graded,,slight,1.0,ash pods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-1-A,351,U1438,B,15,15-1,H,1,A,,44,63,131.14,131.33,,,,,,mud [2014],,mud,mud,mud,,,,unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-1-A,351,U1438,B,15,15-1,H,1,A,,63,73,131.33,131.43,,,,,,mud [2014],,mud,mud,mud,,,5yr 5/6 (yellowish red),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-1-A,351,U1438,B,15,15-1,H,1,A,,73,116,131.43,131.86,,,,,,mud [2014],,mud,mud,mud,,,10yr 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-1-A,351,U1438,B,15,15-1,H,1,A,,116,130,131.86,132.0,,,,,,mud [2014],,mud,mud,mud,,,5yr 5/6 (yellowish red),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,mottled,planar,gradational,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-1-A,351,U1438,B,15,15-1,H,1,A,,130,141,132.0,132.11,,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,10yr 6/2 (light brownish gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-2-A,351,U1438,B,15,15-2,H,2,A,,0,3,132.11,132.14,,,,,,clay [2014],,clay,clay,clay,,,5YR 6/4 (light reddish brown),unconsolidated [2014],clay [W22_1],1.0,clay [W22_1],1.0,,planar,sharp,inclined,,well [2014],non-graded,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-2-A,351,U1438,B,15,15-2,H,2,A,,3,46,132.14,132.57,,,,,,mud [2014],,mud,mud,mud,,,10yr 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,disseminated Fe-Mn oxide,planar,bioturbated,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-2-A,351,U1438,B,15,15-2,H,2,A,,46,54,132.57,132.65,,,,,,mud [2014],,mud,mud,mud,,,5YR 5/6 (yellowish red),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,bioturbated,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-2-A,351,U1438,B,15,15-2,H,2,A,,54,79,132.65,132.9,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,bioturbated,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-2-A,351,U1438,B,15,15-2,H,2,A,,79,83,132.9,132.94,,,,,,mud [2014],,mud,mud,mud,,,5YR 5/6 (yellowish red),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,bioturbated,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-2-A,351,U1438,B,15,15-2,H,2,A,,83,135,132.94,133.46,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,bioturbated,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-2-A,351,U1438,B,15,15-2,H,2,A,,135,146,133.46,133.57,,,,,,mud [2014],,mud,mud,mud,,,10yr 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,bioturbated,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-3-A,351,U1438,B,15,15-3,H,3,A,,0,29,133.57,133.86,,,,,,clay [2014],,clay,clay,clay,,,10YR 6/6 (brownish yellow),unconsolidated [2014],clay [W22_1],1.0,clay [W22_1],1.0,,planar,gradational,horizontal,,well [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-3-A,351,U1438,B,15,15-3,H,3,A,,29,89,133.86,134.46,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,bioturbated,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-3-A,351,U1438,B,15,15-3,H,3,A,,89,93,134.46,134.5,,,,,,mud [2014],,mud,mud,mud,,,5YR 5/6 (yellowish red),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,bioturbated,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-3-A,351,U1438,B,15,15-3,H,3,A,,93,104,134.5,134.61,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,bioturbated,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-3-A,351,U1438,B,15,15-3,H,3,A,,104,117,134.61,134.74,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,5YR 5/6 (yellowish red),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,bioturbated,,,moderate [2014],non-graded,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-3-A,351,U1438,B,15,15-3,H,3,A,,117,150,134.74,135.07,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-15H-4-A,351,U1438,B,15,15-4,H,4,A,,0,59,135.07,135.66,,,,,,mud [2014],,mud,mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,bioturbated,,,moderate [2014],non-graded,,moderate,2.0,ash pods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
