Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
362-U1481A-5R-1-A,50,62.5,1179.4,1179.525,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,medium sand [W22_2],5,normal grading,poor [2014],silt [W22_1],fine sand [W22_2],,convolute bedded,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,R [A85],,,,,,,,,362,U1481,A,5,R,1,A,
362-U1481A-5R-1-A,62.5,126,1179.525,1180.16,IIC,,silty clay [S54],with carbonate allochems [F80],silty clay,silty clay with carbonate allochems,silty clay with carbonate allochems,,GLEY 1 3/N (very dark gray),,,,,,lithified [B84],silt [W22_1],2,normal grading,moderate [2014],,,"silt lamina at 64, 82, 86, 88.5, 91, 98 cm. very fine sand lamina at 111.5 cm.",planar lamination,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1481,A,5,R,1,A,
362-U1481A-5R-2-A,0,3,1180.36,1180.39,IIC,,silty clay [S54],with carbonate allochems [F80],silty clay,silty clay with carbonate allochems,silty clay with carbonate allochems,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,silt lamina at 2 cm.,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,5,R,2,A,
362-U1481A-5R-2-A,3,20,1180.39,1180.56,IIC,,silt [S54],with silt [2014],silt,silt with silt,silt with silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,medium bed [B01],lithified [B84],very fine sand [W22_2],3,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,Tr [A85],,,,,,,,,362,U1481,A,5,R,2,A,
362-U1481A-5R-2-A,20,21.5,1180.56,1180.575,IIC,,silty clay [S54],with carbonate allochems [F80],silty clay,silty clay with carbonate allochems,silty clay with carbonate allochems,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,silt lamina at 21 cm.,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,5,R,2,A,
362-U1481A-5R-2-A,21.5,52,1180.575,1180.88,IIC,,very fine sand [F54],with silt [2014],very fine sand,very fine sand with silt,very fine sand with silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thick bed [B01],partially lithified,fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,R [A85],,,,,,,,,362,U1481,A,5,R,2,A,
362-U1481A-5R-2-A,52,55,1180.88,1180.91,IIC,,silty clay [S54],with carbonate allochems [F80],silty clay,silty clay with carbonate allochems,silty clay with carbonate allochems,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,5,R,2,A,
362-U1481A-5R-2-A,55,77,1180.91,1181.13,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,medium sand [W22_2],5,normal grading,moderate [2014],silt [W22_1],medium sand [W22_2],,structureless,absent [DB91],1,,,,,,plant fragment,R [A85],,,,,,,,,362,U1481,A,5,R,2,A,
362-U1481A-5R-2-A,77,78,1181.13,1181.14,IIC,,silty clay [S54],with carbonate allochems [F80],silty clay,silty clay with carbonate allochems,silty clay with carbonate allochems,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],clay [W22_1],silt [W22_1],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,5,R,2,A,
362-U1481A-5R-2-A,78,86,1181.14,1181.22,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],partially lithified,medium sand [W22_2],5,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],,structureless,absent [DB91],1,,,,,,plant fragment,D [A85],,,,,,,,,362,U1481,A,5,R,2,A,
362-U1481A-5R-2-A,86,93,1181.22,1181.29,IIC,,silty clay [S54],with carbonate allochems [F80],silty clay,silty clay with carbonate allochems,silty clay with carbonate allochems,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"silt lamina at 86.5, 87, 89, 91 cm.",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,5,R,2,A,
362-U1481A-5R-2-A,93,95,1181.29,1181.31,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,medium sand [W22_2],5,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],,structureless,absent [DB91],1,,,,,,plant fragment,D [A85],,,,,,,,,362,U1481,A,5,R,2,A,
362-U1481A-5R-2-A,95,99,1181.31,1181.35,IIC,,silty clay [S54],with carbonate allochems [F80],silty clay,silty clay with carbonate allochems,silty clay with carbonate allochems,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,5,R,2,A,
362-U1481A-5R-2-A,99,100.5,1181.35,1181.365,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,medium sand [W22_2],5,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,structureless,absent [DB91],1,,,,,,plant fragment,R [A85],,,,,,,,,362,U1481,A,5,R,2,A,
362-U1481A-5R-2-A,100.5,105,1181.365,1181.41,IIC,,silty clay [S54],with carbonate allochems [F80],silty clay,silty clay with carbonate allochems,silty clay with carbonate allochems,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,5,R,2,A,
362-U1481A-6R-1-A,0,5,1188.6,1188.65,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,slight [DB91],3,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1481,A,6,R,1,A,
362-U1481A-6R-1-A,5,35.5,1188.65,1188.955,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,sub-horizontal,thick bed [B01],partially lithified,medium sand [W22_2],5,normal grading,poor [2014],silt [W22_1],medium sand [W22_2],,convolute bedded,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,D [A85],,,,,,,,,362,U1481,A,6,R,1,A,
362-U1481A-6R-1-A,35.5,40.5,1188.955,1189.005,IIC,,silt [S54],,silt,silt,silt,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],very fine sand [W22_2],3,normal grading,moderate [2014],clay [W22_1],very fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,plant fragment,Tr [A85],,,,,,,,,362,U1481,A,6,R,1,A,
362-U1481A-6R-1-A,40.5,61.5,1189.005,1189.215,IIC,,very fine sand [F54],with clay [2014],very fine sand,very fine sand with clay,very fine sand with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],clay [W22_1],very fine sand [W22_2],,structureless,moderate [DB91],4,Phycosiphon,,,rip-up clast [NMJ05],,plant fragment,R [A85],,,,,,,,,362,U1481,A,6,R,1,A,
362-U1481A-6R-1-A,61.5,64.5,1189.215,1189.245,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 2.5/N (black),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,cross-lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,6,R,1,A,
362-U1481A-6R-1-A,64.5,72,1189.245,1189.32,IIC,,very fine sand [F54],,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed [B01],unlithified [Leg194],fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,cross-lamination,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,D [A85],,,,,,,,,362,U1481,A,6,R,1,A,
362-U1481A-6R-1-A,72,78,1189.32,1189.38,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/N (black),,,,,thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,this layer indicates high magnetic susceptibility.,structureless,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,6,R,1,A,
362-U1481A-6R-2-A,0,54,1189.38,1189.92,IIC,,very fine sand [F54],,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thick bed [B01],partially lithified,medium sand [W22_2],5,non-graded,poor [2014],,,,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,D [A85],,,,,,,,,362,U1481,A,6,R,2,A,
362-U1481A-6R-2-A,54,74,1189.92,1190.12,IIC,,alternating silt and clay layers,with carbonate allochems [F80],alternating silt and clay layers,alternating silt and clay layers with carbonate allochems,alternating silt and clay layers with carbonate allochems,,GLEY 1 2.5/N (black),,,,,,partially lithified,silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Alternation layers of thin to medium beds of clay with carbonate allochems and silt lamina. Beds/lamination are normally graded from silt/silty clay to clay. silt lamina at 58.5, 69, 72, 73.5 cm",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,6,R,2,A,
362-U1481A-6R-3-A,0,11.5,1190.31,1190.425,IIC,,alternating silt and clay layers,with carbonate allochems [F80],alternating silt and clay layers,alternating silt and clay layers with carbonate allochems,alternating silt and clay layers with carbonate allochems,,GLEY 1 2.5/N (black),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Alternation layers of thin to medium beds of clay with carbonate allochems and silt lamina. Beds/lamination are normally graded from silt/silty clay to clay. silt lamina at 58.5, 69, 72, 73.5 cm",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,6,R,3,A,
362-U1481A-6R-3-A,11.5,23.5,1190.425,1190.545,IIC,,very fine sand [F54],,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,medium bed [B01],unlithified [Leg194],very fine sand [W22_2],3,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,R [A85],,,,,,,,,362,U1481,A,6,R,3,A,
362-U1481A-6R-3-A,23.5,81.5,1190.545,1191.125,IIC,,alternating silt and clay layers,with carbonate allochems [F80],alternating silt and clay layers,alternating silt and clay layers with carbonate allochems,alternating silt and clay layers with carbonate allochems,,GLEY 1 2.5/N (black),planar,sharp,planar sharp,inclined,thick bed [B01],partially lithified,silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Alternation layers of thin to medium beds of clay with carbonate allochems and silt lamina. Beds/lamination are normally graded from silt/silty clay to clay. silt lamina at 38, 39, 42, 43, 50, 58, 66.5, 71 to 73, 79, 80.5 cm",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,6,R,3,A,
362-U1481A-6R-3-A,81.5,89.5,1191.125,1191.205,IIC,,very fine sand [F54],,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),wavy,sharp,wavy sharp,horizontal,thin bed [B01],partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],,cross-lamination,absent [DB91],1,,,,,,plant fragment,R [A85],,,,,,,,,362,U1481,A,6,R,3,A,
362-U1481A-6R-3-A,89.5,97,1191.205,1191.28,IIC,,alternating silt and clay layers,with carbonate allochems [F80],alternating silt and clay layers,alternating silt and clay layers with carbonate allochems,alternating silt and clay layers with carbonate allochems,,GLEY 1 2.5/N (black),irregular,sharp,irregular sharp,sub-horizontal,thin bed [B01],partially lithified,silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Alternation layers of thin to medium beds of clay with carbonate allochems and silt lamina. Beds/lamination are normally graded from silt/silty clay to clay. silt lamina at 133.5, 137.5 cm",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,6,R,3,A,
362-U1481A-6R-3-A,97,131.5,1191.28,1191.625,IIC,,very fine sand [F54],,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thick bed [B01],partially lithified,fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,R [A85],,,,,,,,,362,U1481,A,6,R,3,A,
362-U1481A-6R-3-A,131.5,144,1191.625,1191.75,IIC,,alternating silt and clay layers,with carbonate allochems [F80],alternating silt and clay layers,alternating silt and clay layers with carbonate allochems,alternating silt and clay layers with carbonate allochems,,GLEY 1 2.5/N (black),,,,,,partially lithified,silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Alternation layers of thin to medium beds of clay with carbonate allochems and silt lamina. Beds/lamination are normally graded from silt/silty clay to clay. silt lamina at 58.5, 69, 72, 73.5 cm",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,6,R,3,A,
362-U1481A-6R-4-A,0,44,1191.75,1192.19,IIC,,alternating silt and clay layers,with carbonate allochems [F80],alternating silt and clay layers,alternating silt and clay layers with carbonate allochems,alternating silt and clay layers with carbonate allochems,,GLEY 1 2.5/N (black),planar,sharp,planar sharp,horizontal,thick bed [B01],partially lithified,silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Alternation layers of thin to medium beds of clay with carbonate allochems and silt lamina. Beds/lamination are normally graded from silt/silty clay to clay. silt lamina at 6-7, 10, 14.5, 23, 27, 31.5, 34, 36-37, 39 cm",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,6,R,4,A,
362-U1481A-6R-4-A,44,81,1192.19,1192.56,IIC,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thick bed [B01],partially lithified,fine sand [W22_2],4,non-graded,moderate [2014],,,cross lamination on the top.,cross-bedded,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,R [A85],,,,,,,,,362,U1481,A,6,R,4,A,
362-U1481A-6R-4-A,81,89,1192.56,1192.64,IIC,,alternating silt and clay layers,with carbonate allochems [F80],alternating silt and clay layers,alternating silt and clay layers with carbonate allochems,alternating silt and clay layers with carbonate allochems,,GLEY 1 2.5/N (black),planar,gradational,planar gradational,horizontal,thin bed [B01],partially lithified,silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],Alternation layers of thin to medium beds of clay with carbonate allochems and silt lamina. Beds/lamination are normally graded from silt/silty clay to clay.,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,6,R,4,A,
362-U1481A-6R-4-A,89,117,1192.64,1192.92,IIC,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],very fine sand [W22_2],medium sand [W22_2],,structureless,absent [DB91],1,,,,,,plant fragment,R [A85],,,,,,,,,362,U1481,A,6,R,4,A,
362-U1481A-6R-4-A,117,122.5,1192.92,1192.975,IIC,,alternating silt and clay layers,with carbonate allochems [F80],alternating silt and clay layers,alternating silt and clay layers with carbonate allochems,alternating silt and clay layers with carbonate allochems,,GLEY 1 2.5/N (black),planar,sharp,planar sharp,horizontal,thin bed [B01],partially lithified,silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],Alternation layers of thin to medium beds of clay with carbonate allochems and silt lamina. Beds/lamination are normally graded from silt/silty clay to clay.,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,6,R,4,A,
362-U1481A-6R-4-A,122.5,126.5,1192.975,1193.015,IIC,,very fine sand [F54],,very fine sand,very fine sand,very fine sand,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,fine sand [W22_2],4,non-graded,moderate [2014],,,"1 cm long, 2 mm thick aligned plant fragments at 123 cm.",structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,D [A85],,,,,,,,,362,U1481,A,6,R,4,A,
362-U1481A-6R-5-A,0,13,1193.22,1193.35,IIC,,alternating silt and clay layers,with carbonate allochems [F80],alternating silt and clay layers,alternating silt and clay layers with carbonate allochems,alternating silt and clay layers with carbonate allochems,,GLEY 1 2.5/N (black),planar,gradational,planar gradational,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Alternation layers of thin to medium beds of clay with carbonate allochems and silt lamina. Beds/lamination are normally graded from silt/silty clay to clay. silt lamina at 5, 8-10 cm",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,6,R,5,A,
362-U1481A-6R-5-A,13,54,1193.35,1193.76,IIC,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thick bed [B01],partially lithified,fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,R [A85],,,,,,,,,362,U1481,A,6,R,5,A,
362-U1481A-6R-5-A,54,66,1193.76,1193.88,IIC,,alternating silt and clay layers,with carbonate allochems [F80],alternating silt and clay layers,alternating silt and clay layers with carbonate allochems,alternating silt and clay layers with carbonate allochems,,GLEY 1 2.5/N (black),planar,gradational,planar gradational,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Alternation layers of thin to medium beds of clay with carbonate allochems and silt lamina. Beds/lamination are normally graded from silt/silty clay to clay. silt lamina at 57, 60 64, 66cm",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,6,R,5,A,
