Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data
354-U1451A-70F-3-A,13,97,385.33,386.17,,,calcareous clay [Leg210]c,with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,dark gray,sharp irregular,sub-horizontal,medium bed [B01],silt [Leg210],thin bed [B01],H,,,,,,,,,
354-U1451A-70F-4-A,0,130,386.17,387.47,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,,,,,silt flow-in drilling disturbance through out the section.,,,
354-U1451A-70F-CC-A,0,27,387.47,387.74,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,,,,,silt flow-in drilling disturbance through out the section.,,,
354-U1451A-72F-1-A,0,3,392.2,392.23,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,sharp irregular,horizontal,,,,H,,mud clast,,,,,,,
354-U1451A-72F-1-A,3,16,392.23,392.36,,silty [Leg339],clay [Leg210],with mica,silty clay,silty clay with mica,clay with mica,,gray,gradational,horizontal,,,,T,,mottling [BJ80],,,,,,,
354-U1451A-72F-1-A,3,16,392.23,392.36,,,,with plant fragments [2014],,with plant fragments,with plant fragments,,,,,,,,,,,,,,,,,
354-U1451A-72F-1-A,16,43,392.36,392.63,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,gray,sharp planar,horizontal,,,,T,,,,,,,,,
354-U1451A-72F-1-A,16,43,392.36,392.63,,,,with plant fragments [2014],,with plant fragments,with plant fragments,,,,,,,,,,,,,,fining upward from silt to clay with wood fragments,,,
354-U1451A-72F-1-A,43,110,392.63,393.3,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,sub-horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],T,,normally graded,,,,interval of mud turbidites,,,
354-U1451A-72F-1-A,110,127,393.3,393.47,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,gray,sharp irregular,sub-horizontal,,,,T,,mottling [BJ80],,,,,,,
354-U1451A-72F-1-A,110,127,393.3,393.47,,,,with plant fragments [2014],,with plant fragments,with plant fragments,,,,,,,,,,,,,,,,,
354-U1451A-72F-1-A,127,140,393.47,393.6,,,clay [Leg210],with plant fragments [2014],clay,clay with plant fragments,clay with plant fragments,,gray,sharp irregular,sub-horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,
354-U1451A-72F-1-A,140,150,393.6,393.7,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,gray,,,,,,,,,,,,,,,
354-U1451A-72F-1-A,140,150,393.6,393.7,,,,with plant fragments [2014],,with plant fragments,with plant fragments,,,,,,,,T,,,,,,wood fragments in silty laminae,,,
354-U1451A-72F-2-A,0,150,393.7,395.2,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,,,,,,,T,,,,,,,,,
354-U1451A-72F-3-A,0,111,395.2,396.31,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,,,,,,,T,,,,,,,,,
354-U1451A-72F-4-A,0,56,396.31,396.87,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,,,,,,,T,,,,,,,,,
354-U1451A-72F-CC-A,0,24,396.87,397.11,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,,,,,,,T,,,,,,,,,
354-U1451A-731-CC-A,0,34,396.9,397.24,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,,,,,"Fall-in disturbance, white clay clast is scattered in the top and bottom portion.",,,
354-U1451A-74F-1-A,0,148,401.7,403.18,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,
354-U1451A-74F-1-A,148,150,403.18,403.2,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,,,,,,,,
354-U1451A-74F-2-A,0,16,403.2,403.36,,silty [Leg339],clay [Leg210],with mica,silty clay,silty clay with mica,clay with mica,,dark gray,sharp irregular,sub-horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,
354-U1451A-74F-2-A,16,85,403.36,404.05,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,,,,
354-U1451A-74F-3-A,0,60,404.05,404.65,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,
354-U1451A-74F-4-A,0,119,404.65,405.84,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,
354-U1451A-76F-1-A,0,31,411.2,411.51,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,sub-horizontal,,,,T,,,,,,,,,
354-U1451A-76F-1-A,31,89,411.51,412.09,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,sub-horizontal,medium bed [B01],clay [Leg210],very thin bed [B01],T,,,,,,,,,
354-U1451A-76F-1-A,89,122,412.09,412.42,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,sub-horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],T,,,,,,,,,
354-U1451A-76F-1-A,122,150,412.42,412.7,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,,,,,,T,,,,,,,,,
354-U1451A-76F-2-A,0,3,412.7,412.73,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,sub-horizontal,,,,T,,,,,,,,,
354-U1451A-76F-2-A,3,12,412.73,412.82,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,sub-vertical,thin bed [B01],,,T,,,,,,,,,
354-U1451A-76F-2-A,12,150,412.82,414.2,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,,,,,,T,,,,,,,,,
354-U1451A-76F-3-A,0,75,414.2,414.95,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,,,,,,T,,,,,,,,,
354-U1451A-78F-1-A,0,76,420.7,421.46,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,Fine sand,,,
354-U1451A-78F-CC-A,0,17,421.46,421.63,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,,,,,,,,,,,,,Fine sand,,,
354-U1451A-80F-1-A,0,119,430.2,431.39,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,T,,,,,,Fine sand,,,
354-U1451A-80F-2-A,0,149,431.39,432.88,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,T,,,,,,Fine sand,,,
354-U1451A-80F-3-A,0,71,432.88,433.59,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,T,,,,,,Fine sand,,,
354-U1451A-80F-4-A,0,118,433.59,434.77,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,T,,,,,,Fine sand,,,
354-U1451A-82F-1-A,0,8,439.7,439.78,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,sharp irregular,inclined,,,,,,,,,,,,,
354-U1451A-82F-1-A,8,29,439.78,439.99,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp planar,horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,
354-U1451A-82F-1-A,29,150,439.99,441.2,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,,,thin bed [B01],silt [Leg210],lamina [M&W53],H+T,,,,,,interbeds: silt with nannofossils,,,
354-U1451A-82F-2-A,0,121,441.2,442.41,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,,,,,,,,,,,,,,,
354-U1451A-82F-3-A,0,76,442.41,443.17,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,,,,,,,,,,,,,,,
354-U1451A-82F-CC-A,0,21,443.17,443.38,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,,,,,,,,,,,,,,,
354-U1451A-84F-1-A,0,10,449.2,449.3,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,sharp irregular,inclined,,,,,,,,,,,,,
354-U1451A-84F-1-A,10,56,449.3,449.76,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,gray,,,thin bed [B01],clay [Leg210],very thin bed [B01],T,,,,,,,,,
354-U1451A-84F-2-A,0,149,449.76,451.25,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,gray,,inclined,thick bed [B01],clay [Leg210],very thin bed [B01],T,,,,,,below 84 cm high coring disturbance,,,
354-U1451A-84F-3-A,0,80,451.25,452.05,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,gray,,inclined,thick bed [B01],clay [Leg210],very thin bed [B01],T,,,,,,high coring disturbance (flow-in from core base),,,
354-U1451A-84F-CC-A,0,6,452.05,452.11,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,gray,,inclined,thick bed [B01],clay [Leg210],very thin bed [B01],T,,,,,,high coring disturbance (flow-in from core base),,,
354-U1451A-86F-1-A,0,23,458.7,458.93,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,sub-horizontal,thin bed [B01],sand [Leg210],thin bed [B01],T,,,,,,fine sand,,,
354-U1451A-86F-1-A,23,39,458.93,459.09,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,horizontal,thin bed [B01],,,T,,,,,,,,,
354-U1451A-86F-1-A,39,71,459.09,459.41,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,sub-horizontal,medium bed [B01],,,T,,,,,,,,,
354-U1451A-86F-1-A,71,88,459.41,459.58,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,gradational,horizontal,medium bed [B01],,,T,,,,,,,,,
354-U1451A-86F-1-A,88,146,459.58,460.16,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,,,,
354-U1451A-86F-2-A,0,102,460.16,461.18,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,fine sand,,,
354-U1451A-86F-3-A,0,91,461.18,462.09,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,fine sand.,,,
354-U1451A-88F-1-A,0,6,468.2,468.26,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,
354-U1451A-88F-1-A,6,43,468.26,468.63,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,sharp irregular,sub-horizontal,,,,T,,,,,,,,,
354-U1451A-88F-1-A,43,100,468.63,469.2,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,gray,,,,,,T,,normally graded,,,,finfing up from clayey silt to silty clay,,,
354-U1451A-88F-2-A,0,9,469.2,469.29,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,gray,,,,,,T,,,,,,,,,
354-U1451A-88F-2-A,9,40,469.29,469.6,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,sharp irregular,sub-horizontal,,,,H,,,,,,,,,
354-U1451A-88F-2-A,40,71,469.6,469.91,,,silt [Leg210],,silt,silt,silt,,greenish gray,,,very thin bed [B01],clay [Leg210],very thin bed [B01],T,,,,,,,,,
354-U1451A-88F-3-A,0,108,469.91,470.99,,clayey [Leg339],silt [Leg210],with plant fragments [2014],clayey silt,clayey silt with plant fragments,silt with plant fragments,,gray,,,,,,,,,,,,,,,
354-U1451A-90F-1-A,0,28,477.7,477.98,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,T,,,,,,,,,
354-U1451A-90F-2-A,0,80,477.98,478.78,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,normally graded,,,,,,,
354-U1451A-90F-2-A,80,101,478.78,478.99,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,,,,,,H,,,,,,,,,
354-U1451A-90F-CC-A,0,9,478.99,479.08,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,,,,,,H,,,,,,,,,
354-U1451A-92F-1-A,0,79,487.2,487.99,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,fine sand,,,
354-U1451A-92F-2-A,0,90,487.99,488.89,,,sand [Leg210],,sand,sand,sand,,dark gray',,,,,,,,,,,,fine sand,,,
354-U1451A-94F-1-A,0,16,496.7,496.86,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp irregular,,,,,,,,,,,,,,
354-U1451A-94F-1-A,16,37,496.86,497.07,,,clay [Leg210],with sand [2014],clay,clay with sand,clay with sand,,dark gray,sharp planar,horizontal,,,,,,,,,,Fractured due to drilling disturbance,,,
354-U1451A-94F-1-A,37,52,497.07,497.22,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,
354-U1451A-94F-1-A,52,77,497.22,497.47,,,clay [Leg210],with sand [2014],clay,clay with sand,clay with sand,,dark gray,gradational,,,,,,,,,,,Drilling disturbance ?,,,
354-U1451A-94F-1-A,77,92,497.47,497.62,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-94F-CC-A,0,6,497.62,497.68,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-96F-1-A,0,122,506.2,507.42,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-98F-1-A,0,134,515.7,517.04,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,fine sand,,,
354-U1451A-98F-2-A,0,127,517.04,518.31,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,fine sand,,,
354-U1451A-100F-1-A,0,9,525.2,525.29,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,
354-U1451A-100F-1-A,9,21,525.29,525.41,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,
354-U1451A-100F-1-A,21,46,525.41,525.66,,,clay [Leg210],,clay,clay,clay,,dark gray,bioturbated,,,,,,,mottling [BJ80],,,,,,,
354-U1451A-100F-1-A,46,150,525.66,526.7,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,
354-U1451A-100F-2-A,0,87,526.7,527.57,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,
354-U1451A-100F-CC-A,0,19,527.57,527.76,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,
354-U1451A-102F-1-A,0,18,534.7,534.88,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,,,,,,,,
354-U1451A-102F-1-A,18,61,534.88,535.31,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,
354-U1451A-102F-2-A,0,148,535.31,536.79,,clayey [Leg339],sand [Leg210],,clayey sand,clayey sand,sand,,dark gray,,,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,
354-U1451A-102F-3-A,0,102,536.79,537.81,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-104F-1-A,0,46,544.2,544.66,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,
354-U1451A-104F-1-A,46,86,544.66,545.06,,,silt [Leg210],,silt,silt,silt,,dark gray,,,thin bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,
354-U1451A-106F-1-A,0,30,553.7,554,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp planar,,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,
354-U1451A-106F-1-A,30,42,554,554.12,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp irregular,,,,,,,parallel lamination,,,,,,,
354-U1451A-106F-1-A,42,50,554.12,554.2,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp planar,,,,,,,,,,,,,,
354-U1451A-106F-1-A,50,124,554.2,554.94,,sandy [Leg339],silt [Leg210],,sandy silt,sandy silt,silt,,dark gray,,,,,,,,normally graded,,,,,,,
354-U1451A-108F-1-A,0,11,563.2,563.31,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,
354-U1451A-108F-1-A,11,62,563.31,563.82,,silty [Leg339],clay [Leg210],with sand [2014],silty clay,silty clay with sand,clay with sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-108F-CC-A,0,10,563.82,563.92,,silty [Leg339],clay [Leg210],with sand [2014],silty clay,silty clay with sand,clay with sand,,dark gray,,,,,,,,,,,,,,,
354-U1451A-110F-1-A,0,11,572.7,572.81,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,
354-U1451A-110F-1-A,11,20,572.81,572.9,,sandy [Leg339],silt [Leg210],,sandy silt,sandy silt,silt,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,
354-U1451A-110F-1-A,20,40,572.9,573.1,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,
354-U1451A-111X-1-A,0,14,573.7,573.84,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,,,,,,,,,,,,,
354-U1451A-111X-1-A,14,24,573.84,573.94,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,
354-U1451A-111X-1-A,24,48,573.94,574.18,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,
354-U1451A-111X-1-A,48,71,574.18,574.41,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,
354-U1451A-111X-1-A,71,86,574.41,574.56,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,,,,,,,,,,,,,,
354-U1451A-111X-1-A,86,137,574.56,575.07,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,,,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,
354-U1451A-111X-1-A,137,151,575.07,575.21,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,,,,
354-U1451A-111X-2-A,0,11,575.21,575.32,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,
354-U1451A-111X-2-A,11,57,575.32,575.78,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp planar,horizontal,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,
354-U1451A-111X-2-A,57,71,575.78,575.92,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,,,,,,,,,,,,,,
354-U1451A-111X-2-A,71,91,575.92,576.12,,,sand [Leg210],with plant fragments [2014],sand,sand with plant fragments,sand with plant fragments,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,
354-U1451A-111X-2-A,91,129,576.12,576.5,,silty [Leg339],clay [Leg210],with plant fragments [2014],silty clay,silty clay with plant fragments,clay with plant fragments,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],thin bed [B01],T,,parallel lamination,,,,,,,
354-U1451A-111X-2-A,129,133,576.5,576.54,,silty [Leg339],sand [Leg210],with plant fragments [2014],silty sand,silty sand with plant fragments,sand with plant fragments,,dark gray,,,thin bed [B01],silt [Leg210],lamina [M&W53],T,,parallel lamination,,,,,,,
354-U1451A-111X-3-A,0,8,576.54,576.62,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,
354-U1451A-111X-3-A,8,32,576.62,576.86,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,
354-U1451A-111X-3-A,32,123,576.86,577.77,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp planar,horizontal,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,
354-U1451A-111X-3-A,123,151,577.77,578.05,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,,,,,,,,
354-U1451A-111X-CC-A,9,40,578.14,578.45,,,clay [Leg210],,clay,clay,clay,,dark gray,,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,Bottom 15cm are yellowish brown color.,,,
