Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
341-U1420A-102R-1-A,0,52,972.3,972.82,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"basalt 4, sdst 11, siltst 6, quarzite 1",,,,,
341-U1420A-102R-1-A,0,90,972.3,973.2,,,,clast-rich diamict ,,,,,,,,,,,,,,,,,,,,,,,
341-U1420A-102R-1-A,52,90,972.82,973.2,,,,,,,,,,,,,,,,,,,,,,"basalt, sandstone, quartzite, laminated siltstone",,,,,
341-U1420A-103R-1-A,0,145,982,983.45,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"clasts: sandstone(4), basalt(16), siltstone(12), granite(2), metasandstone(1), rhyolite(1), quartz(2)",,,,,
341-U1420A-103R-2-A,0,123,983.45,984.68,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"clasts: rhyolite(2), metasandstone(1), sandstone(11), argillite(1), granite(4), basalt(12), siltstone(9)",,,,,
341-U1420A-103R-CC-A,0,21,984.68,984.89,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"clasts: metasiltstone(1), quartz (1), basalt(2), metasandstone",,,,,
341-U1420A-103R-CC-A,21,26,984.89,984.94,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-103R-CC-A,26,30,984.94,984.98,,,,,,,,,,,present [A79],,,,,,,,,,,sandstone,,,,,
341-U1420A-104R-1-A,0,30,991.7,992,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,pebble [W22_2],subangular,pebble [W22_2],subangular,,,,,,"granite 2, sdst 3, basalt 3, siltst 7
",,,,,
341-U1420A-104R-1-A,30,33,992,992.03,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-104R-1-A,33,43,992.03,992.13,,,,,,,,,,,present [A79],,pebble [W22_2],subrounded,pebble [W22_2],subrounded,,,,,,washed gravel,,,,,
341-U1420A-105R-1-A,0,55,1001.4,1001.95,silty,clast-rich diamict [M89m],with sand [Leg339],silty clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,present [A79],,pebble [W22_2],subangular,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,,"sdst. 2, rhyolite 1, granite 1, siltst 3, quarzite 1, basalt 3",,,,,
341-U1420A-106R-1-A,0,126,1011.1,1012.36,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,pebble [W22_2],subrounded,pebble [W22_2],subrounded,pebble [W22_2],subangular,,,,"basalt 9, granite 2, vein qtz 8, siltst 11, argillite 2",,,,,
341-U1420A-106R-1-A,126,141,1012.36,1012.51,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1420A-106R-2-A,0,120,1012.51,1013.71,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,pebble [W22_2],subrounded,pebble [W22_2],subrounded,,,,,,"basalt 9, granite 3, siltst 13, sandst 2
",,,,,
341-U1420A-106R-3-A,0,20,1013.71,1013.91,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,pebble [W22_2],subrounded,pebble [W22_2],subrounded,,,,,,"sdst 1, siltst 6, vein qtz 3, basalt 3",,,,,
341-U1420A-106R-3-A,20,34,1013.91,1014.05,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,prefered orientation,N 3 (very dark gray),,,present [A79],,pebble [W22_2],subrounded,pebble [W22_2],subrounded,,,,,,,,,,,
341-U1420A-106R-3-A,34,47,1014.05,1014.18,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,pebble [W22_2],subrounded,pebble [W22_2],subrounded,,,,,,,,,,,
341-U1420A-106R-3-A,47,67,1014.18,1014.38,,,,,,,,,,,,,,,,,,,,,,DAIG,,,,,
341-U1420A-106R-CC-A,0,15,1014.38,1014.53,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"siltst 3, basalt 4, granite 1, vein qtz 2",,,,,
341-U1420A-106R-CC-A,15,20,1014.53,1014.58,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
