Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Diagenetic constituent,Diagenetic constituent composition,Biogenic material,Lithologic accessories,Contact or boundary type,Contact geometry,General interval comment,Ship File Links,Shore File Links,File Data
374-U1524A-25H-3-A,48,147,221.14,222.13,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-25H-4-A,0,147,222.13,223.6,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-25H-5-A,0,147,223.6,225.07,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-25H-6-A,0,42,225.07,225.49,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,
374-U1524A-25H-6-A,42,54,225.49,225.61,,diatom ooze,,diatom ooze,,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,,,,,
374-U1524A-25H-6-A,54,66,225.61,225.73,,diatom ooze,,diatom ooze,burrows,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,Condrites (?).,,,
374-U1524A-25H-6-A,66,146,225.73,226.53,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-25H-7-A,0,17,226.53,226.7,,diatom ooze,,diatom ooze,,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,
374-U1524A-25H-7-A,17,30,226.7,226.83,,diatom ooze,,diatom ooze,,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,,,,,
374-U1524A-25H-7-A,30,50,226.83,227.03,,diatom ooze,,diatom ooze,burrows,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,Condrites (?).,,,
374-U1524A-25H-7-A,50,128,227.03,227.81,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-26H-1-A,0,141,227.3,228.71,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-26H-2-A,0,95,228.71,229.66,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,
374-U1524A-26H-2-A,95,107,229.66,229.78,,diatom ooze,,diatom ooze,,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,,,,,
374-U1524A-26H-2-A,107,148,229.78,230.19,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-26H-3-A,0,148,230.19,231.67,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,lonestone,,,Lonestone at 10 cm.,,,
374-U1524A-26H-4-A,0,120,231.67,232.87,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,
374-U1524A-26H-4-A,17,17,231.84,231.84,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,
374-U1524A-26H-4-A,120,140,232.87,233.07,,diatom ooze,,diatom ooze,,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,,,,,
374-U1524A-26H-4-A,140,147,233.07,233.14,,diatom ooze,,diatom ooze,burrows,5Y 5/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,
374-U1524A-26H-5-A,0,7,233.14,233.21,,diatom ooze,,diatom ooze,burrows,5Y 5/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,
374-U1524A-26H-5-A,7,12,233.21,233.26,,diatom ooze,,diatom ooze,,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-26H-5-A,12,20,233.26,233.34,,diatom ooze,,diatom ooze,burrows,GLEY 1 6/5GY (greenish gray),slight [DB86],1,,,,,,,,,Greenish gray mud burrow/mottle?,,,
374-U1524A-26H-5-A,20,149,233.34,234.63,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-26H-6-A,0,42,234.63,235.05,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,
374-U1524A-26H-6-A,42,53,235.05,235.16,,diatom ooze,,diatom ooze,burrows,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,,,,,
374-U1524A-26H-6-A,53,78,235.16,235.41,,diatom ooze,,diatom ooze,burrows,5Y 5/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,
374-U1524A-26H-6-A,78,149,235.41,236.12,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-26H-7-A,0,77,236.12,236.89,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-26H-CC-A,0,18,236.89,237.07,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,0-2 cm cm-scale black sand laminae.,,,
374-U1524A-27H-1-A,0,141,236.8,238.21,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,pyrite,,,,,,,,
374-U1524A-27H-2-A,0,136,238.21,239.57,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,pyrite,,,sharp boundary or contact,,,,,
374-U1524A-27H-2-A,136,142,239.57,239.63,,diatom ooze,,diatom ooze,burrows,GLEY 1 7/5GY (light greenish grey),heavy [DB86],3,,,,,,,,,,,,
374-U1524A-27H-3-A,0,13,239.63,239.76,,diatom ooze,,diatom ooze,burrows,GLEY 1 7/5GY (light greenish grey),heavy [DB86],3,,,,,,,,,,,,
374-U1524A-27H-3-A,16,40,239.79,240.03,,diatom ooze,,diatom ooze,burrows,GLEY 1 7/5GY (light greenish grey),heavy [DB86],3,,,,,,,,,,,,
374-U1524A-27H-3-A,40,57,240.03,240.2,,diatom ooze,with common clasts,diatom ooze with common clasts,burrows,GLEY 1 7/5GY (light greenish grey),heavy [DB86],3,,,,,,,,,,,,
374-U1524A-27H-3-A,57,74,240.2,240.37,,diatom ooze,with common clasts,diatom ooze with common clasts,lamination,GLEY 1 6/5GY (greenish gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-27H-3-A,74,142,240.37,241.05,,diatom ooze,,diatom ooze,lamination,GLEY 1 6/5GY (greenish gray),slight [DB86],1,,,,,,,gradational boundary or contact,,,,,
374-U1524A-27H-3-A,137,142,241,241.05,,,,,lamination,,,,,,,,,,gradational boundary or contact,,Gradational color change from olive gray to greenish gray.,,,
374-U1524A-27H-3-A,142,145,241.05,241.08,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-27H-4-A,0,153,241.08,242.61,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-27H-5-A,0,39,242.61,243,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-27H-5-A,39,48,243,243.09,,diatom ooze,,diatom ooze,,GLEY 1 6/5GY (greenish gray),moderate [DB86],2,,,,,,,,,,,,
374-U1524A-27H-5-A,48,146,243.09,244.07,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-27H-6-A,0,131,244.07,245.38,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-27H-7-A,0,117,245.48,246.65,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-27H-CC-A,0,21,246.65,246.86,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-28H-1-A,0,61,246.3,246.91,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-28H-1-A,68,76,246.98,247.06,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-28H-1-A,76,92,247.06,247.22,,diatom ooze,,diatom ooze,mottling [BJ80],GLEY 1 6/10GY (greenish gray),moderate [DB86],2,,,,,,,undulating or wavy boundary or contact [BJ80],,,,,
374-U1524A-28H-1-A,92,143,247.22,247.73,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,gradational boundary or contact,,,,,
374-U1524A-28H-2-A,0,129,247.73,249.02,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-28H-2-A,129,145,249.02,249.18,,diatom ooze,,diatom ooze,mottling [BJ80],GLEY 1 6/10GY (greenish gray),moderate [DB86],2,,,,,,,sharp boundary or contact,,,,,
374-U1524A-28H-3-A,0,91,249.18,250.09,,,,,interlamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-28H-3-A,0,144,249.18,250.62,,diatom ooze,,diatom ooze,sand stringer,,,,,,,,,,,,,,,
374-U1524A-28H-3-A,91,103,250.09,250.21,,,,,mottling [BJ80],GLEY 1 6/10GY (greenish gray),moderate [DB86],2,,,,,,,sharp boundary or contact,,,,,
374-U1524A-28H-3-A,103,144,250.21,250.62,,,,,mottling [BJ80],5Y 5/2 (olive gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,
374-U1524A-28H-4-A,0,145,250.62,252.07,,diatom ooze,,diatom ooze,sand stringer,,,,,,,,,,,,,,,
374-U1524A-28H-4-A,0,145,250.62,252.07,,,,,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-28H-5-A,0,144,252.07,253.51,,diatom ooze,,diatom ooze,sand stringer,,,,,,,,,,,,,,,
374-U1524A-28H-5-A,0,144,252.07,253.51,,,,,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-28H-6-A,0,146,253.51,254.97,,diatom ooze,,diatom ooze,interlamination,,,,,,,,,,,,,,,
374-U1524A-28H-6-A,0,146,253.51,254.97,,,,,intraclast,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-28H-7-A,0,123,254.97,256.2,,diatom ooze,,diatom ooze,interlamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-28H-7-A,123,135,256.2,256.32,,diatom ooze,,diatom ooze,interlamination,GLEY 1 6/10GY (greenish gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,
374-U1524A-28H-CC-A,0,16,256.32,256.48,diatom rich,sandy mud(stone) to muddy sand(stone) [S54m],,diatom rich sandy mud(stone) to muddy sand(stone) with dispersed clasts,sand stringer,,,,,,,,,,,,,,,
374-U1524A-28H-CC-A,0,16,256.32,256.48,,,,,,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,
374-U1524A-29H-1-A,0,145,255.8,257.25,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),,,present [A79],,,pyrite,,lonestone,sharp boundary or contact,,Lonestone: 10 cm,,,
374-U1524A-29H-2-A,0,146,257.25,258.71,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,,,,sharp boundary or contact,,"Microfaults: 61, 105 cm",,,
374-U1524A-29H-3-A,0,147,258.71,260.18,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,,,,,,Laminated mud with silt lamina. Microfault: 25cm.,,,
374-U1524A-29H-4-A,0,145,260.18,261.63,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,,,,sharp boundary or contact,,,,,
374-U1524A-29H-5-A,0,94,261.63,262.57,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),slight [DB86],1,,,,,,lonestone,sharp boundary or contact,,79-94: stronger color mottling.,,,
374-U1524A-29H-5-A,94,106,262.57,262.69,diatom rich,sandy mud(stone) to muddy sand(stone) [S54m],,diatom rich sandy mud(stone) to muddy sand(stone) with dispersed clasts,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,,,,,
374-U1524A-29H-5-A,106,144,262.69,263.07,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,,,,,,Lonestone: 130 cm,,,
374-U1524A-29H-6-A,0,146,263.07,264.53,diatom rich,sandy mud(stone) to muddy sand(stone) [S54m],,diatom rich sandy mud(stone) to muddy sand(stone) with dispersed clasts,lamination,5Y 5/2 (olive gray),,,,,,,,,,,,,,
374-U1524A-29H-7-A,0,139,264.53,265.92,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,,,lonestone,sharp boundary or contact,,"39 cm: microfault, 114 cm: lonestone",,,
374-U1524A-29H-CC-A,0,21,265.92,266.13,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,,,,,,,,,
374-U1524A-30H-1-A,0,100,265.3,266.3,muddy,diatom ooze,,muddy diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,pyrite,,,sharp boundary or contact,,Includes pyrite stained layers/lamina,,,
374-U1524A-30H-2-A,0,151,266.3,267.81,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,pyrite,,,sharp boundary or contact,,"throughout the section, darker layers/lamina occur (slightly darker olive gray) possibly pyrite staining. 53 cm: microfault",,,
374-U1524A-30H-3-A,0,153,267.81,269.34,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,,,,sharp boundary or contact,,,,,
374-U1524A-30H-4-A,0,12,269.34,269.46,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),,3,,,,,,,,,,,,
374-U1524A-30H-4-A,12,56,269.46,269.9,diatom rich,sandy mud(stone) to muddy sand(stone) [S54m],,diatom rich sandy mud(stone) to muddy sand(stone) with dispersed clasts,,GLEY 1 6/10GY (greenish gray),heavy [DB86],3,,,,,,lonestone,,,"27, 40, 15: lonestones. 24-42: diatom-rich, mottling of whitish color are diatom oozes",,,
374-U1524A-30H-CC-A,0,37,269.9,270.27,diatom rich,sandy mud(stone) to muddy sand(stone) [S54m],,diatom rich sandy mud(stone) to muddy sand(stone) with dispersed clasts,mottling [BJ80],GLEY 1 6/10GY (greenish gray),,,,,,,,,,,,,,
374-U1524A-31F-CC-A,0,38,270.3,270.68,,diatom ooze,,diatom ooze,mottling [BJ80],GLEY 1 6/10GY (greenish gray),heavy [DB86],3,,,,,,lonestone,,,Lonestone: 25 cm,,,
374-U1524A-32X-1-A,0,57,270.7,271.27,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,pyrite,,,,,Pyrite stained,,,
374-U1524A-32X-2-A,0,145,271.27,272.72,,diatom ooze,,diatom ooze,lamination,5Y 5/2 (olive gray),,,,,,,,,,,,,,
374-U1524A-32X-2-A,145,151,272.72,272.78,,diatom ooze,,diatom ooze,mottling [BJ80],GLEY 1 6/10GY (greenish gray),,,,,,,,,,,Mottling of whitish color are diatom ooze,,,
374-U1524A-32X-CC-A,0,23,272.78,273.01,,diatom ooze,,diatom ooze,,5Y 5/2 (olive gray),,,,,,,,,,,,,,
374-U1524A-33X-1-A,0,56,280.3,280.86,,diatom ooze,,diatom ooze,,5Y 5/2 (olive gray),,,,,,,,,,,,,,
374-U1524A-33X-1-A,56,64,280.86,280.94,,diatom ooze,,diatom ooze,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,,,,,
374-U1524A-33X-1-A,64,76,280.94,281.06,,diatom ooze,,diatom ooze,,5Y 5/2 (olive gray),,,,,,,,,,,,,,
374-U1524A-33X-1-A,82,109,281.12,281.39,,diatom ooze,,diatom ooze,,5Y 5/2 (olive gray),,,,,,,,,,,,,,
374-U1524A-33X-2-A,0,150,281.39,282.89,,diatom ooze,,diatom ooze,,5Y 5/2 (olive gray),,,,,,,,,,,,,,
374-U1524A-33X-CC-A,0,5,282.89,282.94,diatom rich,sandy mud(stone) to muddy sand(stone) [S54m],,diatom rich sandy mud(stone) to muddy sand(stone) with dispersed clasts,,5Y 5/2 (olive gray),,,,,,,,,,,,,,
374-U1524A-34X-CC-A,0,41,289.9,290.31,diatom rich,sandy mud(stone) to muddy sand(stone) [S54m],,diatom rich sandy mud(stone) to muddy sand(stone) with dispersed clasts,,GLEY 1 6/10GY (greenish gray),,,,,,,,lonestone,,,"Lonestone: 1, 22, 36 cm",,,
