column,type
Discoaster saipanensis,taxa
Bacterosira bathyomphala,taxa
Pyrgo spp. N/A,taxa
Sillicoflagellate abundance,taxa
Myllostomella costai,taxa
Guembelitrioides nuttali,taxa
Dentalina ariena,taxa
Globorotalia juanai _B,taxa
Truncorotalia cavernula,taxa
Pterocorys minythorax,taxa
Cibicides spp.,taxa
Parasubbotina pseudowilsoni,taxa
Asterigerina spp.,taxa
Haplophragmoides chapmani,taxa
Coccolithus cachaoi,taxa
Didymocyrtis tubaria,taxa
Reticulofenestra haqii (<3 microns),taxa
Gyroidinoides primitivus,taxa
Cymatiosphaera brown sp. 4,taxa
Coscinodiscus temperei var. delicata,taxa
Lingulina seminuda,taxa
Nuttallides truempyi,taxa
Saturnalis circularis,taxa
Cletocythereis rastromarginata,taxa
Aster type,taxa
Globigerina falconensis,taxa
comments,taxa
Reticulofenestra dictyoda,taxa
Micula murus,taxa
Nuttallides sp.,taxa
Euuvigerina sp.,taxa
Truncorotalia crassula     (cf.) (SIN),taxa
Hanzawaia complanata,taxa
Rosalina spp.,taxa
Asteromphalus spp.,taxa
Cushmanina striatopunctata,taxa
Rhopalastrum profunda,taxa
Nodosariid taxa,taxa
Thalassiosira trifulta,taxa
Calcidiscus macintyrei,taxa
Cymatiosphaera sp.,taxa
Loxostomum pseudobeyrichi,taxa
Bogorovia veniamini,taxa
Thalassiosira yabei,taxa
Zeaglobigerina rubescens,taxa
Thalassionema nitzschioides,taxa
Spiroloculina spp.?,taxa
Collosphaera  sp.,taxa
Chiloguembelina midwayensis,taxa
Carposphaera sp.,taxa
Rouxia heteropolara var. A,taxa
Chilostomellina frimbriata,taxa
Lophocyrtis leptetrum,taxa
Glomospira aff. charoides,taxa
Chrysalogonium calomorphum,taxa
Asteromphalus grevillei,taxa
Thalassiosira sp.10,taxa
Globigerinoides subquadratus _T_,taxa
Marginotruncana coronata,taxa
Nodosarids (elongate forms),taxa
Praeglobobulimina ovata,taxa
Bolivina robusta,taxa
Operculina sp.,taxa
Melonis maorica,taxa
Technitella sp.,taxa
Pulvinulina sp.,taxa
Hirsutella panda,taxa
Turborotalia pomeroli,taxa
Sphenolithus capricornutus,taxa
Thalassiosira complicata,taxa
Hemiaulus peripterus var. peripterus,taxa
Uvigerina spinulosa,taxa
Cestodiscus trochus,taxa
Thalassionema hirosakiensis,taxa
Pulleniatina obliquiloculata,taxa
Zeaglobigerina apertura,taxa
Siphonina tenuicarinata,taxa
Globoquadrina altispira globosa,taxa
Reticulofenestra minuta,taxa
Lucianorhabdus spp.,taxa
Lithocyclia ocellus,taxa
Calciosolenia fossilis,taxa
Globocassidulina obtusa,taxa
Pullenia coryelli,taxa
Globigerinoides altiaperturus _B_,taxa
Spiniferites mirabilis,taxa
BF Group abundance,taxa
Globoturborotalita connecta,taxa
Stylodictya validispina,taxa
Chilostomella spp.,taxa
Pleurostomella recens,taxa
Cocconeis spp.,taxa
Foram abundance,taxa
Cycladophora cornutoides,taxa
Micula prinsii,taxa
Acarinina soldadoensis,taxa
Globigerina bulloides umbilicata,taxa
Ceratolithus tricorniculatus,taxa
Actinocyclus elongatus,taxa
Spiroculina sp.,taxa
Cassidulina delicata,taxa
Valvulineria sp. 1,taxa
Azpeitia africana (Janisch),taxa
Sporomorphs,taxa
Chiloguembelina trinitatensis,taxa
Poaceae,taxa
Siphonodosaria pomuligera,taxa
Uvigerina bradyana,taxa
Skeletonemopsis mahoodii,taxa
Bacteriastrum hyalinum,taxa
Pemma basquense,taxa
Truncorotalia tosaensis,taxa
Site,taxa
Rectuvigerina rerensis,taxa
Asterolampra grevillei,taxa
Robertina bradyi,taxa
small Gephyrocapsa (<4µm),taxa
Turborotalita quinqueloba,taxa
Asteromphalus flabellatus,taxa
Pterocanium praetextum,taxa
Fasciculithus richardii,taxa
Lamprocyrtis nigriniae,taxa
Discanomalina coronata,taxa
Cupressaceae,taxa
Neoeponides sp.,taxa
Distephanus pseudofibulua,taxa
Globorotalia praehumerosa,taxa
Dictyocorine truncatum,taxa
Sphenolithus neoabies,taxa
Alveus marina,taxa
Pseudodimerogramma elegans,taxa
XBroken,taxa
Parasubbotina pseudobulloides,taxa
Taxus,taxa
Stephanopyxis sp. C MSSTS,taxa
Dicladia sp.,taxa
Dispinodiscus sp.,taxa
Calciosolenia sp.,taxa
Aragonia ouezzanensis,taxa
Textularia spp.,taxa
Dicladia lorenzianus,taxa
Bigenerina sp.,taxa
Scyphosphaera apsteinii,taxa
Buliminella parvula,taxa
Chrysalogonium  equisetiformis,taxa
Gartnerago segmentatum,taxa
Globorotalia munda,taxa
Globigerina (Zeaglobigerina) nepenthes,taxa
Cibicidoides lobatulus,taxa
Chiphragmolithus acanthodes,taxa
Sphenolithus celsus,taxa
Orthomorphina sp.,taxa
Cancris inflatus,taxa
Hyalodiscus obsoletus,taxa
Cassidulinoides sp.,taxa
Spinidinium schellenbergii,taxa
Pseudoglandulina spp.,taxa
Morozovella conicotruncata,taxa
Epistominella exigua,taxa
Clavihedbergella simplex,taxa
Truncorotalia crassaconica     (cf.) (SIN),taxa
Discoaster druggii (< 15 microns),taxa
Siphonodosaria annulifera,taxa
Thalassiosira aff. eccentrica,taxa
Paralabamina elevata,taxa
Rhabdosphaera tenuis,taxa
Dorthia biformis,taxa
Buliminella elegantissima,taxa
Nannofossil comment,taxa
Enneaphormis rotula,taxa
Cymbaloporetta sp. 1,taxa
Globorotalia fimbriata,taxa
Nuttalides umbonifera,taxa
pc_abundance_name_mode,taxa
Acrosphaera murrayana,taxa
Conglophragmium irregularis,taxa
Calcidiscus pataecus,taxa
Nonionella bradii,taxa
Spongaster tetras,taxa
Glomospira gordialis,taxa
Discoaster bollii,taxa
Globigerinella calida,taxa
Nonionidae indet.,taxa
Nannotetrina spp.,taxa
Trifarina spp.,taxa
Gavelinella,taxa
Lamptonium fabaeforme fabaeforme,taxa
Porosira pseudodenticulata,taxa
Dictyocoryne sp.,taxa
Stensioeina beccariiformis,taxa
Acarinina primitiva,taxa
Subbotina eocaena s.l.,taxa
Cycladophora nakasekoi,taxa
Septotextularia rugosa,taxa
Loxostomum karrerianum,taxa
Artobotrys biaurita,taxa
Protoperidinium sp. 2,taxa
Bottom[cm] [cm],taxa
Globorotalia (Hirsutella) hirsuta,taxa
Sphaeroidinellopsis kochi,taxa
Ophthalmidium circularis,taxa
Synedra jouseana,taxa
Calcidiscus spp.,taxa
"Parasubbotina inaquespira (Subbotina, 1953)",taxa
Acrosphaera spinosa,taxa
Asterolampra eximia,taxa
Podocyrtis phyxis,taxa
Cibicidoides pachyderma var. bathyalis,taxa
Spongocore sp.,taxa
Neocrepidolithus fossus,taxa
Heliodiscus astericus,taxa
Anthocyrtoma sp.,taxa
File Data,taxa
Praemurica taurica,taxa
Euchitonia sp.,taxa
Trochammina inflata,taxa
Dentalina intorta,taxa
Micula,taxa
Pulleniatina primalis (S),taxa
Echinidinium sp.,taxa
Thalmanninella gandolfii,taxa
Spiroloculina rotunda,taxa
Quinqueloculina bradyana,taxa
Eggerella sp.,taxa
Pseudomicula quadrata,taxa
Reticulofenestra dictyoda  (10-14µm),taxa
Calocycletta caepa,taxa
Rhagodiscus indistinctus,taxa
Lychnocanoma auxilla,taxa
Eprolithus eptapetalus,taxa
Pseudohastigerina naguewichiensis,taxa
Carpocanium rubyae,taxa
Nephrolithus frequens,taxa
Gavelinopsis lobatulus,taxa
Neogloboquadrina continuosa,taxa
Migros flintii,taxa
Cyclicargolithus abisectus (11 µm),taxa
Rouxia peragalli,taxa
Morozovella crater,taxa
Thalassiosira decipiens,taxa
Clausicoccus spp.,taxa
Spiroloculina spp.,taxa
Buryella spp.,taxa
Spongodiscus rhabdostylus,taxa
Tenuitella munda,taxa
Asterolampra acutiloba,taxa
Biscutum coronum,taxa
Globorotalia crassaformis crassaformis,taxa
?Morozovella spp.,taxa
Trochosira coronata,taxa
Lamprocyclas particollis,taxa
Tetrapyle octacatha,taxa
Gartnerago nanum,taxa
Anomalinoides ammonoides,taxa
Bolivina spp.,taxa
Eponides sp.,taxa
Calciosolenia spp.,taxa
Heterolepa sp.,taxa
Dentalina flintii,taxa
Palliolatella sp.,taxa
Biscutum ellipticum,taxa
Globoconella miozea (s.l),taxa
Catapsydrax parvulus,taxa
Eprolithus moratus,taxa
Brown woody phytoclasts,taxa
Eponides repandus,taxa
Fragilariopsis pseudonana,taxa
Didymocyrtis antipenultima,taxa
Triceratium cinnamomeum var. minor,taxa
Siphonaperta spp.,taxa
Aragonia sp.,taxa
Eponides concinnus,taxa
Denticulopsis praedimorpha v. minor,taxa
Archaeoglobigerina bosquensis,taxa
Sethochytris triconiscus,taxa
Fasciculithus involutus,taxa
Asterolampra marylandica,taxa
Thalassiosira brunii,taxa
Pseudoclavulina juncea,taxa
Prasinophytes,taxa
Globotruncana neotricarinata,taxa
Paragloborotalia kugleri _T and B_ _M2 and M1a_,taxa
Globorotalia plesiotumida _B_ _M13b_,taxa
Dictyoprora pirum,taxa
Globigerinoides pyramidalis,taxa
Globorotalia semivera,taxa
Plectofrondicularia proparri,taxa
Fasciculithus ullii,taxa
Sphenolithus editus,taxa
Reticulofenestra lockerii,taxa
Uvigerina bifurcata,taxa
Thalassiosira praeconvexa,taxa
Pearsonites broedermanni,taxa
Cymbalopora sp.,taxa
"Dentoglobigerina galavisi (Bermudez), 1961 p 1183-1184 pl IV fig 3 as Globigerina",taxa
Gyroidinoides orbicularis,taxa
Sphenolithus delphix,taxa
Ceratolithus acutus,taxa
Discoaster triradiatus,taxa
Truncorotalia truncatulinoides (SIN),taxa
Discoaster diastypus,taxa
Globorotalia hessi,taxa
Gephyrocapsa oceanica (<5 micron),taxa
Hymeniastrum sp.,taxa
Helicosphera inversa,taxa
Planulina wuellerstorfi >1000 m,taxa
Aphetocyrtis gnomabax,taxa
Spiroloculina sp.,taxa
Pulleniatina obliquiloculata (D),taxa
Reticulofenestra sp. (3-5 microns),taxa
Retecapsa ficula,taxa
Datum age average [Ma],taxa
Hauerinella inconstans,taxa
Planulina dohertyi,taxa
Loxostomina cf. major,taxa
Globigerinoides bolli,taxa
Bulimina thanetensis,taxa
Fragilariopsis robusta,taxa
Globorotaloides testarugosa,taxa
Thalassiosira burckliana,taxa
Theocotyle venezuelensis,taxa
Notorotalia kingmai,taxa
Denticulopsis ichikawae,taxa
Pleurostomella tenuis,taxa
Globorotalia (Globorotalia) conoidea,taxa
Hayesites albiensis,taxa
Achnanthes sp.,taxa
Nitzschia porteri,taxa
Uvigerina elongatastriata,taxa
Watznaueria fossacincta,taxa
Age,taxa
Lithopera bacca,taxa
Eiffellithus perchnielseniae,taxa
Pyrulina sp.,taxa
Fragilariopsis praecurta,taxa
Dextral:Sinistral _P. praespectabilis_,taxa
Globorotaloides hexagonus,taxa
Lagenids,taxa
Anomalinoides sp. 1,taxa
Euuvigerina miozea (group) >100 m,taxa
Discoaster williamsii,taxa
Coccolithus pelagicus spp. braarudii,taxa
Osangularia plummerae,taxa
Petrarhabdus copulatus,taxa
Lophocyrtis jacchia,taxa
Paragloborotalia mayeri,taxa
Prediscosphaera spinosa,taxa
Thalassiothrix spp.,taxa
Helicosphaera inversa,taxa
Globorotalia menardii,taxa
Quinqueloculina lamarckiana,taxa
Globotruncanella havanensis,taxa
Clausicoccus fenestratus,taxa
Navicula hennedyi,taxa
Larcopyle hayesi,taxa
Pulleniatina (D),taxa
Rhopalodia gibberula,taxa
Bigenerina spp.,taxa
Lychnocanoma sakaii Morley and Nigrini,taxa
Stichocorys wolffii,taxa
Cibicidoides sp. 2,taxa
Aragonia,taxa
BF Preservation,taxa
Prediscosphaera bukryi,taxa
Stylacontarium acquilonium,taxa
Carposphaera annikae,taxa
Muricohedbergella holmdelensis,taxa
Elphidiella spp.,taxa
Silicoflagellates (all taxa),taxa
Fohsella peripheroronda,taxa
Acarinina cuneicamerata,taxa
Peneroplis spp.,taxa
Tritaxia,taxa
Karrerulina sp. 1,taxa
Pyramidina sp.,taxa
Dactyliosolen antarcticus,taxa
Bulimina trihedra,taxa
Lophodolithus nascens,taxa
Stylatractus santaeannae,taxa
Nitzschia efferans,taxa
Denticulopsis maccollumii,taxa
PF group abundance,taxa
Quinqueloculina akneriana,taxa
Siphocampe? acephala,taxa
Karreria cf. fallax,taxa
Podocyrtis papalis,taxa
Bulimina midwayensis,taxa
Cribroloculina sp.,taxa
Batiacasphaera sp.,taxa
Nodosarella sp.,taxa
Globigerinoides extremus _T and B,taxa
Parasorites orbitoloides,taxa
Globorotalia (Menardella) praemenardii,taxa
Quercus evergreen type,taxa
Thalassiosira fasciculata,taxa
Cyrtopera languncula,taxa
Zeugrhabdotus trivectis,taxa
Fasciculithus tympaniformis,taxa
Neoeponides margaritifer,taxa
Trilobatus primordius,taxa
Hirsutella scitula,taxa
Mucronina acuta,taxa
Carpocanistrum cephallum,taxa
Globorotalia (Fohsella) praefohsi,taxa
Paragloborotalia pseudocontinuosa (S),taxa
Uvigerina elongata,taxa
Hyalodiscus sp.,taxa
Datum name,taxa
Cibicidoides eocenicus,taxa
Rhaphoneis amphiceros,taxa
Spiniferites ramosus,taxa
Triceratium cinnamomeum var. quadrangulata,taxa
Truncorotalia crassula,taxa
Nothofagus pollen,taxa
Asteromphalus arachne,taxa
Navicula spectabilis,taxa
Globoconella triangula,taxa
Pyramidulina spp.,taxa
Guembelitria cenomana,taxa
Calocycletta costata,taxa
Pyrgoella irregularis,taxa
Reticulofenestra small,taxa
Globorotalia ichinosekiensis,taxa
Discoaster kuglerii,taxa
Hormosina trinitatensis,taxa
Thalassiosira yabei var. elliptica,taxa
Vulvulina zespinosa,taxa
Dextral:Sinistral _P. finalis_,taxa
Trochammina sp.,taxa
PF Preservation,taxa
Operculina ammonoides,taxa
Diploneis smithii,taxa
Liliasterites atlanticus,taxa
"Reworking comment (1= <1%, 2= light 1-10%, 3= >10%)",taxa
Agglutinated spp. (indeterminate),taxa
Reticulofenestra oamaruensis,taxa
Larcopyle quadrangula,taxa
Rumex,taxa
Chiasmolithus bidens,taxa
Cibicidoides kullenbergi,taxa
Rhizosolenia antennata var. semispina,taxa
Guttulina communis,taxa
Screptroneis hungarica,taxa
Sigmoilopsis compressa,taxa
Pleurostomella cf. alternans,taxa
Pontosphaera versa,taxa
Nodosaria albatrossi,taxa
Fungal spores,taxa
Stilostomella subspinosa,taxa
Siphocampe? amygdala,taxa
Praeorbulina glomerosa _B_ _M5b,taxa
Stellarima stellaris,taxa
Quadrimorphina sp.,taxa
Saccammina sp.,taxa
Planoglobulina acervulinoides,taxa
Praemurica pseudoinconstans,taxa
Beella digitata,taxa
Misceomarginatus pleniporus,taxa
Pyrgo comata,taxa
Cibicides pachyderma,taxa
Lychnocanomma nipponica sakaii,taxa
Globigerinita iota,taxa
Syracosphaera lamina,taxa
Globigerinella aequilateralis,taxa
Buliminella sp.,taxa
Elphidium sp.,taxa
Globorotalia cf. crassula,taxa
Subreophax sp. cf. Subreophax scalaris,taxa
Fragilariopsis rhombica,taxa
Epistominella umbonifera ?,taxa
Plectofrondicularia cf. kerni,taxa
Nonion sp.,taxa
Clinapertina subplanispira,taxa
Stephanopyxis spinossima,taxa
Clavulinoides sp.,taxa
Actinoptychus senarius,taxa
Rotelapillus crenulatus,taxa
Thalassiosira poroseriata,taxa
Parasubbotina varianta,taxa
Eifellithus,taxa
Reticulofenestra pseudoumbilicus (5-7 microns),taxa
Actinocyclus ellipticus fa. lanceolata,taxa
Uvigerina peregrina f. parvula,taxa
Cancris oblonga,taxa
Stilostomella subtertenuata,taxa
Neobrunia mirabilis,taxa
Stilostominella spp.,taxa
Spongodiscus resurgens,taxa
Rectobolivina bifrons,taxa
Gephyrocapsa spp. (medium 4-5.5 microns),taxa
Discoaster altus,taxa
count,taxa
Phorticium pylonium,taxa
Anomalinoides rubiginosus,taxa
Rectobolivina sp.,taxa
Rhabdonema spp.,taxa
Discoaster sp.,taxa
Cyrtocapsella tetrapera,taxa
Micula decussata,taxa
Vaginulinopsis reinformis,taxa
Cribrononion kerguelenense,taxa
Neogloboquadrina pachyderma (sin.),taxa
Thalassiosira eccentrica,taxa
Hedbergella holmdelensis,taxa
Carpocanistrum acutidentatum,taxa
Corethron pennatum,taxa
Gaudryina sp.,taxa
Coccolithus pelagicus (w/bar),taxa
Cistus,taxa
Globigerinelloides prairiehillensis,taxa
Zeaglobigerina nepenthes,taxa
Globigerina ouachitensis,taxa
Laticarinina sp.,taxa
Bogorovia barronii,taxa
Tympanomma sp.,taxa
Sahulia barkeri,taxa
Crassulaceae,taxa
Pterocorys minythorax ?,taxa
Melonis pompilioides,taxa
Fohsella robusta _B_ _M9b_,taxa
Igorina broedermanni,taxa
Staurolithites mutterlosei,taxa
Globigerinoides subquadratus,taxa
Anthocyrtidium jenghisi,taxa
Morozovella quetra,taxa
Thalassionema nitzschioides var. incurvatum,taxa
Zone name [short],taxa
Globorotalia cibaoensis _T and B_ _PL1b,taxa
Thalassiosira convexa var. convexa,taxa
Chiphragmolithus acanothodes,taxa
Muricohedbergella delrioensis,taxa
Rhizosolenia curvirostris,taxa
Siphonodosaria cooperensis,taxa
Tapered,taxa
Patellina antarctica,taxa
Globigerinatheka tropicalis,taxa
Lithomelissa ehrenbergi,taxa
Pterocodon (?) poculum,taxa
Orthomorphina perversa,taxa
Gephyrocapsa oceanica,taxa
Spiroplectoides cubensis,taxa
Botryostrobus auritus-australis (Ehrenberg) group,taxa
Gyroidinoides nitidus,taxa
Praeorbulina sicana _T and B_ _M5a,taxa
Paragloborotalia kugleri,taxa
Planoglabratella cf. opercularis,taxa
Braarudosphaera bigelowii,taxa
Rugoglobigerina pennyi,taxa
Heronallenia lingulata,taxa
Globigerinelloides impensus,taxa
Morozovella aequa,taxa
Karreriella sp.,taxa
Discorbinella bertheloti,taxa
Ericaceae,taxa
Psammosiphonella cylindrica,taxa
Globotruncana linneiana,taxa
Eustephanias spp.,taxa
Toweius pertusus,taxa
Thoracosphaera spp.,taxa
Toweius gammation,taxa
Abathomphalus intermedia,taxa
Saccospyris conithorax,taxa
Coccolithus pelagicus ssp. pelagicus,taxa
Collosphaera brattstroemi,taxa
Textularia lateralis,taxa
Larcospira minor,taxa
Pyrgo laevis,taxa
Truncorotalia juanai,taxa
Lagena spp.,taxa
Polymorphinids,taxa
Globorotalia (Globorotalia) tumida tumida,taxa
Sceptroneis lingulatus,taxa
Globorotalia continuousa,taxa
Rhizosolenia sp. D sensu Olney et al 2007,taxa
Actinocyclus ellipticus,taxa
Catapsydrax cf. howei,taxa
Reinhardtites biperforatus,taxa
Pyrgo spp.,taxa
Staurolithites flavus,taxa
Lamprocyclas maritalis,taxa
Cibicidoides ornatus,taxa
Cancris spp.,taxa
Reticulofenestra pseudoumbilicus (>7 microns),taxa
Cibicides subhaidingeri,taxa
Planulina ariminensis,taxa
Hanzawaia spp.,taxa
Cornutella profunda,taxa
Globigerinoides fistulosus,taxa
Thalassiosira eccentrica (Ehrenberg),taxa
Acarinina spp.,taxa
Nephrospyris renilla,taxa
Fragilaria sp.,taxa
Lamptonium fab. fabaeforme,taxa
Globoturborotalita decoraperta _T and B_,taxa
Hyperammina sp.,taxa
Cyclicargolithus floridanus small (<5µm),taxa
Astrononion sp.,taxa
Globorotalia crassaformis s.l. (dex),taxa
Gephyrocapsa caribbeanica (3-4 microns),taxa
Fragilariopsis reinholdii,taxa
Karrerulina aegra,taxa
Siphonina bradyana,taxa
Lamptonium fab. constrictum,taxa
Bolvina subaenariensis,taxa
Fasciculithus spp.,taxa
Dentoglobigerina galavisi,taxa
Alabamina cf. dissonata,taxa
Impagidinium pallidum,taxa
Typha_Sparganium,taxa
Reworked species,taxa
Gephyrocapsa spp. (<3 microns),taxa
Elphidium charlottensis,taxa
Hemiaulus grassus,taxa
Creania lacyae,taxa
Chrysalogonium tenuicostatum,taxa
Hirsutella panda (cf.),taxa
Discoaster pacificus,taxa
Globorotaloides quadrocameratus,taxa
physical_constituent_name,taxa
Galium type,taxa
Globigerinoides extremus _T and B_,taxa
Lithocyclia angusta,taxa
Watznaueria barnesiae,taxa
Helicosphaera spp. (Palegoene),taxa
Dentoglobigerina altispira,taxa
Theocorys anapographa,taxa
Tholospyris kantiana,taxa
Chaetoceros spp.,taxa
Cyperaceae,taxa
Angulogerina aff. fueguina,taxa
Roperia tesselata,taxa
Azpeitia burky (Barron),taxa
Spiroloculina bradyi,taxa
Selenopemphix nephroides psilate,taxa
Oridorsalis tener,taxa
Reophax subfusiformis,taxa
Azpeitia nodulifera fa. cyclopa,taxa
Artophormis gracilis,taxa
Carpocanarium sp.,taxa
Lapideacassis sp.,taxa
Ticinella sp.,taxa
Bulimina spp.,taxa
Siphonodosaria sp. 1,taxa
Globorotalia limbata,taxa
Olea,taxa
Cerebrina lacunata,taxa
Stilostomella lepidula,taxa
Helvetoglobotruncana helvetica,taxa
Kisseleviella sp.,taxa
Textularia zeaggluta,taxa
Pontosphaera enormis,taxa
Monalysidium spp.,taxa
Marginulina obesa,taxa
Dicarinella algeriana,taxa
Discoaster kugleri,taxa
Anthocyrtidium  marieae,taxa
Globorotalia humerosa,taxa
Discoaster signus,taxa
Sphenolithus primus,taxa
Denticulopsis ovata,taxa
Biantholithus sparsus,taxa
Siphouvigerina hispida,taxa
Proboscia spp.,taxa
"PALEO WATER DEPTH (IS=inner shelf, MS=middle shelf, OS=outer shelf)",taxa
Synedra tabulata var. rupicola,taxa
Pyramidulina glanduliniformis,taxa
Truncorotalia truncatulinoides (DEX),taxa
Euuvigerina wanzea,taxa
Truncorotalia crassaconica     (cf.),taxa
Shionodiscus tetraoestrupii var. reimeri,taxa
Tholospyris baconiana,taxa
Morozovella acutispira,taxa
Thyrsocyrtis orthotenes n. sp.,taxa
Quinqueloculina granulocostata,taxa
Rouxia naviculoides,taxa
Calcidiscus mcintyrei,taxa
Subbotina inaequispira,taxa
Shionodiscus tetraoestrupii,taxa
Ceratolithus telesmus,taxa
Actinocyclus octonarius var. tenellus,taxa
Paragloborotalia griffinoides,taxa
Cibicidoides eocaenus,taxa
Siphonina tubulosa,taxa
Dendrospyris ? sakaii,taxa
Globorotalia multicamerata,taxa
Dictyocha spp.,taxa
Centaurea nigra type,taxa
Paragloborotalia continuosa/mayeri,taxa
Truncorotalia crassula     (cf.) (DEX),taxa
Hemiaulus sp.,taxa
Globoquadrina dehiscens _B and T,taxa
Pyxilla spp.,taxa
Melonis nicobarense,taxa
Fragilariopsis barronii,taxa
Globorotalites conicus,taxa
Black woody phytoclasts,taxa
Anthocyrtidium ophirense,taxa
Phorticium pylonium group,taxa
Pseudotriceratium cinnamomeum,taxa
Foraminiferal test linings,taxa
Globoturborotalita apertura,taxa
Lithraphidites acutus,taxa
Globotruncana ventricosa,taxa
Foraminifer test linings,taxa
Diploneis fusca,taxa
Biscutum magnum,taxa
Circodiscus microporus group,taxa
Pattelina corrugata,taxa
Uvigerina cf. mexicana,taxa
Dictyococcites bisectus (>10 µm),taxa
Bottom Depth [m],taxa
Pseudorotalia globosa,taxa
Discolithina japonica,taxa
Mucronina compressa,taxa
Cycladophora golli golli,taxa
Globigerina euapertura,taxa
Nannotetrina fulgens,taxa
Reticulofenestra umbilicus,taxa
Amaurolithus bizarrus,taxa
Eggerella bradyi nitens,taxa
Sphenolithus dissimilis,taxa
Lamaprocyrtis neoheteroporos,taxa
Retecapsa schizobrachiata,taxa
spores,taxa
Bolvina pseudoplicata,taxa
Bolivina lapsus,taxa
Brizalina pusilla,taxa
Truncorotalia crassacarinina (SIN),taxa
Sphynctolethus pacificus,taxa
Discoaster ornatus,taxa
Liriospyris stauropora,taxa
Gephyrocapsa muellerae,taxa
Uniplanarius gothicus,taxa
Hauerina spp.,taxa
Lagena meridionalis,taxa
Saccammina spp.,taxa
Fragilariopsis arcula,taxa
Thyrsocyrtis pinguisicoides,taxa
Nitzschia reiholdii,taxa
Synedropsis sp. C,taxa
Synedropsis sp.,taxa
Discorbia spp.,taxa
Vaginulina cf. recta,taxa
Nonionella labradorica,taxa
Pullenia spp.,taxa
fossil,taxa
Globigerinatheka luterbacheri,taxa
Actinocyclus ingens,taxa
Praehedbergella aptiana,taxa
Scyphosphaera ventriosa,taxa
Calcisphere,taxa
Muricohedbergella planispira,taxa
Planulina weullerstorfi,taxa
Antarctissa strelkovi,taxa
Globorotalia limbata _B_,taxa
Discorbinella spp.,taxa
Lychnocanium elongata,taxa
Neogloboquadrina atlantica (dex),taxa
Umbellosphaera tenuis,taxa
Sphaeroidinellopsis seminulina _T_ _PL4_,taxa
Lamprocyclas maritalis polypora,taxa
Globocassidulina sp.,taxa
Pseudopyxilla americana,taxa
Lejeunecysta acuminata,taxa
Podocyrtis diamesa,taxa
Zeaglobigerina brazieri,taxa
Glogoturborotalita sp.,taxa
Cymbella spp.,taxa
Cassidulinoides parkerianus,taxa
Siphonosphaera polysiphonia,taxa
Praeorbulina sp.,taxa
Spongotrochus sp. A Abelmann,taxa
Gephyrocapsa caribbeanica,taxa
Datum author year,taxa
Turborotalia cerroazulensis,taxa
Reusella sp.,taxa
Nonionella cf. bradii,taxa
Exp,taxa
Cibicidoides sp.,taxa
Mesocena quadrangula,taxa
Coronocyclus prionion,taxa
Discoaster asymetricus,taxa
Discoaster bifax,taxa
Discorbis?,taxa
Dorothia trochoides,taxa
Markalius inversus,taxa
Toweius eminens,taxa
Toweius tovae,taxa
Reusella spinulosa,taxa
Globorotalia hirsuta _B_,taxa
Orthorhabdus striatus,taxa
Rhizosolenia setigera,taxa
Jakubowskia leoniae,taxa
Dorothia elongata,taxa
Ammonia sp.,taxa
Robertinoides spp.,taxa
Brassicaceae,taxa
Hercotheca sp.,taxa
Globigerinoides obliquus _T,taxa
Thalassiosira elliptipora,taxa
Pulleniatina finalis _B_,taxa
Discoaster multiradiatus,taxa
Phormospyris scaphipes,taxa
Planulina sp. 2,taxa
Globorotalia tumida _B_ _PL1a_,taxa
Orbulina bilobata,taxa
Abyssamina quadrata,taxa
Gavelinella sp. 3,taxa
Dictyococcites spp. (<6 microns),taxa
Ammobaculites sp.,taxa
Tegumentum,taxa
Eucyrtidium calvertense,taxa
Pontosphaera multipora,taxa
Amaurolithus spp.,taxa
Lophocyrtis hadra,taxa
Dentoglobigerina juxtabinaiensis,taxa
Hexacontium akitaensis,taxa
Bulimina bortonica,taxa
Ammoglobigerina sp.,taxa
Gephyrocapsa ericsonii,taxa
Amphistegina radiata,taxa
Stainforthia tenuata,taxa
Buliminella tenuata,taxa
Praeorbulina circularis _B_,taxa
Lychnocanoma turgidum,taxa
Contusotruncana plicata,taxa
Bulimina gibba,taxa
Rhaphoneis spp.,taxa
Antarctissa robusta,taxa
Fissurina cucullata,taxa
Globorotalia (Truncorotalia) truncatulinoides,taxa
Lychnocanoma babylonis,taxa
Ehrenbergina marwicki,taxa
Dentoglobigerina galavasi,taxa
A/W,taxa
Proboscia ?cretacea,taxa
Fursenkoina seminuda,taxa
Glandulina ovula,taxa
Siphonodosaria subspinosa,taxa
Fissurina radiata,taxa
Datum age minimum [Ma],taxa
Biloculinella sp.,taxa
Cibicides  bradyi,taxa
Cibicidoides wuellerstorfi,taxa
Aspect comment (etching),taxa
Globoturborotalita nepenthes _T and B_ _PL2_,taxa
Palaeocystodinium sp.,taxa
Fragilariopsis bohatyi,taxa
"Hirsutella scitula (Brady, 1882)",taxa
Haslea sp.,taxa
Bolivina sp.,taxa
Discorbis spp.,taxa
Reticulofenestra perplexa,taxa
Discoaster intercalaris,taxa
Siphogenerina spp.,taxa
Cibicidoides cf. wuellerstorfi,taxa
Hanzawaia ammophila,taxa
dupes and comments,taxa
Vaginulina americana,taxa
Adelosina dubia?,taxa
Hastigerina pelagica,taxa
Epistomina sp.,taxa
Globoconella puncticulata,taxa
